상가업소번호,법정동코드,지번본번지,지번부번지,상호명,지점명,상권_코드,균등분배_전용면적,리뷰수,별점,카페_추정매출
MA0101202310A0003546,1162010200,507.0,19.0,나인티스,,3110861,183.2030447805972,0.0,4.81,56086332.61657645
MA010120220802743477,1130510100,206.0,16.0,그라운드플로어,,3110364,128.44612240659382,118.0,4.78,1428925.9418952998
MA010120220812632985,1168010600,910.0,2.0,아르고티,코리아,3120211,505.4534992000118,125.0,4.65,343630638.0316742
MA010120220812874381,1144012000,327.0,38.0,로지네,,3110566,21.896098480408416,0.0,,24461611.440093387
MA010120220806669878,1144012000,327.0,38.0,하이드아웃,,3110566,21.896098480408416,0.0,4.69,24461611.440093387
MA0101202406A0491233,1165010600,69.0,5.0,아로하,,3120167,920.9481059885063,46.0,2.695,80711085.06882131
MA010120220813315999,1156013300,1051.0,9.0,카페우주,,3120142,36.85967974885296,8.0,5.0,58776956.23429342
MA010120220800448406,1156013300,1051.0,9.0,평화&인권CAFE친구,,3120142,36.85967974885296,0.0,,19408345.871849287
MA010120220813014641,1168010700,642.0,,플르서라구뜨,,3120195,170.50363153747648,0.0,,52262347.25086767
MA010120220805497833,1144012000,327.0,35.0,봉카페,,3110566,65.63611927385506,0.0,,54815636.20816851
MA0106202406A2466317,1121510300,75.0,19.0,스타벅스,아차산역,3120057,361.7010158890983,113.0,3.94,537557156.9817564
MA0101202409A0132505,1165011100,254.0,3.0,투락레인웨이,,3110947,101.0012054961776,13.0,4.5,
MA010120220811507508,1144012000,330.0,10.0,칼디커피,,3130191,84.79930335672681,333.0,3.5,442314793.6170002
MA010120220805511366,1156013200,3962.0,6.0,카페그대로,,3110804,127.81375508321125,50.0,4.7,45823404.08790038
MA0101202211A0060542,1159010100,50.0,2.0,장승배기로164,,3120153,272.4656180505674,0.0,,82242295.16280515
MA010120220810403291,1126010200,129.0,,밥이랑커피랑,,3110246,67.86583940014904,0.0,4.6,51447854.35190933
MA010120220804371144,1135010200,276.0,20.0,날보러와요,,3110417,95.41424469140907,15.0,4.845000000000001,3559329.067180533
MA0106202201A0154653,1168010100,825.0,24.0,제이스커피랩,,3120189,472.100963890717,0.0,4.75,612174275.309161
MA0106202308A2284465,1168010100,825.0,24.0,코티커피강,남지점,3120189,472.100963890717,0.0,,612174275.309161
MA0106202410A0037584,1168010100,825.0,24.0,메가엠지씨커피강남해링턴,타워점,3120189,472.100963890717,0.0,,612174275.309161
MA010120220801956292,1144012300,475.0,2.0,모어호스피탈리티,,3110547,141.27482827383216,0.0,,60384179.41174713
MA010120220812181774,1147010300,150.0,14.0,브니엘컴퍼니,,3110593,95.18410617250224,0.0,,55832283.616597325
MA010120220806398051,1130510300,130.0,43.0,카페일삼공,,3110358,360.1176030764988,0.0,,5914050.286302628
MA010120220810006302,1129013700,7.0,194.0,에테르',,3110327,68.77114572895529,51.0,4.7,29827824.40795483
MA0101202309A0081201,1132010700,667.0,5.0,카페애쉬,,3110396,191.38484618480692,103.0,4.8,700662719.6522939
MA010120220812278555,1168010600,942.0,20.0,유로스커피로스터스,,3120215,297.8856281309982,7.0,3.6,211766298.56643915
MA0101202406A0410182,1129013300,336.0,2.0,정베이커리카페,,3110289,116.07522937631893,4.0,5.0,
MA010120220801023832,1168010500,165.0,8.0,텐텐,,3120221,187.13019605295872,0.0,,71016070.21972734
MA0101202406A0502937,1171010800,651.0,3.0,에리어,,3120235,,354.0,5.0,91023740.34444068
MA010120220801049330,1171010800,651.0,3.0,문정커피,,3120235,,646.0,3.26,124037211.92174584
MA010120220809621939,1171010800,651.0,3.0,카페그릭,,3120235,,119.0,3.37,64454679.31476017
MA010120220811969251,1121510300,66.0,73.0,스테이어와일,,3110172,131.9003949280394,81.0,4.6,
MA0106202406A2464884,1114012400,21.0,1.0,스타벅스,서울중앙우체국,3120028,2342.997791246517,119.0,3.74,1315489456.411432
MA010120220803662120,1123010100,97.0,20.0,엔드롱,,3120062,132.92005153576866,235.0,4.51,301029242.35899997
MA0101202310A0006079,1168010500,140.0,32.0,커피나인선릉역,,3120210,408.898648485719,16.0,5.0,152716037.96813026
MA0101202308A0008564,1168010500,140.0,32.0,텐퍼센트커피,,3120210,408.898648485719,23.0,4.7,171860752.73929736
MA010120220808408522,1126010300,305.0,45.0,빽다방중화역점,,3110244,188.33221562721948,20.0,3.9,11940125.16882042
MA010120220812969559,1130510400,71.0,35.0,아마스빈,,3110346,184.0872650965534,37.0,4.67,197679935.30707136
MA010120220807130998,1130510400,71.0,35.0,커피바실리아,,3110346,184.0872650965534,18.0,4.13,169589211.92067134
MA0101202406A0461581,1132010700,338.0,,티하우스다茶드림,,3120079,722.8692007212204,0.0,5.0,100708811.40744732
MA0101202303A0074774,1132010700,338.0,,비밀베이커리,,3120079,722.8692007212204,0.0,4.43,100708811.40744732
MA010120220813210722,1141011700,163.0,31.0,이디야서대문,구청점,3110512,209.22540781935356,65.0,3.8049999999999997,
MA010120220802652261,1168010800,107.0,12.0,태기커피서울관세,,3110966,149.98521875878598,0.0,,71702882.37952912
MA010120220813245442,1120011400,16.0,40.0,칸토,,3110131,94.42077548648109,0.0,,64400391.24014443
MA0101202406A0499128,1153010200,313.0,14.0,매머드익스프레스구로,시장점,3110714,180.63783691859837,35.0,3.7,407103018.9987011
MA0101202406A0053638,1174010500,415.0,13.0,매머드익스프레스강동성심,병원점,3120246,823.9386688686242,0.0,,252709831.35649368
MA010120220800099882,1120012200,43.0,8.0,컨티넨탈커피,,3130072,99.2653134019608,85.0,4.4,144846046.14656457
MA0101202406A0305906,1171010800,9.0,6.0,오몽카페,,3111027,156.90155058736806,39.0,5.0,46051080.628026865
MA010120220808160478,1144012200,372.0,29.0,디팟카페,,3120101,173.24994648635212,0.0,4.35,98816096.80952251
MA0101202406A0075969,1111015700,112.0,1.0,커피베이하나손해보험점,,3120011,971.4785487927802,4.0,4.59,180075579.57050267
MA010120220813300758,1168010700,543.0,11.0,달링컴퍼니,,3120186,212.98469371943378,0.0,,109379325.235768
MA010120220813519329,1150010200,506.0,25.0,장수커피,,3110676,220.26212644578808,0.0,,
MA0101202210A0019439,1168010700,662.0,,뉴플레이스커피,압구정점,3120202,153.91195707717128,1.0,5.0,67513825.9231781
MA010120220800652164,1168010100,708.0,16.0,투썸플레이스테헤란,선릉역점,3120210,878.2984336262341,70.0,4.305,418438576.6795041
MA010120220800129022,1168010600,904.0,19.0,별나라콩다방,,3120217,166.25676316275238,13.0,3.835,135706145.0661029
MA0101202308A0000825,1114016200,353.0,97.0,에브리데이,,3120038,149.18041078219824,0.0,,55770343.88267861
MA010120220808429072,1129013000,128.0,23.0,커피바실리아,,3110304,121.43317651109031,12.0,4.73,24635640.56952064
MA0106202406A2465113,1168010600,942.0,5.0,스타벅스,포스코,3120215,321.66464088866786,110.0,3.99,454506527.33573157
MA010120220812979094,1111015200,118.0,1.0,빈티지,,3120009,127.05291333051557,4.0,3.875,100082211.9255856
MA0101202406A0369749,1141012000,3.0,34.0,카페지랩,,3110503,99.32776007360596,23.0,5.0,32298375.192201998
MA010120220808447851,1150010600,651.0,,아리아,,3110655,466.16422400938137,4169.0,4.295,634872368.8225808
MA010120220810379140,1174010800,145.0,10.0,카페브이,,3111059,62.61358059743756,0.0,5.0,16779839.13308196
MA010120220804466709,1168010100,730.0,13.0,클라우드,,3120206,120.67644335586623,0.0,4.5,56357355.32843321
MA0101202406A0380230,1153010200,1127.0,30.0,디저트39구로디지털단지역점,,3120130,277.9979805706159,83.0,4.0600000000000005,262507855.19823924
MA010120220800439761,1156013300,709.0,4.0,까페준,,3120142,489.37247556848865,0.0,,72836262.996943
MA0101202306A0055530,1114012500,66.0,9.0,위진유통,3호점,3120028,250.56709738048804,0.0,,420762767.5701306
MA010120220804081737,1174010800,407.0,,은지다방,,3111067,127.8263303784968,0.0,,5323792.67345557
MA010120220809533886,1165010100,1423.0,,엘리씨커피,,3110907,162.39933235791204,80.0,4.5,13115367.778974636
MA010120220811817040,1168010700,634.0,8.0,에리어플러스,,3120195,177.08458616592867,0.0,5.0,52875584.93847186
MA010120220812818235,1114012100,92.0,4.0,매머드익스프레스회현역점,,3120024,64.05634662002605,25.0,4.6,107689312.55180864
MA010120220810207332,1165010800,1550.0,13.0,플레이스엠디,,3120169,285.46317908796976,0.0,,158354690.9701592
MA0101202308A0092917,1135010500,95.0,3.0,카페온미,,3110437,902.9420755053147,4.0,4.7,8173952.091248833
MA010120220813928456,1144012500,200.0,361.0,라무어L'amour,,3110549,45.48419909348876,0.0,,2420785.739596461
MA010120220810086216,1144012500,200.0,361.0,코페아신드롬,마포점,3110549,45.48419909348876,148.0,4.800000000000001,20637387.377023365
MA0101202409A0162904,1114016100,16.0,4.0,브루다을지로3가,,3120031,83.36635639263758,158.0,2.72,293268043.81632465
MA010120220810552013,1114016100,16.0,4.0,사비오커피,,3120031,83.36635639263758,0.0,,219458594.34402525
MA0106202406A2464804,1111012500,14.0,,스타벅스,경복궁사거리,3120004,759.0133887001898,115.0,4.14,621509380.6852632
MA010120220804891093,1144012000,326.0,10.0,소리,,3110566,112.6954494400683,39.0,4.6,82303873.30857411
MA010120220808452576,1117013100,684.0,63.0,로네펠트티하우스한남점,,3110095,133.8983609460838,0.0,,44671178.1306948
MA0101202406A0189570,1162010200,1433.0,60.0,메가엠지씨커피신림역도림천점,,3120157,152.80140201267315,0.0,3.9,78548714.0916696
MA010120220800206048,1144012000,337.0,1.0,36.5도씨여름,,3110566,83.9231631865097,0.0,4.1,59748579.098923825
MA010120220800131703,1114011200,1.0,1.0,벨라지오,,3130024,1892.7981093155452,0.0,4.45,977758777.913139
MA0101202211A0031239,1111013300,166.0,40.0,한옥랑솜익선동카페,,3120009,215.47299984841203,1485.0,2.4,419909510.5534485
MA0101202406A0581113,1120011500,289.0,224.0,뚱스필드,,3120052,91.8639871740489,0.0,,139733016.39423862
MA010120220805092354,1120011500,289.0,224.0,이트앤드링크,,3120052,91.8639871740489,223.0,4.6,194813997.85956147
MA010120220809869457,1144012400,223.0,104.0,케익다방연남점,,3110562,103.90783664759785,0.0,3.7,53615528.9477041
MA010120220814266487,1168010500,142.0,34.0,일커피,,3120210,229.23954709308524,28.0,4.525,206180573.00052652
MA0101202406A0120975,1114012100,102.0,1.0,코멜리,,3120024,904.1300802390133,0.0,,166268437.55562812
MA0101202307A0083663,1111011600,60.0,,페이벡커피,,3120003,179.05662793934493,41.0,4.779999999999999,86309267.26052952
MA010120220800090754,1111011600,60.0,,차사랑,,3120003,179.05662793934493,0.0,4.46,50441929.01834914
MA0101202308A0026667,1111011600,60.0,,밸런스7,,3120003,179.05662793934493,0.0,,50441929.01834914
MA010120220812527664,1111011600,60.0,,커피에반하다종로도렴빌딩점,,3120003,179.05662793934493,12.0,1.0,60939686.55264583
MA0101202301A0102781,1111011600,60.0,,컴즈커피IN,광화문,3120003,179.05662793934493,0.0,,50441929.01834914
MA0101202212A0091128,1111011600,60.0,,스푼,,3120003,179.05662793934493,107.0,4.59,144046933.69916132
MA010120220810049836,1111011600,60.0,,달곰,,3120003,179.05662793934493,10.0,2.0,59190060.29692972
MA010120220807390075,1171010400,108.0,17.0,디저트진진,,3111015,123.26210729334724,46.0,4.859999999999999,20846495.31876707
MA010120220804275679,1171010700,16.0,11.0,커피앤톡,,3120239,189.40524308710872,0.0,4.27,49679415.982469894
MA010120220808529958,1162010300,1065.0,5.0,카페이루,,3110902,102.07610691965473,131.0,4.07,245830378.34738508
MA010120220814013431,1171011200,616.0,,카페아이린,,3111034,209.4951603019583,3.0,4.9399999999999995,8341117.460118709
MA010120220809827905,1168010800,206.0,16.0,해머스미스강남MBC점,,3120194,201.10915350209578,26.0,2.0,140675399.67791343
MA010120220813958639,1156011300,240.0,,메가엠지씨커피영등포구청역점,,3120136,66.08551277880923,20.0,3.385,57559267.55174311
MA0101202406A0208320,1168011000,494.0,,라뚜셩트,,3120202,1784.271870338831,0.0,4.51,211908179.9507364
MA0101202409A0011889,1168011000,494.0,,사우스케이프갤러리아명품관카페,,3120202,1784.271870338831,0.0,,211908179.9507364
MA0101202210A0067538,1144010800,37.0,9.0,샵01787씨,,3110578,107.79200293813903,0.0,5.0,28692037.54284204
MA0101202306A0087339,1174010800,466.0,16.0,피카로부,,3111053,205.11872994174954,26.0,4.8,55705012.727565765
MA0106202201A0743551,1120010300,267.0,,페인트커피&바,,3130067,55.80733667878529,0.0,,39528572.03082974
MA010120220806940424,1168010500,128.0,23.0,투썸플레이스강남삼성로점,,3120215,193.6119577006441,25.0,3.6100000000000003,232301303.77707648
MA0101202406A0520306,1174010900,25.0,2.0,투썸플레이스강동,명일점,3120248,185.10092743416536,99.0,3.76,101029603.87443599
MA0101202305A0178748,1144012200,388.0,10.0,충당,,3110550,56.74033200356789,0.0,,22532936.10216922
MA010120220812621644,1132010600,603.0,1.0,만월경,방학점,3110391,78.9411287986106,7.0,5.0,
MA010120220803384582,1168010800,111.0,31.0,더벤티,강남구청역점,3120203,102.6636365033504,15.0,4.8,134432114.9610198
MA0101202406A0205129,1168010700,616.0,4.0,집생로커피,압구정점,3120195,330.2955356149359,82.0,5.0,134745941.8554133
MA0101202210A0023610,1120011500,638.0,,에이치비씨,,3110134,60.13325068010951,0.0,,22178948.577877495
MA010120220813657816,1130510300,223.0,7.0,커피베이수유역점,,3120076,394.58994376311443,0.0,3.5,89102030.9724201
MA0101202308A0023057,1156013200,882.0,,마우나커피,,3110814,75.60245006679106,0.0,,72909567.57551
MA010120220803397981,1120011200,567.0,,빽다방금호금남,시장점,3120048,57.383261944259026,13.0,2.3,48481209.64375185
MA010120220805240210,1159010200,308.0,9.0,카페헷지,,3110825,133.2939105763504,45.0,4.7,31111431.291626986
MA010120220810176463,1123010400,530.0,88.0,치쥬,,3110206,100.70490157918002,0.0,,13528198.227368297
MA0101202406A0184769,1165010800,1540.0,9.0,블루샥서초역점,,3120169,272.8719954395602,18.0,2.5,201884638.54370928
MA010120220800451449,1120011500,289.0,8.0,에젤커피,,3120052,504.5441754089498,267.0,3.83,240504914.6349314
MA010120220800106885,1120011800,1.0,49.0,리커버리커피바,,3110138,42.136513149766884,0.0,4.63,58036914.76487338
MA0101202308A0009541,1120011800,1.0,49.0,넛시드커피,,3110138,42.136513149766884,91.0,3.8,65425033.32649042
MA0101202406A0467161,1159010500,184.0,24.0,나귀와플라타너스,,3110840,88.17689516201027,63.0,4.6850000000000005,131394584.46845628
MA010120220801759645,1144012000,346.0,33.0,태경카페,,3130191,60.61915648933484,176.0,2.7,230063079.1645773
MA010120220804024682,1168010800,111.0,13.0,쎄리오,,3110966,724.8080128988288,9.0,4.38,150946083.3865133
MA010120220810311030,1144012000,327.0,9.0,산울림,,3110566,141.4038217409164,63.0,4.654999999999999,99151945.968997
MA0101202301A0091199,1129013300,409.0,51.0,메가엠지씨커피정릉,시장점,3110295,89.0533286461942,17.0,3.6399999999999997,60211915.802551344
MA010120220800141921,1114011800,84.0,16.0,아재커피남대문점,,3120043,335.4332070992929,3.0,4.67,294065478.66750115
MA0101202307A0075541,1144010900,154.0,8.0,아마스빈대흥역점,,3110578,254.8145078403364,21.0,4.675,59966797.52913505
MA010120220811554106,1130510200,460.0,17.0,커피나무꽃향기,,3110376,169.47680409950982,0.0,4.69,20751126.1577302
MA010120220803892364,1129012500,12.0,71.0,보헤미안커피하우스,,3110312,104.52499492775617,0.0,,134527495.28571427
MA010120220812443231,1165010800,1427.0,5.0,커피마인드,,3120175,348.6199965696332,0.0,4.5,111001881.65523557
MA010120220802866928,1123010900,294.0,244.0,카페프로젝트이응,,3110219,117.13717796047933,0.0,,7969158.066797037
MA0101202406A0416477,1117011000,55.0,7.0,컴포즈커피숙명여대점,,3110069,98.23060840770779,19.0,4.1,91964225.1013425
MA0101202306A0103604,1162010300,1079.0,46.0,헤세드,,3110902,82.8185532690714,0.0,,78105544.03565897
MA010120220804926140,1144012400,257.0,22.0,어반플레이연남방앗간지점,,3110562,125.78044191727082,0.0,,59026116.50559411
MA010120220805389658,1144010800,183.0,,더벤티대흥역점,,3110578,134.96113167322537,11.0,4.465,41994057.4066891
MA0101202411A0018441,1168010500,41.0,1.0,커피포유,,3120207,230.76980338149897,0.0,,47369458.339281194
MA010120220809893042,1117013100,66.0,4.0,클럽하우스서울,,3120047,63.9674598021944,202.0,2.0,198712485.0283967
MA010120220809931801,1132010700,453.0,7.0,유니온,,3110404,107.63263366926435,0.0,,6927916.421216316
MA010120220802834419,1138011000,189.0,26.0,커피수,,3110449,87.68944922709676,3.0,5.0,19962532.656682365
MA0101202409A0161065,1144012000,352.0,18.0,일용할커피,,3120102,172.323760549435,27.0,5.0,68750788.76760454
MA010120220800858264,1147010300,50.0,6.0,동그라미,,3110595,89.58525739201671,0.0,4.83,23935793.04809128
MA010120220810052290,1144011500,94.0,12.0,프레이밍,,3120105,136.7227762570251,30.0,5.0,148299752.80228183
MA0101202311A0057006,1150010300,333.0,7.0,데이롱카페까치산역점,,3110662,140.56521203691364,0.0,,2132727.2539169304
MA0101202305A0100636,1174010800,23.0,8.0,승룡이네카페애즈,,3111059,214.23299222269708,0.0,5.0,26675950.867774077
MA010120220812371485,1174010800,23.0,8.0,승룡이네집,,3111059,214.23299222269708,0.0,5.0,26675950.867774077
MA010120220814261663,1111017300,2.0,14.0,엠알디,,3110020,64.83474772402766,0.0,3.1,9299869.216981132
MA0101202406A0004839,1165010700,734.0,10.0,젤라또먼트,,3120177,195.29598948014717,139.0,4.8,216281770.54015526
MA010120220813796188,1144012400,223.0,11.0,요빙빙,,3110562,89.3033718743252,0.0,,50002848.4088442
MA010120220811490456,1174010900,312.0,1.0,에쏘피리언스,,3111060,72.36852088349939,0.0,,24341304.913049307
MA010120220813906399,1162010100,871.0,74.0,비건마마,,3110892,64.5472296004655,546.0,4.3,50277367.00673263
MA010120220803789331,1111014600,25.0,1.0,고이북촌,,3110018,61.11463216789357,81.0,4.38,38263805.632551745
MA0101202406A0052318,1144011100,371.0,16.0,홍카페,,3110571,665.4900560718434,0.0,,21873467.38614287
MA0106202406A2465640,1114016800,53.0,,스타벅스,이마트타워,3120021,631.7383695947685,98.0,4.6899999999999995,1045410901.9266192
MA0101202305A0023060,1114016800,53.0,,신세계푸드그랜드델리아,,3120021,631.7383695947685,0.0,,741977945.9093258
MA010120220803495757,1114012700,107.0,1.0,모나미,,3120028,60.81223007088068,33.0,4.4,477679728.78131175
MA010120220803500186,1114012700,107.0,1.0,대한문화예술공사서향가비,,3120028,60.81223007088068,0.0,,447491986.68259627
MA010120220810004623,1162010100,688.0,2.0,나인에스프레소,,3110873,106.45902195105539,274.0,5.0,52714936.91687312
MA0101202406A0384765,1174010500,457.0,,카페일리터,천호점,3120246,378.552703985043,6.0,5.0,184539316.86489752
MA010120220809852718,1171010400,93.0,,카페지엔,,3111015,142.6404523238637,0.0,,14495436.926822454
MA010120220807405080,1174010900,47.0,22.0,바빌Babil,,3111072,119.05351765966529,0.0,4.67,28778895.83298618
MA010120220806473256,1114014800,17.0,2.0,디엔에이벤처스제이호,,3130038,575.6372421237439,0.0,,
MA010120220800645237,1114014800,17.0,2.0,르가든,,3130038,575.6372421237439,0.0,4.42,
MA010120220807126254,1114014800,17.0,2.0,밀탑,동대문점,3130038,575.6372421237439,0.0,,
MA0101202308A0074180,1114014800,17.0,2.0,콜롬비아퍼펙토,동대문점,3130038,575.6372421237439,0.0,,
MA010120220810017384,1114014800,17.0,2.0,쏘풀에프앤비,동대문점,3130038,575.6372421237439,0.0,,
MA0101202411A0182508,1114014800,17.0,2.0,카페인잇현대동대문점,시티아울렛,3130038,575.6372421237439,20.0,3.3,
MA010120220806742030,1168010100,720.0,9.0,크노파,,3120204,691.3205057297113,0.0,,260249954.31130686
MA010120220814002293,1144012500,232.0,5.0,생츄어리,,3110557,141.73463291463077,77.0,4.6,69576887.36205637
MA0101202309A0022167,1171010700,166.0,9.0,투썸플레이스송파개롱역점,,3120240,329.4238527620506,37.0,4.7,111669740.30609542
MA010120220800905229,1150010200,641.0,3.0,커피101스트릿,,3110671,198.46951491827153,0.0,,34478783.860989764
MA010120220814209008,1165010100,2267.0,,이디야방배,중앙점,3110903,185.5387125975276,26.0,3.2649999999999997,41108327.3143179
MA0101202209A0040561,1111015700,32.0,,인의동32,,3120011,431.9056077347089,0.0,4.3,72472797.81651375
MA0101202409A0214040,1168010100,627.0,,구름커피,,3110958,213.55667516393146,0.0,,47490990.099873394
MA010120220812250302,1121510700,41.0,2.0,쿨데삭,,3110142,127.17807561735805,36.0,3.7,7875135.961197169
MA010120220804033399,1168010800,111.0,29.0,라임,,3120203,165.9527996581597,662.0,4.720000000000001,574344104.2551152
MA0101202302A0065249,1147010100,1027.0,6.0,비아찌오,,3120109,257.78864880841405,0.0,,51927948.46111432
MA0101202406A0364877,1153010200,736.0,16.0,산길,,3110712,126.90241993180423,0.0,4.09,1155325.2356065002
MA010120220807142387,1174010800,550.0,5.0,피크커피,,3120242,234.12078352940543,41.0,5.0,78442038.4619019
MA010120220804972419,1123010400,103.0,340.0,메가엠지씨커피,서울시립대점,3110210,762.9646570293311,29.0,3.275,357015771.9934784
MA010120220804404449,1144011500,317.0,6.0,호텔아르마딜로커피,,3120105,64.29993138541337,60.0,5.0,129188372.79387264
MA0101202411A0081896,1144010800,32.0,8.0,커피메이트,,3110578,60.77083642957577,0.0,,25786392.742166124
MA010120220803139429,1129011500,218.0,,파도의숲,,3110297,50.159076130475796,0.0,,1741917.937407769
MA0101202406A0304335,1153010200,806.0,78.0,컴포즈커피,구로4동점,3110712,206.7243866538465,0.0,,1500995.1626569463
MA010120220811485269,1121510700,21.0,2.0,달리는커피화양점,,3110142,875.425411356561,18.0,4.13,22763606.685494367
MA010120220809573403,1165010700,747.0,,메카,,3120187,164.64098751201487,0.0,4.43,107084796.81209122
MA010120220800362360,1156010400,31.0,,주커피,,3120145,920.6772347051423,15.0,3.945,259396617.38946727
MA010120220804819457,1111016800,129.0,144.0,낙산길20,,3110027,75.9464027145631,0.0,4.3,20839919.945708204
MA0101202210A0097741,1168011800,420.0,8.0,트랩커피,,3120205,105.26976639229878,0.0,,181583796.37945586
MA0106202406A2464811,1153010100,692.0,,스타벅스,현대디큐브2F,3120128,998.9957753954254,120.0,4.29,133082998.11913127
MA0101202406A0582705,1153010100,692.0,,카페틸리아,,3120128,998.9957753954254,0.0,,80140979.97129187
MA010120220800894049,1121510500,230.0,1.0,노기믹카페,,3110159,92.14811819983535,3.0,4.975,18529665.144371953
MA010120220810425108,1135010500,720.0,6.0,사르르아이스크림할인점,노원점,3120081,541.3967344613109,0.0,4.48,229580281.10843682
MA010120220805185723,1129013300,227.0,151.0,할머니다락방,,3110294,142.53980286852214,43.0,4.7,53471133.27165016
MA0101202209A0044265,1144012400,223.0,96.0,대원미디어연남점,,3110562,122.52977961144217,0.0,,58222005.93851848
MA0101202406A0224859,1154510200,378.0,392.0,픽미,,3110745,275.24966941264245,13.0,4.715,66047195.433367595
MA010120220810186311,1135010600,506.0,,바빈스커피중계,브라운스톤점,3120083,728.3416155792838,27.0,3.6,94420959.52175434
MA010120220805861052,1135010600,506.0,,쥬씨중계,브라운스톤점,3120083,728.3416155792838,11.0,3.1500000000000004,77671598.39743002
MA0101202303A0032171,1135010600,506.0,,빽다방중계,브라운스톤점,3120083,728.3416155792838,16.0,4.6,82905773.74878137
MA0101202311A0016650,1135010600,506.0,,컴포즈커피중계,브라운스톤점,3120083,728.3416155792838,7.0,3.4,73484258.11634894
MA010120220803569779,1135010600,506.0,,아마스빈중계,브라운스톤점,3120083,728.3416155792838,9.0,4.705,75577928.25688948
MA0101202212A0025421,1135010600,506.0,,메가엠지씨커피중계,브라운스톤점,3120083,728.3416155792838,21.0,4.1,88139949.10013272
MA010120220808631724,1135010600,506.0,,커피에반하다,,3120083,728.3416155792838,20.0,4.0,87093114.02986245
MA010120220812232928,1156013200,355.0,637.0,오늘,,3110780,95.06659033242418,45.0,4.645,
MA0101202411A0068206,1165010200,210.0,4.0,커피나무,,3110936,192.12230308128903,2.0,5.0,282294426.25180894
MA0101202406A0365621,1114014800,18.0,55.0,포트캔커피역사문화공원역점,동대문,3120037,52.4926177283491,7.0,4.0,109775724.91792436
MA0106202306A0036928,1168010100,738.0,9.0,메가엠지씨커피역삼GFC점,,3120197,247.22739907917062,0.0,2.1,155651288.8514151
MA0101202409A0117111,1159010200,475.0,8.0,설빙숭실대입구역점,,3110837,144.93990394874677,18.0,5.0,83896160.09081969
MA010120220803665205,1126010100,617.0,3.0,내친구고양이,,3120068,312.5374671499308,0.0,4.1,206804951.15927607
MA0101202305A0145594,1168010100,780.0,24.0,샌드백카페,,3120206,121.87335637305112,8.0,5.0,135805708.3551889
MA010120220800692786,1111014600,11.0,49.0,그린마일커피,,3110018,61.11463216789357,0.0,4.31,34494089.203987174
MA010120220813572856,1168010100,657.0,4.0,비공이,,3110965,146.89790097674785,0.0,4.32,25293109.11088892
MA010120220813062387,1138010700,592.0,61.0,알키미스타2,,3110498,121.42538637488795,0.0,3.9,30487027.70834763
MA010120220805052739,1150010900,320.0,5.0,음아오,,3110640,124.85970783858251,160.0,4.9,522909927.1915294
MA010120220806563092,1168010400,7.0,19.0,옐로우문,,3120208,108.95921892491923,36.0,4.425,120451307.97505096
MA0101202211A0097645,1120011500,277.0,101.0,성수중흥S클레스컴포즈,성수점,3110137,601.3458738205201,5.0,2.6,167963997.07026374
MA010120220803652980,1126010600,387.0,1.0,아프리카커피,,3110272,2728.538664293983,51.0,4.03,568476203.3713903
MA010120220813103980,1114016200,831.0,,하이디하우스,,3110047,108.13867796096228,0.0,4.46,
MA0101202305A0002468,1126010100,446.0,5.0,메가엠지씨커피면,목동점,3110266,103.71085689231916,0.0,3.4,57496557.76230538
MA0101202211A0098826,1132010800,609.0,2.0,샾카페,,3110405,66.05875715153556,69.0,2.3,27912702.660931233
MA0101202411A0002229,1150010900,249.0,8.0,메가엠지씨커피방화,중앙점,3110638,382.4658610179509,0.0,3.9,35817600.251415
MA010120220800133847,1114016100,17.0,8.0,요거프레소을지로,3가점,3120031,34.24664789031844,16.0,5.0,215831377.9454299
MA010120220806688309,1114016100,17.0,8.0,더벤티을지로,3가점,3120031,34.24664789031844,29.0,4.705,221904307.33239117
MA010120220808165106,1168010700,551.0,11.0,빌로우,신사점,3120186,49.988672504028244,0.0,,40228276.52962988
MA010120220808259208,1168010700,551.0,11.0,니블스,,3120186,49.988672504028244,0.0,,40228276.52962988
MA010120220811196935,1171010800,8.0,21.0,일시적,,3111027,136.02163489552657,0.0,,27179279.581817318
MA010120220800664197,1138010700,576.0,44.0,앤슬로,,3110471,186.56069884504453,0.0,4.3,
MA0101202406A0129066,1144012300,57.0,278.0,모을,,3110544,53.16117335920693,710.0,4.4,94771590.13363847
MA0101202406A0298549,1144012500,591.0,1.0,하삼동커피마포,구청점,3110545,730.064907907887,7.0,3.3,101003243.52660657
MA010120220801921142,1121510700,9.0,44.0,띵킹커피,,3120053,98.14508345918362,120.0,3.555,256752802.86002958
MA010120220807163757,1171010100,208.0,,메가엠지씨커피잠실새내역점,,3130311,207.59968529652866,15.0,4.4,48738343.787366554
MA010120220804367615,1135010200,496.0,3.0,요거프레소,광운대점,3110418,167.0810193420714,13.0,4.3,44545782.04719948
MA0101202308A0035503,1171011200,45.0,,매머드익스프레스오금역점,,3120239,1385.6532863436248,3.0,2.5,125363904.61946885
MA010120220808448193,1130510300,404.0,8.0,카페;오전,,3110358,98.08915106513707,12.0,5.0,3415206.1946495725
MA010120220811193884,1138010400,502.0,3.0,갈마루북까페,,3110464,169.77524862339268,0.0,4.0,17447476.796238244
MA010120220801045455,1168010600,932.0,9.0,토프레소,대치점,3110992,123.0645471527686,0.0,4.33,52250559.481548674
