상가업소번호,TRDAR_CD,period_score,parking_score,floor_score,sales_score_grouped,rating_score,5bin_review_score,profit_score_grouped,총점,성공_여부
MA010120220810023571,3120072,5,0.0,0.0,5.0,4.18,5,5.0,4.754,1
MA010120220810024273,3120187,5,0.0,1.0,3.0,3.825,4,3.0,4.1475,1
MA010120220810024637,3120049,5,0.0,1.0,3.0,2.9,3,4.0,3.6700000000000004,0
MA010120220810026094,3110562,4,0.0,1.0,4.0,3.9,5,3.0,4.37,1
MA010120220810026244,3120162,5,0.0,1.0,3.0,4.734999999999999,2,3.0,3.8205,0
MA010120220810026668,3120158,5,0.0,1.0,1.0,4.065,4,3.0,4.019500000000001,1
MA010120220810027384,3120040,5,1.0,1.0,3.0,3.0,1,3.0,3.1999999999999997,0
MA010120220810027436,3120006,5,0.0,1.0,3.0,3.35,1,4.0,3.2049999999999996,0
MA010120220810028992,3120150,5,1.0,1.0,3.0,3.48,1,3.0,3.344,0
MA010120220810030056,3110569,5,0.0,1.0,3.0,3.7,3,3.0,3.8100000000000005,0
MA010120220810030362,3110586,5,0.0,1.0,3.0,4.07,1,4.0,3.421,0
MA010120220810031017,3120052,5,0.0,1.0,1.0,3.7,2,2.0,3.210000000000001,0
MA010120220810031193,3130216,5,0.0,1.0,3.0,4.0,1,3.0,3.3,0
MA010120220810032916,3120009,5,1.0,1.0,4.0,3.34,4,2.0,4.202,1
MA010120220810033078,3120103,5,0.0,1.0,3.0,3.0,0,2.0,2.6000000000000005,0
MA010120220810033731,3120008,5,0.0,1.0,3.0,3.8,5,5.0,4.64,1
MA010120220810033812,3120136,5,0.0,1.0,1.0,3.8,2,2.0,3.24,0
MA010120220810034237,3130186,5,0.0,0.0,1.0,3.0,0,5.0,2.5,0
MA010120220810034909,3110211,5,0.0,1.0,0.0,3.0,3,1.0,3.1,0
MA010120220810035361,3120197,5,0.0,1.0,5.0,3.75,5,5.0,4.825,1
MA010120220810035494,3110007,5,0.0,1.0,4.0,4.0,3,3.0,4.0,1
MA010120220810035763,3110875,5,1.0,1.0,3.0,4.585,2,3.0,3.9755,1
MA010120220810037464,3110946,5,0.0,1.0,0.0,3.8,3,3.0,3.54,0
MA010120220810039012,3110362,5,0.0,1.0,3.0,4.720000000000001,1,2.0,3.4160000000000004,0
MA010120220810039260,3130106,5,0.0,0.0,1.0,3.0,0,1.0,2.1,0
MA010120220810039391,3110621,5,0.0,1.0,3.0,3.0,5,4.0,4.300000000000001,1
MA010120220810039709,3120196,5,1.0,1.0,3.0,3.0,4,4.0,4.199999999999999,1
MA010120220810043391,3110419,5,1.0,1.0,1.0,4.0,5,1.0,4.300000000000001,1
MA010120220810044484,3110305,5,0.0,1.0,2.0,4.734999999999999,1,3.0,3.4204999999999997,0
MA010120220810045634,3130033,5,0.0,0.0,5.0,4.01,5,5.0,4.702999999999999,1
MA010120220810046581,3110157,1,0.0,1.0,3.0,3.0,2,4.0,2.6,0
MA010120220810049836,3120003,1,1.0,1.0,2.0,2.5,2,2.0,2.3499999999999996,0
MA010120220810050064,3120179,1,0.0,1.0,1.0,4.0,1,3.0,2.3000000000000003,0
MA010120220810051902,3120008,1,0.0,0.0,3.0,3.0,0,4.0,1.7999999999999998,0
MA010120220810052113,3110576,5,1.0,1.0,3.0,4.359999999999999,4,4.0,4.6080000000000005,1
MA010120220810052129,3110895,5,1.0,1.0,1.0,2.5,4,2.0,3.6500000000000004,0
MA010120220810052290,3120105,5,0.0,1.0,3.0,4.0,3,2.0,3.8000000000000007,0
MA010120220810055487,3110138,5,0.0,1.0,0.0,3.0,4,2.0,3.5,0
MA010120220810055936,3110212,5,0.0,1.0,0.0,3.0,0,1.0,2.2,0
MA010120220810056196,3120072,5,0.0,1.0,2.0,3.705,3,4.0,3.8115,0
MA010120220810056790,3120215,5,0.0,1.0,1.0,3.0,0,1.0,2.3000000000000003,0
MA010120220810057742,3120046,5,0.0,1.0,3.0,4.0,4,3.0,4.2,1
MA010120220810058212,3120104,1,0.0,1.0,3.0,3.785,5,2.0,3.5355,0
MA010120220810058969,3120210,5,0.0,0.0,1.0,3.745,1,1.0,2.6235,0
MA010120220810059982,3110735,5,0.0,1.0,3.0,3.35,1,1.0,2.905,0
MA010120220810060893,3120047,1,1.0,1.0,4.0,4.385,4,2.0,3.7154999999999996,0
MA010120220810063664,3110140,5,1.0,1.0,1.0,3.0,3,3.0,3.6,0
MA010120220810063750,3120027,5,0.0,1.0,1.0,3.0,0,2.0,2.4000000000000004,0
MA010120220810065008,3120101,5,1.0,0.0,5.0,4.295,5,5.0,4.9885,1
MA010120220810065018,3110558,5,0.0,0.0,1.0,3.0,3,2.0,3.1,0
MA010120220810066521,3120157,5,0.0,1.0,5.0,4.42,5,5.0,5.026,1
MA010120220810067374,3120028,5,0.0,1.0,2.0,3.0,1,1.0,2.7,0
MA010120220810067384,3120197,1,0.0,1.0,5.0,4.305,5,2.0,3.8915,0
MA010120220810068109,3120189,5,0.0,1.0,1.0,3.0,0,1.0,2.3000000000000003,0
MA010120220810068737,3120181,5,0.0,0.0,3.0,3.65,4,1.0,3.695,0
MA010120220810068810,3111089,5,0.0,1.0,3.0,5.0,1,5.0,3.8,0
MA010120220810069242,3120149,4,0.0,1.0,1.0,3.05,2,2.0,2.8150000000000004,0
MA010120220810070499,3120012,4,0.0,1.0,5.0,4.48,5,5.0,4.844,1
MA010120220810072596,3120175,5,1.0,1.0,1.0,4.0,1,1.0,3.1,0
MA010120220810073175,3120019,5,0.0,1.0,2.0,3.9,1,1.0,2.97,0
MA010120220810073481,3120148,5,0.0,1.0,5.0,3.65,4,3.0,4.295,1
MA010120220810073964,3110327,5,0.0,1.0,3.0,3.37,2,1.0,3.2110000000000007,0
MA010120220810074864,3110376,5,0.0,1.0,3.0,3.95,4,5.0,4.385,1
MA010120220810074917,3120068,5,0.0,1.0,4.0,3.72,3,5.0,4.116,1
MA010120220810076538,3120202,5,0.0,0.0,3.0,3.0,0,3.0,2.5,0
MA010120220810077233,3120003,4,0.0,1.0,2.0,3.0,0,1.0,2.2,0
MA010120220810077401,3120064,5,0.0,0.0,0.0,3.72,4,2.0,3.516,0
MA010120220810078031,3120129,5,0.0,1.0,5.0,3.72,0,5.0,3.3160000000000003,0
MA010120220810083651,3120186,5,0.0,1.0,3.0,4.075,5,5.0,4.7225,1
MA010120220810084450,3111004,1,0.0,1.0,3.0,3.65,3,3.0,2.995,0
MA010120220810086216,3110549,5,0.0,0.0,5.0,4.800000000000001,5,5.0,4.94,1
MA010120220810087551,3120106,1,0.0,1.0,2.0,3.0,0,1.0,1.5999999999999999,0
MA010120220810088771,3120192,5,1.0,1.0,3.0,4.529999999999999,4,5.0,4.759,1
MA010120220810090730,3110601,5,0.0,1.0,3.0,4.890000000000001,1,5.0,3.7670000000000003,0
MA010120220810091387,3120185,5,0.0,1.0,4.0,4.6850000000000005,4,5.0,4.705500000000001,1
MA010120220810091911,3120066,5,0.0,1.0,1.0,4.705,2,3.0,3.6115000000000004,0
MA010120220810091934,3110559,5,0.0,1.0,3.0,3.0,4,2.0,3.8,0
MA010120220810092248,3110542,5,0.0,1.0,3.0,3.85,5,5.0,4.655,1
MA010120220810093509,3111040,1,0.0,1.0,3.0,3.0,4,3.0,3.0999999999999996,0
MA010120220810094052,3120198,5,0.0,1.0,3.0,3.675,2,2.0,3.4025000000000007,0
MA010120220810094399,3110467,1,0.0,1.0,3.0,3.0,0,1.0,1.7,0
MA010120220810096332,3110077,5,0.0,1.0,2.0,3.88,5,3.0,4.364,1
MA010120220810096561,3120041,5,0.0,1.0,5.0,4.48,2,5.0,4.144,1
MA010120220810097344,3120236,5,0.0,0.0,0.0,3.0,1,1.0,2.3,0
MA010120220810099130,3120167,5,0.0,1.0,5.0,3.765,5,3.0,4.6295,1
MA010120220810100966,3110544,4,0.0,1.0,3.0,3.35,1,2.0,2.8050000000000006,0
MA010120220810101453,3120234,5,0.0,1.0,3.0,3.0,2,3.0,3.3,0
MA010120220810103548,3120189,5,0.0,1.0,2.0,3.0,3,2.0,3.4000000000000004,0
MA010120220810105123,3110438,5,0.0,1.0,5.0,4.035,5,5.0,4.9105,1
MA010120220810105662,3120196,5,0.0,1.0,3.0,4.48,3,5.0,4.244000000000001,1
MA010120220810105912,3110827,5,1.0,1.0,3.0,3.0,2,3.0,3.4999999999999996,0
MA010120220810106137,3001494,5,0.0,0.0,5.0,4.175,5,5.0,4.7524999999999995,1
MA010120220810106708,3120023,5,0.0,1.0,1.0,3.1,1,2.0,2.7300000000000004,0
MA010120220810107301,3120153,5,1.0,1.0,3.0,4.0,2,4.0,3.9000000000000004,1
MA010120220810107328,3111013,5,0.0,1.0,5.0,4.35,4,5.0,4.705,1
MA010120220810112329,3110858,5,0.0,1.0,3.0,3.0,0,2.0,2.6000000000000005,0
MA010120220810112788,3120109,5,0.0,1.0,3.0,2.6,2,3.0,3.1799999999999997,0
MA010120220810113058,3110760,5,0.0,1.0,3.0,3.0,3,4.0,3.6999999999999997,0
MA010120220810113302,3120236,5,1.0,1.0,0.0,3.705,1,3.0,3.1115,0
MA010120220810113913,3130112,5,0.0,1.0,3.0,3.765,3,3.0,3.8295000000000003,0
MA010120220810114965,3120098,5,0.0,1.0,2.0,4.005,2,2.0,3.401500000000001,0
MA010120220810119104,3110929,5,1.0,1.0,3.0,4.0,2,4.0,3.9000000000000004,1
MA010120220810119792,3110348,5,1.0,1.0,3.0,4.609999999999999,4,3.0,4.583,1
MA010120220810120576,3120148,5,0.0,1.0,2.0,3.705,1,2.0,3.0115000000000003,0
MA010120220810122434,3120244,5,0.0,1.0,3.0,3.68,3,2.0,3.7040000000000006,0
MA010120220810124274,3120189,4,1.0,1.0,1.0,3.0,1,1.0,2.6,0
MA010120220810125238,3110552,5,0.0,1.0,2.0,3.35,1,5.0,3.205,0
MA010120220810125498,3120006,5,0.0,1.0,2.0,4.77,3,3.0,4.031000000000001,1
MA010120220810125694,3120006,1,0.0,0.0,0.0,2.0,1,3.0,1.4000000000000001,0
MA010120220810126486,3110539,5,0.0,1.0,0.0,3.66,1,2.0,2.798,0
MA010120220810130705,3110145,5,0.0,1.0,3.0,3.75,5,3.0,4.425,1
MA010120220810134427,3120052,1,0.0,0.0,2.0,3.95,5,4.0,3.485,0
MA010120220810135210,3120189,5,0.0,1.0,4.0,4.47,4,5.0,4.641000000000001,1
MA010120220810135299,3120001,5,0.0,1.0,5.0,3.65,4,5.0,4.495,1
MA010120220810139778,3120236,5,0.0,1.0,0.0,3.675,1,2.0,2.8025,0
MA010120220810142313,3120104,5,0.0,0.0,3.0,4.68,4,4.0,4.304,1
MA010120220810143153,3120192,5,0.0,1.0,3.0,4.13,2,4.0,3.7390000000000003,0
MA010120220810144604,3110759,5,0.0,1.0,1.0,3.0,1,1.0,2.6,0
MA010120220810144916,3120179,5,0.0,1.0,1.0,3.695,2,2.0,3.2085000000000004,0
MA010120220810146569,3120028,5,0.0,1.0,2.0,3.645,0,1.0,2.5935,0
MA010120220810148603,3130056,5,0.0,1.0,4.0,3.605,2,4.0,3.6815,0
MA010120220810150865,3120104,5,0.0,1.0,3.0,2.6,2,2.0,3.08,0
MA010120220810150914,3001492,1,0.0,1.0,2.0,4.675,4,3.0,3.5025000000000004,0
MA010120220810151283,3110069,5,0.0,1.0,3.0,4.220000000000001,3,4.0,4.066,1
MA010120220810153918,3110283,5,0.0,1.0,3.0,3.0,2,2.0,3.2,0
MA010120220810155625,3120074,5,0.0,1.0,2.0,3.0,3,2.0,3.4000000000000004,0
MA010120220810155651,3110246,4,1.0,1.0,5.0,4.6850000000000005,5,3.0,4.905500000000001,1
MA010120220810156262,3120157,5,1.0,1.0,1.0,3.0,4,2.0,3.8,0
MA010120220810156482,3120140,5,0.0,1.0,1.0,3.0,0,2.0,2.4000000000000004,0
MA010120220810159233,3110577,5,0.0,1.0,4.0,3.4,3,3.0,3.8200000000000003,0
MA010120220810160315,3120131,5,0.0,1.0,3.0,4.0,1,2.0,3.2,0
MA010120220810162578,3110134,5,0.0,1.0,3.0,3.65,5,4.0,4.495,1
MA010120220810167487,3120145,5,0.0,1.0,0.0,3.0,0,1.0,2.2,0
MA010120220810167949,3120149,5,0.0,1.0,0.0,3.0,0,3.0,2.4000000000000004,0
MA010120220810169514,3110355,5,0.0,0.0,3.0,3.0,0,3.0,2.5,0
MA010120220810169981,3001495,5,0.0,1.0,1.0,3.0,0,3.0,2.5,0
MA010120220810170434,3110897,1,0.0,1.0,3.0,3.0,0,5.0,2.1,0
MA010120220810171773,3120215,5,0.0,1.0,5.0,4.185,5,5.0,4.9555,1
MA010120220810171818,3130303,5,0.0,1.0,2.0,3.0,0,5.0,2.8000000000000003,0
MA010120220810171848,3120238,5,1.0,1.0,5.0,4.575,5,5.0,5.272500000000001,1
MA010120220810173208,3110225,5,0.0,1.0,3.0,4.825,3,3.0,4.1475,1
MA010120220810173823,3110128,5,0.0,1.0,2.0,3.0,5,4.0,4.2,1
MA010120220810173910,3110985,5,1.0,1.0,3.0,4.095000000000001,4,3.0,4.4285000000000005,1
MA010120220810174499,3110236,5,0.0,0.0,3.0,2.5,1,4.0,2.7499999999999996,0
MA010120220810174526,3120072,5,0.0,1.0,2.0,3.735,0,1.0,2.6205000000000003,0
MA010120220810174621,3130285,5,0.0,1.0,4.0,3.335,4,2.0,4.0005,1
MA010120220810174917,3110955,1,0.0,1.0,1.0,3.0,0,3.0,1.7,0
MA010120220810176463,3110206,5,0.0,1.0,3.0,3.0,5,1.0,4.0,1
MA010120220810179428,3130202,1,0.0,1.0,3.0,3.0,1,3.0,2.2,0
MA010120220810179741,3120108,5,0.0,0.0,2.0,3.89,1,3.0,2.9669999999999996,0
MA010120220810180067,3120160,5,0.0,1.0,1.0,3.0,5,3.0,4.0,1
MA010120220810181156,3111015,5,0.0,1.0,3.0,3.955,5,3.0,4.4864999999999995,1
MA010120220810182497,3110558,5,0.0,1.0,1.0,3.85,1,4.0,3.1550000000000002,0
MA010120220810182771,3110013,1,0.0,1.0,0.0,3.0,5,3.0,3.0999999999999996,0
MA010120220810183665,3110825,5,0.0,1.0,4.0,4.0,3,5.0,4.2,1
MA010120220810184512,3110718,5,1.0,1.0,1.0,3.65,2,2.0,3.395,0
MA010120220810184768,3110259,5,0.0,1.0,5.0,3.8,5,3.0,4.64,1
MA010120220810185792,3110144,5,0.0,1.0,3.0,3.95,5,1.0,4.285,1
MA010120220810186311,3120083,5,0.0,1.0,2.0,3.3,3,1.0,3.39,0
MA010120220810186351,3120111,5,0.0,1.0,4.0,3.6,3,3.0,3.88,0
MA010120220810186554,3120096,5,1.0,1.0,5.0,2.55,4,5.0,4.365,1
MA010120220810189479,3120112,5,0.0,1.0,4.0,3.95,4,5.0,4.485,1
MA010120220810191020,3110325,5,0.0,1.0,0.0,4.0,2,5.0,3.5000000000000004,0
MA010120220810191489,3120067,5,0.0,1.0,2.0,3.65,3,4.0,3.795,0
MA010120220810192415,3120067,5,0.0,1.0,3.0,4.385,2,4.0,3.8155000000000006,0
MA010120220810192594,3110419,5,0.0,1.0,3.0,4.25,1,2.0,3.2750000000000004,0
MA010120220810192733,3110544,5,0.0,0.0,3.0,3.87,4,1.0,3.7609999999999997,0
MA010120220810195374,3120008,5,0.0,1.0,0.0,3.0,0,2.0,2.3000000000000003,0
MA010120220810196704,3120009,5,0.0,1.0,5.0,3.5,5,5.0,4.75,1
MA010120220810197408,3110390,5,0.0,0.0,3.0,3.0,0,5.0,2.7,0
MA010120220810199262,3110525,5,0.0,1.0,3.0,4.0,1,3.0,3.3,0
MA010120220810200494,3110558,5,0.0,1.0,1.0,3.0,1,1.0,2.6,0
MA010120220810201540,3120006,1,0.0,0.0,0.0,3.35,3,2.0,2.3049999999999997,0
MA010120220810202222,3120054,5,0.0,1.0,5.0,3.7,5,5.0,4.8100000000000005,1
MA010120220810202296,3120207,5,0.0,1.0,3.0,3.665,2,5.0,3.6995000000000005,0
MA010120220810203314,3110926,5,0.0,1.0,5.0,3.5,4,5.0,4.45,1
MA010120220810203664,3120158,5,1.0,1.0,1.0,4.885,2,3.0,3.8654999999999995,0
MA010120220810204537,3120185,5,1.0,1.0,4.0,2.3,4,2.0,3.8899999999999997,0
MA010120220810205229,3110562,5,0.0,0.0,2.0,3.0,5,3.0,3.9000000000000004,1
MA010120220810206758,3110191,5,0.0,1.0,3.0,3.9,3,5.0,4.07,1
MA010120220810207204,3110638,5,1.0,1.0,3.0,3.0,1,1.0,3.0,0
MA010120220810207256,3120078,5,0.0,0.0,2.0,3.25,3,1.0,3.1750000000000003,0
MA010120220810207332,3120169,5,0.0,0.0,2.0,3.0,0,3.0,2.4000000000000004,0
MA010120220810207595,3111060,4,0.0,1.0,5.0,3.82,0,5.0,3.146,0
MA010120220810208626,3110854,5,0.0,1.0,3.0,3.66,4,3.0,4.098,1
MA010120220810210534,3120116,5,0.0,1.0,3.0,3.395,4,1.0,3.8185,0
MA010120220810210602,3110759,5,0.0,1.0,4.0,4.205,4,3.0,4.3615,1
MA010120220810212909,3120069,5,0.0,1.0,4.0,2.8,2,4.0,3.44,0
MA010120220810214989,3110060,5,0.0,1.0,4.0,4.63,5,1.0,4.589,1
MA010120220810215355,3120098,5,1.0,1.0,3.0,4.665,3,1.0,4.0995,1
MA010120220810216359,3120070,5,0.0,1.0,1.0,2.85,3,3.0,3.3550000000000004,0
MA010120220810217338,3120190,1,1.0,1.0,3.0,3.3,5,1.0,3.49,0
MA010120220810217466,3110643,1,0.0,1.0,3.0,3.0,0,1.0,1.7,0
MA010120220810218638,3120040,5,0.0,1.0,3.0,4.595000000000001,1,5.0,3.6784999999999997,0
MA010120220810220646,3130068,5,0.0,1.0,3.0,4.8100000000000005,4,3.0,4.443,1
MA010120220810220798,3120072,1,0.0,1.0,0.0,3.0,5,1.0,2.9,0
MA010120220810222575,3120081,5,0.0,1.0,1.0,4.84,2,1.0,3.4520000000000004,0
MA010120220810223877,3110323,5,0.0,1.0,0.0,3.0,0,1.0,2.2,0
MA010120220810226242,3110907,5,1.0,1.0,3.0,3.95,4,2.0,4.285,1
MA010120220810227219,3120194,5,0.0,1.0,3.0,3.0,0,1.0,2.5000000000000004,0
MA010120220810228674,3120169,5,0.0,1.0,4.0,3.0,2,4.0,3.5,0
MA010120220810229010,3120005,5,0.0,1.0,3.0,3.0,0,3.0,2.7,0
MA010120220810229025,3120136,5,0.0,1.0,2.0,3.0,0,4.0,2.7,0
MA010120220810229243,3110997,5,0.0,1.0,4.0,4.665,5,4.0,4.899500000000001,1
MA010120220810230559,3130318,5,0.0,1.0,1.0,3.0,0,1.0,2.3000000000000003,0
MA010120220810231488,3110433,5,0.0,1.0,0.0,3.0,5,1.0,3.7,0
MA010120220810232033,3120114,5,0.0,1.0,3.0,3.0,0,3.0,2.7,0
MA010120220810232332,3120037,5,0.0,0.0,3.0,3.7,2,4.0,3.4100000000000006,0
MA010120220810232746,3110113,5,0.0,1.0,3.0,4.245,1,3.0,3.3735,0
MA010120220810233191,3110420,5,0.0,1.0,1.0,3.85,1,1.0,2.8550000000000004,0
MA010120220810233902,3120196,5,0.0,1.0,3.0,3.0,0,2.0,2.6000000000000005,0
MA010120220810234062,3120081,5,0.0,1.0,4.0,3.15,3,3.0,3.745,0
MA010120220810234087,3110157,5,0.0,1.0,3.0,2.75,1,3.0,2.925,0
MA010120220810234154,3110296,5,0.0,1.0,2.0,3.0,0,2.0,2.5000000000000004,0
MA010120220810234175,3120121,5,0.0,1.0,3.0,4.77,3,3.0,4.131,1
MA010120220810234788,3120188,5,1.0,1.0,4.0,4.93,3,2.0,4.3790000000000004,1
MA010120220810236516,3130179,5,0.0,0.0,3.0,3.0,0,3.0,2.5,0
MA010120220810237030,3110968,5,0.0,1.0,3.0,3.0,1,3.0,3.0,0
MA010120220810238394,3110507,5,1.0,1.0,5.0,4.654999999999999,5,5.0,5.2965,1
MA010120220810239983,3120153,5,0.0,1.0,4.0,4.145,3,4.0,4.1434999999999995,1
MA010120220810241043,3120131,5,1.0,1.0,5.0,4.54,4,4.0,4.862000000000001,1
MA010120220810241542,3110842,5,0.0,1.0,4.0,4.475,3,5.0,4.3425,1
MA010120220810241774,3120232,5,0.0,1.0,5.0,3.3,5,4.0,4.59,1
MA010120220810242241,3130149,5,0.0,1.0,3.0,3.0,1,3.0,3.0,0
MA010120220810244222,3130163,5,1.0,0.0,5.0,3.75,5,5.0,4.825,1
MA010120220810244544,3110409,5,0.0,0.0,3.0,3.75,1,1.0,2.8249999999999997,0
MA010120220810244970,3111072,5,0.0,1.0,3.0,3.835,0,3.0,2.9505,0
MA010120220810245257,3120239,5,0.0,1.0,2.0,3.95,3,1.0,3.5850000000000004,0
MA010120220810245954,3120051,5,0.0,1.0,2.0,3.0,1,4.0,3.0,0
MA010120220810247079,3120195,5,0.0,1.0,3.0,3.0,1,1.0,2.8000000000000003,0
MA010120220810247267,3120051,1,0.0,1.0,1.0,3.0,0,1.0,1.5,0
MA010120220810248852,3110762,5,0.0,1.0,2.0,3.0,0,3.0,2.6000000000000005,0
MA010120220810248876,3120011,5,0.0,1.0,2.0,4.865,1,1.0,3.2595000000000005,0
MA010120220810250903,3120127,5,0.0,1.0,3.0,4.66,3,1.0,3.898,0
MA010120220810251033,3110286,5,1.0,0.0,5.0,3.3,5,5.0,4.69,1
MA010120220810253903,3120089,5,0.0,1.0,2.0,3.665,1,4.0,3.1995,0
MA010120220810255819,3120104,5,0.0,0.0,3.0,3.0,0,1.0,2.3000000000000003,0
MA010120220810256511,3110049,1,0.0,0.0,3.0,3.775,5,1.0,3.2324999999999995,0
MA010120220810256667,3120201,1,0.0,1.0,4.0,4.075,4,2.0,3.4225,0
MA010120220810256699,3120036,5,0.0,1.0,2.0,4.234999999999999,3,3.0,3.8705,0
MA010120220810256895,3120131,5,0.0,1.0,1.0,3.0,0,2.0,2.4000000000000004,0
MA010120220810256900,3120102,1,0.0,1.0,1.0,3.0,5,2.0,3.1,0
MA010120220810258560,3110823,5,1.0,1.0,3.0,3.9,5,3.0,4.67,1
MA010120220810258680,3110836,4,0.0,1.0,1.0,3.0,2,1.0,2.7,0
MA010120220810259487,3130069,5,0.0,0.0,1.0,3.29,3,2.0,3.1870000000000003,0
MA010120220810259663,3120081,5,0.0,1.0,5.0,3.55,5,5.0,4.765,1
MA010120220810259731,3120128,5,0.0,1.0,3.0,4.125,3,1.0,3.7375000000000003,0
MA010120220810262373,3120045,1,0.0,0.0,3.0,3.0,0,2.0,1.5999999999999999,0
MA010120220810262832,3120103,5,0.0,1.0,3.0,4.5,5,5.0,4.85,1
MA010120220810264765,3111005,5,1.0,1.0,5.0,4.46,3,4.0,4.538,1
MA010120220810265333,3120177,5,0.0,1.0,4.0,4.75,3,1.0,4.0249999999999995,1
MA010120220810266166,3110433,5,1.0,1.0,5.0,4.205,5,4.0,5.0615000000000006,1
MA010120220810266849,3120026,5,0.0,1.0,2.0,4.0,1,1.0,3.0000000000000004,0
MA010120220810266907,3120210,5,0.0,1.0,2.0,3.25,3,1.0,3.3750000000000004,0
MA010120220810267576,3120052,5,0.0,1.0,2.0,3.0,0,1.0,2.4000000000000004,0
MA010120220810268374,3110131,1,1.0,1.0,3.0,3.95,5,1.0,3.6849999999999996,0
MA010120220810268612,3001492,5,0.0,1.0,3.0,4.35,4,2.0,4.205,1
MA010120220810269193,3120084,5,1.0,1.0,3.0,4.8100000000000005,4,4.0,4.743,1
MA010120220810269282,3111023,5,1.0,1.0,3.0,3.685,4,1.0,4.1055,1
MA010120220810269970,3120222,5,0.0,1.0,1.0,3.35,1,2.0,2.805,0
MA010120220810271240,3110297,4,0.0,1.0,3.0,4.75,2,4.0,3.725,0
MA010120220810271549,3110481,5,0.0,1.0,0.0,3.0,0,2.0,2.3000000000000003,0
MA010120220810272589,3120032,5,0.0,1.0,5.0,4.355,3,5.0,4.4065,1
MA010120220810274481,3130111,5,0.0,1.0,3.0,3.0,0,5.0,2.9000000000000004,0
MA010120220810274822,3120101,1,1.0,1.0,3.0,3.8,4,1.0,3.34,0
MA010120220810274904,3110285,5,0.0,1.0,0.0,3.2,3,1.0,3.16,0
MA010120220810275454,3120145,5,0.0,1.0,1.0,3.68,1,2.0,2.9040000000000004,0
MA010120220810275472,3120169,5,0.0,1.0,2.0,3.1,2,3.0,3.2300000000000004,0
MA010120220810276522,3120033,1,1.0,1.0,0.0,3.0,1,4.0,2.1999999999999997,0
MA010120220810277442,3120104,5,0.0,1.0,3.0,3.0,0,3.0,2.7,0
MA010120220810278536,3120008,5,0.0,0.0,1.0,4.47,4,3.0,3.9410000000000007,1
MA010120220810282862,3110753,1,0.0,1.0,0.0,3.0,0,2.0,1.4999999999999998,0
MA010120220810283579,3120242,5,1.0,1.0,2.0,3.0,5,4.0,4.4,1
MA010120220810284098,3130066,5,1.0,1.0,2.0,4.859999999999999,4,3.0,4.558,1
MA010120220810284288,3110327,5,0.0,0.0,1.0,4.645,5,4.0,4.3934999999999995,1
MA010120220810286763,3110522,4,0.0,1.0,3.0,3.0,0,3.0,2.5,0
MA010120220810288554,3111015,5,0.0,1.0,3.0,3.0,5,4.0,4.300000000000001,1
MA010120220810289409,3110759,5,0.0,1.0,1.0,3.0,4,4.0,3.8,0
MA010120220810290595,3110565,5,1.0,1.0,3.0,3.835,5,3.0,4.6505,1
MA010120220810291037,3110399,5,0.0,1.0,3.0,3.895,4,4.0,4.2685,1
MA010120220810291612,3110446,5,0.0,1.0,3.0,3.9,4,3.0,4.17,1
MA010120220810292610,3120054,1,0.0,1.0,5.0,3.3,5,5.0,3.89,0
MA010120220810293759,3110895,5,0.0,0.0,5.0,4.2,5,5.0,4.76,1
MA010120220810295682,3120194,5,0.0,1.0,3.0,4.405,5,5.0,4.8215,1
MA010120220810295825,3110323,5,0.0,1.0,4.0,4.720000000000001,3,4.0,4.316000000000001,1
MA010120220810297663,3130191,5,0.0,0.0,3.0,3.4,5,5.0,4.32,1
MA010120220810298595,3110513,5,0.0,1.0,3.0,3.885,4,3.0,4.1655,1
MA010120220810299445,3120091,5,0.0,1.0,4.0,4.46,2,4.0,3.938,1
MA010120220810299523,3110848,5,0.0,1.0,4.0,3.7,3,3.0,3.91,1
MA010120220810300033,3120007,5,1.0,0.0,1.0,4.44,4,3.0,4.132000000000001,1
MA010120220810301118,3120131,5,0.0,1.0,1.0,3.81,2,3.0,3.343,0
MA010120220810302112,3110210,5,0.0,1.0,2.0,4.720000000000001,3,5.0,4.216,1
MA010120220810302606,3111013,5,0.0,1.0,4.0,3.4,3,4.0,3.92,1
MA010120220810302743,3130191,5,0.0,0.0,3.0,3.695,4,4.0,4.0085,1
MA010120220810304205,3120124,5,1.0,1.0,3.0,3.7,2,5.0,3.9100000000000006,1
MA010120220810304586,3110206,5,0.0,1.0,3.0,3.9,5,5.0,4.67,1
MA010120220810304625,3111015,5,0.0,0.0,3.0,4.595000000000001,3,4.0,3.9785,1
MA010120220810304908,3120039,5,0.0,1.0,0.0,2.4,2,3.0,2.8200000000000003,0
MA010120220810308406,3120153,5,0.0,1.0,4.0,2.6,2,5.0,3.48,0
MA010120220810308898,3110792,5,0.0,1.0,3.0,3.9,4,3.0,4.17,1
MA010120220810310103,3120145,5,0.0,0.0,4.0,4.0,4,5.0,4.300000000000001,1
MA010120220810311030,3110566,5,0.0,1.0,3.0,4.654999999999999,4,3.0,4.3965,1
MA010120220810312403,3110825,5,0.0,1.0,1.0,3.0,4,1.0,3.5,0
MA010120220810313254,3130035,5,0.0,1.0,0.0,3.86,0,3.0,2.6580000000000004,0
MA010120220810313938,3120139,5,0.0,1.0,3.0,3.68,3,2.0,3.7040000000000006,0
MA010120220810314002,3120125,5,0.0,1.0,2.0,3.885,3,2.0,3.6655,0
