상가업소번호,법정동코드,지번본번지,지번부번지,상호명,지점명,상권_코드,전용면적,리뷰수,별점,카페_추정매출
MA010120220806819197,1126010200,118.0,5.0,칠성커피호프,,3110255,,0.0,,13238636.857142858
MA010120220813770820,1121510500,589.0,20.0,티엔티에프,,3110146,,0.0,,5887442.571428572
MA010120220800446683,1159010100,58.0,1.0,아르코,,3120153,,22.0,3.6500000000000004,108498402.13069092
MA010120220807385056,1144012100,170.0,11.0,디저브,,3130191,,0.0,,113181120.63809524
MA010120220802514704,1130510200,412.0,52.0,메가엠지씨커피강북북부,시장점,3130141,,0.0,4.0,
MA0106202211A1023932,1171010400,29.0,6.0,금금,,3111013,,1008.0,4.16,117216817.96873058
MA010120220813006725,1156011300,243.0,,서울식다방,,3120136,,0.0,,52383318.72670808
MA010120220813560123,1121510300,257.0,104.0,아멜라떼,,3120056,,68.0,4.1899999999999995,141787808.96765715
MA010120220803248750,1111015600,10.0,5.0,하우종로,3가역점,3120009,,352.0,4.5,174692733.46859947
MA0101202303A0119079,1141012000,329.0,4.0,헷키,,3110502,,188.0,4.6,21585901.848064978
MA010120220813456466,1168010100,607.0,11.0,퍼플리프,,3120194,,0.0,,0.0
MA0101202306A0093456,1135010500,138.0,135.0,시진커피sijincoffee,,3110428,,16.0,5.0,75331922.79026927
MA010120220808839715,1138010400,456.0,12.0,플럽,,3130167,,719.0,4.08,454057773.205459
MA010120220813846296,1130510100,374.0,27.0,백학,,3110370,,0.0,,4271287.653061223
MA0106202306A0151413,1168010700,663.0,5.0,커피빈압구정로데오,2호점,3120202,,50.0,4.715,194185049.09559098
MA010120220805285987,1171011200,4.0,,블루픽,,3111032,,0.0,,12660871.392857144
MA010120220805899732,1121510100,172.0,74.0,안녕가비,,3110161,,53.0,4.67,41749625.09387755
MA0101202406A0575196,1168010600,622.0,,곤트란쉐리에,대치점,3120220,,102.0,3.3,214185272.34061655
MA0101202210A0052640,1168010600,622.0,,별콩다방대치역점,,3120220,,0.0,,0.0
MA010120220800014726,1144012300,471.0,2.0,TheMonoCo.,,3110542,,0.0,,26653676.067226887
MA010120220805102049,1129011200,58.0,,레이크웨이브,,3110291,,0.0,4.73,0.0
MA010120220810302606,1171010400,29.0,,모녀다방,,3111013,,21.0,3.8,78200178.83466601
MA0101202305A0066750,1144010800,12.0,41.0,커피에반하다,이대역점,3120096,,21.857142857142858,3.776190476190476,77823817.55666764
MA010120220813465366,1144010800,12.0,41.0,카페27도씨,,3120096,,0.0,4.91,40538467.20238093
MA010120220800213819,1144010800,12.0,41.0,카페,,3120096,,152.25,4.058333333333334,300256520.40552515
MA010120220808059628,1111017200,154.0,12.0,하늘아래바람,,3120012,,68.0,4.725,235463592.2856019
MA010120220812985963,1129013000,120.0,,메가엠지씨커피보문역점,,3110304,,24.0,4.4399999999999995,37579213.43173939
MA010120220803306469,1171010500,295.0,11.0,컴포즈커피송파,사거리점,3120230,,12.5,4.348000000000001,10258479.496792007
MA0101202409A0126473,1111012700,125.0,1.0,힘이나는커피생활,종로구청점,3120006,,0.0,,317721765.4175824
MA010120220803399200,1117013000,131.0,40.0,섹터118,,3120046,,0.0,,130899774.30414744
MA010120220800030923,1121510200,221.0,13.0,92도,,3120055,,20.0,4.050000000000001,52555983.49100456
MA010120220805312795,1154510300,841.0,53.0,653.1카페,,3110743,,11.0,4.3,19608293.57142857
MA0101202301A0074256,1154510300,841.0,53.0,대한수제커피협회,,3110743,,0.0,,2178699.2857142854
MA0106202406A2465141,1111016600,128.0,8.0,스타벅스,대학로,3120013,,126.05636743215031,4.132901878914405,323577981.72857964
MA010120220807803971,1111013600,193.0,1.0,아름다운차박물관,,3120008,,0.0,4.1,0.0
MA0101202211A0042912,1162010200,1666.0,1.0,백억커피,구로점,3120130,,12.8125,3.7,23899192.08390921
MA010120220806460834,1171010600,101.0,9.0,빽다방,석촌고분역점,3120226,,13.869565217391305,3.652173913043478,151472624.34132573
MA010120220803140057,1171010500,263.0,12.0,커픽스,,3111012,,41.0,4.725,10938738.796128072
MA0101202406A0131488,1144012700,1288.0,,카페295,,3130183,,39.0,5.0,111863598.57075202
MA0101202306A0055472,1135010500,726.0,1.0,더쉐이프,,3120081,,17.0,5.0,19771076.709668662
MA010120220805994501,1135010500,726.0,1.0,카페아에,노원점,3120081,,42.333333333333336,4.324999999999999,49233857.68878276
MA010120220805685302,1141012000,343.0,8.0,썸띵크,,3110507,,55.0,4.9,123356892.0661836
MA0101202308A0095095,1156011300,245.0,,나이스카페인클럽영등포,구청점,3120136,,13.0,4.6,65641169.896416724
MA0106202406A2465587,1168010600,922.0,1.0,스타벅스,대치한티,3120212,,126.05636743215031,4.132901878914405,409399653.30493855
MA010120220804363174,1132010700,581.0,71.0,아토,,3130149,,62.0,5.0,91584113.64797209
MA0101202406A0044255,1123010900,268.0,3.0,티타임커피회기역점,,3110219,,0.0,,0.0
MA0101202310A0034307,1156010300,94.0,140.0,지금은작전타임,,3120146,,24.0,5.0,58323122.431893684
MA010120220809735630,1150010300,453.0,2.0,라니네,,3110668,,38.0,4.545,9873283.54530527
MA010120220800219123,1144012400,257.0,21.0,17도씨,,3110562,,0.0,,41668675.97802198
MA010120220808554109,1168010600,911.0,13.0,예꼬랑,,3120217,,0.0,4.49,45392061.23571428
MA0101202306A0106137,1168010600,911.0,13.0,카페열두시,,3120217,,0.0,,45392061.23571428
MA010120220804467514,1168010100,643.0,8.0,커피양탕국,,3120197,,0.0,,202775153.0535714
MA010120220800555987,1141011600,13.0,26.0,미네르바,,3120094,,266.0,4.505,251146161.06899092
MA010120220801069940,1171011100,51.0,4.0,탑베리타스,,3001495,,0.0,,835263318.0584414
MA0101202411A0027541,1171011100,51.0,4.0,메가엠지씨커피한성백제역점,,3001495,,0.0,2.6,835263318.0584414
MA0101202307A0089191,1168010600,945.0,1.0,감탄커피,,3120222,,32.0,4.34,435933061.0991774
MA0101202409A0141500,1123010500,266.0,3.0,컴포즈커피답십리초점,,3110212,,17.0,5.0,166592150.33637694
MA0101202305A0045596,1138010400,469.0,14.0,립코드커피로스터스,,3110460,,20.0,5.0,13943541.97802198
MA0101202212A0069165,1141011700,126.0,9.0,랩트,,3110508,,194.0,4.6,122334265.0065566
MA010120220803446616,1168011800,411.0,17.0,방하,,3120205,,0.0,,166482782.7678571
MA010120220802931416,1130510300,8.0,136.0,컬러블라인드,,3110359,,0.0,5.0,338258.0571428571
MA0101202409A0099355,1174010800,82.0,28.0,더벤티천호역,성내점,3111051,,15.0,4.75,16371557.354539175
MA010120220813807178,1153010700,403.0,107.0,드립하우스,,3120124,,14.0,4.331666666666667,51341859.823606506
MA0106202305A1179632,1138010500,198.0,3.0,투썸플레이스구산역점,,3110457,,51.0,4.2,325238240.0667502
MA0101202406A0270104,1153010200,491.0,49.0,여름,,3110711,,0.0,,20476276.628571425
MA0101202209A0054637,1174010800,83.0,1.0,오뜨르,,3111051,,319.0,4.6,82459242.68081883
MA0101202406A0127932,1165010600,26.0,9.0,악어다방,,3120178,,0.0,,79590387.24193548
MA0106202201A0153512,1168010800,101.0,24.0,커피빈영동고앞점,코리아,3120200,,54.0,3.98,340183689.81106293
MA010120220800584193,1138010200,165.0,8.0,바오밥나무,,3110484,,0.0,4.41,
MA010120220800636797,1129013600,76.0,52.0,텐퍼센트커피,하월곡점,3110316,,22.818181818181817,4.381818181818182,79961781.93724905
MA0101202406A0107538,1168010800,64.0,8.0,빽다방강남을지,논현점,3110957,,7.0,5.0,49274213.70570183
MA010120220810150865,1144012400,259.0,5.0,메가커피연남숲길점,,3120104,,0.0,2.2,42641299.569250874
MA0101202211A0030001,1144012400,259.0,5.0,제원에프엔비플리퍼스연남,2호점,3120104,,0.0,,42641299.569250874
MA010120220814378130,1138010200,117.0,116.0,매머드익스프레스불광혁신파크점,,3120092,,13.0,4.2,4221163.646955478
MA0101202409A0102487,1114010200,70.0,,엑스엑스커피메이커다동점,,3120026,,0.0,,78171339.19387753
MA010120220803285211,1114010200,70.0,,꽁뜨커피,,3120026,,10.0,4.705,117122377.92506894
MA010120220809600644,1114010200,70.0,,모베러커피,,3120026,,0.0,4.3,78171339.19387753
MA010120220800030749,1114010200,70.0,,커피다이어리,,3120026,,1.0,4.0,82066443.06699668
MA010120220800138374,1114010200,70.0,,휴식,,3120026,,4.25,4.49,94725530.6546339
MA010120220805338386,1114010200,70.0,,쥬씨을지로다동점,,3120026,,11.0,4.57,121017481.79818809
MA010120220807113195,1111015200,18.0,3.0,잔별,,3120009,,11.0,4.720000000000001,5459147.920893733
MA010120220805410287,1123010600,326.0,5.0,커피볶는성군,2호점,3110232,,45.0,4.425,105495193.38894683
MA010120220807432232,1126010100,181.0,132.0,24시무인카페만월경면,목동점,3110243,,0.0,4.8,3078813.3673469382
MA010120220813772261,1123010800,45.0,105.0,메모아르,,3110205,,163.0,4.5649999999999995,54004643.51185371
MA010120220801533691,1144012400,223.0,114.0,콩카페연남점,,3110562,,1331.0,4.045,258663702.63547337
MA010120220814319092,1144012000,393.0,5.0,카페차이,합정점,3120101,,0.0,4.52,117374698.76785715
MA0101202411A0101398,1121510700,41.0,1.0,디저트다운,,3110142,,12.0,4.7,6089369.838240277
MA010120220805196116,1171010700,80.0,,가락시장역점빽다방,,3120234,,40.0,4.1899999999999995,44359491.64756177
MA0101202409A0234748,1171010700,80.0,,나이스카페인클럽가락시장역점,,3120234,,6.0,5.0,23657060.144678913
MA0101202308A0099043,1171010700,80.0,,우지커피가락시장역점,,3120234,,13.0,4.0,27919325.45409597
MA010120220804279073,1171010700,80.0,,리프커피가락,,3120234,,31.0,4.455,38879436.24973983
MA0101202406A0432039,1171010700,80.0,,이공커피가락,시장점,3120234,,0.0,,20003689.879464287
MA010120220808665601,1171010700,80.0,,트러스트커피송파,가락점,3120234,,44.0,4.8,46795071.82437152
MA0101202310A0050341,1171010700,80.0,,텐퍼센트커피가락시장역점,,3120234,,0.0,,20003689.879464287
MA010120220805547858,1171010700,80.0,,플로리안,,3120234,,53.0,4.175,52275127.22219345
MA010120220808106879,1159010200,351.0,9.0,담따,,3110826,,308.0,4.915,43375521.16089442
MA010120220804446379,1165010700,19.0,11.0,빽다방고속터미널,지하점,3120167,,16.0,4.2,9236826.728616806
MA010120220814363176,1120012200,45.0,14.0,공유KYOUYUU,2호점,3130072,,256.0,4.734999999999999,355250769.90084195
MA0106202304A1017124,1129013900,70.0,8.0,카페라바섬,,3110334,,0.0,,
MA0101202211A0045208,1121510500,679.0,31.0,메가엠지씨커피잠실대교북단점,,3110163,,0.0,4.0,26034258.244897954
MA0101202406A0250465,1159010700,275.0,39.0,이공커피,사당점,3110846,,6.4,3.8,34369944.96474715
MA010120220803486010,1114016200,251.0,9.0,파나마,,3001493,,1.0,5.0,620983771.4895399
MA0101202306A0077549,1156011000,35.0,5.0,빽다방여의도역점,,3120149,,31.0,4.3,104792652.56398094
MA0101202301A0055967,1156011000,35.0,5.0,카페051여의도역점,,3120149,,82.0,4.6,162257889.66206154
MA010120220800334712,1156011000,35.0,5.0,차향기,,3120149,,0.0,4.44,69862802.56318682
MA0101202310A0051555,1156011000,35.0,5.0,브루클린커피,,3120149,,124.66666666666667,4.266666666666667,210333382.13627276
MA010120220813792388,1156011000,35.0,5.0,브루다여의도역,,3120149,,60.0,2.75,137468963.8550464
MA0101202406A0444700,1153010200,252.0,47.0,진미탕후루,,3110717,,2.0,3.0,16436540.426380446
MA010120220812489477,1147010200,934.0,,설빙,목동점,3120113,,161.38095238095238,3.795227272727273,335924213.62447685
MA010120220814193605,1147010200,934.0,,놀숲목동,오목교점,3120113,,0.0,3.8,29132056.051020402
MA010120220808580988,1144012700,11.0,19.0,카페두다트,상암점,3130183,,10.0,3.91,82459585.99888946
MA010120220810021318,1144012700,2.0,45.0,뒤팡프레디자인에이블,,3130183,,0.0,,72320271.31893687
MA0101202310A0079314,1144012000,346.0,47.0,빽다방홍대,입구점,3130191,,53.0,3.95,160675969.36191988
MA010120220800588758,1138010400,396.0,16.0,샤인커피숍,,3120090,,0.0,4.43,0.0
MA010120220806899023,1168010600,945.0,25.0,제네럴스토어,,3120222,,27.0,4.58,414471096.8119175
MA0101202406A0330435,1135010500,340.0,6.0,백억커피노원역점,,3120081,,0.0,,194103377.1818182
MA010120220804400976,1150010300,332.0,20.0,세주르,,3110662,,14.0,5.0,3367268.013727888
MA010120220809215885,1156010500,433.0,24.0,대만족,,3120145,,8.0,4.3,188230021.55615625
MA0101202212A0077108,1162010100,971.0,6.0,배드파티쉐,,3110873,,0.0,,0.0
MA010120220806377797,1147010300,932.0,1.0,이디야신월7동점,,3110598,,16.0,4.3,76543446.9260204
MA0106202406A2466296,1171010700,174.0,14.0,스타벅스,송파개롱역,3120240,,126.05636743215031,4.132901878914405,226555618.31701067
MA0101202406A0471771,1129013900,306.0,7.0,우나코르다,,3110334,,14.0,4.3,
MA010120220810156262,1162010200,1422.0,4.0,먼셀커피,,3120157,,109.0,3.2,59552322.3373928
MA010120220805999815,1111010800,74.0,,에디션덴마크쇼룸,,3120002,,483.0,4.5,198440072.37747502
MA010120220812148991,1156010500,82.0,,에스파냐도넛&머핀,,3120145,,0.0,4.37,174087609.06493503
MA0101202406A0053223,1135010300,609.0,37.0,공릉다방,,3110429,,12.0,4.32,16296771.350888569
MA0101202406A0567529,1144012400,223.0,17.0,레인리포트브리티시,,3110562,,387.0,4.0,63093219.62166318
MA0101202310A0024876,1126010600,613.0,8.0,디저트39,,3110272,,16.0,3.4359999999999995,126025228.8250604
MA0101202301A0015130,1156013300,894.0,2.0,버블커피,대림점,3110781,,7.0,3.7,
MA0106202201A1345042,1156013300,894.0,2.0,싸이클프로웍스맹꽁커피,,3110781,,0.0,,
MA010120220801158234,1111016800,1.0,113.0,더만듦미어켓파크,,3120012,,0.0,,163331670.37012982
MA0101202406A0016855,1138010600,186.0,3.0,투썸플레이스연신내엘피스점,,3120090,,49.0,3.7,270617906.2654508
MA010120220808339684,1141012000,322.0,18.0,툰앤존,명지대점,3110503,,0.0,4.8,36182538.71428571
MA010120220808189115,1111017100,186.0,2.0,코코버블티,대학로점,3120012,,22.666666666666668,3.5125,24043973.97182403
MA0101202309A0083065,1174010200,172.0,,디얼베이크,,3111088,,31.0,5.0,33070952.201978285
MA0106202406A2464805,1168010700,639.0,7.0,스타벅스,신압구정,3120195,,126.05636743215031,4.132901878914405,199123548.94970843
MA0101202409A0101113,1150010300,1015.0,4.0,카페시작,,3110646,,0.0,,7745943.657142857
MA0101202305A0205855,1150010300,1015.0,4.0,초로기까페,,3110646,,0.0,,7745943.657142857
MA010120220810105123,1135010300,350.0,90.0,우아즈,,3110438,,227.0,4.035,110558228.5125804
MA0101202406A0142706,1117011700,49.0,6.0,가비엔누리,용산점,3120040,,0.0,,79258491.50420167
MA0101202212A0014339,1130510100,126.0,4.0,메가엠지씨커피미아,중앙점,3120077,,11.0,5.0,11557834.552192189
MA010120220808470018,1150010300,452.0,20.0,미소커핑,,3110668,,2.0,4.695,231076.84893267654
MA010120220803494488,1114012500,66.0,4.0,고양이놀이터,,3120028,,0.0,4.3,641645019.6428572
MA0101202406A0286882,1144010900,159.0,10.0,업즈커피,,3110576,,12.0,5.0,3075308.6404486303
MA010120220812122260,1129011400,292.0,,밑줄,,3110297,,119.0,5.0,6180917.904261638
MA0101202406A0452577,1159010700,141.0,44.0,세주,,3120156,,14.0,5.0,105850685.29342811
MA010120220803278948,1168010100,832.0,7.0,티,데일리,3120192,,0.0,4.3,205393677.0209059
MA0101202411A0055066,1168010100,720.0,25.0,커피에반하다역삼디오빌점,,3120204,,0.0,,235887602.77639747
MA0106202406A2465648,1114013700,43.0,1.0,스타벅스,충무로,3120032,,126.05636743215031,4.132901878914405,110102284.08435556
MA010120220800602147,1138010200,117.0,141.0,커피앤,,3120092,,10.0,4.5875,3247048.959196522
MA010120220804916940,1168010500,157.0,8.0,상화엑스알,,3120215,,0.0,,213848473.66995066
MA010120220804035690,1168010800,57.0,11.0,비긴요크,,3120191,,38.0,4.35,141319613.43006825
MA010120220801521232,1147010200,406.0,271.0,쿼즈,,3120113,,14.0,4.6,84878716.50646578
MA0101202406A0193355,1129011600,84.0,2.0,달다곰이,성신여대점,3120072,,22.0,3.9,152065063.85698977
MA0101202406A0436901,1129011600,84.0,2.0,아마스빈,성신여대점,3120072,,36.0,4.349166666666667,183802909.49731442
MA010120220802960235,1117010200,1.0,108.0,갤러리더스퀘어,용산점,3110081,,156.5,3.2,43894942.3421359
MA0101202406A0498073,1141011200,104.0,36.0,컴포즈커피신촌자이엘라점,,3120096,,33.0,3.9,177908969.78910512
MA010120220808714882,1159010100,263.0,6.0,시너지커피,,3110828,,21.0,4.38,53067228.750423126
MA010120220812615676,1121510300,252.0,15.0,컴포즈커피광진,구청점,3120056,,16.0,4.0,67567204.18251596
MA0101202409A0168283,1165010100,456.0,1.0,어노어오브다라자,,3110905,,3.0,4.5,42788916.85110664
MA010120220813214728,1129013400,1085.0,,카페길음,,3110308,,0.0,,37039542.97959183
MA010120220811841718,1117010200,26.0,6.0,코타티,,3110081,,462.0,4.300000000000001,159210711.17528352
MA010120220805441356,1138010200,176.0,6.0,태산커피시그니쳐,,3120091,,0.0,4.5,50154941.61038961
MA010120220803725077,1168010700,630.0,30.0,파티온카페,,3120193,,0.0,,45718439.97142857
MA0106202201A0846500,1168010700,517.0,29.0,미야갤러리카페,,3120186,,0.0,,81911044.33186811
MA010120220804879558,1168010700,644.0,22.0,우디집도산점,,3120195,,748.0,4.34,913654465.6111323
MA010120220808147995,1144010900,532.0,7.0,카페봄봄,,3110582,,19.0,4.050000000000001,29925472.80989377
MA0101202303A0051873,1159010700,141.0,63.0,탕페라주,,3110849,,0.0,,
MA010120220813908683,1117012300,30.0,1.0,와이브루,,3120040,,28.0,4.85,105739791.80696657
MA010120220800144967,1165010700,97.0,3.0,레드텅서래,마을점,3120165,,0.0,5.0,101062240.19387753
MA0101202409A0047347,1138010400,410.0,19.0,이니커피,,3110465,,0.0,,0.0
MA010120220812612513,1121510300,76.0,15.0,카페플로,,3120057,,0.0,,111734790.44897959
MA010120220800088795,1156012800,101.0,3.0,매머드익스프레스,선유도점,3110760,,7.861111111111111,3.8583333333333334,207182766.18879622
MA010120220810169514,1130510100,791.0,2296.0,골목길카페,,3110355,,0.0,,12530492.857142858
MA010120220803377667,1120010900,1802.0,,비올레타,,3110109,,48.0,4.88,3198927.4502120195
MA0101202406A0491572,1129012500,101.0,98.0,빈트리이백이십오,,3110312,,32.0,4.608333333333333,344881750.9607541
MA010120220803416071,1121510100,123.0,6.0,이디야중곡,신성점,3110167,,36.0,4.46,18965311.15739252
MA010120220808231740,1168010600,891.0,43.0,제이럭,,3120215,,0.0,,106924236.83497533
MA010120220806990178,1168010600,891.0,43.0,더블유,,3120215,,0.0,4.32,106924236.83497533
MA0101202409A0153541,1144012000,247.0,209.0,나빌리오,,3110554,,0.0,,18695808.037267074
MA010120220808092247,1171011100,39.0,2.0,포그,코리아,3120229,,0.0,,336854136.6623376
MA0106202406A2464797,1150010500,801.0,2.0,스타벅스,발산역사거리,3120119,,126.05636743215031,4.132901878914405,53918817.12397768
MA010120220808979587,1121510700,16.0,20.0,모지니,,3110142,,0.0,,5404430.193277311
MA0101202411A0102143,1171010700,79.0,3.0,설빙가락시장역점,,3120234,,193.0,3.775,197531503.04892746
MA0106202201A0422220,1171010700,79.0,3.0,달콤커피가락시장역점,,3120234,,0.0,3.2,80014759.51785713
MA010120220800833359,1162010100,1626.0,37.0,쿼터커피,,3110895,,95.0,4.1,30205029.284548722
MA010120220813849012,1162010200,241.0,22.0,이디야,,3120158,,21.689655172413794,3.8577049180327867,138993127.51230192
MA0101202406A0231095,1171011100,35.0,2.0,빽다방잠실,방이점,3120229,,67.0,4.525,456047900.13777024
MA0101202406A0027365,1144012700,41.0,3.0,모리커피,상암DMC점,3130183,,85.66666666666667,4.0,86860129.09159397
MA010120220813837846,1165010800,1659.0,21.0,고스트요거트,,3120173,,94.5,4.705,249589414.60863405
MA0101202406A0443400,1156010900,75.0,6.0,투고커피,,3120144,,0.0,4.55,21799748.333333332
MA010120220800738133,1153010200,235.0,,더카페,,3120129,,6.928571428571429,4.489999999999999,189043150.09268677
MA010120220813806269,1114016200,348.0,68.0,더설약수,본점,3120038,,312.0,4.545,65679381.80667324
MA010120220806562962,1159010500,184.0,27.0,매머드커피,중앙대점,3110840,,6.666666666666667,4.533333333333333,75781722.24282885
MA010120220811082080,1171010800,4.0,8.0,투썸플레이스문정,로데오점,3130315,,42.0,2.2,20330133.25941601
MA0101202311A0065293,1144012000,468.0,25.0,공명서울작업실,합정점,3110554,,409.0,4.8,92520278.69932632
MA010120220809614086,1129013600,74.0,1.0,더블유카페,,3110316,,191.0,4.779999999999999,225173624.57377467
MA0101202309A0090900,1117011700,172.0,,케브,,3110058,,2.0,5.0,40369861.63809524
MA0101202212A0067883,1144012200,438.0,11.0,테이크잇이지,,3110550,,0.0,4.46,23581346.26285714
MA010120220806119144,1117010100,41.0,2.0,시엠프레꼬모도밍고,,3110079,,0.0,,41336472.67080746
MA010120220803121225,1144012200,364.0,27.0,이디야합정역,사거리점,3120101,,50.0,3.1,165390507.19529206
MA010120220813988314,1165010600,26.0,7.0,킵커피,,3120178,,11.0,4.654999999999999,97657483.68451607
MA0101202311A0010950,1117010200,17.0,10.0,메가엠지씨커피해방촌,오거리점,3110081,,0.0,3.3,29629475.634920638
MA0101202311A0090011,1168011400,673.0,4.0,컴포즈커피일원맛의,거리점,3110997,,8.0,3.7,43685865.424149305
MA010120220800589926,1138010300,326.0,10.0,커피송,,3120090,,15.0,4.890000000000001,46933712.51274733
MA0101202409A0069703,1117011100,29.0,2.0,나히차,,3110069,,9.0,4.0,76417902.30130617
MA010120220803043434,1156010500,432.0,14.0,빽다방영등포신세계점,,3120145,,86.0,3.5,152030934.28062826
MA010120220809206380,1156010500,432.0,14.0,커피에반하다영등포,타임스퀘어점,3120145,,0.0,,0.0
MA010120220810065018,1144012500,47.0,12.0,트레이,,3110558,,0.0,,12340286.416666666
MA0101202310A0027287,1144012500,47.0,12.0,포이지아,,3110558,,151.0,4.8,94247242.41300367
MA0101202303A0015918,1168010800,39.0,20.0,이디야논현,학동점,3120191,,3134.0,4.33,3740082337.5234494
MA010120220813588226,1171010400,19.0,9.0,놀숲,송파점,3120228,,312.7,4.068333333333333,602467782.1031199
MA010120220813226738,1171010400,19.0,9.0,공차석촌역점,,3120228,,67.0,3.1399999999999997,208305714.51162148
MA010120220806701112,1171011300,178.0,103.0,코지커피앤니팅,,3111042,,51.0,4.3100000000000005,134336423.9130435
MA010120220800500138,1150010300,1032.0,1.0,소라커피숍,,3110646,,0.0,,15491887.314285714
MA010120220813431930,1114016200,397.0,1.0,에이드립까페,,3110048,,24.0,4.805,6312555.92750533
MA0101202409A0250265,1150010500,795.0,2.0,해머스미스커피마곡,아이파크점,3120119,,0.0,,0.0
MA010120220809773274,1150010500,795.0,2.0,아로하커피,,3120119,,11.0,4.0,4705093.447048548
MA010120220814121055,1150010800,686.0,1.0,혜인다방,,3110634,,0.0,,4668531.642857142
MA0101202406A0111221,1120011500,271.0,12.0,디디디,,3110136,,39.0,4.3,14085370.53493378
MA0101202211A0092786,1162010200,1478.0,37.0,시그니처커피,2호점,3110856,,0.0,4.92,17371990.214285713
MA0101202305A0193607,1111017300,1.0,1039.0,프롬네르,,3110020,,17.0,4.7,28942704.90191083
MA0101202305A0141623,1123010300,289.0,20.0,산티아고카페,,3110194,,0.0,,
MA010120220802836552,1144010400,182.0,7.0,요거프레소마포도화점,,3130195,,25.0,4.68,155207109.08626908
MA010120220812552778,1114010500,101.0,2.0,사이드바이사이드,,3120031,,77.0,4.720000000000001,89774646.80101922
MA010120220810540725,1114010500,101.0,2.0,카페카다로그,,3120031,,472.0,3.9,550306925.8452089
MA010120220809364936,1171010100,299.0,10.0,카페트릴,,3111003,,8.0,5.0,297476216.6516403
MA010120220813249255,1144012000,395.0,18.0,벌툰,홍대본점,3120103,,0.0,3.475,115403086.38443017
MA0101202406A0193899,1174010600,416.0,,컴포즈커피둔촌동역사,1호점,3120245,,0.0,,0.0
MA0106202212A1294675,1111016800,1.0,42.0,투썸플레이스대학로아트점,,3120012,,68.0,3.5,235463592.2856019
MA0101202306A0059683,1171010600,100.0,5.0,이디야커피삼전,중앙점,3111006,,21.0,4.4,342161647.12500006
MA010120220803061150,1114012100,203.0,,우리라운지,,3120027,,13.0,4.720000000000001,385925844.6624502
MA010120220806968986,1114012100,203.0,,달콤우리은행,본점,3120027,,1.0,3.0,221077393.11826536
MA0101202406A0425599,1150010300,339.0,15.0,메가엠지씨커피까치산,시장점,3110662,,48.0,3.9,7647387.34762363
MA010120220813410446,1114011400,361.0,1.0,매머드익스프레스,시청점,3120020,,7.861111111111111,3.8583333333333334,380149348.7971955
MA010120220808475083,1144011100,88.0,12.0,밤,,3110572,,32.0,4.9,101794233.31861916
MA010120220812791165,1165010800,1669.0,11.0,더카페,,3120173,,6.928571428571429,4.489999999999999,123818640.20665129
MA010120220810660842,1171010400,11.0,1.0,일일일OCIC,,3111013,,0.0,,0.0
MA010120220807983017,1114016100,16.0,1.0,커피가좋아3S,,3120031,,32.0,4.38,622301041.898208
MA010120220804365323,1135010300,421.0,15.0,벤지커피,,3110438,,8.0,3.5,24984490.47176405
MA0101202406A0068482,1168010800,188.0,8.0,카페드변화,,3110955,,0.0,5.0,3892586.249999999
MA0101202310A0046435,1171010800,82.0,5.0,메가엠지씨커피문정,중앙점,3111028,,16.5,3.8,5734558.453553836
MA0101202301A0097448,1171011100,151.0,10.0,컴포즈커피송파몽촌토성점,,3111019,,23.0,4.5,68187180.23751725
MA0101202303A0061402,1162010100,1609.0,3.0,옥미,,3110895,,0.0,4.37,22477582.714285713
MA010120220804954810,1135010500,337.0,,감각,,3120081,,871.0,3.9,1207080307.424254
MA0106202209A1945188,1121510700,16.0,36.0,쏭타코야끼카페,,3110142,,61.0,4.8,8886206.721839057
MA0101202406A0289607,1168010700,617.0,2.0,쿠프,,3120195,,0.0,,54301466.92207791
MA010120220813244788,1171011100,171.0,,커피보헤미안사람들,,3111019,,19.0,4.135,65542544.50676889
MA0101202311A0037584,1135010500,407.0,40.0,하이탕후루,,3110425,,0.0,,12884916.818181818
MA0101202310A0062129,1144012000,363.0,1.0,컴포즈커피홍대,삼거리점,3120103,,24.5,4.2,137622598.9960174
MA0101202311A0012459,1117011900,5.0,85.0,태니,,3110064,,42.0,5.0,40713635.280362375
MA0101202309A0015795,1117013100,653.0,95.0,씨씨씨에스,,3110093,,438.0,3.3,242891449.2084507
MA010120220814273562,1165010700,737.0,16.0,아나이스,,3120187,,0.0,4.68,63699154.47478991
MA0106202305A0036960,1165010700,737.0,16.0,메가엠지씨커피교보타워,사거리점,3120187,,0.0,1.6,63699154.47478991
MA010120220813339288,1144012700,1514.0,,마름모,,3130183,,405.0,4.38,482962515.8570173
MA010120220801039516,1168010600,996.0,8.0,카페7그램,,3120222,,0.0,4.32,298576489.66071427
MA010120220814071683,1123010600,300.0,,구청소년독서실카페,동대문,3110228,,0.0,,0.0
MA0101202406A0575099,1123010600,300.0,,시니어클럽카페나누다,동대문,3110228,,0.0,,0.0
MA0101202209A0093750,1162010100,1562.0,31.0,해안원,,3110888,,70.0,5.0,14963400.618266977
MA0101202311A0021617,1121510700,111.0,159.0,애크로매틱어린이대공원,,3120054,,0.0,,51338855.914285704
MA010120220812333832,1114011800,561.0,,더치앤빈,서울역점,3120043,,9.833333333333334,4.5874999999999995,419075907.307348
MA0101202302A0099395,1121510100,82.0,8.0,데이틴커피,,3110174,,0.0,,20005137.42857143
MA010120220803714484,1168010600,906.0,17.0,감동식혜,,3120211,,0.0,,60112458.46428571
