상가업소번호,상호명,도로명주소,지점명,시군구명,상가유형,행정동명_추정,임대료_분류,전용면적,전용면적(평),평당임대료,추정임대료(천원)
MA0101202406A0293845,메가엠지씨커피등촌성당점,서울특별시 강서구 공항대로41길 43,,강서구,집합,등촌동,기타,351.6334728700716,106.36864688428568,115.107956,12243.877525335893
MA0101202303A0098982,빙달,서울특별시 종로구 창경궁로 261,대학로점,종로구,소규모,명륜2가,기타,89.42188067850711,27.049997180261087,148.794058,4024.878849339605
MA0101202306A0013700,하얀구르미,서울특별시 종로구 창경궁로 261,,종로구,소규모,명륜2가,기타,89.42188067850711,27.049997180261087,114.744318,3103.8334783509817
MA0101202406A0140731,커피앵커,서울특별시 강남구 강남대로118길 70,,강남구,소규모,논현동,기타,159.494739634504,48.24694162820013,115.934406,5593.480518982055
MA010120220808620447,노르웨이안우드,서울특별시 강북구 인수봉로 314,,강북구,소규모,수유동,기타,88.4679036922269,26.76142044050665,208.033994,5567.285179351838
MA010120220811127499,달달해,서울특별시 강서구 곰달래로51길 23,,강서구,소규모,화곡동,기타,214.53185833958145,64.89559511754535,102.97567,6682.667387277961
MA010120220804806879,웅천마음선원카페,서울특별시 도봉구 도봉로169나길 74,,도봉구,소규모,도봉동,기타,97.0163943229876,29.34732721973126,177.984272,5223.362670349652
MA010120220812466692,대충유원지,서울특별시 마포구 월드컵북로6길 37,,마포구,소규모,연남동,기타,123.87203867575946,37.47112307936338,102.97567,3858.614004749907
MA010120220809966096,고리마루마을활력소,서울특별시 은평구 갈현로 301,,은평구,소규모,갈현동,기타,286.53795776249115,86.67734217511378,164.397434,14249.532639528685
MA010120220805502538,더벤티정릉,서울특별시 성북구 서경로 77,중앙점,성북구,소규모,정릉동,기타,305.6036290628462,92.44468179044291,145.984128,13495.456259415289
MA010120220804108138,카페이유,서울특별시 강동구 고덕로 52-18,,강동구,소규모,암사동,기타,119.62285820886798,36.18575177229959,285.224424,10321.060206261129
MA0106202406A2465136,스타벅스,서울특별시 강남구 선릉로93길 22,선릉로,강남구,집합,역삼동,기타,330.4875618657788,99.97203759022892,285.224424,28514.46683777939
MA0101202406A0521840,카페데미안,서울특별시 구로구 공원로 15,,구로구,소규모,구로동,기타,36.71007661100322,11.10474820346156,136.463424,1515.3919625022131
MA010120220813889308,티아레나,서울특별시 서대문구 연희맛로 43-2,,서대문구,소규모,연희동,기타,113.3010918334247,34.27342604919375,90.975616,3118.046047255848
MA010120220810494685,슬리핑피쉬샤로수,서울특별시 관악구 관악로12길 45-9,,관악구,소규모,봉천동,기타,129.2553611608763,39.09957080309647,145.984128,5707.916748864298
MA010120220810965310,카페it수다,서울특별시 서초구 방배천로2안길 49,,서초구,소규모,방배동,기타,113.62768404058728,34.37221974728879,148.794058,5114.3820586668335
MA010120220809292319,소소,서울특별시 종로구 종로 104,,종로구,집합,종로2가,기타,981.5259296694236,296.9102576288413,177.984272,52845.35605340177
MA0101202310A0046398,매머드익스프레스종로YBM점,서울특별시 종로구 종로 104,,종로구,집합,종로2가,기타,981.5259296694236,296.9102576288413,115.107956,34176.73287108933
MA0101202406A0113453,블루샥,서울특별시 강서구 마곡동로 55,,,,,,,,,
