상권_코드,총_유동인구,상권_카페수,상권명,행정동,성공률,상권_면적_m2,인구_밀집도(명/500m2),카페_밀집도(개/500m2),성공률_표시,인구_밀집도_표시,카페_밀집도_표시,최대_월세,최대_보증금,최대_면적,평균_성공확률
3110832,0.0,4.0,노량진초등학교,노량진1동,54.6,100857.0,0.0,0.02,54.6%,0.0명/500m²,0.02개/500m² (총 4개),100.0,4000.0,72.0,0.546232812915708
3110833,455184.0,5.0,상도역 2번,상도2동,49.2,54544.0,4172.6,0.046,49.2%,4172.6명/500m²,0.046개/500m² (총 5개),300.0,3000.0,115.0,0.49150890706542566
3110834,0.0,2.0,동작구자원봉사센터,노량진1동,37.5,33607.0,0.0,0.03,37.5%,0.0명/500m²,0.03개/500m² (총 2개),550.0,10000.0,384.0,0.37461001009971623
3110835,0.0,3.0,상도역 1번,상도1동,46.9,39906.0,0.0,0.038,46.9%,0.0명/500m²,0.038개/500m² (총 3개),500.0,12000.0,117.0,0.4687901287514019
3110836,1534483.0,27.0,상도역 5번,상도1동,43.0,239852.0,3198.8,0.056,43.0%,3198.8명/500m²,0.056개/500m² (총 27개),700.0,15000.0,299.0,0.43012645374556446
3110837,1448422.7272727273,11.0,숭실대입구역 1번,상도1동,35.3,148274.0,4884.3,0.037,35.3%,4884.3명/500m²,0.037개/500m² (총 11개),2000.0,20000.0,490.0,0.3534578943670088
3110838,133334.0,4.0,상도1동주민센터앞,상도1동,51.7,13134.0,5075.9,0.152,51.7%,5075.9명/500m²,0.152개/500m² (총 4개),170.0,2500.0,49.0,0.5172281074795017
3110839,939438.0,11.0,숭실대입구역 4번,상도1동,55.0,68786.0,6828.7,0.08,55.0%,6828.7명/500m²,0.08개/500m² (총 11개),400.0,10000.0,224.0,0.5495675451033608
3110840,1229636.625,16.0,중앙대학교,흑석동,54.7,107472.0,5720.7,0.074,54.7%,5720.7명/500m²,0.074개/500m² (총 16개),730.0,110000.0,165.0,0.5471242619846416
3110842,165756.0,8.0,흑리단길,흑석동,51.3,29278.0,2830.7,0.137,51.3%,2830.7명/500m²,0.137개/500m² (총 8개),400.0,220000.0,285.0,0.5125081734466818
3110843,586556.0,4.0,사당5동주민센터,사당5동,55.7,42412.0,6915.0,0.047,55.7%,6915.0명/500m²,0.047개/500m² (총 4개),320.0,6000.0,113.0,0.5568901556765082
3110845,,,,,29.3,,,,29.3%,,,180.0,2000.0,59.0,0.29277097911028543
3110846,2298325.333333333,18.0,남성역 1번,사당4동,55.1,212396.0,5410.5,0.042,55.1%,5410.5명/500m²,0.042개/500m² (총 18개),1000.0,7000.0,138.0,0.5512283090395798
3110847,0.0,1.0,예술인마을,사당4동,45.3,104588.0,0.0,0.005,45.3%,0.0명/500m²,0.005개/500m² (총 1개),500.0,6000.0,293.0,0.4530600097564968
3110848,1163484.0,7.0,양지어린이공원,사당1동,56.6,116036.0,5013.5,0.03,56.6%,5013.5명/500m²,0.03개/500m² (총 7개),2000.0,870000.0,710.0,0.565861784955958
3110849,0.0,7.0,이수역 10번,사당3동,56.3,119168.0,0.0,0.029,56.3%,0.0명/500m²,0.029개/500m² (총 7개),350.0,5000.0,120.0,0.5634696268114557
3110850,2263267.083333334,25.0,사당역 10번,사당1동,59.7,202958.0,5575.7,0.062,59.7%,5575.7명/500m²,0.062개/500m² (총 25개),400.0,9000.0,200.0,0.5971980436801986
3110851,0.0,4.0,경문고등학교(동작동성당),사당2동,62.7,115412.0,0.0,0.017,62.7%,0.0명/500m²,0.017개/500m² (총 4개),250.0,85000.0,103.0,0.6268775051455937
3110852,661933.0,8.0,이수역 9번,사당1동,57.0,44183.0,7490.8,0.091,57.0%,7490.8명/500m²,0.091개/500m² (총 8개),1100.0,15000.0,325.0,0.5695467647411637
3110853,953255.0,4.0,KT구로지사,조원동,64.6,80033.0,5955.4,0.025,64.6%,5955.4명/500m²,0.025개/500m² (총 4개),205.0,4000.0,118.0,0.6461591462311936
3110854,341883.0,2.0,조원동주민센터,조원동,48.0,47109.0,3628.6,0.021,48.0%,3628.6명/500m²,0.021개/500m² (총 2개),140.0,180000.0,323.0,0.48000246905727145
3110855,310822.22222222225,18.0,신대방역 2번,조원동,39.8,155155.0,1001.7,0.058,39.8%,1001.7명/500m²,0.058개/500m² (총 18개),650.0,150000.0,587.0,0.39759436688467276
3110856,677562.8571428572,7.0,미성초등학교,미성동,44.4,127503.0,2657.0,0.027,44.4%,2657.0명/500m²,0.027개/500m² (총 7개),1950.0,30000.0,1445.0,0.4436931055125298
3110857,0.0,3.0,미성동주민센터,미성동,44.6,113505.0,0.0,0.013,44.6%,0.0명/500m²,0.013개/500m² (총 3개),230.0,6000.0,216.0,0.44592295185677044
3110858,354051.875,8.0,신대방역 1번,신사동,45.0,23709.0,7466.6,0.169,45.0%,7466.6명/500m²,0.169개/500m² (총 8개),530.0,5000.0,222.0,0.45015659824496496
3110859,0.0,2.0,난향초등학교,난향동,43.0,77274.0,0.0,0.013,43.0%,0.0명/500m²,0.013개/500m² (총 2개),110.0,1000.0,95.0,0.4300623595221492
3110860,289215.6,5.0,호림박물관(성보고등학교),미성동,45.4,69058.0,2094.0,0.036,45.4%,2094.0명/500m²,0.036개/500m² (총 5개),300.0,4000.0,205.0,0.45433682973911743
3110861,1414070.0,9.0,관악구신사동주민센터,신사동,48.2,200822.0,3520.7,0.022,48.2%,3520.7명/500m²,0.022개/500m² (총 9개),350.0,5000.0,230.0,0.4823633996041177
3110862,0.0,2.0,난곡초등학교(난곡동벽화마을),난곡동,29.7,58047.0,0.0,0.017,29.7%,0.0명/500m²,0.017개/500m² (총 2개),400.0,8000.0,200.0,0.2968912327092118
3110863,327517.5,6.0,난우초등학교,미성동,56.8,109345.0,1497.6,0.027,56.8%,1497.6명/500m²,0.027개/500m² (총 6개),280.0,13000.0,136.0,0.5675262419614637
3110864,0.0,1.0,신림우방아파트,신사동,39.9,106563.0,0.0,0.005,39.9%,0.0명/500m²,0.005개/500m² (총 1개),300.0,31000.0,114.0,0.3989198252198639
3110865,1382943.3333333333,3.0,남강고등학교(남강중학교),난곡동,46.3,181632.0,3807.0,0.008,46.3%,3807.0명/500m²,0.008개/500m² (총 3개),650.0,15000.0,214.0,0.4627308671791941
3110866,284103.5,4.0,난우중학교,난곡동,46.0,139406.0,1019.0,0.014,46.0%,1019.0명/500m²,0.014개/500m² (총 4개),450.0,7000.0,289.0,0.4599807890157875
3110867,0.0,8.0,국제신학대학원대학교(남서울중학교),신원동,50.3,95938.0,0.0,0.042,50.3%,0.0명/500m²,0.042개/500m² (총 8개),130.0,2000.0,125.0,0.5027258846870064
3110868,382541.1111111111,10.0,남부초등학교,신사동,51.4,87679.0,2181.5,0.057,51.4%,2181.5명/500m²,0.057개/500m² (총 10개),350.0,4000.0,160.0,0.5144252133149669
3110869,3236698.956521739,24.0,"신림역 5번(신림동주민센터, 신림동별빛거리)",신림동,60.3,194701.0,8312.0,0.062,60.3%,8312.0명/500m²,0.062개/500m² (총 24개),600.0,8000.0,196.0,0.603420523437898
3110870,,,,,45.1,,,,45.1%,,,70.0,2000.0,26.0,0.4505061823289337
3110871,295113.0,7.0,신원동주민센터,신원동,56.4,49950.0,2954.1,0.07,56.4%,2954.1명/500m²,0.07개/500m² (총 7개),250.0,3600.0,191.0,0.5640250447849487
3110872,0.0,3.0,신림초등학교,신원동,39.8,53857.0,0.0,0.028,39.8%,0.0명/500m²,0.028개/500m² (총 3개),200.0,3000.0,66.0,0.39839131001500483
3110873,396334.8000000001,12.0,당곡중학교,보라매동,56.5,132683.0,1493.5,0.045,56.5%,1493.5명/500m²,0.045개/500m² (총 12개),650.0,10000.0,280.0,0.5652720264442122
3110875,0.0,2.0,보라매동주민센터(당곡고등학교),보라매동,48.2,62226.0,0.0,0.016,48.2%,0.0명/500m²,0.016개/500m² (총 2개),200.0,3500.0,132.0,0.4823508589075171
3110876,0.0,3.0,서원동주민센터(신관중학교),서원동,63.2,59122.0,0.0,0.025,63.2%,0.0명/500m²,0.025개/500m² (총 3개),350.0,8000.0,117.0,0.6317122446501432
3110877,726246.0,12.0,신림역 8번,신림동,46.8,103978.0,3492.3,0.058,46.8%,3492.3명/500m²,0.058개/500m² (총 12개),960.0,15000.0,788.0,0.467888668692444
3110878,0.0,1.0,미림여고,삼성동,57.5,45308.0,0.0,0.011,57.5%,0.0명/500m²,0.011개/500m² (총 1개),60.0,2500.0,26.0,0.5754955203080236
3110879,0.0,4.0,신림현대아파트,삼성동,56.7,51568.0,0.0,0.039,56.7%,0.0명/500m²,0.039개/500m² (총 4개),400.0,7000.0,424.0,0.5670302446257913
3110880,0.0,2.0,신림역 1번,서원동,40.2,38288.0,0.0,0.026,40.2%,0.0명/500m²,0.026개/500m² (총 2개),600.0,6000.0,338.0,0.4017901850566466
3110881,3263872.25,24.0,구립대학경로당(관악산샘말공원),대학동,62.9,234224.0,6967.4,0.051,62.9%,6967.4명/500m²,0.051개/500m² (총 24개),600.0,10000.0,264.0,0.6286447047832524
3110882,1271658.0,8.0,신성초등학교,서림동,61.1,147004.0,4325.2,0.027,61.1%,4325.2명/500m²,0.027개/500m² (총 8개),475.0,8000.0,275.0,0.6110571089036467
3110883,666669.7142857143,7.0,은천초등학교(은천교앞),보라매동,54.4,111515.0,2989.1,0.031,54.4%,2989.1명/500m²,0.031개/500m² (총 7개),500.0,10000.0,278.0,0.5441394593071124
3110884,0.0,2.0,봉천역 4번(봉천110안전센터),은천동,41.9,43849.0,0.0,0.023,41.9%,0.0명/500m²,0.023개/500m² (총 2개),230.0,3000.0,131.0,0.41870545045740026
3110885,718427.7777777778,9.0,영락고등학교,서림동,53.3,138911.0,2585.9,0.032,53.3%,2585.9명/500m²,0.032개/500m² (총 9개),320.0,33000.0,160.0,0.5325487790934189
3110886,837599.2857142857,7.0,관악해태어린이공원,서림동,60.2,78673.0,5323.3,0.044,60.2%,5323.3명/500m²,0.044개/500m² (총 7개),700.0,5000.0,180.0,0.6017495520430851
3110887,0.0,1.0,서울산업정보학교(서울삼성초등학교),대학동,58.5,56397.0,0.0,0.009,58.5%,0.0명/500m²,0.009개/500m² (총 1개),90.0,3000.0,74.0,0.5847025907993957
3110888,451166.4,10.0,청룡동주민센터,청룡동,67.2,38688.0,5830.8,0.129,67.2%,5830.8명/500m²,0.129개/500m² (총 10개),400.0,70000.0,267.0,0.6719599890089827
3110889,0.0,2.0,봉천역 6번,은천동,43.0,42797.0,0.0,0.023,43.0%,0.0명/500m²,0.023개/500m² (총 2개),650.0,7000.0,337.0,0.42959822789510804
3110890,707029.6,5.0,봉천역 1번(관악초등학교),청룡동,66.1,53715.0,6581.3,0.047,66.1%,6581.3명/500m²,0.047개/500m² (총 5개),350.0,10000.0,240.0,0.6609750348259368
3110891,178880.57142857142,9.0,구암초등학교,성현동,60.0,40509.0,2207.9,0.111,60.0%,2207.9명/500m²,0.111개/500m² (총 9개),300.0,57000.0,178.0,0.6004359388300519
3110892,2912025.1875,19.0,관악구 중앙길,중앙동,46.2,259916.0,5601.9,0.037,46.2%,5601.9명/500m²,0.037개/500m² (총 19개),700.0,170000.0,317.0,0.4615098798190822
3110893,84858.0,2.0,관악소방서(문영여고),청룡동,56.8,16048.0,2643.9,0.062,56.8%,2643.9명/500m²,0.062개/500m² (총 2개),500.0,13000.0,259.0,0.5678379715638864
3110894,0.0,1.0,관악동부센트레빌아파트(은천로35라길),성현동,46.6,30920.0,0.0,0.016,46.6%,0.0명/500m²,0.016개/500m² (총 1개),180.0,42000.0,80.0,0.4660091698549924
3110895,2801344.487804878,41.0,샤로수길,낙성대동,53.7,315417.0,4440.7,0.065,53.7%,4440.7명/500m²,0.065개/500m² (총 41개),600.0,65000.0,289.0,0.5374772357167309
3110896,127694.66666666669,3.0,관악우성아파트,행운동,52.1,23731.0,2690.5,0.063,52.1%,2690.5명/500m²,0.063개/500m² (총 3개),300.0,3000.0,272.0,0.5208348378073465
3110897,716385.4545454546,11.0,서울대입구역 8번,행운동,64.5,115911.0,3090.2,0.047,64.5%,3090.2명/500m²,0.047개/500m² (총 11개),280.0,6500.0,112.0,0.6450602886624074
3110899,0.0,2.0,낙성대역 5번(관악중학교),행운동,45.1,73363.0,0.0,0.014,45.1%,0.0명/500m²,0.014개/500m² (총 2개),220.0,3000.0,180.0,0.4507719838728265
3110900,445209.4285714286,8.0,낙성대역 1번(관악구민 종합체육센터),인헌동,44.1,111817.0,1990.8,0.036,44.1%,1990.8명/500m²,0.036개/500m² (총 8개),390.0,6000.0,132.0,0.4405777271459248
3110901,1204641.0,5.0,인헌고등학교(인헌중학교),인헌동,57.4,92180.0,6534.2,0.027,57.4%,6534.2명/500m²,0.027개/500m² (총 5개),300.0,5000.0,241.0,0.5739138867309227
3110902,1454046.4285714286,15.0,사당역 4번,남현동,52.2,250733.0,2899.6,0.03,52.2%,2899.6명/500m²,0.03개/500m² (총 15개),1170.0,100000.0,150.0,0.5215834445219057
3110903,995490.8571428572,7.0,방배아이파크아파트,방배본동,53.3,92803.0,5363.5,0.038,53.3%,5363.5명/500m²,0.038개/500m² (총 7개),800.0,10000.0,215.0,0.5331695069061295
3110904,277097.0,8.0,이수역 5번,방배2동,49.7,47127.0,2939.9,0.085,49.7%,2939.9명/500m²,0.085개/500m² (총 8개),2100.0,113000.0,426.0,0.4969261938783969
3110905,471039.0,5.0,방배노인종합복지관(이수중학교),방배2동,60.3,76869.0,3063.9,0.033,60.3%,3063.9명/500m²,0.033개/500m² (총 5개),230.0,40000.0,90.0,0.6025838572856865
3110906,0.0,1.0,서문여고,방배4동,41.7,37319.0,0.0,0.013,41.7%,0.0명/500m²,0.013개/500m² (총 1개),160.0,3000.0,120.0,0.41699543016417556
3110907,785155.25,12.0,방배초등학교,방배4동,59.7,103888.0,3778.9,0.058,59.7%,3778.9명/500m²,0.058개/500m² (총 12개),3000.0,65000.0,599.0,0.5973601606758567
3110908,46473.0,8.0,구반포역,반포본동,50.9,28724.0,809.0,0.139,50.9%,809.0명/500m²,0.139개/500m² (총 8개),26000.0,320000.0,8264.0,0.5091778734023091
3110909,43338.0,2.0,남태령역(서울전자고등학교),방배2동,59.6,73654.0,294.2,0.014,59.6%,294.2명/500m²,0.014개/500m² (총 2개),180.0,3000.0,57.0,0.5962773908314792
3110910,0.0,1.0,내방역 5번,방배4동,51.7,60073.0,0.0,0.008,51.7%,0.0명/500m²,0.008개/500m² (총 1개),200.0,2000.0,125.0,0.5169828352216823
3110912,119693.14285714284,8.0,방배동사이길,방배본동,54.5,26478.0,2260.2,0.151,54.5%,2260.2명/500m²,0.151개/500m² (총 8개),1700.0,25000.0,352.0,0.5450375005068958
3110913,731305.9999999999,6.0,방현초등학교(방배119안전센터),방배3동,52.3,148771.0,2457.8,0.02,52.3%,2457.8명/500m²,0.02개/500m² (총 6개),300.0,3000.0,183.0,0.5234193001769453
3110915,152236.0,4.0,서래초등학교,방배본동,57.2,76657.0,993.0,0.026,57.2%,993.0명/500m²,0.026개/500m² (총 4개),800.0,10000.0,227.0,0.5719266854965752
3110916,614611.0,5.0,내방역 4번,방배1동,55.7,103116.0,2980.2,0.024,55.7%,2980.2명/500m²,0.024개/500m² (총 5개),500.0,5000.0,165.0,0.5573127003565285
3110917,0.0,1.0,서초소방서,반포4동,41.6,48294.0,0.0,0.01,41.6%,0.0명/500m²,0.01개/500m² (총 1개),3000.0,80000.0,516.0,0.415813424150517
3110918,0.0,5.0,방배역 3번,방배1동,50.6,62846.0,0.0,0.04,50.6%,0.0명/500m²,0.04개/500m² (총 5개),920.0,15000.0,401.0,0.5062018318565809
3110919,0.0,2.0,내방역 8번,방배4동,51.0,88173.0,0.0,0.011,51.0%,0.0명/500m²,0.011개/500m² (총 2개),1060.0,12000.0,450.0,0.5100810368327867
3110920,0.0,1.0,방배역 2번(백석예술대학교),방배3동,60.9,15874.0,0.0,0.031,60.9%,0.0명/500m²,0.031개/500m² (총 1개),390.0,4000.0,158.0,0.6087273653265801
3110921,369112.0,6.0,서울프랑스학교,반포4동,64.7,35625.0,5180.5,0.084,64.7%,5180.5명/500m²,0.084개/500m² (총 6개),525.0,10000.0,160.0,0.6467936599724217
3110922,786523.0,3.0,내방역 1번,방배1동,60.3,62116.0,6331.1,0.024,60.3%,6331.1명/500m²,0.024개/500m² (총 3개),800.0,10000.0,242.0,0.6029003254193954
3110923,,,,,54.6,,,,54.6%,,,510.0,9000.0,95.0,0.545583981124713
3110924,0.0,2.0,반포4동주민센터(몽마르뜨공원),반포4동,53.1,75392.0,0.0,0.013,53.1%,0.0명/500m²,0.013개/500m² (총 2개),550.0,550000.0,239.0,0.5308612394584227
3110925,541477.0,3.0,서초중학교,서초3동,54.6,71878.0,3766.6,0.021,54.6%,3766.6명/500m²,0.021개/500m² (총 3개),450.0,8000.0,236.0,0.5461456023136296
3110926,784999.9999999999,6.0,신중초등학교,서초3동,57.6,98883.0,3969.3,0.03,57.6%,3969.3명/500m²,0.03개/500m² (총 6개),430.0,5000.0,181.0,0.5758289873193915
3110927,0.0,1.0,잠원역,잠원동,36.7,60236.0,0.0,0.008,36.7%,0.0명/500m²,0.008개/500m² (총 1개),3500.0,250000.0,440.0,0.3666157068450961
3110928,0.0,2.0,서초우방유쉘아파트,서초3동,64.3,22283.0,0.0,0.045,64.3%,0.0명/500m²,0.045개/500m² (총 2개),160.0,170000.0,211.0,0.6425303283175811
3110929,1519848.0,6.0,남부터미널역 1번,서초1동,58.2,186714.0,4070.0,0.016,58.2%,4070.0명/500m²,0.016개/500m² (총 6개),2500.0,35000.0,631.0,0.5816036180215592
3110930,454274.0,3.0,서초동성당,서초1동,60.7,98532.0,2305.2,0.015,60.7%,2305.2명/500m²,0.015개/500m² (총 3개),350.0,43000.0,105.0,0.607322179074522
3110931,27937.0,12.0,삼성전자서울R&D(서울우면초등학교),양재1동,61.7,44205.0,316.0,0.136,61.7%,316.0명/500m²,0.136개/500m² (총 12개),,98000.0,129.0,0.6174020016355214
3110932,0.0,1.0,서울시인재개발원,서초1동,55.2,40038.0,0.0,0.012,55.2%,0.0명/500m²,0.012개/500m² (총 1개),200.0,3000.0,99.0,0.55227917704251
3110933,,,,,54.4,,,,54.4%,,,280.0,200000.0,123.0,0.5439905226099181
3110934,476626.0,10.0,우면주공아파트,양재1동,54.4,80617.0,2956.1,0.062,54.4%,2956.1명/500m²,0.062개/500m² (총 10개),290.0,800000.0,500.0,0.544031718338964
3110935,0.0,3.0,한전아트센터,서초2동,47.1,32304.0,0.0,0.046,47.1%,0.0명/500m²,0.046개/500m² (총 3개),700.0,5000.0,133.0,0.4714722446970303
3110936,212928.0,7.0,더케이호텔(양재리본타워2단지아파트),양재2동,54.3,43233.0,2462.6,0.081,54.3%,2462.6명/500m²,0.081개/500m² (총 7개),530.0,10000.0,215.0,0.5429024120669563
3110937,54000.0,3.0,방아다리근린공원(횃불트리니티신학대학원대학교),양재1동,52.8,40444.0,667.6,0.037,52.8%,667.6명/500m²,0.037개/500m² (총 3개),700.0,7000.0,150.0,0.5282787881089497
3110938,253431.11111111112,9.0,바우뫼공원,양재1동,53.0,38156.0,3321.0,0.118,53.0%,3321.0명/500m²,0.118개/500m² (총 9개),280.0,4000.0,170.0,0.5302717891741622
3110939,1837607.9999999995,19.0,양재역 8번(양재동우체국),양재1동,56.8,218114.0,4212.5,0.044,56.8%,4212.5명/500m²,0.044개/500m² (총 19개),3300.0,96000.0,489.0,0.5680275528612833
3110940,0.0,1.0,양재근린공원(양재2동주민센터),양재2동,49.7,32454.0,0.0,0.015,49.7%,0.0명/500m²,0.015개/500m² (총 1개),2200.0,20000.0,680.0,0.49716054331107035
3110941,146659.0,2.0,언남고등학교,양재2동,60.8,23167.0,3165.3,0.043,60.8%,3165.3명/500m²,0.043개/500m² (총 2개),566.0,9020.0,221.0,0.6080974377790225
3110942,1534205.0,18.0,염곡동 구룡사(포이동성당),양재2동,54.1,252432.0,3038.8,0.036,54.1%,3038.8명/500m²,0.036개/500m² (총 18개),1200.0,50000.0,170.0,0.5414641892923384
3110943,527414.0,8.0,법제교육센터(버들어린이공원),양재2동,56.5,57521.0,4584.5,0.07,56.5%,4584.5명/500m²,0.07개/500m² (총 8개),500.0,20000.0,165.0,0.5653285041923634
3110945,,,,,69.9,,,,69.9%,,,280.0,5000.0,110.0,0.6990015245035904
3110946,0.0,4.0,청계산원터골,양재2동,61.7,17189.0,0.0,0.116,61.7%,0.0명/500m²,0.116개/500m² (총 4개),1200.0,20000.0,247.0,0.6166725683362198
3110947,0.0,3.0,청계산입구역 2번(내곡동주민센터),내곡동,55.5,84941.0,0.0,0.018,55.5%,0.0명/500m²,0.018개/500m² (총 3개),550.0,10000.0,142.0,0.5554976195077284
3110949,307416.0,6.0,한남IC,신사동,58.8,62126.0,2474.1,0.048,58.8%,2474.1명/500m²,0.048개/500m² (총 6개),16000.0,220000.0,1758.0,0.5875701158882366
3110950,,,,,61.0,,,,61.0%,,,1500.0,20000.0,330.0,0.6101329118244705
3110951,452942.0,6.0,신사은행나무공원,신사동,63.3,29000.0,7809.3,0.103,63.3%,7809.3명/500m²,0.103개/500m² (총 6개),1300.0,16000.0,175.0,0.6331171901079834
3110952,0.0,2.0,논현목련공원,논현1동,60.7,21629.0,0.0,0.046,60.7%,0.0명/500m²,0.046개/500m² (총 2개),2000.0,20000.0,429.0,0.6072999747208989
3110953,280437.3333333333,3.0,학동근린공원,논현1동,60.7,92947.0,1508.6,0.016,60.7%,1508.6명/500m²,0.016개/500m² (총 3개),2500.0,100000.0,561.0,0.6074571479804146
3110954,419324.1111111111,9.0,국기원,역삼1동,64.8,39799.0,5268.0,0.113,64.8%,5268.0명/500m²,0.113개/500m² (총 9개),3000.0,32000.0,528.0,0.6479008763460938
3110955,2284154.769230769,31.0,논현초등학교,논현1동,62.3,190913.0,5982.2,0.081,62.3%,5982.2명/500m²,0.081개/500m² (총 31개),3700.0,40000.0,862.0,0.6229101760778916
3110956,0.0,3.0,언주역 8번,역삼1동,61.4,71587.0,0.0,0.021,61.4%,0.0명/500m²,0.021개/500m² (총 3개),3800.0,2600000.0,1744.0,0.614020533788864
3110957,970507.0,12.0,언북중학교,논현2동,64.3,94815.0,5117.9,0.063,64.3%,5117.9명/500m²,0.063개/500m² (총 12개),3600.0,40000.0,960.0,0.6429313411117874
3110958,611437.0000000001,6.0,역삼역 4번,역삼1동,61.7,73119.0,4181.1,0.041,61.7%,4181.1명/500m²,0.041개/500m² (총 6개),1600.0,1000000.0,585.0,0.6167136653879752
3110959,0.0,1.0,신구중학교,압구정동,47.4,35960.0,0.0,0.014,47.4%,0.0명/500m²,0.014개/500m² (총 1개),400.0,10000.0,140.0,0.47366582343966723
3110960,0.0,3.0,은광여고,도곡1동,67.2,25543.0,0.0,0.059,67.2%,0.0명/500m²,0.059개/500m² (총 3개),420.0,4000.0,130.0,0.6720414490813755
3110961,1415939.0,7.0,언주역 3번,논현2동,61.3,63031.0,11232.1,0.056,61.3%,11232.1명/500m²,0.056개/500m² (총 7개),650.0,10000.0,248.0,0.6131288229752566
3110962,0.0,2.0,도산공원북측,압구정동,62.3,10044.0,0.0,0.1,62.3%,0.0명/500m²,0.1개/500m² (총 2개),6500.0,80000.0,601.0,0.6228147765169495
3110963,0.0,2.0,역삼월드메르디앙아파트,역삼1동,63.6,40391.0,0.0,0.025,63.6%,0.0명/500m²,0.025개/500m² (총 2개),450.0,4000.0,185.0,0.6356117465276482
3110965,853611.0,8.0,언주역 6번,역삼1동,62.9,65108.0,6555.3,0.061,62.9%,6555.3명/500m²,0.061개/500m² (총 8개),2500.0,25000.0,482.0,0.6286651167689747
3110966,1372798.2857142857,9.0,논현2동주민센터,논현2동,57.6,93545.0,7337.6,0.048,57.6%,7337.6명/500m²,0.048개/500m² (총 9개),3500.0,400000.0,663.0,0.5762893241303328
3110967,400343.25,4.0,역삼역 8번,역삼1동,63.3,68672.0,2914.9,0.029,63.3%,2914.9명/500m²,0.029개/500m² (총 4개),440.0,6000.0,198.0,0.6326774722352531
3110968,265747.0,4.0,강남구청역 2번,논현2동,66.4,43750.0,3037.1,0.046,66.4%,3037.1명/500m²,0.046개/500m² (총 4개),1800.0,15000.0,522.0,0.6641887418474666
3110969,788742.0,2.0,베르사이유1아파트,역삼2동,60.0,55302.0,7131.2,0.018,60.0%,7131.2명/500m²,0.018개/500m² (총 2개),4650.0,70000.0,750.0,0.6001892887414488
3110970,0.0,1.0,학동초등학교,논현2동,58.8,50014.0,0.0,0.01,58.8%,0.0명/500m²,0.01개/500m² (총 1개),2000.0,30000.0,383.0,0.5876997537314259
3110971,588858.375,8.0,선정릉역 4번,역삼1동,62.3,133222.0,2210.1,0.03,62.3%,2210.1명/500m²,0.03개/500m² (총 8개),1900.0,1090100.0,547.0,0.623363933274375
3110972,329285.00000000006,3.0,강남세브란스병원미래의학연구센터,역삼2동,56.0,46603.0,3532.9,0.032,56.0%,3532.9명/500m²,0.032개/500m² (총 3개),3300.0,30000.0,872.0,0.5595823850364707
3110973,0.0,2.0,강남구청역 4번,청담동,50.8,66136.0,0.0,0.015,50.8%,0.0명/500m²,0.015개/500m² (총 2개),3330.0,2160000.0,1150.0,0.5080508362103775
3110974,390745.0,2.0,언주중학교,삼성2동,56.8,35151.0,5558.1,0.028,56.8%,5558.1명/500m²,0.028개/500m² (총 2개),3025.0,40000.0,684.0,0.5681154248609384
3110975,0.0,3.0,매봉역 1번,도곡1동,54.6,52363.0,0.0,0.029,54.6%,0.0명/500m²,0.029개/500m² (총 3개),315.0,5000.0,66.0,0.5456957247577898
3110976,632173.0,4.0,언북초등학교,청담동,53.2,55724.0,5672.4,0.036,53.2%,5672.4명/500m²,0.036개/500m² (총 4개),4000.0,50000.0,925.0,0.5320457191036413
3110977,0.0,1.0,논현로18길,개포4동,69.6,17288.0,0.0,0.029,69.6%,0.0명/500m²,0.029개/500m² (총 1개),220.0,5000.0,92.0,0.6960116237397267
3110978,14465.0,3.0,도곡2동주민센터(대치중학교),도곡2동,51.4,14234.0,508.1,0.105,51.4%,508.1명/500m²,0.105개/500m² (총 3개),280.0,3500.0,128.0,0.5135563121314096
3110979,0.0,1.0,청담초등학교,청담동,47.8,63403.0,0.0,0.008,47.8%,0.0명/500m²,0.008개/500m² (총 1개),4600.0,60000.0,707.0,0.4778369238095016
3110980,484817.0,3.0,개포지구대옆,개포4동,54.3,85828.0,2824.4,0.017,54.3%,2824.4명/500m²,0.017개/500m² (총 3개),200.0,2000.0,122.0,0.5425830695004411
3110981,447961.77777777775,9.0,국악고교사거리,개포4동,55.6,67409.0,3322.7,0.067,55.6%,3322.7명/500m²,0.067개/500m² (총 9개),500.0,6000.0,288.0,0.5556524687927025
3110982,0.0,2.0,강남구보훈회관,삼성2동,42.2,19865.0,0.0,0.05,42.2%,0.0명/500m²,0.05개/500m² (총 2개),390.0,105000.0,148.0,0.42228550026013906
3110983,452482.0,4.0,국립국악고등학교,개포4동,51.9,56042.0,4037.0,0.036,51.9%,4037.0명/500m²,0.036개/500m² (총 4개),340.0,8700.0,178.0,0.5187523809282726
3110984,840823.9999999999,9.0,포이초등학교(개포목련어린이공원),개포4동,55.8,137098.0,3066.5,0.033,55.8%,3066.5명/500m²,0.033개/500m² (총 9개),600.0,10000.0,214.0,0.5576097881940885
3110985,270552.99999999994,3.0,청담근린공원,청담동,43.0,43265.0,3126.7,0.035,43.0%,3126.7명/500m²,0.035개/500m² (총 3개),2500.0,25000.0,374.0,0.4295506561761217
3110986,243601.0,1.0,삼성중앙역 7번,삼성2동,65.7,15944.0,7639.3,0.031,65.7%,7639.3명/500m²,0.031개/500m² (총 1개),340.0,4000.0,115.0,0.6567472615550036
