상권_코드,총_유동인구,상권_카페수,상권명,행정동,성공률,상권_면적_m2,인구_밀집도(명/500m2),카페_밀집도(개/500m2),성공률_표시,인구_밀집도_표시,카페_밀집도_표시,최대_월세,최대_보증금,최대_면적,최대_성공확률
3110754,0.0,6,삼성산자연공원(서울금천초등학교),시흥5동,29.0,134370.0,0.0,0.022,29.0%,0.0명/500m²,0.022개/500m² (총 6개),160.0,3000.0,184.0,0.7191890900676294
3110755,251166.0,4,동일여자고등학교,시흥2동,50.0,59664.0,2104.8,0.034,50.0%,2104.8명/500m²,0.034개/500m² (총 4개),320.0,50000.0,192.0,0.5748519259458978
3110756,268002.0,4,문래중학교,양평1동,33.3,49828.0,2689.3,0.04,33.3%,2689.3명/500m²,0.04개/500m² (총 4개),350.0,85000.0,178.0,0.6302322718122586
3110757,195794.375,10,양평역 2번,양평1동,40.0,73590.0,1330.3,0.068,40.0%,1330.3명/500m²,0.068개/500m² (총 10개),400.0,120000.0,410.0,0.6603742116803157
3110758,0.0,2,문래소공원,문래동,29.0,38867.0,0.0,0.026,29.0%,0.0명/500m²,0.026개/500m² (총 2개),400.0,40000.0,165.0,0.6183082421083734
3110759,2623542.75,52,문래예술촌(문래창작촌),문래동,41.7,299716.0,4376.7,0.087,41.7%,4376.7명/500m²,0.087개/500m² (총 52개),1100.0,270000.0,385.0,0.6605921437402712
3110760,725634.0,15,선유도역 6번,양평2동,20.0,153365.0,2365.7,0.049,20.0%,2365.7명/500m²,0.049개/500m² (총 15개),1548.0,73000.0,514.0,0.6624630395447806
3110761,0.0,1,문래동남성맨션,문래동,29.0,31681.0,0.0,0.016,29.0%,0.0명/500m²,0.016개/500m² (총 1개),8000.0,100000.0,2349.0,0.6384061226827148
3110762,1584374.21875,38,선유도역 1번,양평2동,37.1,342694.0,2311.6,0.055,37.1%,2311.6명/500m²,0.055개/500m² (총 38개),750.0,100000.0,434.0,0.6152357179643061
3110763,491935.58333333326,12,영등포구청역 2번,당산1동,36.4,33508.0,7340.6,0.179,36.4%,7340.6명/500m²,0.179개/500m² (총 12개),600.0,160000.0,181.0,0.7237625157077777
3110764,0.0,3,문래역 3번,당산1동,29.0,18152.0,0.0,0.083,29.0%,0.0명/500m²,0.083개/500m² (총 3개),300.0,5000.0,192.0,0.5386462031649821
3110765,318362.0,2,문래동사거리,문래동,0.0,81024.0,1964.6,0.012,0.0%,1964.6명/500m²,0.012개/500m² (총 2개),290.0,4000.0,51.0,0.524116506669955
3110766,0.0,3,대림역 5번,대림3동,29.0,94929.0,0.0,0.016,29.0%,0.0명/500m²,0.016개/500m² (총 3개),250.0,4500.0,125.0,0.6252964684605555
3110767,0.0,1,도림동주민센터,도림동,29.0,27268.0,0.0,0.018,29.0%,0.0명/500m²,0.018개/500m² (총 1개),340.0,10000.0,201.0,0.4696317305937947
3110768,0.0,2,도림2동유수지내체육시설,도림동,29.0,51407.0,0.0,0.019,29.0%,0.0명/500m²,0.019개/500m² (총 2개),400.0,5000.0,228.0,0.7270457628581601
3110769,0.0,1,대림차이나타운(대림역 12번),대림2동,29.0,35768.0,0.0,0.014,29.0%,0.0명/500m²,0.014개/500m² (총 1개),385.0,4000.0,108.0,0.1999797768432769
3110770,806980.0,8,영등포구청역 6번,당산1동,12.5,47293.0,8531.7,0.085,12.5%,8531.7명/500m²,0.085개/500m² (총 8개),850.0,20000.0,371.0,0.7200596411019029
3110773,0.0,1,당산역 13번,양평2동,29.0,9756.0,0.0,0.051,29.0%,0.0명/500m²,0.051개/500m² (총 1개),230.0,4000.0,94.0,0.5823847645280642
3110774,586309.0,9,당산반도유보라팰리스아파트,당산2동,44.4,35052.0,8363.4,0.128,44.4%,8363.4명/500m²,0.128개/500m² (총 9개),10000.0,20000.0,1049.0,0.6850257523783115
3110776,516147.0,4,도신초등학교,대림3동,0.0,113740.0,2269.0,0.018,0.0%,2269.0명/500m²,0.018개/500m² (총 4개),230.0,3000.0,224.0,0.57848307241485
3110778,901023.6666666667,10,구로디지털단지역 4번,대림2동,33.3,204978.0,2197.9,0.024,33.3%,2197.9명/500m²,0.024개/500m² (총 10개),400.0,144000.0,289.0,0.6448155665673458
3110779,0.0,1,대림갑을명가아파트,대림1동,29.0,13131.0,0.0,0.038,29.0%,0.0명/500m²,0.038개/500m² (총 1개),240.0,3000.0,152.0,0.4465109231974167
3110780,0.0,1,신길대성유니드아파트,신길5동,29.0,87225.0,0.0,0.006,29.0%,0.0명/500m²,0.006개/500m² (총 1개),800.0,48000.0,380.0,0.3562843794571397
3110781,0.0,3,대림한신아파트,대림1동,29.0,84160.0,0.0,0.018,29.0%,0.0명/500m²,0.018개/500m² (총 3개),850.0,10000.0,247.0,0.6714405087494043
3110782,132761.33333333334,3,영등포시장역 4번,영등포동,50.0,30037.0,2210.0,0.05,50.0%,2210.0명/500m²,0.05개/500m² (총 3개),310.0,7000.0,181.0,0.5889369053206241
3110783,207267.0,8,영등포시장역 1번,영등포동,0.0,49012.0,2114.5,0.082,0.0%,2114.5명/500m²,0.082개/500m² (총 8개),1400.0,20000.0,539.0,0.6975773530220164
3110785,1018577.1428571427,7,영등포푸르지오아파트,도림동,28.6,109702.0,4642.5,0.032,28.6%,4642.5명/500m²,0.032개/500m² (총 7개),1000.0,10000.0,329.0,0.6689683244944311
3110786,0.0,2,당산역 8번,당산2동,29.0,54674.0,0.0,0.018,29.0%,0.0명/500m²,0.018개/500m² (총 2개),1500.0,370000.0,444.0,0.6161050213225912
3110787,0.0,3,신길3동주민센터,신길3동,29.0,95882.0,0.0,0.016,29.0%,0.0명/500m²,0.016개/500m² (총 3개),1300.0,20000.0,567.0,0.6012675565518029
3110788,0.0,1,영등포시장역 3번,영등포동,29.0,10464.0,0.0,0.048,29.0%,0.0명/500m²,0.048개/500m² (총 1개),1200.0,15000.0,576.0,0.3504306692187452
3110789,434560.8333333334,6,대림성모병원,대림1동,16.7,86491.0,2512.2,0.035,16.7%,2512.2명/500m²,0.035개/500m² (총 6개),800.0,70000.0,407.0,0.628406992910837
3110790,0.0,2,대림1동주민센터,대림1동,29.0,115306.0,0.0,0.009,29.0%,0.0명/500m²,0.009개/500m² (총 2개),300.0,5000.0,224.0,0.6305050927176368
3110791,120774.0,2,신풍역 3번,신길5동,0.0,21697.0,2783.2,0.046,0.0%,2783.2명/500m²,0.046개/500m² (총 2개),210.0,3000.0,145.0,0.4311159396935274
3110792,1870577.0,2,영등포역 2번,영등포본동,50.0,129915.0,7199.2,0.008,50.0%,7199.2명/500m²,0.008개/500m² (총 2개),400.0,10000.0,142.0,0.6582733275678926
3110793,0.0,2,대림썬프라자,대림1동,29.0,9883.0,0.0,0.101,29.0%,0.0명/500m²,0.101개/500m² (총 2개),1500.0,20000.0,662.0,0.4650699818992382
3110794,865405.7142857143,7,영동초등학교,당산2동,33.3,81298.0,5322.4,0.043,33.3%,5322.4명/500m²,0.043개/500m² (총 7개),500.0,10000.0,272.0,0.7176408664373871
3110795,0.0,1,도림초등학교,신길3동,29.0,68722.0,0.0,0.007,29.0%,0.0명/500m²,0.007개/500m² (총 1개),250.0,3000.0,163.0,0.4278511191261885
3110796,0.0,2,한림대학교한강성심병원,영등포동,29.0,24293.0,0.0,0.041,29.0%,0.0명/500m²,0.041개/500m² (총 2개),80.0,500.0,33.0,0.6624999911500742
3110797,0.0,2,KT대방빌딩,신길6동,29.0,8947.0,0.0,0.112,29.0%,0.0명/500m²,0.112개/500m² (총 2개),350.0,6000.0,166.0,0.6933053273819313
3110798,0.0,2,신풍역 2번,신길6동,29.0,21568.0,0.0,0.046,29.0%,0.0명/500m²,0.046개/500m² (총 2개),380.0,7000.0,255.0,0.482320011273347
3110799,0.0,1,영등포본동주민센터,영등포본동,29.0,29319.0,0.0,0.017,29.0%,0.0명/500m²,0.017개/500m² (총 1개),120.0,3000.0,148.0,0.3070999193703727
3110800,0.0,1,영등포동성당,영등포동,29.0,33962.0,0.0,0.015,29.0%,0.0명/500m²,0.015개/500m² (총 1개),392.0,35000.0,153.0,0.6199353959420398
3110801,0.0,1,신풍역 6번(신길6동공영주차장),신길6동,29.0,14185.0,0.0,0.035,29.0%,0.0명/500m²,0.035개/500m² (총 1개),,,,
3110802,0.0,1,신길동홍어거리,신길4동,29.0,44973.0,0.0,0.011,29.0%,0.0명/500m²,0.011개/500m² (총 1개),120.0,1500.0,119.0,0.5423673881771152
3110803,0.0,1,신길2동우편취급국,영등포본동,29.0,97248.0,0.0,0.005,29.0%,0.0명/500m²,0.005개/500m² (총 1개),260.0,350000.0,870.0,0.5138106128554847
3110804,1083360.0,6,신풍역 1번,신길6동,50.0,83571.0,6481.7,0.036,50.0%,6481.7명/500m²,0.036개/500m² (총 6개),2300.0,150000.0,529.0,0.7063313039673844
3110805,0.0,3,신길새마을금고신길4동지점,신길4동,29.0,27917.0,0.0,0.054,29.0%,0.0명/500m²,0.054개/500m² (총 3개),330.0,5000.0,178.0,0.6231818792852429
3110807,0.0,4,신길역 3번,영등포동,29.0,44675.0,0.0,0.045,29.0%,0.0명/500m²,0.045개/500m² (총 4개),450.0,10000.0,167.0,0.737968083404454
3110808,0.0,1,신길역 1번,영등포본동,29.0,31907.0,0.0,0.016,29.0%,0.0명/500m²,0.016개/500m² (총 1개),,,,
3110809,0.0,2,장훈고등학교,영등포본동,29.0,31824.0,0.0,0.031,29.0%,0.0명/500m²,0.031개/500m² (총 2개),196.0,3000.0,117.0,0.5013577837985321
3110810,1562264.0000000002,8,영신초등학교,신길1동,25.0,117632.0,6640.5,0.034,25.0%,6640.5명/500m²,0.034개/500m² (총 8개),1000.0,28000.0,902.0,0.6733973970500768
3110811,0.0,2,보라매역 4번,신길6동,29.0,44661.0,0.0,0.022,29.0%,0.0명/500m²,0.022개/500m² (총 2개),120.0,2000.0,87.0,0.6606939813356228
3110812,472518.0,7,신길6동주민센터,신길6동,57.1,59185.0,3991.9,0.059,57.1%,3991.9명/500m²,0.059개/500m² (총 7개),700.0,10000.0,294.0,0.6857747052315082
3110813,1317452.4000000001,10,보라매역 6번,신길6동,20.0,100264.0,6569.9,0.05,20.0%,6569.9명/500m²,0.05개/500m² (총 10개),430.0,35000.0,210.0,0.6382185052319993
3110814,1073650.833333333,6,서울지방병무청,신길7동,0.0,141531.0,3793.0,0.021,0.0%,3793.0명/500m²,0.021개/500m² (총 6개),650.0,20000.0,254.0,0.5374594762177063
3110815,1259981.0,7,공군호텔,신길1동,42.9,182950.0,3443.5,0.019,42.9%,3443.5명/500m²,0.019개/500m² (총 7개),520.0,110000.0,300.0,0.6108982682560758
3110816,0.0,2,대방역 6번,신길7동,29.0,92336.0,0.0,0.011,29.0%,0.0명/500m²,0.011개/500m² (총 2개),370.0,9000.0,224.0,0.5047683198910138
3110817,0.0,2,대방역 4번,신길1동,29.0,51645.0,0.0,0.019,29.0%,0.0명/500m²,0.019개/500m² (총 2개),80.0,1000.0,32.0,0.4936842118098753
3110818,0.0,1,신대방역 3번,신대방1동,29.0,49264.0,0.0,0.01,29.0%,0.0명/500m²,0.01개/500m² (총 1개),240.0,3000.0,195.0,0.4598782909536381
3110819,901360.0,10,신대방역 4번,신대방1동,37.5,181264.0,2486.3,0.028,37.5%,2486.3명/500m²,0.028개/500m² (총 10개),280.0,7000.0,208.0,0.6703768454137242
3110820,807995.0,8,성남고등학교,대방동,25.0,100016.0,4039.3,0.04,25.0%,4039.3명/500m²,0.04개/500m² (총 8개),720.0,610000.0,759.0,0.7147153495807649
3110821,1322305.7777777778,9,보라매역 2번,신대방2동,57.1,128484.0,5145.8,0.035,57.1%,5145.8명/500m²,0.035개/500m² (총 9개),520.0,5000.0,345.0,0.6976069057892899
3110822,0.0,1,신대방삼거리역 4번(대림초등학교),대방동,29.0,91041.0,0.0,0.005,29.0%,0.0명/500m²,0.005개/500m² (총 1개),140.0,2000.0,148.0,0.5778561702467807
3110823,663792.8,5,신대방삼거리역 3번,신대방2동,75.0,88509.0,3749.9,0.028,75.0%,3749.9명/500m²,0.028개/500m² (총 5개),300.0,5000.0,138.0,0.6702425296067849
3110824,146552.14285714284,9,대방역 3번,대방동,22.2,46862.0,1563.7,0.096,22.2%,1563.7명/500m²,0.096개/500m² (총 9개),500.0,10000.0,218.0,0.6948336536731418
3110825,2155655.0,8,신대방삼거리역 1번,상도3동,37.5,182490.0,5906.2,0.022,37.5%,5906.2명/500m²,0.022개/500m² (총 8개),150.0,3000.0,108.0,0.6411601067410995
3110826,482132.0,15,장승배기역 4번,상도3동,50.0,115676.0,2084.0,0.065,50.0%,2084.0명/500m²,0.065개/500m² (총 15개),600.0,28000.0,366.0,0.6926292283885592
3110827,532176.75,4,NH농협은행 상도동지점,상도4동,0.0,68956.0,3858.8,0.029,0.0%,3858.8명/500m²,0.029개/500m² (총 4개),650.0,10000.0,211.0,0.6822622093649385
3110828,1407256.6666666665,9,노량진역 6번,노량진2동,42.9,236972.0,2969.2,0.019,42.9%,2969.2명/500m²,0.019개/500m² (총 9개),190.0,69000.0,79.0,0.6413181986675311
3110830,776083.0,9,상도초등학교,상도4동,14.3,126620.0,3064.6,0.036,14.3%,3064.6명/500m²,0.036개/500m² (총 9개),600.0,35000.0,237.0,0.731003037315573
3110831,553252.8,5,상도4동주민센터,상도4동,0.0,56494.0,4896.6,0.044,0.0%,4896.6명/500m²,0.044개/500m² (총 5개),250.0,5000.0,119.0,0.7314787376814031
3110832,0.0,4,노량진초등학교,노량진1동,29.0,100857.0,0.0,0.02,29.0%,0.0명/500m²,0.02개/500m² (총 4개),80.0,1000.0,16.0,0.4821189289935586
3110833,455184.0,5,상도역 2번,상도2동,40.0,54544.0,4172.6,0.046,40.0%,4172.6명/500m²,0.046개/500m² (총 5개),300.0,3000.0,115.0,0.6453874696124554
3110834,0.0,2,동작구자원봉사센터,노량진1동,29.0,33607.0,0.0,0.03,29.0%,0.0명/500m²,0.03개/500m² (총 2개),550.0,10000.0,384.0,0.4875356323483381
3110835,0.0,3,상도역 1번,상도1동,29.0,39906.0,0.0,0.038,29.0%,0.0명/500m²,0.038개/500m² (총 3개),500.0,12000.0,117.0,0.6211496101716433
3110836,1534483.0,27,상도역 5번,상도1동,37.0,239852.0,3198.8,0.056,37.0%,3198.8명/500m²,0.056개/500m² (총 27개),700.0,15000.0,299.0,0.6190741868101108
3110837,1448422.7272727273,11,숭실대입구역 1번,상도1동,20.0,148274.0,4884.3,0.037,20.0%,4884.3명/500m²,0.037개/500m² (총 11개),2000.0,20000.0,490.0,0.6130174680917083
3110838,133334.0,4,상도1동주민센터앞,상도1동,25.0,13134.0,5075.9,0.152,25.0%,5075.9명/500m²,0.152개/500m² (총 4개),170.0,2500.0,49.0,0.6014472078439771
3110839,939438.0,11,숭실대입구역 4번,상도1동,36.4,68786.0,6828.7,0.08,36.4%,6828.7명/500m²,0.08개/500m² (총 11개),300.0,7000.0,224.0,0.6992410701784462
3110840,1229636.625,16,중앙대학교,흑석동,26.7,107472.0,5720.7,0.074,26.7%,5720.7명/500m²,0.074개/500m² (총 16개),730.0,110000.0,165.0,0.6530098816638834
3110841,0.0,1,중대부중,흑석동,29.0,60861.0,0.0,0.008,29.0%,0.0명/500m²,0.008개/500m² (총 1개),,,,
3110842,165756.0,8,흑리단길,흑석동,62.5,29278.0,2830.7,0.137,62.5%,2830.7명/500m²,0.137개/500m² (총 8개),400.0,220000.0,285.0,0.7364139376537396
3110843,586556.0,4,사당5동주민센터,사당5동,0.0,42412.0,6915.0,0.047,0.0%,6915.0명/500m²,0.047개/500m² (총 4개),320.0,6000.0,113.0,0.7192087460122163
3110846,2298325.3333333335,18,남성역 1번,사당4동,35.3,212396.0,5410.5,0.042,35.3%,5410.5명/500m²,0.042개/500m² (총 18개),1000.0,7000.0,138.0,0.6960182248529502
3110847,0.0,1,예술인마을,사당4동,29.0,104588.0,0.0,0.005,29.0%,0.0명/500m²,0.005개/500m² (총 1개),500.0,6000.0,293.0,0.5769740441309903
3110848,1163484.0,7,양지어린이공원,사당1동,42.9,116036.0,5013.5,0.03,42.9%,5013.5명/500m²,0.03개/500m² (총 7개),2000.0,870000.0,710.0,0.7037812397625468
3110849,0.0,7,이수역 10번,사당3동,29.0,119168.0,0.0,0.029,29.0%,0.0명/500m²,0.029개/500m² (총 7개),350.0,5000.0,120.0,0.7374349149889734
3110850,2263267.083333334,25,사당역 10번,사당1동,45.8,202958.0,5575.7,0.062,45.8%,5575.7명/500m²,0.062개/500m² (총 25개),400.0,9000.0,200.0,0.7558354917855565
3110851,0.0,4,경문고등학교(동작동성당),사당2동,29.0,115412.0,0.0,0.017,29.0%,0.0명/500m²,0.017개/500m² (총 4개),250.0,85000.0,103.0,0.6776660069795917
3110852,661933.0,8,이수역 9번,사당1동,37.5,44183.0,7490.8,0.091,37.5%,7490.8명/500m²,0.091개/500m² (총 8개),1100.0,15000.0,325.0,0.7033051247084311
3110853,953255.0,4,KT구로지사,조원동,25.0,80033.0,5955.4,0.025,25.0%,5955.4명/500m²,0.025개/500m² (총 4개),205.0,4000.0,118.0,0.711704746757881
3110854,341883.0,2,조원동주민센터,조원동,100.0,47109.0,3628.6,0.021,100.0%,3628.6명/500m²,0.021개/500m² (총 2개),140.0,180000.0,323.0,0.6963523697685237
3110855,310822.22222222225,18,신대방역 2번,조원동,31.2,155155.0,1001.7,0.058,31.2%,1001.7명/500m²,0.058개/500m² (총 18개),650.0,150000.0,587.0,0.6341453838835269
3110856,677562.8571428572,7,미성초등학교,미성동,28.6,127503.0,2657.0,0.027,28.6%,2657.0명/500m²,0.027개/500m² (총 7개),1950.0,30000.0,1445.0,0.6521694773260399
3110857,0.0,3,미성동주민센터,미성동,29.0,113505.0,0.0,0.013,29.0%,0.0명/500m²,0.013개/500m² (총 3개),230.0,6000.0,216.0,0.6998923904281863
3110858,354051.875,8,신대방역 1번,신사동,12.5,23709.0,7466.6,0.169,12.5%,7466.6명/500m²,0.169개/500m² (총 8개),530.0,5000.0,222.0,0.612081919489595
3110859,0.0,2,난향초등학교,난향동,29.0,77274.0,0.0,0.013,29.0%,0.0명/500m²,0.013개/500m² (총 2개),110.0,1000.0,95.0,0.6911535528335736
3110860,289215.6,5,호림박물관(성보고등학교),미성동,0.0,69058.0,2094.0,0.036,0.0%,2094.0명/500m²,0.036개/500m² (총 5개),300.0,4000.0,205.0,0.6495283221296786
3110861,1414070.0,9,관악구신사동주민센터,신사동,33.3,200822.0,3520.7,0.022,33.3%,3520.7명/500m²,0.022개/500m² (총 9개),350.0,5000.0,230.0,0.6588092055591809
3110862,0.0,2,난곡초등학교(난곡동벽화마을),난곡동,29.0,58047.0,0.0,0.017,29.0%,0.0명/500m²,0.017개/500m² (총 2개),400.0,8000.0,200.0,0.6731059588000523
3110863,327517.5,6,난우초등학교,미성동,25.0,109345.0,1497.6,0.027,25.0%,1497.6명/500m²,0.027개/500m² (총 6개),280.0,13000.0,136.0,0.7406902558135975
3110864,0.0,1,신림우방아파트,신사동,29.0,106563.0,0.0,0.005,29.0%,0.0명/500m²,0.005개/500m² (총 1개),300.0,31000.0,114.0,0.505443461693782
3110865,1382943.3333333333,3,남강고등학교(남강중학교),난곡동,0.0,181632.0,3807.0,0.008,0.0%,3807.0명/500m²,0.008개/500m² (총 3개),650.0,15000.0,214.0,0.6518210246967308
3110866,284103.5,4,난우중학교,난곡동,0.0,139406.0,1019.0,0.014,0.0%,1019.0명/500m²,0.014개/500m² (총 4개),450.0,7000.0,289.0,0.7410049544427539
3110867,0.0,8,국제신학대학원대학교(남서울중학교),신원동,29.0,95938.0,0.0,0.042,29.0%,0.0명/500m²,0.042개/500m² (총 8개),130.0,2000.0,125.0,0.6711210100007041
3110868,382541.1111111111,10,남부초등학교,신사동,30.0,87679.0,2181.5,0.057,30.0%,2181.5명/500m²,0.057개/500m² (총 10개),350.0,4000.0,160.0,0.6401452586443277
3110869,3236698.956521739,24,"신림역 5번(신림동주민센터, 신림동별빛거리)",신림동,41.7,194701.0,8312.0,0.062,41.7%,8312.0명/500m²,0.062개/500m² (총 24개),600.0,8000.0,196.0,0.7437721484964546
3110871,295113.0,7,신원동주민센터,신원동,28.6,49950.0,2954.1,0.07,28.6%,2954.1명/500m²,0.07개/500m² (총 7개),250.0,3600.0,191.0,0.6964281291206655
3110872,0.0,3,신림초등학교,신원동,29.0,53857.0,0.0,0.028,29.0%,0.0명/500m²,0.028개/500m² (총 3개),200.0,3000.0,66.0,0.4430431188161384
3110873,396334.80000000005,12,당곡중학교,보라매동,16.7,132683.0,1493.5,0.045,16.7%,1493.5명/500m²,0.045개/500m² (총 12개),650.0,10000.0,280.0,0.7199693586308668
3110874,0.0,3,원신초등학교(구세군관악영문교회),삼성동,29.0,110847.0,0.0,0.014,29.0%,0.0명/500m²,0.014개/500m² (총 3개),,,,
3110875,0.0,2,보라매동주민센터(당곡고등학교),보라매동,50.0,62226.0,0.0,0.016,50.0%,0.0명/500m²,0.016개/500m² (총 2개),200.0,3500.0,132.0,0.7259388996034116
3110876,0.0,3,서원동주민센터(신관중학교),서원동,29.0,59122.0,0.0,0.025,29.0%,0.0명/500m²,0.025개/500m² (총 3개),350.0,8000.0,117.0,0.7374809090875465
3110877,726246.0,12,신림역 8번,신림동,16.7,103978.0,3492.3,0.058,16.7%,3492.3명/500m²,0.058개/500m² (총 12개),960.0,15000.0,788.0,0.701360552107786
3110878,0.0,1,미림여고,삼성동,29.0,45308.0,0.0,0.011,29.0%,0.0명/500m²,0.011개/500m² (총 1개),60.0,2500.0,26.0,0.5754955203080236
3110879,0.0,4,신림현대아파트,삼성동,29.0,51568.0,0.0,0.039,29.0%,0.0명/500m²,0.039개/500m² (총 4개),400.0,7000.0,424.0,0.736946508857942
3110880,0.0,2,신림역 1번,서원동,29.0,38288.0,0.0,0.026,29.0%,0.0명/500m²,0.026개/500m² (총 2개),600.0,6000.0,338.0,0.7023753554252029
3110881,3263872.25,24,구립대학경로당(관악산샘말공원),대학동,41.7,234224.0,6967.4,0.051,41.7%,6967.4명/500m²,0.051개/500m² (총 24개),600.0,10000.0,264.0,0.7014017684995002
3110882,1271658.0,8,신성초등학교,서림동,12.5,147004.0,4325.2,0.027,12.5%,4325.2명/500m²,0.027개/500m² (총 8개),475.0,8000.0,275.0,0.7022785841191241
3110883,666669.7142857143,7,은천초등학교(은천교앞),보라매동,42.9,111515.0,2989.1,0.031,42.9%,2989.1명/500m²,0.031개/500m² (총 7개),500.0,10000.0,278.0,0.7423727732381569
3110884,0.0,2,봉천역 4번(봉천110안전센터),은천동,50.0,43849.0,0.0,0.023,50.0%,0.0명/500m²,0.023개/500m² (총 2개),230.0,3000.0,131.0,0.6681682839711515
3110885,718427.7777777778,9,영락고등학교,서림동,11.1,138911.0,2585.9,0.032,11.1%,2585.9명/500m²,0.032개/500m² (총 9개),320.0,33000.0,160.0,0.7248536590670875
3110886,837599.2857142857,7,관악해태어린이공원,서림동,42.9,78673.0,5323.3,0.044,42.9%,5323.3명/500m²,0.044개/500m² (총 7개),700.0,5000.0,165.0,0.6568958732652306
3110887,0.0,1,서울산업정보학교(서울삼성초등학교),대학동,29.0,56397.0,0.0,0.009,29.0%,0.0명/500m²,0.009개/500m² (총 1개),90.0,3000.0,74.0,0.6277014815646856
3110888,451166.39999999997,10,청룡동주민센터,청룡동,22.2,38688.0,5830.8,0.129,22.2%,5830.8명/500m²,0.129개/500m² (총 10개),400.0,70000.0,267.0,0.7602083187023424
3110889,0.0,2,봉천역 6번,은천동,29.0,42797.0,0.0,0.023,29.0%,0.0명/500m²,0.023개/500m² (총 2개),650.0,7000.0,337.0,0.6497799435160696
3110890,707029.6,5,봉천역 1번(관악초등학교),청룡동,20.0,53715.0,6581.3,0.047,20.0%,6581.3명/500m²,0.047개/500m² (총 5개),350.0,10000.0,240.0,0.7487665592253463
3110891,178880.57142857142,9,구암초등학교,성현동,33.3,40509.0,2207.9,0.111,33.3%,2207.9명/500m²,0.111개/500m² (총 9개),300.0,57000.0,178.0,0.7646351596017164
3110892,2912025.1875,19,관악구 중앙길,중앙동,36.8,259916.0,5601.9,0.037,36.8%,5601.9명/500m²,0.037개/500m² (총 19개),700.0,170000.0,317.0,0.6617599350508234
3110893,84858.0,2,관악소방서(문영여고),청룡동,0.0,16048.0,2643.9,0.062,0.0%,2643.9명/500m²,0.062개/500m² (총 2개),500.0,13000.0,188.0,0.5760842643236881
3110894,0.0,1,관악동부센트레빌아파트(은천로35라길),성현동,29.0,30920.0,0.0,0.016,29.0%,0.0명/500m²,0.016개/500m² (총 1개),180.0,42000.0,80.0,0.6155013961442422
3110895,2801344.487804878,41,샤로수길,낙성대동,61.5,315417.0,4440.7,0.065,61.5%,4440.7명/500m²,0.065개/500m² (총 41개),600.0,65000.0,289.0,0.7041826404921455
3110896,127694.66666666667,3,관악우성아파트,행운동,0.0,23731.0,2690.5,0.063,0.0%,2690.5명/500m²,0.063개/500m² (총 3개),300.0,3000.0,272.0,0.7046552534849485
3110897,716385.4545454546,11,서울대입구역 8번,행운동,36.4,115911.0,3090.2,0.047,36.4%,3090.2명/500m²,0.047개/500m² (총 11개),280.0,30000.0,112.0,0.7261816226756896
3110898,0.0,2,청림동주민센터(상도중학교),청림동,29.0,57942.0,0.0,0.017,29.0%,0.0명/500m²,0.017개/500m² (총 2개),,,,
3110899,0.0,2,낙성대역 5번(관악중학교),행운동,29.0,73363.0,0.0,0.014,29.0%,0.0명/500m²,0.014개/500m² (총 2개),220.0,3000.0,180.0,0.6223217210138756
3110900,445209.4285714286,8,낙성대역 1번(관악구민 종합체육센터),인헌동,37.5,111817.0,1990.8,0.036,37.5%,1990.8명/500m²,0.036개/500m² (총 8개),390.0,6000.0,132.0,0.7034582513331668
3110901,1204641.0,5,인헌고등학교(인헌중학교),인헌동,20.0,92180.0,6534.2,0.027,20.0%,6534.2명/500m²,0.027개/500m² (총 5개),300.0,5000.0,241.0,0.7015215961897769
3110902,1454046.4285714286,15,사당역 4번,남현동,26.7,250733.0,2899.6,0.03,26.7%,2899.6명/500m²,0.03개/500m² (총 15개),1170.0,100000.0,150.0,0.6669072461316062
3110903,995490.8571428573,7,방배아이파크아파트,방배본동,40.0,92803.0,5363.5,0.038,40.0%,5363.5명/500m²,0.038개/500m² (총 7개),800.0,10000.0,215.0,0.6452588871880507
3110904,277097.0,8,이수역 5번,방배2동,50.0,47127.0,2939.9,0.085,50.0%,2939.9명/500m²,0.085개/500m² (총 8개),2100.0,113000.0,426.0,0.7047887087304949
3110905,471039.0,5,방배노인종합복지관(이수중학교),방배2동,40.0,76869.0,3063.9,0.033,40.0%,3063.9명/500m²,0.033개/500m² (총 5개),230.0,40000.0,90.0,0.6954617820098585
3110906,0.0,1,서문여고,방배4동,29.0,37319.0,0.0,0.013,29.0%,0.0명/500m²,0.013개/500m² (총 1개),160.0,3000.0,120.0,0.5545037693449645
3110907,785155.25,12,방배초등학교,방배4동,63.6,103888.0,3778.9,0.058,63.6%,3778.9명/500m²,0.058개/500m² (총 12개),3000.0,65000.0,599.0,0.740705495492072
3110908,46473.0,8,구반포역,반포본동,0.0,28724.0,809.0,0.139,0.0%,809.0명/500m²,0.139개/500m² (총 8개),26000.0,320000.0,8264.0,0.6347021529173915
3110909,43338.0,2,남태령역(서울전자고등학교),방배2동,0.0,73654.0,294.2,0.014,0.0%,294.2명/500m²,0.014개/500m² (총 2개),180.0,3000.0,57.0,0.5962773908314792
3110910,0.0,1,내방역 5번,방배4동,29.0,60073.0,0.0,0.008,29.0%,0.0명/500m²,0.008개/500m² (총 1개),220.0,3000.0,150.0,0.637247246819481
3110912,119693.14285714284,8,방배동사이길,방배본동,14.3,26478.0,2260.2,0.151,14.3%,2260.2명/500m²,0.151개/500m² (총 8개),1700.0,25000.0,352.0,0.6670163298125935
