상가업소번호,상호명,지점명,TRDAR_CD,법정동코드,지번본번지,지번부번지,건물관리번호,지번,고유번호,연면적,건축물면적(㎡),커버건축물면적,커버연면적
MA010120220812931625,까페더브레이브,,3110082,1117013000,34,42,1117013000100340042010685,34-42,1.1170130001003401e+18,1123.91,253.38,253.38,1123.91
MA0101202305A0172515,싱생송,,3120233,1171011100,55,14,1171011100100550014027287,55-14,1.17101110010055e+18,531.2,0.0,0.0,531.2
MA010120220812965874,더벤티상계불암점,,3110431,1135010600,137,14,1135010600101370014010329,137-14,1.13501060010137e+18,810.72,211.27,211.27,810.72
MA010120220803016819,커피랩스로스터리마포아트,센터점,3110578,1144010800,32,16,1144010800100320016004880,32-16,1.14401080010032e+18,1110.65,164.26,164.26,1110.65
MA010120220812094033,커피콩,,3111047,1171011400,354,1,1171011400103540001019734,354-1,1.17101140010354e+18,176.59,0.0,0.0,176.59
MA010120220803813113,이수커피,,3120156,1159010700,1007,1,1159010700110070001011653,1007-1,1.15901070011007e+18,239.03,80.54,80.54,239.03
MA010120220809086240,카페콩,,3120055,1121510900,472,3,1121510900104720003019713,472-3,1.12151090010472e+18,416.49,84.39,84.39,416.49
MA0101202406A0046195,메가엠지씨커피양평한신점,,3110762,1156013000,8,0,1156013000100080000020462,8,1.15601300010008e+18,7817.08,492.46,492.46,7817.08
MA0101202311A0044766,퓨어플라워카페,,3111072,1174010900,55,36,1174010900100550036009749,55-36,1.1740109001005501e+18,303.63,104.87,104.87,303.63
MA010120220807784727,매머드익스프레스봉은사로,선정릉점,3120207,1168010500,114,1,1168010500101140001000001,114-1,1.16801050010114e+18,2341.71,153.9,153.9,2341.71
MA010120220809944796,로기스커피,,3110258,1126010100,117,35,1126010100101170035031616,117-35,1.12601010010117e+18,362.06,66.86,66.86,362.06
MA010120220807797971,벨렘351,건대점,3120053,1121510700,5,43,1121510700100050043016532,5-43,1.12151070010005e+18,487.69,121.16,121.16,487.69
MA010120220803771417,마우스레빗,,3120053,1121510700,5,14,1121510700100050014016514,5-14,1.12151070010005e+18,201.07,66.01,66.01,201.07
MA0101202306A0091032,매머드익스프레스제기동역점,,3110187,1123010200,104,2,1123010200101040002036073,104-2,1.12301020010104e+18,0.0,0.0,0.0,0.0
MA0106202309A0595081,투썸플레이스을지병원사거리DI점,,3120190,1168010800,66,24,1168010800100660024000001,66-24,1.16801080010066e+18,10354.94,1089.1,1089.1,10354.94
MA0101202411A0013541,가빈,,3110882,1162010200,112,42,1162010200101120042018834,112-42,1.16201020010112e+18,2528.49,368.83,368.83,2528.49
MA010120220804425688,정아네,,3120033,1114015200,135,1,1114015200101350005011650,135-1,,,,,
MA010120220805536396,앙크인베스트먼트이디야커피국회대로점,,3120148,1156011000,14,3,1156011000100140003031680,14-3,1.15601100010014e+18,5490.5,396.32,396.32,5490.5
MA0101202210A0056985,카페아나트라,,3110062,1117012800,40,124,1117012800100400124011770,40-124,1.1170128001004001e+18,130.54,0.0,0.0,130.54
MA010120220803725157,매머드커피&칵테일,,3110566,1144012000,327,15,1144012000103270015009846,327-15,1.14401200010327e+18,372.45,59.8,59.8,372.45
MA010120220812219147,나에게오는길,,3110895,1162010100,1621,2,1162010100116210002031303,1621-2,1.16201010011621e+18,162.17,59.59,59.59,162.17
MA010120220813210949,트리플에이커피청담점,,3120208,1168010400,62,0,1168010400100620000027297,62,1.16801040010062e+18,467.74,77.37,77.37,467.74
MA010120220809926838,셀럽쿠키,,3110459,1138010900,1,80,1138010900100010080015093,1-80,1.1380109001000101e+18,813.56,164.84,164.84,813.56
MA010120220808588275,앤파이브커피,,3110929,1165010800,1628,11,1165010800116280011023693,1628-11,1.16501080011628e+18,1194.52,248.71,248.71,1194.52
MA010120220803148585,디싸이시브모먼트,,3120093,1141011700,133,13,1141011700101330013020938,133-13,,,,,
MA010120220812657231,메리펫카페,,3120212,1168010600,938,13,1168010600109380014027566,938-13,1.16801060010938e+18,3661.06,430.53,430.53,3661.06
MA0101202306A0037341,미니말레,,3120197,1168010100,641,15,1168010100106410015000001,641-15,1.16801010010641e+18,601.31,133.23,66.615,300.655
MA010120220809369115,로얄마카롱,,3120197,1168010100,641,15,1168010100106410015000001,641-15,1.16801010010641e+18,601.31,133.23,66.615,300.655
MA010120220804390373,시드누아노원,본점,3120081,1135010500,341,5,1135010500103410005006727,341-5,1.13501050010341e+18,1999.39,249.09,249.09,1999.39
MA0101202406A0401556,우지커피,오류동점,3110687,1153010800,194,13,1153010800101940013000001,194-13,1.15301080010194e+18,336.68,84.17,84.17,336.68
MA010120220813101659,스이츠,,3110550,1144012200,396,1,1144012200103960001012917,396-1,1.14401220010396e+18,191.6,95.57,95.57,191.6
MA010120220802947204,캔디드롭,,3110261,1126010100,354,1,1126010100103540001019407,354-1,1.12601010010354e+18,655.75,122.61,122.61,655.75
MA0101202310A0048640,버피카페,,3120039,1114016200,251,74,1114016200102510074009682,251-74,1.1140162001025101e+18,708.42,117.96,117.96,708.42
MA0101202409A0249905,젤라또피케카페한남,,3110095,1117013100,684,67,1117013100106840067005034,684-67,1.11701310010684e+18,277.88,129.19,129.19,277.88
MA010120220809956782,나우앤히얼,,3111059,1174010800,507,3,1174010800105070003006192,507-3,1.17401080010507e+18,427.81,112.21,112.21,427.81
MA0101202308A0084440,노스티상일점,,3111089,1174010300,270,0,1174010300102700000020211,270,1.1740103001027e+18,471.37,0.0,0.0,471.37
MA010120220809805873,클라우즈비,,3120205,1168011800,424,0,1168011800104240000001252,424,1.16801180010424e+18,1253.92,166.96,166.96,1253.92
MA0101202305A0059545,연:애,,3110790,1156013300,902,7,1156013300109020007004826,902-7,1.15601330010902e+18,170.1,56.7,56.7,170.1
MA010120220804402570,83도씨,,3111077,1174010500,359,15,1174010500103590015002796,359-15,1.17401050010359e+18,344.63,81.47,81.47,344.63
MA0101202210A0021520,리스트레토2010,,3120005,1111013900,71,0,1111013900100710000025871,71,1.11101390010071e+18,60.53,0.0,0.0,30.265
MA010120220805691876,아짐커피로스터스,,3120005,1111013900,71,0,1111013900100710000025871,71,1.11101390010071e+18,60.53,0.0,0.0,30.265
MA010120220803065578,씨앤지풀서비스흥국제선점,,3120030,1114014100,43,1,1114014100100430001018704,43-1,1.11401410010043e+18,6947.56,747.61,747.61,6947.56
MA0106202305A0036963,메가엠지씨커피석촌,한솔점,3120228,1171010500,285,4,1171010500102850004009886,285-4,1.17101050010285e+18,1670.89,270.04,270.04,1670.89
MA010120220804733969,일대십일,,3110219,1123010900,267,84,1123010900102670084006770,267-84,1.1230109001026701e+18,1401.42,0.0,0.0,1401.42
MA010120220812372698,이디야동부병원,사거리점,3110188,1123010200,127,16,1123010200101270016039536,127-16,1.12301020010127e+18,1081.4,224.3,224.3,1081.4
MA010120220812553079,유스트레스,,3120052,1120011500,315,39,1120011500103150039004731,315-39,1.1200115001031501e+18,343.16,0.0,0.0,343.16
MA010120220812087523,쿠키베어,,3120239,1171010700,31,2,1171010700100310002027157,31-2,1.17101070010031e+18,986.46,174.42,174.42,986.46
MA0101202209A0055902,커피에반하다신림고시촌점,,3110881,1162010200,1520,17,1162010200115200017005485,1520-17,1.1620102001152e+18,624.02,130.33,130.33,624.02
MA010120220806585618,블랙드롭커피,,3120226,1171010500,2,7,1171010500100020007011465,2-7,1.17101050010002e+18,1052.42,200.95,200.95,1052.42
MA0101202302A0039570,설빙서울,광운대점,3110420,1135010200,465,21,1135010200104650021018627,465-21,1.13501020010465e+18,318.15,106.05,53.025,159.075
MA010120220804968718,커피온리,광운대점,3110420,1135010200,465,21,1135010200104650021018627,465-21,1.13501020010465e+18,318.15,106.05,53.025,159.075
MA0101202212A0052453,인센트커피,,3110559,1144012200,356,1,1144012200103560001021657,356-1,1.1440122001035601e+18,485.02,89.3,89.3,485.02
MA0101202406A0041889,데이넌daynone,,3111013,1171010400,11,10,1171010400100110010013636,11-10,1.17101040010011e+18,249.9,0.0,0.0,249.9
MA010120220803823555,오트,,3110513,1141011700,89,50,1141011700100890050019840,89-50,1.1410117001008901e+18,192.72,94.45,94.45,192.72
MA010120220810442633,컴포즈커피쇼핑몰점,동대문,3001493,1114016200,251,60,1114016200102510060009679,251-60,1.1140162001025101e+18,412.32,0.0,0.0,412.32
MA010120220808983334,요크,,3110957,1168010800,80,15,1168010800100800015006317,80-15,1.1680108001008e+18,388.49,89.08,89.08,388.49
MA0106202406A2465152,스타벅스,강남대로,3120187,1168010100,809,10,,809-10,1.16801010010809e+18,9710.52,515.51,515.51,9710.52
MA010120220800582947,서린다방,,3110502,1141012000,73,132,1141012000100730132006247,73-132,1.1410120001007301e+18,448.9,0.0,0.0,448.9
MA0106202406A2465614,스타벅스,종로플레이스,3120011,1111015700,28,2,,28-2,1.11101570010028e+18,45735.21,2004.44,1002.22,22867.605
MA010120220808561253,더커피,,3120011,1111015700,28,2,1111015700100280021000001,28-2,1.11101570010028e+18,45735.21,2004.44,1002.22,22867.605
MA010120220802593382,에코카,,3110729,1154510100,147,19,1154510100101470019000001,147-19,1.15451010010147e+18,2367.02,565.37,565.37,2367.02
MA0101202301A0046669,마콘,,3120143,1156011600,345,1,1156011600103450001027112,345-1,1.15601160010345e+18,488.54,96.13,96.13,488.54
MA010120220811924605,매머드익스프레스역삼신한점,,3120206,1168010100,730,5,1168010100107300005023883,730-5,1.1680101001073e+18,1767.9,427.37,213.685,883.95
MA0101202409A0126086,고망고신촌기차역점,,3120096,1141011200,110,2,1141011200101100002023737,110-2,1.1410112001011e+18,984.95,161.52,80.76,492.475
MA0106202204A1952587,에버라인뮤직카페신촌지점,,3120096,1141011200,110,2,1141011200101100002023737,110-2,1.1410112001011e+18,984.95,161.52,80.76,492.475
MA0101202406A0317363,달맞이빵,해운대,3120030,1114016100,73,4,1114016100100730004000001,73-4,1.11401610010073e+18,5213.8,334.2,334.2,5213.8
MA010120220804466860,커피트리,,3120198,1168010100,746,10,1168010100107460010024407,746-10,1.16801010010746e+18,738.39,145.36,145.36,738.39
MA010120220813446389,선선,,3110955,1168010800,170,0,1168010800101700000008830,170,1.1680108001017e+18,1052.64,143.64,71.82,526.32
MA010120220810174917,강아지똥,,3110955,1168010800,170,0,1168010800101700000008830,170,1.1680108001017e+18,1052.64,143.64,71.82,526.32
MA010120220806361039,와샌,,3110588,1144010200,27,11,1144010200100270011025826,27-11,1.14401020010027e+18,18.64,18.64,18.64,18.64
MA0101202406A0425657,코코커피앤샌드위치,,3110187,1123010200,112,8,1123010200101120008000001,112-8,1.12301020010112e+18,0.0,0.0,0.0,0.0
MA0101202406A0497277,바르세울로나,,3111021,1171011100,196,19,1171011100101960019017220,196-19,1.17101110010196e+18,1087.58,166.8,166.8,1087.58
MA010120220803945434,투썸플레이스영등포구청역점,,3120136,1156011300,260,0,1156011300102640000029287,260,1.1560113001026e+18,6432.86,593.25,593.25,6432.86
MA010120220812059890,포스트노빌즈,,3110544,1144012300,397,14,1144012300103970014022356,397-14,1.14401230010397e+18,268.32,0.0,0.0,268.32
MA010120220805065126,빽다방선릉역,1호점,3120210,1168010100,705,0,1168010100107050000026919,705,1.16801010010705e+18,2703.66,273.48,273.48,2703.66
MA010120220800171614,아이닛시주,,3120023,1114010400,37,0,1114010400100370000019254,37,1.11401040010037e+18,1726.53,122.25,122.25,1726.53
MA010120220809914191,아모하임,,3110738,1154510200,178,29,1154510200101780029017672,178-29,1.15451020010178e+18,332.9,113.06,113.06,332.9
MA0101202409A0057899,가토프레소,,3120203,1168010800,117,1,1168010800101170001006119,117-1,1.16801080010117e+18,2363.16,367.48,183.74,1181.58
MA010120220806239251,가토프레소,,3120203,1168010800,117,1,1168010800101170001006119,117-1,1.16801080010117e+18,2363.16,367.48,183.74,1181.58
MA010120220801044492,파스쿠찌,삼성역점,3120222,1168010500,168,21,1168010500101680021027909,168-21,1.16801050010168e+18,3912.93,420.91,420.91,3912.93
MA010120220812527007,피크플래버,,3111060,1174010900,312,26,1174010900103120026007950,312-26,1.1740109001031201e+18,449.95,82.52,82.52,449.95
MA010120220811761497,모나드베이커리,,3110754,1154510300,219,2,1154510300102190002017623,219-2,1.15451030010219e+18,486.9,199.8,199.8,486.9
MA010120220809650313,홀리핸즈커피,천호점,3120243,1174010800,50,19,1174010800100500019004860,50-19,,,,,
MA010120220803283441,엘스,,3120008,1111012900,99,1,1111012900100990001013662,99-1,1.11101290010099e+18,38.99,0.0,0.0,38.99
MA0101202411A0023484,헤비레이어스,,3110997,1168011400,652,6,1168011400106520006002547,652-6,1.16801140010652e+18,249.99,98.94,98.94,249.99
MA010120220805330186,아씰,,3110007,1111011500,1,41,1111011500100010041032324,1-41,1.11101150010001e+18,877.53,0.0,0.0,438.765
MA010120220806664986,심플프로젝트컴퍼니,,3110007,1111011500,1,41,1111011500100010041032324,1-41,1.11101150010001e+18,877.53,0.0,0.0,438.765
MA0101202209A0001496,미진카페,,3110625,1147010100,88,5,1147010100100880005005812,88-5,1.14701010010088e+18,11137.82,1548.58,774.29,5568.91
MA010120220800524767,카페오아시스,,3110625,1147010100,88,5,1147010100100880005005812,88-5,1.14701010010088e+18,11137.82,1548.58,774.29,5568.91
MA010120220803900672,마스터빈스커피,,3120072,1129011800,248,0,1129011800102480000000001,248,1.12901180010248e+18,219.89,72.43,72.43,219.89
MA0101202406A0480874,투썸플레이스대치,사거리점,3120217,1168010600,962,21,1168010600109620021013143,962-21,1.16801060010962e+18,2981.74,328.91,328.91,2981.74
MA010120220813350328,펄시,,3110048,1114016200,405,25,1114016200104050025007786,405-25,1.11401620010405e+18,207.93,68.0,68.0,207.93
MA010120220808241351,고마워사랑해,,3110453,1138010900,24,52,1138010900100240052014680,24-52,1.13801090010024e+18,498.34,103.52,103.52,498.34
MA010120220808772765,우물,,3110713,1153010200,110,4,1153010200101100004020867,110-4,1.1530102001011e+18,20235.93,912.35,912.35,20235.93
MA010120220800002867,조셉의커피나무,,3110280,1129010100,350,3,1129010100103500003000001,350-3,1.1290101001035e+18,94.2,88.14,88.14,94.2
MA010120220813440724,더빈마켓,,3110730,1154510200,1009,73,1154510200110090073013388,1009-73,1.15451020011009e+18,187.96,81.32,81.32,187.96
MA010120220803256561,매머드커피잠실루터회관점,,3120227,1171010200,7,20,1171010200100070020000001,7-20,1.1710102001000701e+18,35990.2,1485.54,1485.54,35990.2
MA010120220810751608,아난티클럽청담,,3120202,1168010400,89,15,1168010400100890015017526,89-15,1.16801040010089e+18,391.57,193.54,193.54,391.57
MA010120220800807575,커피나무브런치,,3110836,1159010200,427,0,1159010200104270000000001,427,1.15901020010427e+18,1138.73,298.8,149.4,569.365
MA010120220813935235,커피나무랩,,3110836,1159010200,427,0,1159010200104270000000001,427,1.15901020010427e+18,1138.73,298.8,149.4,569.365
MA0101202305A0140047,넘버린,,3110074,1117010700,14,141,1117010700100140142023423,14-141,1.1170107001001402e+18,154.58,69.29,69.29,154.58
MA0101202301A0064226,산과들카페,,3110156,1121510200,235,36,1121510200102350036006079,235-36,1.1215102001023501e+18,232.41,83.87,83.87,232.41
MA010120220805373151,쥬씨선유도역점,,3110760,1156012800,101,1,1156012800101010001019660,101-1,1.15601280010101e+18,104.79,63.47,63.47,104.79
MA0101202303A0080207,메가엠지씨커피매봉역점,,3120205,1168011800,419,3,1168011800104190003000940,419-3,1.16801180010419e+18,375.27,194.56,194.56,375.27
MA010120220808504281,밉,,3111013,1171010400,32,0,1171010400100320000012378,32,1.17101040010032e+18,1999.3,314.3,314.3,1999.3
MA010120220812992923,어질인,,3120049,1120010700,1,26,1120010700100010026019326,1-26,1.12001070010001e+18,522.35,98.42,98.42,522.35
MA010120220803993320,빽다방개롱역점,,3120240,1171010700,166,2,1171010700101660002006023,166-2,1.17101070010166e+18,19963.72,1169.27,1169.27,19963.72
MA010120220804410509,그로퍼,,3110170,1121510300,241,52,1121510300102410052024464,241-52,1.1215103001024101e+18,419.04,120.76,120.76,419.04
MA010120220800693486,브론즈,,3120235,1171010800,651,5,1171010800100000000000008,651-5,,,,,
MA0101202406A0039697,신상,,3110542,1144012300,472,17,1144012300104720017025202,472-17,1.14401230010472e+18,494.36,91.26,91.26,494.36
MA010120220812607553,씨엘,,3110456,1138010500,24,68,1138010500100240068029642,24-68,1.1380105001002401e+18,656.46,134.6,134.6,656.46
MA0101202301A0099899,월에버,,3110562,1144012400,223,28,1144012400102230028025224,223-28,1.14401240010223e+18,33.01,33.01,33.01,33.01
MA0101202406A0191342,메가엠지씨커피논현동현점,,3120200,1168010800,92,6,1168010800000080000000001,92-6,,,,,
MA0101202306A0054407,빽다방일원영희초교점,,3110997,1168011400,683,9,1168011400106830009002425,683-9,1.16801140010683e+18,746.6,166.68,166.68,746.6
MA010120220804691246,요거프레소대림우성,사거리점,3120142,1156013300,709,5,1156013300107090005002259,709-5,1.15601330010709e+18,891.07,164.45,164.45,891.07
MA0101202409A0041273,아바갤러리카페,,3120182,1165010200,333,14,1165010200103330014003472,333-14,1.16501020010333e+18,199.0,112.15,112.15,199.0
MA0101202406A0299547,메가엠지씨커피대치,포스코점,3120215,1168010600,891,44,1168010600108910057012287,891-44,1.16801060010891e+18,16970.06,1160.845,580.4225,8485.03
MA010120220804793581,팔로우스타,,3120215,1168010600,891,44,1168010600108910057012287,891-44,1.16801060010891e+18,16970.06,1160.845,580.4225,8485.03
MA010120220804468348,비채,,3120192,1168011800,944,1,1168011800109440001000001,944-1,1.16801180010944e+18,591.96,120.97,120.97,591.96
MA0106202406A2464824,스타벅스,코엑스사거리,3120221,1168010500,91,31,,91-31,1.16801050010091e+18,6525.29,388.19,388.19,6525.29
MA0101202305A0097703,일루소커피,,3120024,1114011200,205,82,1114011200102050082020987,205-82,,,,,
MA010120220813947520,아틀리에하모니,,3110302,1129012700,159,2,1129012700101590002037778,159-2,1.12901270010159e+18,0.0,0.0,0.0,0.0
MA010120220814144804,소소한작업실,,3110544,1144012300,396,1,1144012300103960001129414,396-1,1.14401230010396e+18,467.76,128.32,128.32,467.76
MA0101202308A0056518,카페6-6,,3110546,1144012200,398,19,1144012200103980019027274,398-19,1.14401220010398e+18,196.41,74.13,74.13,196.41
MA010120220800230238,더스퀘어,,3110953,1168010800,39,5,1168010800100390005006789,39-5,1.16801080010039e+18,282.09,181.08,181.08,282.09
MA010120220800095669,메이크메이드,,3110018,1111014900,61,1,1111014900100610001018842,61-1,1.11101490010061e+18,169.12,0.0,0.0,169.12
MA0101202406A0278475,매머드익스프레스서강대,후문점,3110578,1144010800,38,11,1144010800100380011024258,38-11,1.14401080010038e+18,27.17,27.17,27.17,27.17
MA0106202201A0153262,커피빈인사점,코리아,3120008,1111013700,272,0,1111013700102720000017953,272,1.11101370010272e+18,45510.23,1618.06,1618.06,45510.23
MA0101202411A0050093,텀어우드,,3110544,1144012300,398,35,1144012300103980035013967,398-35,1.14401230010398e+18,329.36,66.72,66.72,329.36
MA010120220813500796,초코다방,,3110846,1159010700,249,56,1159010700102490056005696,249-56,1.15901070010249e+18,110.18,63.57,63.57,110.18
MA0106202312A1180595,투썸플레이스서대문웨스트게이트,타워점,3120001,1141010400,332,0,1141010400103320000000001,332,1.14101040010332e+18,30126.46,1146.84,1146.84,30126.46
MA010120220803510401,수정호프커피,,3110597,1147010300,96,1,1147010300100960001014021,96-1,1.14701030010096e+18,1090.84,219.8,219.8,1090.84
MA0106202201A0720674,숲커피플라워,,3110048,1114014600,303,19,1114014600103030019000001,303-19,1.11401460010303e+18,626.92,136.5,136.5,626.92
MA010120220812251249,에스프레소바시,삼성점,3120213,1168010500,149,30,1168010500101490030016342,149-30,1.16801050010149e+18,501.85,109.42,109.42,501.85
MA010120220810466953,까페모임,,3130183,1144012700,11,5,1144012700100110005000001,11-5,1.14401270010011e+18,801.23,153.24,153.24,801.23
MA0101202309A0054109,메가엠지씨커피서울교대,사거리점,3120172,1165010800,1624,1,1165010800116240014023886,1624-1,1.1650108001162401e+18,2671.49,409.14,409.14,2671.49
MA0101202406A0576064,오뜨엘,,3120225,1171010100,185,12,1171010100101850012000586,185-12,1.17101010010185e+18,350.42,79.77,79.77,350.42
MA010120220800979104,투썸플레이스,사당역점,3120160,1162010300,1060,3,1162010300110600003022657,1060-3,1.1620103001106e+18,2860.47,271.36,271.36,2860.47
MA010120220812915887,이디야커피,,3110187,1123010200,119,1,1123010200101190002036109,119-1,1.12301020010119e+18,7036.22,918.8,918.8,7036.22
MA010120220807901045,더세임,,3110546,1144012200,398,21,1144012200103980021012942,398-21,1.14401220010398e+18,878.71,124.5,124.5,878.71
MA0106202406A2465529,스타벅스,잠실역,3120227,1171010200,7,17,,7-17,1.1710102001000701e+18,39849.1,1497.17,1497.17,39849.1
MA0101202308A0025272,이로운커피,,3110646,1150010300,1015,0,1150010300110150000021662,1015,1.15001030011015e+18,810.85,221.7,221.7,810.85
MA0101202305A0062456,카페프레임,,3110895,1162010100,1626,1,1162010100116260001030487,1626-1,1.16201010011626e+18,494.48,108.11,108.11,494.48
MA0101202409A0153044,그린아일랜드,,3120238,1171011200,18,11,1171011200100180011013972,18-11,1.17101120010018e+18,1661.22,280.64,280.64,1661.22
MA010120220805168437,헬로트랜서퍼,,3120055,1121510100,341,3,1121510100103410003004916,341-3,1.12151010010341e+18,1900.34,282.49,282.49,1900.34
MA010120220802835134,에일당,,3120009,1111013300,166,34,1111013300101660034014200,166-34,1.11101330010166e+18,0.0,0.0,0.0,0.0
MA0101202308A0037581,까페무,,3110828,1159010100,244,80,1159010100102440080030789,244-80,1.1590101001024402e+18,298.35,52.8,52.8,298.35
MA0101202308A0013892,키킥서울,,3110164,1121510200,254,32,1121510200102540032000001,254-32,,,,,
MA010120220807162812,노리파크성신여대역점,,3110296,1129011000,109,0,1129011000101090000000001,109,1.12901100010109e+18,1415.76,323.29,161.645,707.88
MA010120220809999757,커피프롬,,3110296,1129011000,109,0,1129011000101090000000001,109,1.12901100010109e+18,1415.76,323.29,161.645,707.88
MA0101202211A0034555,코아시스,,3001491,1117013000,74,18,1117013000100740018009853,74-18,1.11701300010074e+18,182.92,42.3,21.15,91.46
MA010120220808480805,코에오,,3001491,1117013000,74,18,1117013000100740018009853,74-18,1.11701300010074e+18,182.92,42.3,21.15,91.46
MA010120220808100545,남진커피,,3120110,1147010100,987,1,1147010100109870001002376,987-1,1.14701010010987e+18,1148.1,271.74,271.74,1148.1
MA0101202311A0034126,테카포,,3120024,1114011200,205,51,1114011200102050051022013,205-51,,,,,
MA0101202309A0074361,피에스타7연남점,,3120104,1144012400,562,34,1144012400105620034020257,562-34,1.1440124001056201e+18,209.66,104.83,104.83,209.66
MA010120220809569078,카페더노라,,3120173,1165010800,1696,7,1165010800116960007020059,1696-7,,,,,
MA0101202301A0070952,중앙상회,,3110892,1162010100,58,1,1162010100100580001026404,58-1,1.16201010010058e+18,130.97,0.0,0.0,130.97
MA010120220807116336,다원솔라메가엠지씨커피,신정네거리점,3120108,1147010100,1183,5,1147010100111830005003622,1183-5,1.14701010011183e+18,2182.62,422.87,211.435,1091.31
MA0101202311A0056291,메가엠지씨커피신정네거리역점,,3120108,1147010100,1183,5,1147010100111830005003622,1183-5,1.14701010011183e+18,2182.62,422.87,211.435,1091.31
MA010120220806488446,빽다방왕십리역점,,3130067,1120010400,48,0,1120010400100480000023661,48,1.12001040010048e+18,752.14,118.41,118.41,752.14
MA010120220802896302,옐로우독,,3110079,1117010100,43,14,1117010100100430014026418,43-14,1.11701010010043e+18,0.0,0.0,0.0,0.0
MA0101202309A0011979,무이메종,,3111021,1171011100,161,3,1171011100101610003017236,161-3,1.17101110010161e+18,723.82,215.13,215.13,723.82
MA010120220811904065,엠엠티에이치075,,3120179,1165010800,1364,47,1165010800113640047022918,1364-47,1.16501080011364e+18,938.54,155.05,155.05,938.54
MA010120220809697987,빈스빈스HSBC,본점,3120021,1114011900,25,0,1114011900100250000022774,25,1.11401190010025e+18,37708.11,1232.34,1232.34,37708.11
MA0101202409A0084651,스페인카페72˚,,3110882,1162010200,116,20,1162010200101160020018646,116-20,1.16201020010116e+18,786.72,196.32,196.32,786.72
MA0101202308A0005961,조이무인카페,,3110314,1129013500,124,129,1129013500101240129021513,124-129,1.1290135001012402e+18,2177.91,256.56,256.56,2177.91
MA0101202311A0049294,헤르츠,,3110569,1144011400,5,92,1144011400100050092008643,5-92,1.14401140010005e+18,1434.33,152.96,152.96,1434.33
MA0101202406A0140787,빽다방강북중학교점,,3110372,1130510300,166,73,1130510300101660073007190,166-73,1.13051030010166e+18,779.03,146.59,146.59,779.03
MA010120220804853778,뉘블랑쉬,,3110508,1141011700,123,2,1141011700101230002031643,123-2,1.14101170010123e+18,538.8,155.48,155.48,538.8
MA0101202305A0023192,미래,,3110058,1117011400,59,5,1117011400100590005017475,59-5,1.11701140010059e+18,134.91,36.06,36.06,134.91
MA0101202411A0007120,커피나인포스코,사거리점,3120215,1168010500,157,10,1168010500101570010016846,157-10,1.16801050010157e+18,2021.01,168.72,168.72,2021.01
MA010120220800798005,더비너,,3120177,1165010700,725,29,1165010700107250029018600,725-29,1.16501070010725e+18,414.75,97.83,97.83,414.75
MA010120220812639593,컴포즈마장,중앙점,3110122,1120010500,772,3,1120010500107720003021593,772-3,1.1200105001077201e+18,0.0,0.0,0.0,0.0
MA010120220811789685,노프러블럼,,3110453,1138010900,26,1,1138010900100260001015503,26-1,1.13801090010026e+18,299.94,62.31,62.31,299.94
MA0101202308A0044113,공차,구의점,3120059,1121510300,212,3,1121510300102120003008335,212-3,1.1215103001021201e+18,11284.43,1204.72,1204.72,11284.43
MA010120220802834521,지니커피,,3110056,1114016200,62,51,1114016200100620051004224,62-51,1.11401620010062e+18,757.75,120.19,120.19,757.75
MA010120220808258677,따우전드,,3110150,1121510100,628,7,1121510100106280007005326,628-7,1.1215101001062801e+18,234.38,70.27,70.27,234.38
MA010120220800211802,공드린,,3110509,1141011700,353,74,1141011700103530074018603,353-74,1.1410117001035301e+18,304.98,87.98,43.99,152.49
MA0101202409A0238763,유앤스카이,,3110509,1141011700,353,74,1141011700103530074018603,353-74,1.1410117001035301e+18,304.98,87.98,43.99,152.49
MA010120220800603474,만남,,3110471,1138010700,576,48,1138010700105760048020589,576-48,1.13801070010576e+18,275.1,66.71,66.71,275.1
MA010120220813063575,매머드익스프레스영등포우체국점,,3120145,1156010500,425,2,1156010500104250002035025,425-2,1.15601050010425e+18,13950.55,910.11,910.11,13950.55
MA0101202409A0113446,상상락원,잠실점,3120228,1171010400,21,5,1171010400100210005012874,21-5,1.17101040010021e+18,771.9,0.0,0.0,771.9
MA010120220809839897,디어데이,,3110634,1150010800,55,116,1150010800100550116006282,55-116,1.1500108001005501e+18,267.72,94.56,94.56,267.72
MA010120220806838361,스테치,,3120052,1120011500,315,12,1120011500103150012004774,315-12,1.12001150010315e+18,764.19,0.0,0.0,764.19
MA0101202309A0017696,몽블랑솜익선동카페,,3120009,1111013300,166,24,1111013300101660024015984,166-24,1.11101330010166e+18,62.02,62.02,62.02,62.02
MA0101202305A0032914,해머스미스커피포스코,사거리점,3120215,1168010600,943,8,1168010600109430008012156,943-8,1.16801060010943e+18,599.93,162.81,162.81,599.93
MA0101202212A0073987,츄러스1500,,3110458,1138010400,450,22,1138010400104500022031694,450-22,1.1380104001045e+18,758.14,172.2,172.2,758.14
MA010120220800375351,기대어보기를,,3110064,1117011900,5,508,1117011900100050508017219,5-508,1.1170119001000506e+18,306.78,162.39,162.39,306.78
MA010120220808726493,메가엠지씨커피망우역점,,3110265,1126010200,74,2,1126010200100740002016845,74-2,1.12601020010074e+18,0.0,0.0,0.0,0.0
MA0101202411A0035485,달링커피,장위점,3110325,1129013800,238,491,1129013800102380491012906,238-491,1.1290138001023805e+18,369.96,124.49,124.49,369.96
