상가업소번호,상호명,지점명,TRDAR_CD,TRDAR_CD_N,도로명주소,위도,경도,지번주소,신우편번호,카카오맵ID
MA0101202306A0055530,위진유통,3호점,3120028,명동(명동거리),서울특별시 중구 명동8가길 7,37.5617616321745,126.985410723007,서울특별시 중구 충무로2가 66-9,4536,
MA010120220813928456,라무어L'amour,,3110549,새터산,서울특별시 마포구 새터산길 1,37.5649245616643,126.907152144614,서울특별시 마포구 성산동 200-361,3939,
MA0101202409A0162904,브루다을지로3가,,3120031,을지로3가역,서울특별시 중구 수표로 40,37.5650417442074,126.99008474243,서울특별시 중구 저동2가 16-4,4550,
MA010120220810552013,사비오커피,,3120031,을지로3가역,서울특별시 중구 수표로 40,37.5650417442074,126.99008474243,서울특별시 중구 저동2가 16-4,4550,
MA010120220808452576,로네펠트티하우스한남점,,3110095,한강진역 3번,서울특별시 용산구 대사관로11길 51,37.5358588138744,127.001391668121,서울특별시 용산구 한남동 684-63,4400,
MA0101202406A0581113,뚱스필드,,3120052,성수역,서울특별시 성동구 성수일로8길 39-1,37.545757003736,127.055017761538,서울특별시 성동구 성수동2가 289-224,4794,
MA010120220800090754,차사랑,,3120003,광화문역,서울특별시 종로구 새문안로5길 37,37.573643851333,126.97421283752,서울특별시 종로구 도렴동 60,3173,
MA0101202308A0026667,밸런스7,,3120003,광화문역,서울특별시 종로구 새문안로5길 37,37.573643851333,126.97421283752,서울특별시 종로구 도렴동 60,3173,
MA0101202409A0011889,사우스케이프갤러리아명품관카페,,3120202,압구정로데오역(압구정로데오),서울특별시 강남구 압구정로 343,37.528481841808,127.040048941819,서울특별시 강남구 압구정동 494,6008,
MA0106202201A0743551,페인트커피&바,,3130067,왕십리도선동상점가,서울특별시 성동구 무학로10길 24,37.5658212764487,127.03349263982,서울특별시 성동구 홍익동 267,4708,
MA0101202305A0178748,충당,,3110550,합정역 8번,서울특별시 마포구 월드컵로3길 31-8,37.5500339636333,126.910893751789,서울특별시 마포구 합정동 388-10,4025,
MA0101202210A0023610,에이치비씨,,3110134,성수119안전센터,서울특별시 성동구 둘레15길 4-1,37.535124987037,127.055485148902,서울특별시 성동구 성수동2가 638,4776,
MA010120220813657816,커피베이수유역점,,3120076,수유역,서울특별시 강북구 노해로 34,37.6385427126095,127.023079063775,서울특별시 강북구 수유동 223-7,1072,
MA010120220800106885,리커버리커피바,,3110138,송정체육공원,서울특별시 성동구 광나루로11길 52-1,37.5520568755812,127.068613894791,서울특별시 성동구 송정동 1-49,4801,
MA010120220803892364,보헤미안커피하우스,,3110312,안암역 2번,서울특별시 성북구 고려대로27길 18,37.5871037282213,127.029901737141,서울특별시 성북구 안암동5가 12-71,2842,
MA010120220812443231,커피마인드,,3120175,남부터미널역,서울특별시 서초구 서초중앙로2길 38,37.4838061733971,127.019515054907,서울특별시 서초구 서초동 1427-5,6725,
MA010120220802866928,카페프로젝트이응,,3110219,삼육보건대학교,서울특별시 동대문구 망우로18다길 28-4,37.5860198041692,127.060549854449,서울특별시 동대문구 휘경동 294-244,2498,
MA010120220804926140,어반플레이연남방앗간지점,,3110562,연트럴파크(연남동주민센터),서울특별시 마포구 동교로29길 34,37.5620528775472,126.923159829601,서울특별시 마포구 연남동 257-22,3984,
MA010120220813796188,요빙빙,,3110562,연트럴파크(연남동주민센터),서울특별시 마포구 동교로51안길 22,37.5653241937194,126.924243076999,서울특별시 마포구 연남동 223-11,3980,
MA010120220811490456,에쏘피리언스,,3111060,암사역 2번(서울강동초등학교),서울특별시 강동구 천중로15길 51,37.547421270581,127.128075845111,서울특별시 강동구 천호동 312-1,5323,
MA0101202305A0023060,신세계푸드그랜드델리아,,3120021,시청역_8번,서울특별시 중구 세종대로7길 37,37.5607502112098,126.97248560692,서울특별시 중구 순화동 53,4511,
MA010120220803500186,대한문화예술공사서향가비,,3120028,명동(명동거리),서울특별시 중구 남대문로 52-5,37.5621215154674,126.981709553927,서울특별시 중구 명동2가 107-1,4535,
MA010120220809852718,카페지엔,,3111015,석촌역 3번,서울특별시 송파구 백제고분로42길 24,37.5046142286017,127.110698915586,서울특별시 송파구 송파동 93,5668,
MA010120220806473256,디엔에이벤처스제이호,,3130038,"평화시장(통일상가, 동화상가)",서울특별시 중구 장충단로13길 20,37.5687359942888,127.007674516712,서울특별시 중구 을지로6가 17-2,4563,
MA010120220800645237,르가든,,3130038,"평화시장(통일상가, 동화상가)",서울특별시 중구 장충단로13길 20,37.5687359942888,127.007674516712,서울특별시 중구 을지로6가 17-2,4563,
MA0101202308A0074180,콜롬비아퍼펙토,동대문점,3130038,"평화시장(통일상가, 동화상가)",서울특별시 중구 장충단로13길 20,37.5687359942888,127.007674516712,서울특별시 중구 을지로6가 17-2,4563,
MA010120220810017384,쏘풀에프앤비,동대문점,3130038,"평화시장(통일상가, 동화상가)",서울특별시 중구 장충단로13길 20,37.5687359942888,127.007674516712,서울특별시 중구 을지로6가 17-2,4563,
MA010120220806742030,크노파,,3120204,르네상스호텔사거리,서울특별시 강남구 테헤란로38길 5,37.5016493954149,127.041651822793,서울특별시 강남구 역삼동 720-9,6221,
MA010120220800905229,커피101스트릿,,3110671,등촌1동주민센터,서울특별시 강서구 화곡로66길 76,37.5566128442956,126.857422020045,서울특별시 강서구 등촌동 641-3,7569,
MA0101202409A0214040,구름커피,,3110958,역삼역 4번,서울특별시 강남구 테헤란로25길 59,37.5043097674345,127.034155028264,서울특별시 강남구 역삼동 627,6126,
MA0101202406A0364877,산길,,3110712,남구로역 5번,서울특별시 구로구 구로동로 110-1,37.4884999914352,126.884858514829,서울특별시 구로구 구로동 736-16,8315,
MA0101202411A0081896,커피메이트,,3110578,대흥역 2번,서울특별시 마포구 대흥로20안길 11,37.5499104104823,126.944560475306,서울특별시 마포구 대흥동 32-8,4136,
MA010120220809573403,메카,,3120187,신논현역,서울특별시 서초구 사평대로57길 13,37.5049071067765,127.023117031319,서울특별시 서초구 반포동 747,6541,
MA0101202406A0582705,카페틸리아,,3120128,신도림역,서울특별시 구로구 경인로 662,37.5081181202228,126.888221443228,서울특별시 구로구 신도림동 692,8209,
MA0101202209A0044265,대원미디어연남점,,3110562,연트럴파크(연남동주민센터),서울특별시 마포구 성미산로 165-7,37.565063238009,126.924764005504,서울특별시 마포구 연남동 223-96,3980,
MA010120220813103980,하이디하우스,,3110047,다산성곽길,서울특별시 중구 동호로17길 101,37.5544283022621,127.005183269257,서울특별시 중구 신당동 831,4603,
MA010120220808259208,니블스,,3120186,가로수길,서울특별시 강남구 논현로161길 57,37.5222423066579,127.023710619286,서울특별시 강남구 신사동 551-11,6029,
MA010120220811196935,일시적,,3111027,문정초등학교,서울특별시 송파구 송이로28길 5,37.4903079404111,127.126937976686,서울특별시 송파구 문정동 8-21,5796,
MA010120220800664197,앤슬로,,3110471,응암동우체국,서울특별시 은평구 응암로 206,37.5903763270638,126.917514700532,서울특별시 은평구 응암동 576-44,3467,
MA0106202201A2165510,키커피컴퍼니,,3120196,서울세관,서울특별시 강남구 학동로42길 25,37.5139857860206,127.036727050538,서울특별시 강남구 논현동 247-11,6098,
MA010120220812514364,제이에스홀딩,,3111038,보인중학교,서울특별시 송파구 문정로 233,37.4991667591701,127.141122933088,서울특별시 송파구 오금동 145-4,5742,
MA0106202403A1648898,오늘;한과,,3120112,등촌역,서울특별시 강서구 공항대로63길 45,37.5521272202327,126.866269006114,서울특별시 강서구 염창동 273-3,7562,
MA010120220813241773,허밍비,,3111013,송파나루역 1번(송리단길),서울특별시 송파구 백제고분로45길 24-18,37.5107872499958,127.109475177847,서울특별시 송파구 송파동 54,5619,
MA0101202311A0073037,지모닝,,3110040,중구회현체육센터(정화예술대남산캠퍼스),서울특별시 중구 퇴계로12길 39-18,37.5578598659466,126.982140668276,서울특별시 중구 회현동1가 53-11,4633,
MA010120220804720615,에스프레소랩,,3120148,국회의사당역(국회의사당),서울특별시 영등포구 국회대로 780,37.5298305604051,126.919267125422,서울특별시 영등포구 여의도동 14-21,7237,
MA0101202406A0157538,커피드림즈CoffeeDream's,,3110212,답십리초등학교,서울특별시 동대문구 전농로3길 11,37.5682903729762,127.056234174524,서울특별시 동대문구 답십리동 276-4,2605,
MA010120220800300851,빈터커피로스터스,,3120186,가로수길,서울특별시 강남구 강남대로162길 41-22,37.5220355737502,127.021086103279,서울특별시 강남구 신사동 524,6028,
MA0101202406A0517312,바른간식카페,,3120186,가로수길,서울특별시 강남구 강남대로162길 41-22,37.5220355737502,127.021086103279,서울특별시 강남구 신사동 524,6028,
MA0101202406A0021400,포인테커피,,3120228,석촌역(석촌호수),서울특별시 송파구 백제고분로41길 19,37.5076176294568,127.10738948945,서울특별시 송파구 송파동 14-3,5625,
MA0101202306A0060266,연두파트너스,,3120196,서울세관,서울특별시 강남구 학동로37길 23,37.5168426985799,127.034296477528,서울특별시 강남구 논현동 83-20,6053,
MA010120220803634678,엔오투,,3110276,신내IC북측,서울특별시 중랑구 용마산로139나길 93,37.6193351061785,127.104061253059,서울특별시 중랑구 신내동 273-15,2052,
MA0101202311A0037442,볼디스커피,,3120006,종각역,서울특별시 종로구 종로 33,37.5709602428587,126.981435720286,서울특별시 종로구 청진동 70,3159,
MA0101202307A0053966,카페아이엠티종로그랑서울점,,3120006,종각역,서울특별시 종로구 종로 33,37.5709602428587,126.981435720286,서울특별시 종로구 청진동 70,3159,
MA010120220809635256,카페프루스트,,3111049,천호지구대(천호동자전거거리),서울특별시 강동구 올림픽로 677,37.5419922252194,127.124355140974,서울특별시 강동구 천호동 354-5,5246,
MA010120220807092513,매머드익스프레스상암사보이시티점,,3120098,DMC(디지털미디어시티),서울특별시 마포구 월드컵북로54길 17,37.5813245793686,126.888542294152,서울특별시 마포구 상암동 1597,3924,
MA0101202406A0308839,카페우드진상암,1호점,3120098,DMC(디지털미디어시티),서울특별시 마포구 월드컵북로54길 17,37.5813245793686,126.888542294152,서울특별시 마포구 상암동 1597,3924,
MA010120220803119093,커피기업상암사보이점,,3120098,DMC(디지털미디어시티),서울특별시 마포구 월드컵북로54길 17,37.5813245793686,126.888542294152,서울특별시 마포구 상암동 1597,3924,
MA010120220807023431,비주거용 건물 임대업,,3120011,종로4가,서울특별시 종로구 종로31길 43,37.5725834879842,126.998834047366,서울특별시 종로구 인의동 28-26,3130,
MA010120220812764150,새들러하우스SADDLERHAUS,,3110128,성원중학교,서울특별시 성동구 성덕정11길 5-12,37.538694533336,127.052002834694,서울특별시 성동구 성수동2가 333-97,4775,
MA010120220800241217,문화지형연구소씨티알제비주,,3120105,상수역(홍대),서울특별시 마포구 와우산로 24,37.5466277720408,126.923119085649,서울특별시 마포구 상수동 330-12,4075,
MA010120220812775239,아모레퍼시픽강남제일특약점,,3120192,뱅뱅사거리,서울특별시 서초구 강남대로47길 13,37.4885700741442,127.030913990576,서울특별시 서초구 서초동 1357-6,6729,
MA010120220813896723,금성커피천랑커피,,3120192,뱅뱅사거리,서울특별시 강남구 도곡로3길 22,37.4916149577152,127.032848861693,서울특별시 강남구 역삼동 836-1,6254,
MA010120220810291037,나이브커피,,3110399,창2동주민센터,서울특별시 도봉구 덕릉로59다길 3,37.6405930144648,127.038250888351,서울특별시 도봉구 창동 581-20,1470,
MA0101202309A0025095,딜라잇,,3110446,내를건너서숲으로도서관,서울특별시 은평구 증산로15길 39,37.5902891200875,126.90918135861,서울특별시 은평구 신사동 344-4,3447,
MA0101202411A0087123,기브온커피바,,3120032,충무로역,서울특별시 중구 퇴계로42길 35,37.5601767274014,126.99650272218,서울특별시 중구 필동2가 70-5,4624,
MA010120220813154593,델커피,,3120235,문정역,서울특별시 송파구 법원로8길 7,37.484186945714,127.121364787059,서울특별시 송파구 문정동 651-4,5855,
MA010120220813479295,카페인중독,마곡점,3120118,마곡역(마곡),서울특별시 강서구 마곡중앙6로 16,37.5604043449875,126.829006428149,서울특별시 강서구 마곡동 773-2,7801,
MA010120220813374302,에프엘그릭,,3111013,송파나루역 1번(송리단길),서울특별시 송파구 백제고분로41길 35,37.5086818972192,127.106192125814,서울특별시 송파구 송파동 10-1,5624,
MA010120220800022739,더블하모니,,3110554,망원역 1번,서울특별시 마포구 동교로 99,37.5546577649428,126.913151689303,서울특별시 마포구 서교동 479-4,4004,
MA010120220809785862,이드에비뉴,,3110303,성신여대입구역 1번,서울특별시 성북구 동소문로26나길 31,37.5927100172681,127.01986050036,서울특별시 성북구 동선동3가 161-1,2845,
MA010120220806724354,커피익스프레스,,3110009,자하문터널,서울특별시 종로구 자하문로 248,37.5963012620284,126.964353558143,서울특별시 종로구 부암동 155-3,3020,
MA010120220803480688,카페하임,,3120037,동대문역사문화공원역,서울특별시 중구 퇴계로 307,37.5643032047391,127.005727249778,서울특별시 중구 광희동1가 216,4560,
MA010120220813456709,케이할랄,,3110082,용산구청,서울특별시 용산구 녹사평대로32길 8,37.5334977159357,126.989308252752,서울특별시 용산구 이태원동 34-41,4390,
MA010120220810575059,스펑크커피,,3110134,성수119안전센터,서울특별시 성동구 성덕정19길 23,37.5377547559853,127.057885805296,서울특별시 성동구 성수동2가 264-6,4777,
MA010120220808141338,빌라쥬11팩토리,,3120215,포스코사거리,서울특별시 강남구 테헤란로82길 15,37.5060483010913,127.058234540903,서울특별시 강남구 대치동 942-15,6178,
MA010120220812444783,포시즌스파트너스,,3120215,포스코사거리,서울특별시 강남구 테헤란로82길 15,37.5060483010913,127.058234540903,서울특별시 강남구 대치동 942-15,6178,
MA010120220809648502,청오,,3120215,포스코사거리,서울특별시 강남구 테헤란로82길 15,37.5060483010913,127.058234540903,서울특별시 강남구 대치동 942-15,6178,
MA010120220800369980,행인데어,,3120044,삼각지역,서울특별시 용산구 한강대로52길 17-10,37.5322696462453,126.972541328174,서울특별시 용산구 한강로2가 26-1,4382,
MA010120220803605443,101파트너스,,3120169,서초역,서울특별시 서초구 법원로3길 26,37.4930789045635,127.007712000424,서울특별시 서초구 서초동 1720-7,6595,
MA010120220804956426,타스카페,,3120012,대학로(혜화역),서울특별시 종로구 동숭길 117,37.5831611146472,127.003475709683,서울특별시 종로구 동숭동 1-43,3086,
MA010120220800595484,티맑은,,3110503,명지대학교교회,서울특별시 서대문구 명지대2길 2,37.5813804436649,126.925064583828,서울특별시 서대문구 홍은동 401-12,3675,
MA010120220800031379,반달,,3110325,장곡초등학교,서울특별시 성북구 장월로23길 5-10,37.6158754615532,127.047831757875,서울특별시 성북구 장위동 238-425,2756,
MA0106202403A0003385,커피하우스반달,,3110325,장곡초등학교,서울특별시 성북구 장월로23길 5-10,37.6158754615532,127.047831757875,서울특별시 성북구 장위동 238-425,2756,
MA010120220807053319,공간21,,3120169,서초역,서울특별시 서초구 서초대로46길 42,37.4906189371234,127.010527326866,서울특별시 서초구 서초동 1550-12,6648,
MA010120220804113770,Ondo,,3111067,강동구립성내도서관,서울특별시 강동구 양재대로103길 40,37.5335911913582,127.135904123891,서울특별시 강동구 성내동 245-39,5373,
MA010120220813548176,지유명차연희점,,3120093,연희동,서울특별시 서대문구 연희로15길 27,37.5685896135786,126.930442758202,서울특별시 서대문구 연희동 132-27,3703,
MA010120220800213478,리히트&서울두부,,3110509,연희대우아파트앞,서울특별시 서대문구 연희로4길 10,37.5616143046641,126.927778132626,서울특별시 서대문구 창천동 441,3784,
MA010120220813700493,원더빠리동대문,장안점,3110226,장안1동주민센터,서울특별시 동대문구 장한로17길 9,37.5675814156119,127.067982939745,서울특별시 동대문구 장안동 375-8,2628,
MA0106202307A1706245,빈스커피컴퍼니,,3110544,망리단길,서울특별시 마포구 월드컵로11길 80,37.5537428908932,126.906769920957,서울특별시 마포구 망원동 57-208,4014,
MA010120220800887376,리인,,3110544,망리단길,서울특별시 마포구 월드컵로11길 80,37.5537428908932,126.906769920957,서울특별시 마포구 망원동 57-208,4014,
MA0101202309A0006119,슈크렌느,,3110544,망리단길,서울특별시 마포구 월드컵로11길 80,37.5537428908932,126.906769920957,서울특별시 마포구 망원동 57-208,4014,
MA010120220805275832,해브언아이스데이,,3110079,후암동주민센터,서울특별시 용산구 두텁바위로69길 4,37.5514715493058,126.980603116828,서울특별시 용산구 후암동 43-5,4327,
MA010120220806956045,어반플래너,,3120205,매봉역,서울특별시 강남구 논현로38길 46,37.4856641553862,127.045385497404,서울특별시 강남구 도곡동 419-10,6296,
MA010120220800215591,카페다카포,,3110557,홍대부속여중고앞,서울특별시 마포구 동교로17길 34,37.5564614662278,126.915503633115,서울특별시 마포구 서교동 451-41,4002,
MA010120220812539766,꼬마1,,3120208,청담사거리(청담동명품거리),서울특별시 강남구 도산대로78길 11,37.523136300314,127.047093742224,서울특별시 강남구 청담동 7-1,6063,
MA0101202301A0078611,선교카페,,3111062,둔촌동역 3번(성내3동주민센터),서울특별시 강동구 강동대로 235,37.5227381072879,127.132400220499,서울특별시 강동구 성내동 449-7,5408,
MA0101202409A0089350,도베르,,3120076,수유역,서울특별시 강북구 한천로139나길 17,37.6394974473547,127.024608918965,서울특별시 강북구 수유동 192-13,1072,
MA010120220808152506,어나더댄,,3120200,학동사거리,서울특별시 강남구 선릉로145길 16,37.5215177320798,127.038122143769,서울특별시 강남구 논현동 95-14,6055,
MA010120220810354548,벙커,,3110855,신대방역 2번,서울특별시 관악구 난곡로 327-1,37.483289910869,126.913957976754,서울특별시 관악구 신림동 530-2,8767,
MA010120220806160940,풍경,,3110656,까치산역 3번,서울특별시 강서구 강서로5나길 131,37.5281201646675,126.840891123841,서울특별시 강서구 화곡동 934-10,7780,
MA010120220805819195,커피프레지던트,,3120161,방배동가구거리(사당동가구거리),서울특별시 서초구 동광로1길 107,37.4967361126101,126.983647952527,서울특별시 서초구 방배동 753-7,6551,
MA010120220812394484,미지컨설팅익선지점,,3120009,종로3가역,서울특별시 종로구 수표로28길 33-5,37.5733669466722,126.990128918967,서울특별시 종로구 익선동 166-32,3133,
MA010120220804100933,솔커피호프,,3111078,굽은다리역 4번,서울특별시 강동구 양재대로128길 41,37.5445904481292,127.145112425334,서울특별시 강동구 명일동 351-30,5296,
MA010120220812071907,브리커피,,3120214,영동대교남단교차로,서울특별시 강남구 영동대로138길 9,37.5229069272794,127.056494217063,서울특별시 강남구 청담동 131-14,6075,
MA010120220807580036,베세토까페에서지점,광화문,3120003,광화문역,서울특별시 종로구 세종대로 172,37.5716261560071,126.976783124024,서울특별시 종로구 세종로 1-68,3154,
MA010120220814213104,오브시에개포,직영점,3110984,포이초등학교(개포목련어린이공원),서울특별시 강남구 논현로4길 57,37.4746772038195,127.054061203671,서울특별시 강남구 개포동 1180-4,6315,
MA010120220807772518,갱커피,,3120159,서울대입구역,서울특별시 관악구 관악로13길 7,37.4791757837911,126.951814583127,서울특별시 관악구 봉천동 864-2,8787,
MA010120220805519031,지앤,,3120222,삼성역,서울특별시 강남구 영동대로85길 20-7,37.5073800723549,127.061617287475,서울특별시 강남구 대치동 945-23,6181,
MA0101202409A0041765,사랑해베이글94빌딩점,,3120006,종각역,서울특별시 종로구 삼봉로 94,37.5718433417623,126.982239208048,서울특별시 종로구 공평동 144,3158,
MA0101202209A0045489,마인드F&B,,3120239,오금역,서울특별시 송파구 양재대로66길 41,37.5000764015533,127.125484345522,서울특별시 송파구 가락동 16-14,5703,
MA010120220814268433,샷인디암,,3120195,성수대교남단,서울특별시 강남구 언주로170길 31,37.5267170784692,127.036337336494,서울특별시 강남구 신사동 642-10,6017,
MA010120220805736038,로이83,,3120095,홍제역,서울특별시 서대문구 통일로 419-1,37.5867798288849,126.946027656369,서울특별시 서대문구 홍제동 158-49,3646,
MA010120220803580271,밀크팅,,3110881,구립대학경로당(관악산샘말공원),서울특별시 관악구 호암로24길 57,37.4694736202422,126.936390359523,서울특별시 관악구 신림동 1519-18,8813,
MA0101202210A0069570,스너그커피,,3110741,독산2동주민센터,서울특별시 금천구 독산로 177,37.4630002401311,126.903672546497,서울특별시 금천구 독산동 1043-56,8618,
MA0101202303A0067897,엠파이어,,3110433,공릉역 2번,서울특별시 노원구 동일로 1044,37.6233671427342,127.074060004911,서울특별시 노원구 공릉동 517-31,1845,
MA0101202209A0095700,더블유엘제이,,3110408,가인초등학교,서울특별시 도봉구 도봉로136다길 23,37.6603771479247,127.04249967052,서울특별시 도봉구 창동 749-9,1397,
MA010120220812821377,창신동달커피,,3110029,동대문역 1번,서울특별시 종로구 창신6가길 48,37.5760786590809,127.012803437465,서울특별시 종로구 창신동 23-715,3095,
MA0101202305A0022302,이노몬트,,3110542,마포구청역 7번,서울특별시 마포구 방울내로11길 26,37.5619397603701,126.904020675882,서울특별시 마포구 망원동 472-13,3962,
MA0101202409A0118039,여-백,,3110425,계상초등학교,서울특별시 노원구 노원로34길 66,37.6619881093039,127.065994912285,서울특별시 노원구 상계동 430-21,1679,
MA010120220802355371,도바,,3120032,충무로역,서울특별시 중구 필동로 15-9,37.5602217805455,126.996615900654,서울특별시 중구 필동2가 70-7,4624,
MA0101202311A0072918,낭만주의,,3120044,삼각지역,서울특별시 용산구 한강대로62다길 35-3,37.5326215410994,126.974803976284,서울특별시 용산구 한강로1가 179-2,4382,
MA0106202201A0563235,카페비,,3120043,서울역,서울특별시 중구 퇴계로 18,37.5565611670929,126.975158078173,서울특별시 중구 남대문로5가 526,4637,
MA0101202210A0019829,메가엠지씨커피논현역점,,3120185,논현역,서울특별시 서초구 사평대로55길 149,37.5103948267384,127.019816048862,서울특별시 서초구 반포동 705-2,6534,
MA010120220805160596,제이투투자파트너스,,3120007,북촌(안국역),서울특별시 종로구 북촌로 46-1,37.5808987502251,126.985248492956,서울특별시 종로구 가회동 175-2,3056,
MA010120220814366859,레이지수,,3120198,구역삼세무서,서울특별시 강남구 테헤란로22길 60,37.4962364624904,127.035146489833,서울특별시 강남구 역삼동 742-7,6245,
MA010120220805296008,규림,,3110939,양재역 8번(양재동우체국),서울특별시 서초구 논현로31길 41,37.4808632817555,127.041289793799,서울특별시 서초구 양재동 5-1,6745,
MA010120220805047024,카페앤젤라또,,3120186,가로수길,서울특별시 강남구 가로수길 69,37.5225489079852,127.022375857302,서울특별시 강남구 신사동 532-7,6028,
MA010120220803880592,행운마트,,3110313,안암역 3번,서울특별시 성북구 안암로9가길 80-1,37.5825270527081,127.028405477342,서울특별시 성북구 안암동5가 134-6,2855,
MA010120220809831700,로브니,,3120210,선릉역,서울특별시 강남구 선릉로85길 8,37.5028719984452,127.04886789558,서울특별시 강남구 역삼동 708-34,6212,
MA0101202406A0555726,리리리국제,,3120103,홍대입구역(홍대),서울특별시 마포구 와우산로21길 10,37.552583543556,126.923384573747,서울특별시 마포구 서교동 358-34,4040,
MA0106202301A2008139,스텐커피,,3110534,경기대학교,서울특별시 서대문구 경기대로 41,37.5631800122438,126.962060370198,서울특별시 서대문구 충정로3가 3-165,3752,
MA0101202411A0089452,스위트하트,,3120071,성북구청,서울특별시 성북구 보문로 189,37.5906205215635,127.014289196575,서울특별시 성북구 삼선동4가 343,2861,
MA010120220812662959,프리퍼커피서초,,3120171,서초3동사거리,서울특별시 서초구 반포대로 3,37.4809599545012,127.012323640239,서울특별시 서초구 서초동 1464-30,6711,
MA010120220814054079,이칠삼,,3130194,용강동 상점가,서울특별시 마포구 토정로 273,37.5423040107588,126.940515213706,서울특별시 마포구 용강동 473-8,4159,
MA0101202406A0536066,그리드커피,,3110147,능동우편취급국,서울특별시 광진구 천호대로102길 24,37.5579643677593,127.073678329572,서울특별시 광진구 군자동 464-21,4994,
MA010120220812701270,송오브송즈로스터즈,,3120188,압구정역,서울특별시 강남구 논현로163길 17,37.5240256440553,127.026742957087,서울특별시 강남구 신사동 569-8,6031,
MA010120220800197582,까페데미타스,,3130195,도화동 상점가,서울특별시 마포구 도화길 6-12,37.5394870920209,126.947272459879,서울특별시 마포구 도화동 250-13,4173,
MA0101202406A0291335,커피홀릭,,3120194,언주역(차병원),서울특별시 강남구 논현로105길 13,37.5057606820731,127.033115184851,서울특별시 강남구 역삼동 609-1,6126,
MA010120220812487641,란커피,,3120184,포이사거리(삼호물산),서울특별시 강남구 개포로15길 3-4,37.4787535538026,127.045030839116,서울특별시 강남구 개포동 1240-5,6303,
MA0101202411A0072911,파코카,,3110558,경성고등학교,서울특별시 마포구 성미산로17길 46,37.5634728449642,126.917804698464,서울특별시 마포구 연남동 487-237,3974,
MA0101202411A0037364,카페;도로,,3110730,서울축산농협 독산역지점(독산파출소),서울특별시 금천구 시흥대로 351,37.4649229154111,126.897159164664,서울특별시 금천구 독산동 1009-29,8604,
MA010120220808715504,케비쥬스,,3120192,뱅뱅사거리,서울특별시 서초구 강남대로 321,37.4915796811015,127.029976692462,서울특별시 서초구 서초동 1337-22,6627,
MA010120220811716576,두산-타이거슈가,,3120043,서울역,서울특별시 용산구 한강대로 405,37.5548394905799,126.971729524861,서울특별시 용산구 동자동 43-205,4320,
MA010120220812658250,쩐주단트루단,서울역점,3120043,서울역,서울특별시 용산구 한강대로 405,37.5548394905799,126.971729524861,서울특별시 용산구 동자동 43-205,4320,
MA0101202311A0091008,폭스탕후루,,3120073,미아사거리,서울특별시 성북구 숭인로 50,37.6096198206088,127.0285856611,서울특별시 성북구 길음동 1288,2727,
MA0101202406A0508470,풍경꽃,,3110492,하나고등학교,서울특별시 은평구 진관길 10,37.6418991728536,126.939563446432,서울특별시 은평구 진관동 198-7,3308,
MA0101202406A0038117,다브루커피사당,방배점,3110902,사당역 4번,서울특별시 관악구 남현1길 20,37.4757237963468,126.978610366578,서울특별시 관악구 남현동 1064-3,8806,
MA010120220808012343,WETCO.;LTD.,,3110084,경리단길북측,서울특별시 용산구 회나무로25길 1,37.5399400437465,126.991445866333,서울특별시 용산구 이태원동 227-28,4344,
MA010120220805449540,미스홍대게스트하우스2,,3120103,홍대입구역(홍대),서울특별시 마포구 홍익로 3-28,37.5529167875465,126.92319184445,서울특별시 마포구 서교동 358-135,4040,
MA010120220813778604,해브커피,,3120164,내방역,서울특별시 서초구 서초대로25길 51,37.4899164122081,126.992989386106,서울특별시 서초구 방배동 851-16,6586,
MA010120220812046737,인터스노어,,3110472,연신내역 4번,서울특별시 은평구 연서로26길 3-8,37.6175071523128,126.920452342289,서울특별시 은평구 대조동 197-16,3385,
MA0101202406A0291727,도즈,,3110243,중랑노인종합복지관,서울특별시 중랑구 겸재로 105,37.5868464219761,127.079594272435,서울특별시 중랑구 면목동 176-129,2135,
MA010120220800041690,자후,,3120004,종로구청,서울특별시 종로구 삼봉로 81,37.5723928832441,126.981808921364,서울특별시 종로구 수송동 58,3150,
MA010120220805183304,선우,,3120004,종로구청,서울특별시 종로구 삼봉로 81,37.5723928832441,126.981808921364,서울특별시 종로구 수송동 58,3150,
MA0106202307A2373712,떠기다방,교대역점,3120173,교대역(법원.검찰청),서울특별시 서초구 서초중앙로 147,37.4948714383138,127.013060958009,서울특별시 서초구 서초동 1714-21,6596,
MA010120220810188021,피르마에프앤비,,3110973,강남구청역 4번,서울특별시 강남구 선릉로134길 5,37.5188857390791,127.041288111814,서울특별시 강남구 청담동 40-14,6065,
MA0101202305A0009641,케이제이,,3110081,해방촌 남동측,서울특별시 용산구 신흥로18길 27,37.5455799001457,126.987043358637,서울특별시 용산구 용산동2가 12-5,4339,
MA010120220808216341,카페디-데이,,3110176,해오름공원,서울특별시 광진구 영화사로 23,37.5574305210198,127.0899412423,서울특별시 광진구 중곡동 83-6,4945,
MA010120220813008599,마당,,3120203,강남구청역,서울특별시 강남구 선릉로131길 24,37.5174268981132,127.038979743522,서울특별시 강남구 논현동 112-3,6059,
MA010120220805377220,엔디자인랩,,3120213,삼성중앙역,서울특별시 강남구 봉은사로84길 8,37.5127531222769,127.055434650518,서울특별시 강남구 삼성동 146-22,6163,
MA010120220807828556,은하철도990,,3120244,암사역,서울특별시 강동구 상암로 42,37.5495748606161,127.127887150473,서울특별시 강동구 천호동 287-2,5318,
