상가업소번호,상호명,도로명주소,위도,경도,검색어,카카오맵ID
MA0101202309A0090900,케브,서울특별시 용산구 원효로35길 24,37.5341658377492,126.956225673921,서울특별시 용산구 원효로35길 24 케브,1259427689
MA0101202212A0067883,테이크잇이지,서울특별시 마포구 포은로 37,37.5508151317594,126.907384665977,서울특별시 마포구 포은로 37 테이크잇이지,
MA010120220806119144,시엠프레꼬모도밍고,서울특별시 용산구 후암로34길 11,37.5513088731058,126.97778529822,서울특별시 용산구 후암로34길 11 시엠프레꼬모도밍고,301882403
MA010120220803121225,이디야합정역,서울특별시 마포구 독막로2길 5,37.5482529353547,126.914890506315,서울특별시 마포구 독막로2길 5 이디야합정역,
MA010120220813988314,킵커피,서울특별시 서초구 강남대로97길 19,37.5144855789589,127.018629459938,서울특별시 서초구 강남대로97길 19 킵커피,1809329728
MA0101202311A0010950,메가엠지씨커피해방촌,서울특별시 용산구 소월로20길 23,37.5454535716268,126.98542521755,서울특별시 용산구 소월로20길 23 메가엠지씨커피해방촌,
MA0101202311A0090011,컴포즈커피일원맛의,서울특별시 강남구 양재대로35길 6,37.490067190242,127.083675229509,서울특별시 강남구 양재대로35길 6 컴포즈커피일원맛의,
MA010120220800589926,커피송,서울특별시 은평구 통일로78길 19,37.6187078675951,126.924098329717,서울특별시 은평구 통일로78길 19 커피송,1483009747
MA0101202409A0069703,나히차,서울특별시 용산구 청파로45길 17,37.5442882646792,126.969583536454,서울특별시 용산구 청파로45길 17 나히차,1888059955
MA010120220803043434,빽다방영등포신세계점,서울특별시 영등포구 영중로 5,37.5168284295567,126.906171108779,서울특별시 영등포구 영중로 5 빽다방영등포신세계점,
MA010120220809206380,커피에반하다영등포,서울특별시 영등포구 영중로 5,37.5168284295567,126.906171108779,서울특별시 영등포구 영중로 5 커피에반하다영등포,
MA010120220810065018,트레이,서울특별시 마포구 월드컵북로12안길 60,37.564334926476,126.913774302262,서울특별시 마포구 월드컵북로12안길 60 트레이,
MA0101202310A0027287,포이지아,서울특별시 마포구 월드컵북로12안길 60,37.564334926476,126.913774302262,서울특별시 마포구 월드컵북로12안길 60 포이지아,307290392
MA0101202303A0015918,이디야논현,서울특별시 강남구 논현로131길 28,37.5140782519147,127.028108048618,서울특별시 강남구 논현로131길 28 이디야논현,
MA010120220813588226,놀숲,서울특별시 송파구 백제고분로 387,37.5065083616032,127.108518894302,서울특별시 송파구 백제고분로 387 놀숲,1411337187
MA010120220813226738,공차석촌역점,서울특별시 송파구 백제고분로 387,37.5065083616032,127.108518894302,서울특별시 송파구 백제고분로 387 공차석촌역점,249745330
MA010120220806701112,코지커피앤니팅,서울특별시 송파구 거마로9길 7-11,37.4957116752486,127.144622006341,서울특별시 송파구 거마로9길 7-11 코지커피앤니팅,1546929723
MA010120220800500138,소라커피숍,서울특별시 강서구 강서로39길 3,37.5441442483886,126.837439759055,서울특별시 강서구 강서로39길 3 소라커피숍,16620624
MA010120220813431930,에이드립까페,서울특별시 중구 청구로 111,37.5617620823371,127.010322281394,서울특별시 중구 청구로 111 에이드립까페,26590387
MA0101202409A0250265,해머스미스커피마곡,서울특별시 강서구 마곡중앙8로 90,37.5605696425996,126.837596486922,서울특별시 강서구 마곡중앙8로 90 해머스미스커피마곡,
MA010120220809773274,아로하커피,서울특별시 강서구 마곡중앙8로 90,37.5605696425996,126.837596486922,서울특별시 강서구 마곡중앙8로 90 아로하커피,2121234828
MA010120220805424687,아로하커피,서울특별시 강서구 마곡중앙8로 90,37.5605696425996,126.837596486922,서울특별시 강서구 마곡중앙8로 90 아로하커피,2121234828
MA010120220814121055,혜인다방,서울특별시 강서구 방화대로7길 63,37.5558745463469,126.812651838789,서울특별시 강서구 방화대로7길 63 혜인다방,15581705
MA0101202406A0111221,디디디,서울특별시 성동구 뚝섬로13길 36,37.5412775700511,127.058080886978,서울특별시 성동구 뚝섬로13길 36 디디디,1564655008
MA0101202211A0092786,시그니처커피,서울특별시 관악구 남부순환로144길 71,37.4781988686699,126.9134889759,서울특별시 관악구 남부순환로144길 71 시그니처커피,1846104434
MA0101202305A0193607,프롬네르,서울특별시 종로구 명륜5길 13,37.5903689328213,126.993557428289,서울특별시 종로구 명륜5길 13 프롬네르,1146939784
MA0101202305A0141623,산티아고카페,서울특별시 동대문구 홍릉로17길 44,37.5861904913386,127.040713870515,서울특별시 동대문구 홍릉로17길 44 산티아고카페,
MA010120220802836552,요거프레소마포도화점,서울특별시 마포구 도화길 42-1,37.5415517674303,126.950473217147,서울특별시 마포구 도화길 42-1 요거프레소마포도화점,2053389457
MA010120220812552778,사이드바이사이드,서울특별시 중구 을지로 105,37.5664382422173,126.989552564405,서울특별시 중구 을지로 105 사이드바이사이드,1981914383
MA010120220810540725,카페카다로그,서울특별시 중구 을지로 105,37.5664382422173,126.989552564405,서울특별시 중구 을지로 105 카페카다로그,324146172
MA010120220809364936,카페트릴,서울특별시 송파구 도곡로64길 24,37.5046657277469,127.080456956153,서울특별시 송파구 도곡로64길 24 카페트릴,1459792699
MA010120220813249255,벌툰,서울특별시 마포구 독막로7길 63,37.5505991589255,126.920082157805,서울특별시 마포구 독막로7길 63 벌툰,354755930
MA0101202406A0193899,컴포즈커피둔촌동역사,서울특별시 강동구 양재대로 1369,37.527644259787,127.136187475431,서울특별시 강동구 양재대로 1369 컴포즈커피둔촌동역사,
MA0106202212A1294675,투썸플레이스대학로아트점,서울특별시 종로구 동숭길 123,37.5832872589171,127.003294570764,서울특별시 종로구 동숭길 123 투썸플레이스대학로아트점,466695328
MA0101202306A0059683,이디야커피삼전,서울특별시 송파구 백제고분로27길 5,37.503674753239,127.09257969068,서울특별시 송파구 백제고분로27길 5 이디야커피삼전,
MA010120220803061150,우리라운지,서울특별시 중구 소공로 51,37.5594365520564,126.981755482026,서울특별시 중구 소공로 51 우리라운지,1486250418
MA010120220806968986,달콤우리은행,서울특별시 중구 소공로 51,37.5594365520564,126.981755482026,서울특별시 중구 소공로 51 달콤우리은행,267069989
MA0101202406A0425599,메가엠지씨커피까치산,서울특별시 강서구 강서로18나길 1,37.5341832667022,126.84723677412,서울특별시 강서구 강서로18나길 1 메가엠지씨커피까치산,
MA010120220813410446,매머드익스프레스,서울특별시 중구 세종대로 91,37.5645532977746,126.976570263652,서울특별시 중구 세종대로 91 매머드익스프레스,1116466226
MA010120220808475083,밤,서울특별시 마포구 광성로4길 21-9,37.5491594603138,126.938269122226,서울특별시 마포구 광성로4길 21-9 밤,
MA010120220812791165,더카페,서울특별시 서초구 서초중앙로22길 54,37.4933933105315,127.016826253226,서울특별시 서초구 서초중앙로22길 54 더카페,2114661202
MA010120220810660842,일일일OCIC,서울특별시 송파구 백제고분로41길 31,37.5084473716423,127.1064858596,서울특별시 송파구 백제고분로41길 31 일일일OCIC,1164598193
MA010120220807983017,커피가좋아3S,서울특별시 중구 수표로 42,37.5651318419197,126.990062092887,서울특별시 중구 수표로 42 커피가좋아3S,549669710
MA010120220804365323,벤지커피,서울특별시 노원구 공릉로46길 18,37.6271114315553,127.079909066051,서울특별시 노원구 공릉로46길 18 벤지커피,27310857
MA0101202406A0068482,카페드변화,서울특별시 강남구 강남대로120길 76,37.507338394318,127.029519279945,서울특별시 강남구 강남대로120길 76 카페드변화,1509881625
MA0101202310A0046435,메가엠지씨커피문정,서울특별시 송파구 새말로 134,37.4829807062303,127.128825052945,서울특별시 송파구 새말로 134 메가엠지씨커피문정,
MA0101202301A0097448,컴포즈커피송파몽촌토성점,서울특별시 송파구 백제고분로50길 8,37.5140879994434,127.115701094048,서울특별시 송파구 백제고분로50길 8 컴포즈커피송파몽촌토성점,1813879382
MA0101202303A0061402,옥미,서울특별시 관악구 관악로12길 46,37.4777263774733,126.954901943613,서울특별시 관악구 관악로12길 46 옥미,
MA010120220804954810,감각,서울특별시 노원구 상계로 77,37.6567457613394,127.063508412441,서울특별시 노원구 상계로 77 감각,586007148
MA0106202209A1945188,쏭타코야끼카페,서울특별시 광진구 능동로13길 70-1,37.5448485344367,127.069218337213,서울특별시 광진구 능동로13길 70-1 쏭타코야끼카페,
MA0101202406A0289607,쿠프,서울특별시 강남구 압구정로 228,37.5287003123905,127.03281986437,서울특별시 강남구 압구정로 228 쿠프,1743702606
MA010120220813244788,커피보헤미안사람들,서울특별시 송파구 위례성대로 58,37.5147603554597,127.119118109234,서울특별시 송파구 위례성대로 58 커피보헤미안사람들,1876280264
MA0101202311A0037584,하이탕후루,서울특별시 노원구 한글비석로47길 84,37.6603661339223,127.066367473438,서울특별시 노원구 한글비석로47길 84 하이탕후루,
MA0101202310A0062129,컴포즈커피홍대,서울특별시 마포구 와우산로 73,37.551015565186,126.923012728908,서울특별시 마포구 와우산로 73 컴포즈커피홍대,
MA0101202311A0012459,태니,서울특별시 용산구 효창원로66길 22,37.5407905669933,126.96319191477,서울특별시 용산구 효창원로66길 22 태니,1573079179
MA0101202309A0015795,씨씨씨에스,서울특별시 용산구 대사관로 34,37.5334261056159,127.001832869207,서울특별시 용산구 대사관로 34 씨씨씨에스,
MA010120220814273562,아나이스,서울특별시 서초구 강남대로79길 10,37.5053035291326,127.023218941409,서울특별시 서초구 강남대로79길 10 아나이스,
MA0106202305A0036960,메가엠지씨커피교보타워,서울특별시 서초구 강남대로79길 10,37.5053035291326,127.023218941409,서울특별시 서초구 강남대로79길 10 메가엠지씨커피교보타워,
MA010120220813339288,마름모,서울특별시 마포구 성암로13길 46,37.5761609777206,126.897481837706,서울특별시 마포구 성암로13길 46 마름모,
MA010120220801039516,카페7그램,서울특별시 강남구 테헤란로104길 7,37.5087476555658,127.065237701143,서울특별시 강남구 테헤란로104길 7 카페7그램,
MA010120220814071683,구청소년독서실카페,서울특별시 동대문구 장한로 191,37.5771662846828,127.0709010522,서울특별시 동대문구 장한로 191 구청소년독서실카페,
MA0101202406A0575099,시니어클럽카페나누다,서울특별시 동대문구 장한로 191,37.5771662846828,127.0709010522,서울특별시 동대문구 장한로 191 시니어클럽카페나누다,
MA0101202209A0093750,해안원,서울특별시 관악구 청룡10길 2,37.4788938079484,126.945675725914,서울특별시 관악구 청룡10길 2 해안원,1332157991
MA0101202311A0021617,애크로매틱어린이대공원,서울특별시 광진구 능동로 177,37.5464947978717,127.073463351895,서울특별시 광진구 능동로 177 애크로매틱어린이대공원,
MA010120220812333832,더치앤빈,서울특별시 중구 한강대로 410,37.5547497952471,126.973472412175,서울특별시 중구 한강대로 410 더치앤빈,369197125
MA0101202302A0099395,데이틴커피,서울특별시 광진구 자양로53길 96,37.5567458758287,127.08979329154,서울특별시 광진구 자양로53길 96 데이틴커피,
MA010120220803714484,감동식혜,서울특별시 강남구 역삼로69길 5,37.5019598763347,127.053718972165,서울특별시 강남구 역삼로69길 5 감동식혜,
MA010120220813312686,라마노커피로스터스,서울특별시 영등포구 영등포로86가길 24,37.5128025352762,126.920631466539,서울특별시 영등포구 영등포로86가길 24 라마노커피로스터스,
MA010120220806916926,인생카페,서울특별시 용산구 한강대로15길 28,37.5264015594901,126.963119795147,서울특별시 용산구 한강대로15길 28 인생카페,
MA010120220800603323,몰리스,서울특별시 서대문구 연세로5다길 22-7,37.5569600175123,126.934403398932,서울특별시 서대문구 연세로5다길 22-7 몰리스,26533401
MA0101202409A0146214,메가엠지씨커피종로공평점,서울특별시 종로구 삼봉로 100,37.5719154919387,126.982714623658,서울특별시 종로구 삼봉로 100 메가엠지씨커피종로공평점,
MA010120220810971119,엔트런스,서울특별시 서초구 사임당로19길 72-3,37.4924469147336,127.019053682068,서울특별시 서초구 사임당로19길 72-3 엔트런스,738869999
MA0106202406A2464962,스타벅스,서울특별시 용산구 청파로 74,37.5327884965563,126.959564082485,서울특별시 용산구 청파로 74 스타벅스,1727621360
MA010120220805041518,스와그,서울특별시 강동구 구천면로 391,37.5509009583714,127.142216282807,서울특별시 강동구 구천면로 391 스와그,
MA010120220809899354,래핀,서울특별시 용산구 한강대로 332,37.5479379254857,126.972071617553,서울특별시 용산구 한강대로 332 래핀,18657167
MA0101202406A0432778,메가엠지씨커피신림녹두,서울특별시 관악구 대학6길 2,37.4689696814906,126.937566432079,서울특별시 관악구 대학6길 2 메가엠지씨커피신림녹두,
MA010120220809005573,소샘,서울특별시 양천구 오목로 345,37.5247472729775,126.875831866674,서울특별시 양천구 오목로 345 소샘,
MA0101202311A0088860,매머드익스프레스오목교역점,서울특별시 양천구 오목로 345,37.5247472729775,126.875831866674,서울특별시 양천구 오목로 345 매머드익스프레스오목교역점,1984974486
MA0101202309A0035377,창경빈커피,서울특별시 서대문구 명지대3길 38,37.5819999012421,126.921633593462,서울특별시 서대문구 명지대3길 38 창경빈커피,
MA010120220812585193,아리스타커피,서울특별시 강남구 강남대로66길 7,37.4919126746591,127.031435524295,서울특별시 강남구 강남대로66길 7 아리스타커피,13323574
MA010120220811953537,스트로베리키친웍스,서울특별시 서초구 서초대로29길 15,37.4889974955016,126.995217010723,서울특별시 서초구 서초대로29길 15 스트로베리키친웍스,
MA010120220809804378,빽다방구로코오롱점,서울특별시 구로구 디지털로30길 31,37.482681104709,126.896343385869,서울특별시 구로구 디지털로30길 31 빽다방구로코오롱점,26532877
MA0101202211A0097380,만랩커피구로코오롱,서울특별시 구로구 디지털로30길 31,37.482681104709,126.896343385869,서울특별시 구로구 디지털로30길 31 만랩커피구로코오롱,
MA0101202308A0017196,나이스카페인클럽코오롱,서울특별시 구로구 디지털로30길 31,37.482681104709,126.896343385869,서울특별시 구로구 디지털로30길 31 나이스카페인클럽코오롱,
MA0101202406A0464334,메가엠지씨커피역삼상록점,서울특별시 강남구 테헤란로43길 18,37.5044326281809,127.044062320136,서울특별시 강남구 테헤란로43길 18 메가엠지씨커피역삼상록점,
MA010120220803299183,신세계푸드SKT카페테리아카페,서울특별시 중구 을지로 65,37.5664828174184,126.985126827159,서울특별시 중구 을지로 65 신세계푸드SKT카페테리아카페,
MA010120220800447610,커피팩토리쏘,서울특별시 동작구 등용로14길 71,37.5125502402272,126.935392397055,서울특별시 동작구 등용로14길 71 커피팩토리쏘,23346970
MA0101202306A0035828,인더레드박스,서울특별시 강북구 도봉로 351,37.6390195486095,127.0263535814,서울특별시 강북구 도봉로 351 인더레드박스,1258342968
MA010120220813853909,그래그릭,서울특별시 광진구 능동로 324-1,37.5585365726201,127.080469573261,서울특별시 광진구 능동로 324-1 그래그릭,1063816764
MA0101202210A0007106,홉커피,서울특별시 마포구 백범로16길 8-5,37.5472152583347,126.942129512089,서울특별시 마포구 백범로16길 8-5 홉커피,398892433
MA010120220806367028,칠린,서울특별시 종로구 대학로11길 41-8,37.5821700712861,126.999366002729,서울특별시 종로구 대학로11길 41-8 칠린,1067900892
MA0101202406A0191453,나나커피,서울특별시 중랑구 겸재로50길 31,37.5888826088531,127.092062395587,서울특별시 중랑구 겸재로50길 31 나나커피,1819911867
MA0101202308A0007927,빽다방용산한강로,서울특별시 용산구 한강대로15길 9,37.5257440657767,126.963889392394,서울특별시 용산구 한강대로15길 9 빽다방용산한강로,
MA010120220813204262,카페게이트,서울특별시 서초구 방배로13길 7,37.482960767579,126.99595231114,서울특별시 서초구 방배로13길 7 카페게이트,350542819
MA0101202306A0103334,매머드익스프레스행당무학점,서울특별시 성동구 행당로 129,37.558505236389,127.033308280123,서울특별시 성동구 행당로 129 매머드익스프레스행당무학점,1926521085
MA0101202311A0021649,미백도,서울특별시 강남구 선릉로 328,37.4990324218344,127.051896155771,서울특별시 강남구 선릉로 328 미백도,548257708
MA0101202409A0164766,공차,서울특별시 종로구 삼봉로 81,37.5725280290029,126.981786248653,서울특별시 종로구 삼봉로 81 공차,20245443
MA010120220805241839,메리고라운드,서울특별시 강서구 등촌로13다길 32-19,37.5354679299567,126.858684231527,서울특별시 강서구 등촌로13다길 32-19 메리고라운드,1636889904
MA010120220811976414,유노청년다방강남케이,서울특별시 강남구 강남대로94길 10,37.4991936196164,127.02822686566,서울특별시 강남구 강남대로94길 10 유노청년다방강남케이,
MA0106202311A1998618,청년다방강남케이,서울특별시 강남구 강남대로94길 10,37.4991936196164,127.02822686566,서울특별시 강남구 강남대로94길 10 청년다방강남케이,
MA0106202201A1960447,유노청년다방,서울특별시 강남구 강남대로94길 10,37.4991936196164,127.02822686566,서울특별시 강남구 강남대로94길 10 유노청년다방,
MA010120220813073841,요굿트,서울특별시 동작구 사당로29가길 28,37.4862657831046,126.979636288467,서울특별시 동작구 사당로29가길 28 요굿트,
MA010120220808372783,일구육삼,서울특별시 강서구 양천로49길 15,37.5693946471475,126.84072413037,서울특별시 강서구 양천로49길 15 일구육삼,
MA0101202311A0073516,금화당신타로사주카페,서울특별시 송파구 가락로 79,37.5005647426918,127.1051854336,서울특별시 송파구 가락로 79 금화당신타로사주카페,
MA010120220810579609,발리,서울특별시 송파구 가락로 79,37.5005647426918,127.1051854336,서울특별시 송파구 가락로 79 발리,16876410
MA010120220808141545,이디야우이역도,서울특별시 강북구 삼양로173길 21,37.6625826509191,127.011367581758,서울특별시 강북구 삼양로173길 21 이디야우이역도,
MA010120220804470242,컴포즈,서울특별시 송파구 백제고분로7길 52,37.5106634818318,127.084659614164,서울특별시 송파구 백제고분로7길 52 컴포즈,
MA010120220812310787,매머드익스프레스,서울특별시 강남구 도곡로 442,37.497965986139,127.058827622671,서울특별시 강남구 도곡로 442 매머드익스프레스,720426644
MA010120220813106266,율목커피,서울특별시 서초구 방배천로8길 26,37.4803738719629,126.984103758879,서울특별시 서초구 방배천로8길 26 율목커피,1029544846
MA0101202406A0020087,메가엠지씨커피선유도역점,서울특별시 영등포구 양평로 127,37.5377839957948,126.893506381026,서울특별시 영등포구 양평로 127 메가엠지씨커피선유도역점,
MA0101202406A0310779,이디야,서울특별시 금천구 독산로 218,37.4663596420828,126.902006564782,서울특별시 금천구 독산로 218 이디야,1897148903
MA0101202406A0312474,파스쿠찌잠실역점,서울특별시 송파구 송파대로 558,37.5150936860676,127.099708561594,서울특별시 송파구 송파대로 558 파스쿠찌잠실역점,17768861
MA0106202406A2465192,스타벅스,서울특별시 은평구 은평로 170,37.6010951527455,126.926664181543,서울특별시 은평구 은평로 170 스타벅스,24765609
MA0101202406A0192233,메가엠지씨커피이태원퀴논길점,서울특별시 용산구 보광로59길 29,37.5338132996571,126.992306435165,서울특별시 용산구 보광로59길 29 메가엠지씨커피이태원퀴논길점,
MA010120220812198608,카페차지소,서울특별시 중구 동호로 272,37.5592667163407,127.003633050249,서울특별시 중구 동호로 272 카페차지소,
MA010120220803665749,포트오브모카중화점,서울특별시 중랑구 동일로143길 19,37.605002709889,127.077620442731,서울특별시 중랑구 동일로143길 19 포트오브모카중화점,24829340
MA010120220808707396,트리플에이커피장한평역점,서울특별시 동대문구 천호대로85길 18,37.5627529495003,127.066450562758,서울특별시 동대문구 천호대로85길 18 트리플에이커피장한평역점,318023085
MA0101202406A0147410,오페라빈노량진점,서울특별시 동작구 장승배기로 166,37.5123547450043,126.940584233899,서울특별시 동작구 장승배기로 166 오페라빈노량진점,2018869663
MA010120220808135426,더스크블루,서울특별시 영등포구 당산로38길 10,37.5287699266439,126.899141907075,서울특별시 영등포구 당산로38길 10 더스크블루,1866797136
MA010120220812404480,하우명동역점,서울특별시 중구 퇴계로 124,37.560860631255,126.985376944231,서울특별시 중구 퇴계로 124 하우명동역점,1998011671
MA010120220803471717,카스쿠르트,서울특별시 중구 퇴계로 124,37.560860631255,126.985376944231,서울특별시 중구 퇴계로 124 카스쿠르트,
MA010120220806911076,아지트901,서울특별시 강남구 일원로9길 60,37.490668919703,127.086378405649,서울특별시 강남구 일원로9길 60 아지트901,1330616169
MA010120220806270631,제니스커피,서울특별시 금천구 남부순환로 1372,37.4795065171474,126.903391327208,서울특별시 금천구 남부순환로 1372 제니스커피,105036671
MA0101202301A0009607,유나이트,서울특별시 용산구 청파로49길 7,37.5451623323392,126.969967917866,서울특별시 용산구 청파로49길 7 유나이트,
MA0101202411A0122295,노란꼬무줄,서울특별시 강남구 도곡로 442,37.4979479603878,127.058838917182,서울특별시 강남구 도곡로 442 노란꼬무줄,1254762325
MA010120220812666578,억셉트커피,서울특별시 강남구 논현로10길 20,37.4744626671936,127.050194700854,서울특별시 강남구 논현로10길 20 억셉트커피,944536964
MA010120220810817261,매머드익스프레스수락산역점,서울특별시 노원구 동일로 1672,37.677553412496,127.055557037655,서울특별시 노원구 동일로 1672 매머드익스프레스수락산역점,960170292
MA0101202409A0219329,바나프레소청담디아트점,서울특별시 강남구 압구정로79길 32,37.525144440288,127.049764814844,서울특별시 강남구 압구정로79길 32 바나프레소청담디아트점,305994801
MA010120220807167918,이디야커피용산청파점,서울특별시 용산구 청파로71길 10,37.5494689640946,126.969411684896,서울특별시 용산구 청파로71길 10 이디야커피용산청파점,994932618
MA0101202409A0243532,미니말레커피뢰스터교대,서울특별시 서초구 서초대로51길 15,37.495276775843,127.014067462831,서울특별시 서초구 서초대로51길 15 미니말레커피뢰스터교대,861679655
MA0101202310A0084583,페이브,서울특별시 종로구 창경궁로 246,37.5833143329304,126.999354671472,서울특별시 종로구 창경궁로 246 페이브,
MA010120220804167177,티파니,서울특별시 서초구 서초대로 283,37.4936821497687,127.012687586595,서울특별시 서초구 서초대로 283 티파니,21331450
MA010120220809833747,카오,서울특별시 마포구 월드컵북로44길 76-12,37.578059074346,126.894083009644,서울특별시 마포구 월드컵북로44길 76-12 카오,85233855
MA010120220800219115,모카리아,서울특별시 마포구 월드컵북로44길 76-12,37.578059074346,126.894083009644,서울특별시 마포구 월드컵북로44길 76-12 모카리아,508027297
MA0101202409A0062716,십점구,서울특별시 강동구 양재대로128길 60,37.5441929497454,127.145971642351,서울특별시 강동구 양재대로128길 60 십점구,89123350
MA0101202409A0151227,큐브데이,서울특별시 성동구 무학봉15길 28,37.5634525015886,127.030367660561,서울특별시 성동구 무학봉15길 28 큐브데이,
MA010120220804073973,엠즈씨드,서울특별시 강남구 도산대로75길 20,37.5255244674864,127.045794269919,서울특별시 강남구 도산대로75길 20 엠즈씨드,
MA0106202201A0605683,폴바셋,서울특별시 강남구 도산대로75길 20,37.5255244674864,127.045794269919,서울특별시 강남구 도산대로75길 20 폴바셋,24940993
MA0106202201A0605703,폴바셋청담점,서울특별시 강남구 도산대로75길 20,37.5255244674864,127.045794269919,서울특별시 강남구 도산대로75길 20 폴바셋청담점,
MA010120220806678318,스피리타니아,서울특별시 서초구 신반포로 320,37.5100796469389,127.018764090668,서울특별시 서초구 신반포로 320 스피리타니아,
MA0101202406A0385440,라페루즈,서울특별시 서초구 신반포로41길 10,37.5102961681223,127.016909220376,서울특별시 서초구 신반포로41길 10 라페루즈,1675208164
MA010120220801265835,그라피,서울특별시 종로구 우정국로2길 41,37.569672376049,126.985397860654,서울특별시 종로구 우정국로2길 41 그라피,862082633
MA0101202305A0030821,에크하우스,서울특별시 서초구 강남대로8길 15-1,37.468104828254,127.041723637707,서울특별시 서초구 강남대로8길 15-1 에크하우스,1654371090
MA0101202305A0192803,카페인중독,서울특별시 마포구 방울내로 79,37.5607144525091,126.90407883835,서울특별시 마포구 방울내로 79 카페인중독,682940004
MA0101202406A0325193,동경책방,서울특별시 서대문구 연희맛로 7-29,37.5663716929114,126.927988600556,서울특별시 서대문구 연희맛로 7-29 동경책방,1020878351
MA010120220811762770,르솔레이,서울특별시 서대문구 연희맛로 7-29,37.5663716929114,126.927988600556,서울특별시 서대문구 연희맛로 7-29 르솔레이,
MA0101202212A0044602,컴포즈커피면목,서울특별시 중랑구 사가정로42길 71,37.5782491366539,127.082234183266,서울특별시 중랑구 사가정로42길 71 컴포즈커피면목,
MA010120220800200064,청춘고양이카페,서울특별시 마포구 와우산로21길 12-6,37.5527275486719,126.92314677097,서울특별시 마포구 와우산로21길 12-6 청춘고양이카페,50985528
MA010120220809652283,카페쿰,서울특별시 강북구 도봉로30길 41,37.621503330396,127.030685768796,서울특별시 강북구 도봉로30길 41 카페쿰,
MA010120220813841838,하우을지로입구역점,서울특별시 중구 을지로 42,37.5660499608156,126.982376410891,서울특별시 중구 을지로 42 하우을지로입구역점,
MA0101202305A0143126,읍천리382,서울특별시 용산구 새창로 129,37.5361588486209,126.961383884279,서울특별시 용산구 새창로 129 읍천리382,1174695384
MA010120220801234963,CAFE라임,서울특별시 강서구 곰달래로 173,37.5310630953756,126.852187198846,서울특별시 강서구 곰달래로 173 CAFE라임,1088740295
MA0106202406A2464891,스타벅스,서울특별시 마포구 양화로 105,37.5534182520618,126.918573983098,서울특별시 마포구 양화로 105 스타벅스,27416913
MA010120220800376394,디저트39,서울특별시 서초구 서초중앙로 116,37.492087187789,127.014259096682,서울특별시 서초구 서초중앙로 116 디저트39,1246095259
MA010120220804601116,풍경달다,서울특별시 동작구 사당로22길 6,37.4831567519642,126.976652236677,서울특별시 동작구 사당로22길 6 풍경달다,
MA010120220804029449,트리아농,서울특별시 강남구 학동로59길 43,37.5203261513636,127.044569393708,서울특별시 강남구 학동로59길 43 트리아농,19601351
MA010120220800806302,크로와상점,서울특별시 종로구 삼봉로 53,37.5725638250295,126.980269369939,서울특별시 종로구 삼봉로 53 크로와상점,1538392570
MA0101202409A0119922,제이엠coffee씨젠의료재단점,서울특별시 성동구 천호대로 320,37.5644076,127.055133342871,서울특별시 성동구 천호대로 320 제이엠coffee씨젠의료재단점,55573362
MA010120220809987642,우일티에스씨젠의료재단점,서울특별시 성동구 천호대로 320,37.5644076,127.055133342871,서울특별시 성동구 천호대로 320 우일티에스씨젠의료재단점,
MA010120220804421068,용다방,서울특별시 송파구 백제고분로 262,37.5022759466864,127.095405288863,서울특별시 송파구 백제고분로 262 용다방,
MA010120220813628285,온더레이크,서울특별시 관악구 봉천로 488,37.4814832008845,126.953904742851,서울특별시 관악구 봉천로 488 온더레이크,1602043746
MA0101202209A0051823,블랭크,서울특별시 강서구 마곡중앙6로 11,37.5608723525867,126.828654496136,서울특별시 강서구 마곡중앙6로 11 블랭크,696427751
MA010120220800231436,삼층다방,서울특별시 강서구 마곡중앙6로 11,37.5608723525867,126.828654496136,서울특별시 강서구 마곡중앙6로 11 삼층다방,1896455141
MA010120220809337092,몬떼비,서울특별시 강서구 마곡중앙6로 11,37.5608723525867,126.828654496136,서울특별시 강서구 마곡중앙6로 11 몬떼비,551318159
MA010120220810253009,타이거브루스,서울특별시 강서구 마곡중앙6로 11,37.5608723525867,126.828654496136,서울특별시 강서구 마곡중앙6로 11 타이거브루스,537015751
MA010120220809821983,이리스9901,서울특별시 강서구 마곡중앙6로 11,37.5608723525867,126.828654496136,서울특별시 강서구 마곡중앙6로 11 이리스9901,
MA010120220811892145,코피발리,서울특별시 서대문구 봉원사길 8,37.5671024242192,126.946709683924,서울특별시 서대문구 봉원사길 8 코피발리,1073084038
MA010120220812179209,이디야,서울특별시 강북구 도봉로 128,37.620476689689,127.028759725258,서울특별시 강북구 도봉로 128 이디야,27594562
MA0101202305A0170977,카페홈즈,서울특별시 송파구 가락로12길 4,37.4998170095345,127.105071295431,서울특별시 송파구 가락로12길 4 카페홈즈,1579347852
MA0101202406A0410962,매머드익스프레스메가스터디,서울특별시 동작구 노량진로 140,37.5127697590944,126.94169237184,서울특별시 동작구 노량진로 140 매머드익스프레스메가스터디,
MA0101202406A0286891,달라떼DALLATTE,서울특별시 동작구 노량진로 140,37.5127697590944,126.94169237184,서울특별시 동작구 노량진로 140 달라떼DALLATTE,
MA0101202311A0014668,행복플러스카페,서울특별시 동작구 노량진로 140,37.5127697590944,126.94169237184,서울특별시 동작구 노량진로 140 행복플러스카페,1481527394
MA010120220803529180,더블샷,서울특별시 동작구 노량진로 140,37.5127697590944,126.94169237184,서울특별시 동작구 노량진로 140 더블샷,23556673
MA0101202406A0227146,콘케,서울특별시 관악구 봉천로 604,37.475927505735,126.964082955035,서울특별시 관악구 봉천로 604 콘케,505839406
