상가업소번호,상호명,지점명,TRDAR_CD,TRDAR_CD_N,도로명주소,estimated_population,estimated_population_total
MA010120220810046581,부스터서울,,3110157,자양동우체국,서울특별시 광진구 뚝섬로52길 41,127177,254354
MA0101202308A0068041,청담커피,자양점,3110157,자양동우체국,서울특별시 광진구 뚝섬로52길 41,127177,254354
MA0106202302A0595825,에그서울,,3110973,강남구청역 4번,서울특별시 강남구 학동로55길 22,505982,505982
MA0101202305A0133719,카페아쥬르,,3120242,강동구청역,서울특별시 강동구 성내로5길 15,42281,42281
MA0101202309A0084935,메가엠지씨커피은평구청,사거리점,3110478,응암1동주민센터,서울특별시 은평구 은평로 166,46087,92174
MA010120220813351872,미닝풀,,3110478,응암1동주민센터,서울특별시 은평구 은평로 166,46087,92174
MA0101202406A0243232,이이오,,3111007,석촌고분역 4번,서울특별시 송파구 백제고분로32길 15,181939,181939
MA010120220813032439,생텀,,3120047,한남오거리,서울특별시 용산구 한남대로21길 20,26392,26392
MA010120220814055710,아이엠케익,,3111059,강동역 4번(강풀만화거리),서울특별시 강동구 천호대로168가길 23,111231,111231
MA010120220803138529,커피신념,,3110450,시립서북병원,서울특별시 은평구 갈현로11길 27,166291,166291
MA010120220813571292,브알라,대학로점,3120012,대학로(혜화역),서울특별시 종로구 대학로12길 21,32610,32610
MA010120220801622443,숲속마을사회적협동조합,,3110391,샘말어린이공원,서울특별시 도봉구 시루봉로15다길 2,158774,158774
MA010120220808299239,공감상회,,3130150,창동골목시장,서울특별시 도봉구 덕릉로60가길 59,50168,50168
MA010120220803776123,팔롬비니카페테리아,,3110137,성수초등학교,서울특별시 성동구 아차산로15길 19,50005,100010
MA010120220813006074,이디야성수우리W타워,,3110137,성수초등학교,서울특별시 성동구 아차산로15길 19,50005,100010
MA0106202406A2465073,스타벅스,성수역,3120052,성수역,서울특별시 성동구 성수이로 94,22877,22877
MA010120220800103931,플레이스원,,3110316,숭곡초등학교,서울특별시 성북구 오패산로 79-4,192396,192396
MA0101202305A0017251,커피나인테헤란로,,3120197,역삼역,서울특별시 강남구 강남대로94길 87,34022,34022
MA0101202210A0015540,베어링,,3110380,강북문화정보도서관,서울특별시 강북구 오현로 175,527161,527161
MA010120220803109557,고래다방,,3110622,달마을공원,서울특별시 양천구 목동중앙북로8길 138,113472,113472
MA010120220806336870,커스텀커피봉천e편한세상점,,3110888,청룡동주민센터,서울특별시 관악구 참숯1길 14,75195,75195
MA010120220803289929,복전가,,3120082,상계백병원,서울특별시 노원구 동일로 1352,30289,30289
MA0101202303A0015350,하티시에,,3110902,사당역 4번,서울특별시 관악구 남현길 76,150794,150794
MA010120220800057808,모타운커피,,3111013,송파나루역 1번(송리단길),서울특별시 송파구 백제고분로45길 34-6,41623,41623
MA0101202302A0080343,이플베이커리&카페,,3120226,석촌고분역,서울특별시 송파구 백제고분로 266,33519,33519
MA010120220808249787,또;카페,,3120111,목동사거리,서울특별시 양천구 등촌로 56-1,42186,42186
MA0101202305A0011364,그라운드타임,,3110617,등촌역 4번,서울특별시 양천구 목동중앙북로8가길 4,81684,81684
MA010120220800146099,커피스테이션,,3120140,문래동주민센터,서울특별시 영등포구 경인로 775,5928,100776
MA010120220802886709,쥬씨에이스하이테크시티점,,3120140,문래동주민센터,서울특별시 영등포구 경인로 775,5928,100776
MA010120220812137134,이디야커피영등포,에이스점,3120140,문래동주민센터,서울특별시 영등포구 경인로 775,5928,100776
MA010120220814056703,커피사피엔스문래에이스하이테크시티점,,3120140,문래동주민센터,서울특별시 영등포구 경인로 775,5928,100776
MA010120220813680679,흑형커피,,3120140,문래동주민센터,서울특별시 영등포구 경인로 775,5928,100776
MA010120220809326106,다래지앤씨,,3120140,문래동주민센터,서울특별시 영등포구 경인로 775,5928,100776
MA010120220813522197,메가엠지씨커피문래에이스하이테크점,,3120140,문래동주민센터,서울특별시 영등포구 경인로 775,5928,100776
MA010120220811667973,매머드익스프레스에이스하이테크시티점,,3120140,문래동주민센터,서울특별시 영등포구 경인로 775,5928,100776
MA010120220800368237,아리스타커피,,3120140,문래동주민센터,서울특별시 영등포구 경인로 775,5928,100776
MA0101202406A0279281,사과당문래하이테크시티점,,3120140,문래동주민센터,서울특별시 영등포구 경인로 775,5928,100776
MA0101202411A0014750,파머스빈문래에이스하이테크점,,3120140,문래동주민센터,서울특별시 영등포구 경인로 775,5928,100776
MA010120220803801972,에스에이치기획주,,3120140,문래동주민센터,서울특별시 영등포구 경인로 775,5928,100776
MA0106202201A1646428,초심커피,,3120140,문래동주민센터,서울특별시 영등포구 경인로 775,5928,100776
MA010120220810156482,도담한방찻집,,3120140,문래동주민센터,서울특별시 영등포구 경인로 775,5928,100776
MA0101202409A0101582,컴포즈커피문래에이스하이테크점,,3120140,문래동주민센터,서울특별시 영등포구 경인로 775,5928,100776
MA010120220803705841,만랩커피,문래점,3120140,문래동주민센터,서울특별시 영등포구 경인로 775,5928,100776
MA0106202406A2466102,스타벅스,하이테크시티,3120140,문래동주민센터,서울특별시 영등포구 경인로 775,5928,100776
MA0101202305A0060700,프레스커피바,,3120032,충무로역,서울특별시 중구 충무로2길 8,28478,28478
MA0101202406A0441480,쉼표,,3120156,"총신대입구역(이수, 총신대)",서울특별시 동작구 사당로 295,76229,76229
MA010120220806825161,난곡창업실험소,,3110866,난우중학교,서울특별시 관악구 난곡로24길 56,284085,284085
MA010120220806758465,성수시루,,3120052,성수역,서울특별시 성동구 성수일로8길 42,22878,22878
MA0101202406A0118504,올루,,3110562,연트럴파크(연남동주민센터),서울특별시 마포구 성미산로29안길 11,19745,19745
MA010120220813060347,커피가버먼트,,3110206,텃골근린공원,서울특별시 동대문구 서울시립대로 90,110661,110661
MA0101202212A0014964,도서관가는길,,3110699,덕의초등학교,서울특별시 구로구 중앙로15길 103,63000,63000
MA0101202311A0041897,씨엘로,,3110544,망리단길,서울특별시 마포구 희우정로12길 17,47615,47615
MA010120220800091091,카페인중독종로2가점,,3120006,종각역,서울특별시 종로구 종로 69,26788,53576
MA0101202406A0215846,컴포즈커피종로YMCA점,,3120006,종각역,서울특별시 종로구 종로 69,26788,53576
MA010120220805241590,클라쓰,,3110671,등촌1동주민센터,서울특별시 강서구 공항대로53가길 4,58847,58847
MA010120220806491658,르빗,,3120173,교대역(법원.검찰청),서울특별시 서초구 서초중앙로 121,50487,50487
MA010120220811669279,커피마마,,3110157,자양동우체국,서울특별시 광진구 뚝섬로56길 38,127182,127182
MA010120220807774832,이로울리,,3130240,영등포유통상가,서울특별시 영등포구 양산로 96,5208,10416
MA0101202406A0319663,바이러닉랩,,3130240,영등포유통상가,서울특별시 영등포구 양산로 96,5208,10416
MA010120220802911817,커피와이,,3120207,선정릉역,서울특별시 강남구 봉은사로63길 8,38319,38319
MA010120220813116230,커피식당,,3110402,도봉구 정병원,서울특별시 도봉구 방학로5길 38,47959,47959
MA010120220800988336,공차신림역점,,3120157,신림역(신림),서울특별시 관악구 남부순환로 1601,111495,111495
MA010120220812927378,와이커피로스터스,,3110907,방배초등학교,서울특별시 서초구 방배중앙로15길 3,71376,71376
MA010120220803194786,그;커피가게,,3110750,시흥4동주민센터(서울신흥초등학교),서울특별시 금천구 독산로36길 13,227918,227918
MA010120220803822192,디저트바이제이,,3110905,방배노인종합복지관(이수중학교),서울특별시 서초구 청두곶15길 25,94208,94208
MA0101202212A0020329,오프타임,,3110897,서울대입구역 8번,서울특별시 관악구 행운1길 30,143275,143275
MA010120220803227283,놀숲외대,후문점,3110214,경희대후문,서울특별시 동대문구 천장산로7길 4,97341,97341
MA0106202406A2464911,스타벅스,압구정,3120188,압구정역,서울특별시 강남구 압구정로30길 17,38935,38935
MA0101202305A0149505,매머드익스프레스종로창경궁로점,,3120011,종로4가,서울특별시 종로구 창경궁로 113,41178,41178
MA0101202305A0059829,옐로우크레마,,3111064,둔촌동역 4번,서울특별시 강동구 풍성로54길 18,91792,91792
MA0101202406A0423388,커피로드463,,3111053,성내천어린이공원(하니사랑길),서울특별시 강동구 성내로6가길 38,77767,77767
MA0101202211A0018560,십일월십사일,,3111027,문정초등학교,서울특별시 송파구 동남로6길 35-15,74444,74444
MA0101202311A0034560,홍하곡커피호프,,3110717,남구로역 2번,서울특별시 구로구 디지털로27길 123,255018,255018
MA010120220805282577,샌디앤샐리,,3110191,고려대역 6번,서울특별시 동대문구 안암로 140,125675,125675
MA010120220811659670,컴포즈커피,미아점,3120077,미아역,서울특별시 강북구 도봉로 175,76515,76515
MA0101202409A0032298,빽다방서울JD,타워점,3130036,중부시장(신중부시장),서울특별시 중구 동호로 347,109559,219118
MA0101202307A0093697,와우330,,3130036,중부시장(신중부시장),서울특별시 중구 동호로 347,109559,219118
MA0101202211A0082270,클로버커피,,3110443,수색역 1번,서울특별시 은평구 수색로 260,79151,79151
MA0101202411A0022957,강산로스터스,,3110517,서대문소방서,서울특별시 서대문구 연희로 174,115606,115606
MA010120220805079906,67소호,,3110957,언북중학교,서울특별시 강남구 도산대로30길 21-3,80881,80881
MA010120220806982481,언제라도여행,,3120102,서교동(홍대),서울특별시 마포구 잔다리로 65,36961,36961
MA0101202406A0143536,마켓커피,,3130255,영등포전통시장,서울특별시 영등포구 영등포로 237-1,668625,668625
MA010120220800606969,이월로스터스,송파점,3111013,송파나루역 1번(송리단길),서울특별시 송파구 백제고분로45길 14,41625,41625
MA010120220800027631,통밀로만,,3130020,동묘시장(동묘벼룩시장),서울특별시 종로구 종로 370,112049,112049
MA010120220800952616,써니빈커피,,3120131,가산디지털단지,서울특별시 금천구 가산디지털2로 98,4265,42650
MA010120220800992072,커피스테이션,,3120131,가산디지털단지,서울특별시 금천구 가산디지털2로 98,4265,42650
MA010120220805115110,더치앤빈가산롯데IT,캐슬점,3120131,가산디지털단지,서울특별시 금천구 가산디지털2로 98,4265,42650
MA010120220804917874,커피에반하다,가산디지털점,3120131,가산디지털단지,서울특별시 금천구 가산디지털2로 98,4265,42650
MA010120220803144506,세미콜론;,,3120131,가산디지털단지,서울특별시 금천구 가산디지털2로 98,4265,42650
MA0101202406A0461773,타이거커피,,3120131,가산디지털단지,서울특별시 금천구 가산디지털2로 98,4265,42650
MA010120220810301118,스탠다드브루잉,,3120131,가산디지털단지,서울특별시 금천구 가산디지털2로 98,4265,42650
MA0101202309A0037983,뮤리엘커피,,3120131,가산디지털단지,서울특별시 금천구 가산디지털2로 98,4265,42650
MA010120220812409400,보은하다,,3120131,가산디지털단지,서울특별시 금천구 가산디지털2로 98,4265,42650
MA010120220811382069,브이앤케이코퍼레이션,,3120131,가산디지털단지,서울특별시 금천구 가산디지털2로 98,4265,42650
MA010120220803058208,컴피,,3120100,망원역,서울특별시 마포구 동교로 71-1,28341,28341
MA010120220812641083,카페팬시,,3110671,등촌1동주민센터,서울특별시 강서구 화곡로64길 82,58849,58849
MA010120220806811588,푸링,,3110591,충정로역 6번,서울특별시 마포구 손기정로 5,336912,336912
MA0101202310A0038901,틸,,3110566,경의선책거리,서울특별시 마포구 신촌로2길 5-14,20861,20861
MA010120220801895564,파스쿠찌뱅뱅,사거리점,3120192,뱅뱅사거리,서울특별시 서초구 강남대로47길 12,35593,35593
MA0101202406A0327617,알파카네,,3110905,방배노인종합복지관(이수중학교),서울특별시 서초구 방배천로2안길 110,94208,94208
MA010120220803555090,레빗홀,,3120047,한남오거리,서울특별시 용산구 독서당로 73,26392,26392
MA010120220809736312,카페에그,,3110272,신내1동주민센터,서울특별시 중랑구 봉화산로56길 87,55485,55485
MA010120220812062288,우토포스,,3120162,방배동카페골목,서울특별시 서초구 방배로39길 42-7,35023,35023
MA0101202409A0205839,디크레센도,,3110601,신월1동우편취급국,서울특별시 양천구 곰달래로14길 16-2,175769,175769
MA010120220804115852,카페파이나무,,3120249,고덕역,서울특별시 강동구 동남로71길 32,25036,25036
MA0101202305A0103329,매머드익스프레스,압구정역점,3120188,압구정역,서울특별시 강남구 압구정로30길 12,38936,38936
MA010120220800511680,까소엔더카페,,3110643,강서구다솔마을,서울특별시 강서구 방화대로6가길 1,65814,65814
MA010120220812122728,팔라우,,3110965,언주역 6번,서울특별시 강남구 논현로102길 57,106701,106701
MA010120220800716259,까치다방,,3110713,구로보건소,서울특별시 구로구 구로중앙로28길 59,167966,167966
MA010120220808316604,아마스빈,,3110507,명지대학교,서울특별시 서대문구 거북골로 33,60473,60473
MA0101202409A0073191,보라카페,,3120097,충정로역,서울특별시 서대문구 충정로 29,44498,44498
MA010120220812087129,탐앤탐스커피,,3120066,장한평역(장한평),서울특별시 동대문구 장한로 20,35095,35095
MA0101202209A0043564,고양이다락방,,3120094,"신촌역(신촌역, 신촌로터리)",서울특별시 서대문구 연세로 25-1,55066,110132
MA0101202307A0023645,만족커피신촌,연세대점,3120094,"신촌역(신촌역, 신촌로터리)",서울특별시 서대문구 연세로 25-1,55066,110132
MA010120220806389735,다란채,,3110983,국립국악고등학교,서울특별시 강남구 개포로38길 18,113119,113119
MA0101202311A0039687,옐라보나,,3120012,대학로(혜화역),서울특별시 종로구 창경궁로 254,32611,32611
MA0101202302A0094420,안리커피,,3110406,도봉산역 1번,서울특별시 도봉구 도봉산4가길 6-5,25430,25430
MA0106202201A0153267,커피빈도심공항점,코리아,3001496,강남 마이스 관광특구,서울특별시 강남구 테헤란로87길 22,10550,63300
MA010120220802108513,할리스도심2,공항점,3001496,강남 마이스 관광특구,서울특별시 강남구 테헤란로87길 22,10550,63300
MA0101202306A0101069,코리아케이푸드베르체도심공항,터미널점,3001496,강남 마이스 관광특구,서울특별시 강남구 테헤란로87길 22,10550,63300
MA010120220811876496,앤레커피,코엑스점,3001496,강남 마이스 관광특구,서울특별시 강남구 테헤란로87길 22,10550,63300
MA010120220801040732,할리스커피도심,공항점,3001496,강남 마이스 관광특구,서울특별시 강남구 테헤란로87길 22,10550,63300
MA010120220801067122,시애이,,3001496,강남 마이스 관광특구,서울특별시 강남구 테헤란로87길 22,10550,63300
MA010120220803969480,카페로담,,3120076,수유역,서울특별시 강북구 도봉로89길 9,63583,63583
MA010120220800041237,다인스카페,연지점,3120013,이화사거리,서울특별시 종로구 율곡로 190,73495,73495
MA0101202406A0509846,오늘의순이,,3110362,우이천 계성교,서울특별시 강북구 노해로23길 50,109621,109621
MA0101202411A0171635,명동브라더스-머슬걸즈888,,3120028,명동(명동거리),서울특별시 중구 명동8길 37-9,35641,71282
MA0101202411A0173999,케이엘형제-갤럭시케이팝,,3120028,명동(명동거리),서울특별시 중구 명동8길 37-9,35641,71282
MA010120220804033932,에스프레소웍스&브래드웍스,,3120194,언주역(차병원),서울특별시 강남구 논현로113길 7,41622,41622
MA010120220806512632,메가엠지씨커피창동대우점,,3110399,창2동주민센터,서울특별시 도봉구 덕릉로63가길 17,176917,176917
MA010120220808194824,공사공삼,,3120032,충무로역,서울특별시 중구 퇴계로44길 28,28479,28479
MA010120220811452618,더벤티중화,중앙점,3110251,장안중학교,서울특별시 중랑구 동일로 774,238996,238996
MA010120220800600809,솔리드웍스,,3120096,"이화여대(이대역, 이대)",서울특별시 서대문구 이화여대길 88-3,29437,29437
MA0106202201A0153537,커피빈논현역6번출구앞점,,3120185,논현역,서울특별시 서초구 강남대로 563,42393,42393
MA010120220800803200,커피빵앗간,,3110400,도봉구보건소,서울특별시 도봉구 도봉로133길 20,120182,120182
MA0101202306A0074315,베러먼데이,성신여대점,3120072,성신여대,서울특별시 성북구 보문로34길 63,28256,28256
MA010120220805539262,홈이디저트,,3110700,고척초등학교,서울특별시 구로구 고척로52길 86,363535,363535
MA010120220813497528,카페오늘,,3120018,중림동,서울특별시 중구 서소문로 38,18705,93525
MA010120220814009133,아재커피충정로점,,3120018,중림동,서울특별시 중구 서소문로 38,18705,93525
MA0106202408A0426242,매머드익스프레스충정로역센트럴,타워점,3120018,중림동,서울특별시 중구 서소문로 38,18705,93525
MA0101202311A0071966,플러스82충정로점,,3120018,중림동,서울특별시 중구 서소문로 38,18705,93525
MA010120220805143488,올리커피,,3120018,중림동,서울특별시 중구 서소문로 38,18705,93525
MA0101202406A0063220,귀족커피,,3120178,신사역,서울특별시 서초구 강남대로97길 17,51709,51709
MA0101202303A0025569,만월경,사당점,3120155,총신대학교,서울특별시 동작구 사당로2가길 107,46616,46616
MA010120220804869563,약천,,3120028,명동(명동거리),서울특별시 중구 명동7길 6,35641,35641
MA0101202406A0070158,레터스,,3110514,서대문우체국,서울특별시 서대문구 성산로20길 2,261851,261851
MA010120220807493338,홍제빽다방,삼거리점,3120095,홍제역,서울특별시 서대문구 통일로 426,96762,96762
MA0101202305A0156904,메가엠지씨커피중계학원가점,,3120085,은행사거리,서울특별시 노원구 한글비석로 235,14788,29576
MA010120220810489229,빽다방중계은행,사거리점,3120085,은행사거리,서울특별시 노원구 한글비석로 235,14788,29576
MA0101202411A0085239,코즈,,3111089,상일여고(상일초등학교),서울특별시 강동구 상일로 19,35633,35633
MA010120220809703960,카페유파이브,,3130035,방산종합시장(방산시장),서울특별시 중구 동호로 369,64309,64309
MA0101202308A0012230,이디야신대방앙크인베스트먼트,삼거리점,3120152,신대방삼거리역,서울특별시 동작구 상도로 78,39706,39706
MA0101202309A0005044,커피나무노원역점,,3120081,노원역,서울특별시 노원구 상계로1길 14-11,60896,121792
MA010120220813375456,떼루와노원,2호점,3120081,노원역,서울특별시 노원구 상계로1길 14-11,60896,121792
MA010120220809826398,놀숲사가정점,,3130112,사가정시장,서울특별시 중랑구 면목로48길 8,121970,121970
MA010120220803976999,카페홍,,3110375,서울북부고용노동지청,서울특별시 강북구 덕릉로40길 79,166844,166844
MA010120220811680299,더로투스,,3120188,압구정역,서울특별시 강남구 논현로167길 17,38936,38936
MA010120220812164813,서대문커피공장,,3110502,남가좌파출소,서울특별시 서대문구 가재울로14길 11,120665,120665
MA0106202408A0503911,투쿨포스쿨투쿨라운지,,3120186,가로수길,서울특별시 강남구 강남대로158길 33,28431,28431
MA0101202409A0158844,하루커피,,3110818,신대방역 3번,서울특별시 동작구 대림로 41,362180,362180
MA010120220802585268,메트로폴리티션,,3110559,성산중학교,서울특별시 마포구 토정로3안길 28,31237,31237
MA0101202409A0043551,주디마리,망원점,3110557,홍대부속여중고앞,서울특별시 마포구 동교로19길 101,52094,52094
MA010120220806515100,메가엠지씨커피하월곡동점,,3110318,KT월곡지사,서울특별시 성북구 오패산로3길 3,810779,810779
MA0106202405A0602581,앨리스토리커피양재,,3120182,"양재시민의숲역(양재동꽃시장, aT센터)",서울특별시 서초구 강남대로16길 16,32325,64649
MA0101202411A0069893,로프트하우스,,3110759,문래예술촌(문래창작촌),서울특별시 영등포구 도림로139길 6,67270,67270
MA0106202201A0153338,커피빈강북구청앞,코리아,3120076,수유역,서울특별시 강북구 한천로139길 25,63583,63583
MA0101202409A0118541,하삼동커피신림,난곡점,3110865,남강고등학교(남강중학교),서울특별시 관악구 법원단지길 28,691474,691474
MA010120220806358175,포라운지,,3120104,연남동(홍대),서울특별시 마포구 양화로21길 37,27328,27328
MA010120220803102226,민지,,3110166,구의1동주민센터,서울특별시 광진구 자양로 148,136040,136040
MA0101202302A0112534,콜리브리,,3120147,보라매역,서울특별시 동작구 여의대방로24길 22,75829,75829
MA010120220812203369,업,,3110552,성미산체육관,서울특별시 마포구 성산로 128,76703,153406
MA010120220800850849,카페모아마포중앙도서관점실로암인더스트리근로사업장,,3110552,성미산체육관,서울특별시 마포구 성산로 128,76703,153406
MA010120220800925891,모리커피,대학로점,3120012,대학로(혜화역),서울특별시 종로구 대학로10길 11,32609,32609
MA0101202409A0224064,소으니,,3110578,대흥역 2번,서울특별시 마포구 백범로 109-1,118742,118742
MA010120220806612106,강남북카페내일의북카페,,3120204,르네상스호텔사거리,서울특별시 강남구 언주로89길 9,56033,56033
MA010120220803876550,서울고무상사할리스종로5가점,,3130007,광장시장(광장전통시장),서울특별시 종로구 동호로 401,62075,62075
MA010120220805380095,커피에반하다하월곡동점,,3110316,숭곡초등학교,서울특별시 성북구 오패산로13길 17,192390,192390
MA010120220800835123,도화,,3110367,강북구청,서울특별시 강북구 한천로139가길 13,163940,163940
MA010120220803659667,커피나인,,3110212,답십리초등학교,서울특별시 동대문구 전농로3길 12,69385,69385
MA010120220804435844,샐러드&공리단길,,3130159,공릉동 도깨비시장,서울특별시 노원구 동일로180길 61-1,46106,46106
MA010120220806090690,럼버잭,,3110006,부암동주민센터,서울특별시 종로구 창의문로 151,4422,4422
MA0101202406A0070908,포모르,,3120229,방이동먹자골목,서울특별시 송파구 올림픽로34길 20,98533,98533
MA010120220805268525,더블코드,,3110630,공항시장역 1번,서울특별시 강서구 방화동로3길 35,121002,121002
MA010120220806445190,문랜딩,,3110090,한국폴리텍대학서울정수캠퍼스,서울특별시 용산구 장문로17길 3,202406,202406
MA010120220812388187,카페천국중구하센호텔점,,3110042,남산골공원옆,서울특별시 중구 필동로8길 77,54881,54881
MA010120220808191673,휘경아뜰리에,,3120065,회기역,서울특별시 동대문구 망우로 56-1,63139,63139
MA0101202303A0003711,매머드익스프레스공덕,오거리점,3120107,공덕역(공덕오거리),서울특별시 마포구 새창로 13,33993,33993
MA010120220812698278,컴포즈석관,시장점,3110333,돌곶이역 5번,서울특별시 성북구 돌곶이로18길 4,114864,114864
MA010120220806810367,스페이스바,,3110302,보문역 8번,서울특별시 성북구 보문로19길 7,36254,36254
MA010120220810039260,탐앤탐스상봉메가박스점,,3130106,중랑동부시장,서울특별시 중랑구 망우로 210,88670,88670
MA010120220802585414,코너스톤-엠,,3111080,굽은다리역 3번,서울특별시 강동구 양재대로134길 77,28573,28573
MA0106202201A0153510,커피빈새문안로점,코리아,3120003,광화문역,서울특별시 종로구 새문안로 91,11116,11116
MA010120220807026705,에이티에프앤비,,3120182,"양재시민의숲역(양재동꽃시장, aT센터)",서울특별시 서초구 강남대로 27,32322,32322
MA0101202307A0077866,카페이응,,3120247,굽은다리역,서울특별시 강동구 상암로 195,55450,55450
MA0101202309A0081495,메가엠지씨커피서초,양재점,3120181,교육개발원입구사거리,서울특별시 서초구 강남대로 156-2,28556,28556
MA0101202406A0303380,앳더코너,,3120213,삼성중앙역,서울특별시 강남구 봉은사로74길 13,48939,48939
MA010120220803002594,브루잉맨숀,,3110572,서강대역 1번,서울특별시 마포구 광성로6길 10,92038,92038
MA0101202212A0039912,타임투휠,,3110370,도봉세무서,서울특별시 강북구 솔샘로67길 20,213402,213402
MA010120220813703255,로찌커피,논현점,3120185,논현역,서울특별시 강남구 강남대로128길 4,42391,42391
MA0101202409A0153756,디데이원,,3120143,당산역,서울특별시 영등포구 당산로49길 14,44740,44740
MA0101202310A0078281,카페브니엘,,3110331,돌곶이역 8번,서울특별시 성북구 돌곶이로23길 17,119857,119857
MA010120220800472321,제이앤제이메드앤인베스트먼트,,3130268,상도전통시장,서울특별시 동작구 상도로 313,34115,34115
MA0101202311A0037706,메가엠지씨커피,신림양지병원점,3110877,신림역 8번,서울특별시 관악구 남부순환로 1649,110957,110957
MA0101202303A0098422,26카페,,3110356,덕수교,서울특별시 강북구 한천로170길 7,285137,285137
MA0101202406A0018216,안녕;커피야,,3120173,교대역(법원.검찰청),서울특별시 서초구 서초중앙로20길 29,50486,50486
MA010120220800138469,와하하커피,,3110040,중구회현체육센터(정화예술대남산캠퍼스),서울특별시 중구 소공로3길 12,51905,51905
MA010120220813273696,아임파이,,3110205,경희대삼거리,서울특별시 동대문구 회기로 116-1,102873,102873
MA0101202406A0216624,차차커피코성신여대역점,,3120072,성신여대,서울특별시 성북구 동소문로 119,28259,28259
MA010120220812137670,이디야신정,서부점,3110603,지향초등학교,서울특별시 양천구 신정로11길 50-15,30721,30721
MA010120220800195452,커피브라운,,3130191,홍대 걷고싶은 거리,서울특별시 마포구 어울마당로 119,11956,11956
MA010120220803303077,구엄품,,3110958,역삼역 4번,서울특별시 강남구 테헤란로25길 47,101905,101905
MA010120220803387874,메가커피신곡,시장점,3110606,신한은행 신월동지점,서울특별시 양천구 신월로 175,481184,481184
MA0106202406A2464775,스타벅스,보라매공원R,3120151,보라매공원,서울특별시 동작구 보라매로5길 35,33199,33199
MA010120220812352181,워더커피,,3120077,미아역,서울특별시 강북구 도봉로53길 16,76503,76503
MA010120220803896066,꾸띠에,,3110313,안암역 3번,서울특별시 성북구 안암로 69-1,80369,80369
MA010120220808515880,이디야,,3110068,남영역 1번,서울특별시 용산구 원효로 257,97378,97378
MA010120220806487015,유니드마이요거트,신사점,3120186,가로수길,서울특별시 강남구 강남대로162길 27-6,28432,28432
MA0101202305A0082390,투썸플레이스청구역점,,3110052,장충초등학교,서울특별시 중구 다산로 185,611347,611347
MA010120220813436395,인샤인카페,,3120131,가산디지털단지,서울특별시 금천구 가산디지털1로 145,4265,4265
MA0101202210A0090714,글리풀커피,,3110237,메가박스 상봉,서울특별시 중랑구 망우로30길 8,97691,97691
MA010120220813584835,캔픽,,3120213,삼성중앙역,서울특별시 강남구 테헤란로79길 51,48934,48934
MA010120220805210178,24시무인셀프카페,장안점,3120067,장안동사거리,서울특별시 동대문구 장한로26길 32,53408,53408
MA010120220800124120,덕수궁전통차전문,,3120020,시청역_1번,서울특별시 중구 서소문로 109,3756,7512
MA0101202409A0022693,브루다시청,,3120020,시청역_1번,서울특별시 중구 서소문로 109,3756,7512
MA0101202409A0158804,블랙앤크림커피바,,3111006,석촌고분역 1번,서울특별시 송파구 삼학사로19길 30,161095,161095
MA010120220812720337,쿼츠,,3120044,삼각지역,서울특별시 용산구 한강대로 158,28380,28380
MA010120220800950813,나무,,3120207,선정릉역,서울특별시 강남구 봉은사로63길 12,38319,38319
MA010120220809902636,소마드로잉카페송리단길점,,3111013,송파나루역 1번(송리단길),서울특별시 송파구 오금로16길 10,41624,83248
MA010120220805838493,웰하우스,,3111013,송파나루역 1번(송리단길),서울특별시 송파구 오금로16길 10,41624,83248
MA0106202201A0153342,커피빈내방역7번출구유중아트점,코리아,3120164,내방역,서울특별시 서초구 방배로 178,31404,31404
MA010120220800599549,랩로스팅카페,,3110477,은평세무서,서울특별시 은평구 서오릉로 9,39908,39908
MA0101202303A0093153,카페비유,,3110625,신정2동주민센터,서울특별시 양천구 신목로5길 4,48386,48386
MA010120220805703964,봉자라떼,,3120158,녹두거리(대학동),서울특별시 관악구 신림로11길 18,25848,25848
MA010120220803942484,빈스커피,,3110557,홍대부속여중고앞,서울특별시 마포구 월드컵북로7길 8,52096,52096
MA010120220803647639,카페아임,,3120062,신설동역,서울특별시 동대문구 천호대로 23,54453,54453
MA010120220810218638,삼각카페,,3120040,용산전자상가(용산역),서울특별시 용산구 새창로 147,43403,43403
MA010120220803664510,선길,,3110188,용두동신동아아파트,서울특별시 동대문구 천호대로16길 16,140713,140713
MA010120220806821773,하루샐러드,,3120169,서초역,서울특별시 서초구 법원로1길 11,27475,82425
MA0101202306A0052799,카페엘,,3120169,서초역,서울특별시 서초구 법원로1길 11,27475,82425
MA010120220814224048,고품격커피공장,,3120169,서초역,서울특별시 서초구 법원로1길 11,27475,82425
MA0101202406A0057455,카페인중독,성신여대점,3120072,성신여대,서울특별시 성북구 동소문로20나길 47,28258,28258
MA0101202406A0377086,커피360,,3110150,중곡1동 마을마당,서울특별시 광진구 동일로 360,175662,175662
MA010120220812914468,빽다방구산역점,,3120088,구산역,서울특별시 은평구 연서로 129,47233,47233
MA010120220814311034,120겹파이,망원점,3110540,망원나들목체육관,서울특별시 마포구 희우정로 129-10,114541,114541
MA010120220814052463,리턴하루커피,,3111069,천호1동주민센터,서울특별시 강동구 천중로27길 70,508336,508336
MA0106202406A2465402,스타벅스,사가정역,3120068,사가정역,서울특별시 중랑구 면목로 310,20231,20231
MA0101202406A0128964,커피와사람들,,3110451,증산역 4번,서울특별시 은평구 증산로 319,232467,232467
MA010120220811781219,아이도넛케어,,3110082,용산구청,서울특별시 용산구 이태원로20가길 4,17351,17351
