상가업소번호,상호명,지점명,kakao_score,kakao_reviewCount,naver_score,naver_reviewCount
MA010120220809576129,잎차,,4.1,20.0,,209
MA0101202311A0017191,자고로커피,,4.4,10.0,,
MA010120220800204559,자마레코드,,,,,134
MA010120220800886336,자마이카,,5.0,1.0,4.15,0
MA0101202311A0092392,자마이카커피,,,,,0
MA010120220811834786,자모크,,,,,4
MA010120220803975482,자모크커피,수유점,,,4.3,0
MA010120220806609849,자몽밀크티,,,,,0
MA0101202409A0034113,자몽자몽,신대방점,5.0,2.0,,0
MA0101202305A0002748,자무쉬,,4.5,14.0,,31
MA010120220800030119,자스,,5.0,3.0,4.44,11
MA010120220804461934,자스,,4.0,1.0,4.44,11
MA010120220803398107,자스아일랜드,,,,,28
MA010120220811700427,자양다방,,4.2,13.0,,113
MA010120220813029445,자양제일커피,,4.7,12.0,,27
MA010120220802273136,자여느향,,,,,
MA010120220806011983,자연물들이기,,1.0,1.0,,
MA010120220801659341,자유,,,,4.42,38
MA010120220809697039,자유,,3.8,6.0,4.42,38
MA010120220803605695,자이데커피,,,,,
MA0101202305A0170538,자이데커피,대청점,,,,
MA010120220807386355,자작나무,,2.0,4.0,4.35,9
MA010120220812508173,자작나무,,4.3,16.0,4.35,9
MA010120220812912893,자작나무,,5.0,14.0,4.35,9
MA010120220800223084,자작나무이야기,,4.1,44.0,4.32,433
MA010120220810230559,자작카페핸리,,,,,
MA010120220808359846,자코커피,,5.0,4.0,4.57,10
MA010120220800041690,자후,,,,,7
MA0101202305A0141516,작고귀엽고소중해,,5.0,10.0,,55
MA010120220803978080,작약,,,,,304
MA0106202306A0582702,작약,,4.4,26.0,,304
MA0101202303A0041302,작업실,,,,,101
MA010120220814362892,작업실01,,4.4,42.0,4.98,380
MA0101202406A0166259,작업실301,,,,,58
MA010120220801789787,작은나무,,,,4.0,0
MA0101202409A0233282,작은다과점,,5.0,2.0,,1
MA0101202406A0170640,작은따옴표,,4.7,38.0,5.0,253
MA010120220802474883,작은식당,,5.0,1.0,4.45,12
MA010120220800599218,작은카페,,3.9,8.0,4.9,97
MA010120220807113195,잔별,,5.0,3.0,4.44,8
MA010120220812139162,잔상,,4.4,44.0,4.93,531
MA0101202306A0105744,잔상,,5.0,9.0,4.93,531
MA0101202406A0517663,잔존커피,,5.0,10.0,,20
MA0101202309A0002880,잘루,,4.5,15.0,,123
MA010120220808058011,잠시;휴식,,,,,1
MA010120220800050864,잠실그릴샐러드&더쥬스,데일리,3.4,14.0,,223
MA010120220804269865,잠실동빈스토리,,,,,
MA010120220808697762,잠실빽다방,신천점,3.9,14.0,4.45,59
MA010120220811893146,잠원커피,,4.6,15.0,,60
MA0101202210A0101629,잡을손,,4.4,15.0,,152
MA010120220810313254,장군커피,,,,4.72,0
MA010120220813741013,장꼬방찹쌀떡,,4.2,9.0,4.46,892
MA0101202406A0357669,장마가시작될때,,4.4,9.0,,135
MA010120220800680517,장미다방,,,,,0
MA010120220813527312,장미커피숍,,,,,0
MA010120220800259925,장산다방용산,용문점,,,,
MA010120220813043406,장수부띠끄,,,,,
MA010120220813519329,장수커피,,,,,37
MA0101202211A0060542,장승배기로164,,,,,
MA010120220811639550,장안생활cafe,,4.3,19.0,4.68,140
MA010120220808488211,장안퍼펙트,,5.0,1.0,,
MA010120220806866804,장일커피숍,,,,,
MA0101202406A0268039,재:주문리-오-더,,,,,6
MA010120220813738806,재뉴어리,,,,,473
MA010120220800178626,재미난조각가,,3.2,41.0,,
MA010120220804422149,재미난조각가,,2.6,33.0,,
MA0101202406A0572800,재성에프앤비,,,,,
MA010120220807483740,재신,,,,,5
MA0101202406A0125498,재즈피넛,,5.0,30.0,,13
MA010120220811999682,재해석,,3.5,63.0,,610
MA0101202411A0001131,재해석,석촌점,3.5,48.0,,610
MA010120220813165717,잭팟잉글리쉬,,,,,
MA0101202210A0035506,잼아웃,,,,,41
MA0101202211A0089983,잼카페,코리아,,,,6
MA010120220802960491,잼커피,,5.0,3.0,4.11,32
MA010120220803576142,잼툰,,,,,
MA010120220808625720,쟈니스커피,,5.0,2.0,4.42,2
MA010120220810234788,저기커피로스터스,,5.0,4.0,4.86,24
MA010120220812138755,저스트단비,,,,,822
MA010120220803285518,저스트로맨틱,,4.7,54.0,4.7,148
MA010120220813167101,적당,,,,4.45,"2,115"
MA010120220800233295,전광수커피,,5.0,1.0,4.43,144
MA010120220803903930,전광수커피숍고대점,,4.2,13.0,,
MA0101202305A0175726,전광수커피에스프레소,,4.1,8.0,4.62,0
MA010120220803863380,전광수커피에스프레소강북삼성,병원점,,,4.62,0
MA010120220803500913,전광수커피하우스명동성당점,,2.6,32.0,4.34,186
MA0101202409A0074809,전광수커피하우스북한산점,,4.3,22.0,4.43,144
MA010120220811824471,전광수커피하우스학동,사거리점,4.1,7.0,,
MA010120220800470004,전문건설공제조합상조회,,,,,
MA010120220800009220,전통다원,,4.5,12.0,,"1,348"
MA0101202307A0103740,전통찻집,,4.0,31.0,,139
MA010120220809334523,전통찻집담소,,5.0,2.0,4.64,17
MA0101202308A0007615,점보화이트커피&티,,,,,5
MA010120220800804852,정,,,,4.41,651
MA0101202406A0145132,정,상암점,5.0,2.0,4.41,651
MA010120220810002776,정,,3.0,2.0,4.41,651
MA010120220806519307,정;카페,,5.0,2.0,4.5,2
MA0101202406A0435422,정감부엌,,4.5,2.0,,0
MA010120220813456630,정그리다,,3.2,75.0,,297
MA010120220812198316,정글주스,,5.0,4.0,,0
MA0101202409A0095272,정글주스테헤란로한신점,,,,,
MA0101202411A0129785,정글푸르츠,,,,,
MA010120220804179504,정남,,,,4.45,0
MA010120220805242479,정다방,,4.2,15.0,4.13,2
MA010120220800206029,정다방,,,,4.13,2
MA010120220803946706,정다방,,,,4.13,2
MA010120220804353822,정다방,,,,4.13,2
MA010120220811219401,정다운,,,,,3
MA010120220810328311,정동커피,,5.0,3.0,4.44,"1,255"
MA010120220804903272,정릉동커피,,5.0,10.0,,57
MA010120220805121547,정말커피,,4.3,4.0,,4
MA0101202406A0410182,정베이커리카페,,5.0,1.0,,3
MA010120220802906010,정상F&B,,,,,
MA010120220805125576,정성다방,,4.5,11.0,4.57,84
MA010120220811465022,정스디저트,,,,4.71,76
MA010120220804425688,정아네,,,,4.37,17
MA0101202311A0016957,정앤리,,,,,
MA0101202406A0308963,정오,,,,,80
MA010120220800368217,정우커피,,,,,206
MA0101202212A0056493,정원들,,5.0,31.0,,281
MA010120220800253143,정원이있는국민책방,,4.5,34.0,4.37,379
MA010120220803248689,정월,,3.4,111.0,,"1,811"
MA010120220803311745,정이네커피상점,,,,,
MA0101202406A0502953,정이있는차,,3.7,6.0,,48
MA010120220811288960,정이정,,,,,446
MA010120220809134944,정자매카페,,5.0,2.0,,116
MA010120220807096965,정정,,,,,994
MA010120220800036614,정주,,3.5,22.0,4.31,116
MA0101202212A0033040,정커피,,,,,1
MA0101202409A0248562,정커피,,5.0,1.0,,1
MA010120220803342878,정커피숍,,,,,0
MA010120220802161525,정코퍼레이션,,,,,0
MA0101202303A0068201,정현시스템,,,,,
MA010120220807153939,제1보급소,,3.8,16.0,4.3,63
MA010120220804194915,제너러스커피,,,,4.62,2
MA010120220809703351,제너럴커피,,4.9,13.0,,0
MA010120220808358602,제너럴포스트오피스,,,,,
MA0101202406A0433123,제너럴플라워&카페,,,,,
MA010120220800470771,제너시스에프앤비노량진지점주,,,,,
MA010120220806899023,제네럴스토어,,4.7,3.0,4.46,24
MA010120220807580091,제네베라스페이스,,4.3,3.0,,53
MA010120220808707874,제뉴어리퍼스트,,2.7,6.0,4.71,43
MA010120220812090906,제뉴어리피크닉,,3.7,30.0,,473
MA0101202406A0523408,제니스,,5.0,3.0,4.49,135
MA010120220806270631,제니스커피,,,,,15
MA0101202303A0045676,제니스키친앤드커피,,4.4,7.0,,17
MA010120220804368069,제니아카페,,,,4.42,556
MA010120220804221020,제니텍컨설팅주,,,,,
MA0101202306A0110669,제도,,4.5,4.0,,1
MA0101202306A0046321,제로미카페,,,,,3
MA0101202411A0175317,제로쓰로,,4.7,9.0,,55
MA0101202303A0081146,제로카페,,4.6,37.0,,0
MA010120220814093272,제로커피광장,시장점,3.0,5.0,,7
MA010120220803023780,제로투식스티커피,,,,,15
MA010120220800039668,제비꽃다방,,4.3,47.0,4.63,308
MA010120220813381787,제아갸또,삼성점,4.0,9.0,,
MA0101202211A0030001,제원에프엔비플리퍼스연남,2호점,,,,
MA0101202211A0018432,제원에프엔비플리퍼스연남,1호점,,,,
MA010120220812077188,제이,,,,4.44,236
MA010120220811824332,제이.히든하우스,,2.9,48.0,4.38,749
MA0101202210A0050171,제이그램,,,,,4
MA010120220809942377,제이네가게,,,,4.58,424
MA010120220800056622,제이드커피,,5.0,6.0,,44
MA0101202406A0342507,제이든커피,,4.3,20.0,,7
MA010120220803115683,제이든커피,,4.3,20.0,,7
MA0106202410A0428092,제이든커피로스터스JDCR,,,,4.62,235
MA010120220803780165,제이디공방,,,,,
MA010120220808231740,제이럭,,,,,
MA010120220805736431,제이브로빈스,,,,,
MA010120220805190472,제이브릿지,,,,,
MA010120220808587517,제이스로뎀트리,,5.0,4.0,4.25,2
MA010120220802949854,제이스커피,,,,4.25,2
MA010120220801073566,제이스커피랩,,3.9,17.0,4.75,1
MA0106202201A0154653,제이스커피랩,,,,4.75,1
MA0106202201A0154652,제이스커피랩,,,,4.75,1
MA010120220810256699,제이스퀘어,,4.3,12.0,4.17,17
MA010120220805060797,제이스킹커피창덕궁점,,5.0,7.0,4.37,8
MA010120220812069885,제이스파크,,3.6,9.0,4.36,178
MA0101202307A0047253,제이시즌,,,,,
MA010120220803669276,제이식스,,2.6,8.0,4.08,44
MA010120220812692918,제이알테크,,,,,
MA010120220808251448,제이앤씨스위트,,,,,
MA010120220800472321,제이앤제이메드앤인베스트먼트,,,,,
MA0101202311A0032273,제이앤제이카페,,5.0,1.0,,6
MA010120220808655930,제이앤코티에,,,,,3
MA010120220807673413,제이앤피브라더스,,,,,
MA010120220805466113,제이어스에프엔비,,,,,
MA010120220806367090,제이에스라운지,,,,,1
MA010120220810068109,제이에스아트테인먼트,,,,,
MA010120220806312812,제이에스위드,,,,,
MA010120220809728039,제이에스푸드마침내카페.크로와플,,4.6,42.0,,
MA010120220812514364,제이에스홀딩,,,,,
MA010120220813429232,제이에이치대학로무대,,,,,
MA010120220800164699,제이엔알,,,,,12
MA010120220813223669,제이엠,,,,4.39,4
MA0101202409A0119922,제이엠coffee씨젠의료재단점,,,,,
MA010120220813257946,제이엠지아이엔씨3,,,,,
MA0106202411A1923931,제이엠커피그룹,,4.0,1.0,,
MA010120220813609858,제이엠티,,,,,0
MA010120220803369313,제이오케이컴퍼니강남커피온리,,,,,
MA010120220806523765,제이오케이컴퍼니커피온리,잠실점,,,,
MA0101202409A0013975,제이와이아이앤디,,,,,
MA010120220812908131,제이와이푸드솔루션,,,,,
MA010120220806576685,제이원플러스,,5.0,1.0,,7
MA010120220801249129,제이이글로벌주,,,,,
MA010120220805158085,제이제이그룹,,,,4.4,127
MA010120220812760390,제이제이카페,,4.1,10.0,4.35,180
MA010120220812199113,제이츠커피브루어스,,4.3,19.0,4.52,248
MA010120220809596363,제이카페,,,,,14
MA0101202409A0137578,제이카페,,,,,14
MA010120220814026148,제이콜라보,,,,4.52,14
MA010120220804068500,제이큐리아서티,,,,,
MA010120220805160596,제이투투자파트너스,,,,,
MA0106202303A1149282,제이티에스컴퍼니,,,,,
MA010120220802893636,제이티인터내셔널광진구지점,,,,,
MA0101202310A0047482,제이플라워카페,,5.0,2.0,4.35,205
MA010120220804418485,제이플러스유,,,,,
MA010120220804339669,제이플로,,,,,
MA010120220803854259,제일공간,,,,4.94,293
MA010120220809274647,제일문구,,,,,4
MA010120220803106068,제일에프앤비한우리지점,,,,,
MA010120220806647746,제일커피,,4.8,20.0,4.5,41
MA0106202403A0116887,제일푸드델리,,,,,0
MA010120220811238613,제일휴게음식점,,,,,1
MA010120220805238495,제제커피,,,,4.5,1
MA010120220810444632,제주스,,,,,24
MA010120220810544517,제주스,,2.0,1.0,,24
MA0101202306A0109569,제주스,,,,,24
MA010120220800905116,제주스gfc몰점,,,,,2
MA010120220807046206,제주스강남고속,터미널점,2.0,1.0,,
MA0101202409A0239379,제주스강남신분당선점,,,,,
MA0101202306A0086242,제주스문정법조타운한양,타워점,4.5,19.0,,3
MA0101202411A0018662,제주스송파개롱역점,,1.5,6.0,,53
MA010120220813384187,제주스을지트윈,타워점,,,4.39,7
MA010120220806564110,제주스플러스제주스전경련회관점,,,,,
MA0101202406A0304106,제주스홈플러스상암,월드컵점,2.8,5.0,,164
MA010120220806532046,제주시성수동,,,,,
MA0101202303A0025685,제주역카페,,2.9,14.0,,237
MA0101202406A0269446,제주커피집케이터링,,,,,
MA0101202406A0498121,제주한방약초카페,,5.0,1.0,,3
MA0101202308A0045888,제트앤아이대부파트너스,,,,,
MA010120220803154211,제트커피,,3.7,6.0,4.24,18
MA0101202306A0055564,제트커피강남을지,병원점,5.0,1.0,,3
MA010120220804489112,제퍼강남주,,,,,
MA010120220800284982,제퍼커피,,4.0,7.0,5.0,2
MA010120220804841627,제퍼커피을지로입구역점,,,,,
MA0101202406A0390989,제프커피,,4.5,4.0,,52
MA010120220807823025,젠,,4.8,8.0,4.17,24
MA0101202308A0083175,젠마릴,,3.7,3.0,,7
MA010120220803328838,젠제로,,4.4,261.0,4.63,"1,446"
MA010120220810093643,젠젠,성수점,3.5,50.0,,350
MA010120220813479452,젠트레이디,,3.6,8.0,4.37,20
MA010120220804463531,젠틀커피,,,,,463
MA0101202406A0181955,젤라떼리아단;사이,,4.9,15.0,,21
MA010120220812886167,젤라떼리아랄베로디징코,,4.5,56.0,,
MA0101202406A0004839,젤라또먼트,,4.8,38.0,,101
MA0101202409A0249905,젤라또피케카페한남,,4.9,45.0,,21
MA0101202406A0062101,젤라쿠키,,5.0,1.0,,0
MA0101202406A0505684,젤로디,,,,,24
MA0101202311A0034669,젤르커피,,4.9,18.0,,1
MA010120220813269216,젬스커피,,4.1,7.0,4.4,4
MA0101202307A0001427,져니,,,,,164
MA0101202302A0036296,조블라,,4.8,17.0,,348
MA010120220808269884,조선커피,,4.3,14.0,4.67,2
MA0101202301A0090675,조선커피,,5.0,2.0,4.67,2
MA010120220812024270,조선커피,,4.6,5.0,4.67,2
MA010120220812485831,조선커피FACTORY,,2.0,1.0,4.59,12
MA010120220800002867,조셉의커피나무,,4.2,55.0,4.38,423
MA0101202409A0232392,조셉프렌치,,4.8,4.0,,11
MA010120220813879673,조쉬윌로우커피,,,,,
MA010120220804212024,조스테이블주,코리아,,,,
MA010120220806925462,조아테크,강동지점,,,,
MA010120220804546755,조앤도슨,,4.2,166.0,4.78,"2,187"
MA0101202406A0287163,조앤도슨티룸,,5.0,1.0,,64
MA010120220803818522,조양커피,,,,4.64,0
MA0101202307A0028272,조우,,5.0,3.0,4.68,216
MA0101202409A0112004,조은Bean,,5.0,7.0,,1
MA0101202411A0109150,조은cafe,,,,,0
MA010120220800024794,조은날,,,,,16
MA0101202308A0005961,조이무인카페,,,,,0
MA0101202303A0011317,조이커피,,4.0,4.0,,203
MA010120220800756955,조이커피,,,,,203
MA0101202305A0012401,조이프,,5.0,4.0,,
MA0101202301A0054143,조인스위드,,,,,
MA010120220808645884,조인커피,,,,4.67,12
MA010120220810157820,조인핸즈네트워크,,,,,
MA010120220808130372,조프리케이크JOFREECAKE,,,,4.34,"1,719"
MA010120220805536391,조해산업디앤엠,,,,,
MA010120220814097015,종로1번지,,,,,
MA010120220808614735,종로강남한의원식품사업부더쌍화,서초점,,,,
MA0101202406A0463241,종로당1994,,,,,
MA010120220812408900,종로살롱,,3.9,14.0,4.52,"5,679"
MA010120220810424326,종로시장,,,,4.42,"1,652"
MA010120220813384704,종로식품사업부더쌍화,강남한의원,,,,
MA0101202302A0017976,종로식품사업부더쌍화,강남한의원,4.5,56.0,,
MA010120220800041482,종로식품사업부더쌍화,강남한의원,4.5,56.0,,
MA0101202305A0143204,종로식품사업부더쌍화,강남한의원,4.5,2.0,,
MA010120220811780242,종로식품사업부더쌍화커피,강남한의원,,,,
MA010120220803255672,종묘전통다원,,5.0,4.0,,5
MA010120220807327909,종이배커피,,3.5,6.0,,4
MA010120220808445680,종이숲,,5.0,10.0,,115
MA010120220800573812,좋앗나,,3.8,20.0,4.39,154
MA010120220811967536,좋은날,,,,,8
MA010120220812332511,좋은날,,,,,8
MA010120220803594004,좋은날,,,,,8
MA010120220811753124,좋은날,,2.5,30.0,,8
MA010120220812350358,좋은날,,5.0,1.0,,8
MA010120220813336908,좋은상인,,,,4.32,26
MA010120220814029693,좋은아침커뮤니케이션즈,,,,,
MA010120220802516487,좋은이름.좋은카페,,,,,
MA010120220814335806,좋은피플,,,,,
MA010120220808073779,좋은하루,,,,4.16,14
MA010120220813947895,죠-지서울,,,,4.37,"1,054"
MA0101202406A0536722,죠스커피문정,본점,,,,6
MA010120220813730172,죠스테이블,,5.0,2.0,4.71,1
MA010120220813578096,죠아찌쥬스,,,,,0
MA010120220809606916,죠이프레소,,,,4.0,0
MA010120220806663630,주고쥬스,,5.0,2.0,4.5,0
MA0101202411A0070254,주기율,,4.5,20.0,,120
MA0101202406A0408327,주기율,,4.5,20.0,,120
MA0101202406A0317410,주노스카페,,5.0,2.0,4.42,6
MA010120220800792689,주니빈,,5.0,12.0,4.27,2
MA010120220802938759,주니아,서교점,,,,16
MA0101202409A0157653,주니아샐러드&샌드위치길음역점,,5.0,1.0,,16
MA010120220809624514,주니카페,,,,4.28,4
MA0101202409A0043551,주디마리,망원점,,,,188
MA010120220809569949,주머니,,,,3.86,0
MA0101202406A0338518,주민카페휴,,4.7,3.0,,1
MA010120220804045665,주민커피,,,,,63
MA010120220808151949,주빈,,3.6,19.0,4.38,91
MA010120220800362545,주빈커피마에스더,,,,4.35,38
MA010120220800785405,주성코퍼레이션,,,,,
MA010120220801039580,주스집,,5.0,2.0,,0
MA010120220813633314,주식커피코시나,,,,,
MA0101202305A0031219,주아루엘르,,5.0,7.0,,65
MA010120220809307330,주원디케이청춘124남영,1호점,,,,
MA0101202309A0016855,주원에이치케이영업소,,,,,
MA0101202406A0055628,주책다방,,5.0,4.0,,27
MA0101202406A0096804,주캉틴파리공원점,,3.5,2.0,,
MA010120220805197388,주커피,가든파이브점,,,4.39,13
MA010120220800362360,주커피,,3.5,2.0,4.39,13
MA010120220808823917,주택커피,,4.0,7.0,4.55,276
MA010120220808810510,주택커피견과로운생활,,4.2,5.0,,
MA0106202201A1411889,주희스커피,,,,,
MA010120220813958293,준,,,,,20
MA0101202310A0054013,준혁티스프레소,,,,,
MA010120220800944785,준희빈다방,,,,,
MA010120220808518879,줄스커피,,5.0,1.0,,0
MA0101202210A0055823,줌까페복,,,,,
MA010120220809579915,중랑커피호프,,,,4.55,0
MA010120220810406470,중선에프앤비,,,,,
MA0101202301A0070952,중앙상회,,5.0,1.0,,16
MA010120220813222107,중앙커피숍,,,,,113
MA010120220803229230,중용,,,,,
MA010120220803250395,쥐구멍,,4.9,9.0,4.83,24
MA010120220811855947,쥐비스토어카페,,5.0,11.0,4.67,18
MA0101202409A0010910,쥐쥐앤비카페,,,,,
MA0101202309A0013563,쥬리스크림하우스,,4.1,14.0,,429
MA010120220800456176,쥬마뺄,,4.2,56.0,4.51,250
MA010120220810378412,쥬빌리마을카페,,,,,0
MA010120220814154256,쥬스&후르츠,,,,,12
MA010120220808358241,쥬스나무,,5.0,1.0,4.23,2
MA0101202409A0036061,쥬스샵,,5.0,1.0,4.65,4
MA010120220805313986,쥬스식스,강남역점,,,4.29,2
MA010120220800779808,쥬스식스,,,,4.29,2
MA010120220806620084,쥬스식스뚝섬역점,,5.0,5.0,,
MA010120220800893253,쥬스앤아이,,,,,1
MA0101202309A0006227,쥬스쿨,,,,,0
MA010120220805887683,쥬시,,4.2,6.0,4.34,2
MA010120220804254850,쥬시,서일대점,4.0,4.0,4.34,2
MA0101202305A0145476,쥬시&차얌홈플러스,시흥점,,,,0
MA010120220804728636,쥬시시립대점,,4.0,5.0,4.4,8
MA010120220808424347,쥬시영등포구청역점,,2.1,25.0,4.25,0
MA010120220809331537,쥬씨,공덕점,2.4,9.0,,0
MA010120220809962723,쥬씨,,5.0,4.0,,0
MA010120220803360630,쥬씨,난곡점,5.0,4.0,,0
MA010120220806508884,쥬씨,,3.5,12.0,,0
MA010120220805397999,쥬씨,,3.1,11.0,,0
MA010120220806619252,쥬씨,,4.7,3.0,,0
MA010120220810233191,쥬씨&와피,광운대점,4.7,3.0,,
MA010120220806908286,쥬씨&차얌,,4.4,29.0,,0
MA010120220803597841,쥬씨&차얌,,5.0,5.0,,0
MA010120220808413859,쥬씨&차얌,양재점,,,,0
MA010120220808425955,쥬씨&차얌구산역점,,,,,
MA010120220807929523,쥬씨&차얌상계역점,,,,,
MA010120220808521072,쥬씨&차얌서울여대점,,4.0,4.0,4.41,9
MA010120220814322122,쥬씨&차얌은행,사거리점,2.0,1.0,,1
MA010120220810880892,쥬씨&팔팔핫도그암사역점,,,,,0
MA010120220809990721,쥬씨강남고속,터미널점,4.7,3.0,,
MA010120220807069773,쥬씨건대,후문점,4.5,15.0,4.58,15
MA010120220809726530,쥬씨경복궁점,,3.5,79.0,4.49,13
MA010120220812854343,쥬씨구로깔깔거리&차얌,,2.1,16.0,4.37,26
MA010120220812139015,쥬씨굽은다리역점,,3.0,4.0,4.27,10
MA010120220807147790,쥬씨노량진점,,4.3,29.0,4.47,19
MA0101202211A0061468,쥬씨동대문,시장점,3.4,5.0,4.3,7
MA010120220813289656,쥬씨동덕여대점,,2.0,6.0,,1
MA010120220813947281,쥬씨뚝섬역점,,3.4,7.0,4.54,18
MA010120220803705421,쥬씨삼호가든,사거리점,4.7,3.0,4.58,4
MA010120220812279896,쥬씨상암,월드컵점,3.0,4.0,4.36,4
MA010120220812373437,쥬씨서울대녹두,거리점,4.4,30.0,4.41,16
MA010120220805373151,쥬씨선유도역점,,4.6,9.0,4.52,20
MA010120220808296186,쥬씨수서역점,,,,4.39,11
MA010120220813411383,쥬씨숭실대점,,5.0,1.0,4.18,3
MA010120220803071538,쥬씨압구정,2호점,4.4,8.0,4.61,44
MA010120220812725536,쥬씨앤고망고,,,,,
MA010120220802886709,쥬씨에이스하이테크시티점,,5.0,4.0,4.31,6
MA010120220800685829,쥬씨역삼상록회관점,,2.1,7.0,4.29,9
MA010120220812346557,쥬씨연희점,,5.0,4.0,4.51,12
MA010120220812934752,쥬씨영등포시장역점,,4.3,6.0,,14
MA010120220803911676,쥬씨월곡,홈플러스점,1.0,1.0,4.41,9
MA010120220805338386,쥬씨을지로다동점,,4.7,3.0,4.44,8
MA010120220805026025,쥬씨장승배기점,,,,4.47,19
MA010120220805861052,쥬씨중계,브라운스톤점,2.1,7.0,4.2,4
MA010120220810112329,쥬씨차얌,신대방역점,,,,0
MA010120220812639309,쥬씨차얌,,,,,0
MA0101202311A0069501,쥬씨차얌신월,이마트점,,,4.48,23
MA010120220805965955,쥬청과강남세곡점,,3.0,2.0,4.67,18
MA010120220800478795,쥬커피,,5.0,1.0,4.39,13
MA010120220811955806,쥬피토,,,,,1
MA010120220800228800,쥬피토Ⅱ,,,,,
MA010120220813484392,쥬히커피,,4.7,12.0,4.93,7
MA010120220802374397,쥴리스샵,,5.0,2.0,,
MA0101202411A0083352,쥴스커피하우스,,5.0,7.0,,7
MA010120220800624337,즐거운반딧불이,,5.0,2.0,,14
MA010120220810278536,즐거운찻집,,4.6,16.0,4.34,37
MA010120220804931905,증가로커피공방,,5.0,43.0,4.68,69
MA0101202409A0218753,지구캣,,2.0,1.0,,7
MA0106202408A0705913,지구커피,,,,,83
MA0101202406A0251494,지구화,,5.0,2.0,,19
MA0101202305A0008440,지금;여기,,,,,8
MA0101202406A0417205,지금;여기커피앤비어,,,,,
MA0101202310A0034307,지금은작전타임,,5.0,2.0,,22
MA010120220807440482,지금의세상,,,,,
MA010120220812269708,지금커피,,3.7,3.0,,4
MA0101202406A0201797,지누스,,,,,2
MA010120220808479572,지니,,5.0,12.0,4.29,9
MA0106202405A1135331,지니네밀크빙수,고척점,5.0,2.0,,6
MA0106202212A1134363,지니네일빙,,5.0,2.0,,
MA0101202411A0066086,지니스오븐,,,,,5
MA0101202303A0091719,지니스카페,,,,,2
MA010120220805521074,지니앤캐터피스,,5.0,18.0,,57
MA010120220803669458,지니어스아이씨엘,,,,,
MA0101202305A0196489,지니어스커피바,가산점,,,,35
MA0101202308A0038487,지니카페,,5.0,1.0,,14
MA010120220802834521,지니커피,,4.5,6.0,,15
MA010120220813322420,지니크,,,,,3
MA010120220800009105,지대방,,4.8,49.0,4.4,215
MA010120220801009876,지루크렛,,,,,
MA010120220800192069,지모,,2.5,2.0,,0
MA0101202311A0073037,지모닝,,,,,
MA010120220811812015,지베르니,,5.0,2.0,4.39,22
MA010120220808326375,지비스톤,,,,,
MA010120220805260228,지소현Roaster's커피,,4.4,13.0,,
MA010120220810063664,지속,,,,,31
MA0101202310A0088471,지스페이스,,,,,585
MA0101202307A0037469,지쓰리카페미뇽,코리아,3.0,2.0,,
MA010120220811990218,지씨,서초반포점,,,4.39,80
MA010120220808184646,지알레빗,,,,,
MA010120220805519031,지앤,,,,,0
MA010120220813098904,지엔터테인먼트,,,,,
MA010120220800446574,지엘카페,,,,,1
MA010120220804584775,지엠비,,,,,
MA010120220800977899,지오북카페,,4.3,8.0,4.23,36
MA010120220814384911,지오성,,,,,
MA0101202306A0074697,지오씨커피,,,,,183
MA0101202212A0100502,지오에프앤비,,,,,
MA010120220803507388,지원다방,,5.0,1.0,4.0,2
MA010120220800034358,지유가오카핫초메,,3.7,38.0,4.49,513
MA010120220803418094,지유명차,화곡점,3.7,3.0,,16
MA010120220813890282,지유명차,용산점,5.0,5.0,,16
MA010120220811223798,지유명차,압구정점,5.0,1.0,,16
MA0105202411E0000549,지유명차,방배점,,,,16
MA010120220813548176,지유명차연희점,,,,,
MA0101202406A0559375,지유엔유,,,,,
MA0106202407A2406061,지유엘,,5.0,3.0,,48
MA010120220800018127,지음,,4.8,4.0,4.52,194
MA010120220809658186,지음메디컬,,,,,
MA010120220806726902,지임커피,,,,,
MA010120220800259015,지져스커피,,4.3,8.0,4.47,27
MA0101202212A0092136,지져스커피총회본부점,,,,,10
MA010120220800030710,지중해,,4.8,4.0,4.41,"1,110"
MA010120220808169902,지중해,,,,4.41,"1,110"
MA010120220805414555,지지보드게임카페,,4.6,11.0,,
MA0106202403A0710461,지지지,,,,,1
MA0106202201A0730108,지지지,,,,,1
MA0101202210A0084404,지지커피맥주,,,,,
MA010120220800013834,지커뮨홀,,,,,
MA010120220814152484,지쿠커피,,,,4.73,11
MA010120220806855134,지풍승,,,,,
MA0101202306A0029525,지피디파운데이션,,,,,
MA010120220806664965,지피피엘,,,,,
MA010120220805246110,지하서재,,4.7,23.0,4.78,65
MA010120220802646959,지하실,,4.9,16.0,5.0,47
MA010120220800023292,지하철다방,,,,,0
MA010120220810056196,지현,,,,4.41,27
MA010120220808102633,지희,,,,,0
MA010120220803109758,진류,,,,4.65,133
MA010120220811696248,진명글로벌,,,,,1
MA0101202406A0444700,진미탕후루,,3.0,2.0,,0
MA010120220807086247,진부책방스튜디오,,4.4,44.0,,
MA010120220800973086,진서의정원,,4.3,7.0,4.19,70
MA0101202303A0056875,진소아,,5.0,13.0,,41
MA010120220800365413,진솔커피숍,,4.3,6.0,,1
MA010120220809984381,진스프레소,,5.0,2.0,,
MA010120220806551019,진실롱,,4.7,11.0,4.51,71
MA010120220805949413,진심커피,개봉점,4.6,10.0,,13
MA010120220809290656,진심커피,,5.0,2.0,,13
MA010120220814191377,진심커피,오목교점,5.0,7.0,,13
