,상가업소번호,법정동코드,고유번호,지번,상호명,지점명,TRDAR_CD,건축물면적(㎡),접한길이_m,도로2m이내접촉길이_m,교차로_존재_여부
7068,MA010120220800962704,1154510300,1.15451030010114e+18,114-9,커피트리,,3110731,167.5,0.0,0.0,False
7069,MA010120220812159068,1153010700,1.15301070010278e+18,278-25,폴리,,3110702,80.12,0.0,28.557183061624382,True
7070,MA0106202406A2465182,1168010400,1.16801040010006e+18,6-5,스타벅스,청담사거리,3120208,419.59,2.605178589708757,57.3206393048884,True
7071,MA010120220804790354,1159010200,1.1590102001021002e+18,210-213,에그카페24상도점,,3110831,94.99,0.0,34.09970945355205,True
7072,MA010120220806860365,1144012300,1.14401230010401e+18,401-34,마핑파,,3110544,123.17,2.228281966653587,40.27423529916921,False
7073,MA010120220810277442,1144012100,1.14401210010198e+18,198-14,닮아가다,,3120104,138.41,14.916369835970627,41.38757550295173,False
7074,MA0101202301A0056905,1130510200,1.13051020010437e+18,437-17,화임,,3110375,414.71,30.03825913474132,65.34418905850994,False
7075,MA010120220812650776,1111011900,1.11101190010081e+18,81-3,세종문화회관카페베네,,3120003,12001.0,65.95757343725118,136.6624670319402,True
7076,MA010120220812966782,1121510700,1.12151070010033e+18,33-29,프롬커피로스터스,,3110142,106.92,13.55268220125898,43.75189628961589,False
7077,MA010120220804497092,1144012200,1.14401220010373e+18,373-4,서영씨앤아이,,3120101,722.58,0.0,34.621746059246426,True
7078,MA010120220806531973,1117013000,1.11701300010074e+18,74-63,님부스,,3110082,,,,
7079,MA0101202406A0497482,1144010200,1.1440102001001e+18,10-23,브랜드21,,3110590,32.02,0.0,12.227640149824373,False
7080,MA010120220802886968,1165010200,1.16501020010012e+18,12-7,코나카페,,3120179,341.61,0.0,34.660686843349545,False
7081,MA010120220809656520,1165010800,1.16501080011445e+18,1445-14,벼리스타,,3120175,1066.17,0.0,0.0,False
7082,MA010120220804193261,1165010200,1.1650102001011e+18,110-1,까페더트리,,3120181,92.23,0.0,0.0,True
7083,MA010120220803906263,1129010200,1.12901020010037e+18,37,날아라코끼리,,3110286,0.0,0.0,12.548167278794953,False
7084,MA0106202309A2291611,1141011600,1.14101160010072e+18,72-6,코티커피신촌역점,,3120094,0.0,0.0,0.0,True
7085,MA0101202209A0071725,1141011600,1.14101160010072e+18,72-6,메가엠지씨커피신촌,로터리점,3120094,0.0,0.0,0.0,True
7086,MA0101202307A0097496,1135010500,1.13501050011098e+18,1098-6,살그래,,3110415,193.74,11.270331334907487,46.48306954182591,False
7087,MA010120220800141085,1150010300,1.15001030010777e+18,777-11,광커피,,3130221,92.69,0.0,32.417247126862875,False
7088,MA0106202312A0036877,1168010100,,606-28,메가엠지씨커피언주역점,,3120194,,,,
7089,MA010120220800566439,1138010400,1.13801040010403e+18,403-3,탐나도다,,3110465,0.0,0.0,0.0,False
7090,MA010120220806838550,1165010800,1.16501080011628e+18,1628-5,예고,,3110929,226.97,0.0,37.05476050204954,False
7091,MA010120220804467713,1168010100,1.16801010010644e+18,644-17,공차,,3120197,138.72,3.3390264738041147,25.86559624509517,False
7092,MA0101202305A0196489,1154510100,1.15451010010032e+18,32-60,지니어스커피바,가산점,3110723,34.28,12.508854981961283,26.42177664227689,False
7093,MA0101202406A0521612,1144012300,1.14401230010468e+18,468-20,타티커피스,,3110542,,,,
7094,MA0101202309A0070481,1168010700,1.16801070010554e+18,554-32,히트커피로스터스신사,,3120186,135.89,0.0,30.293262961164867,False
7095,MA010120220800034855,1111011400,1.11101140010067e+18,67-1,커피투어,,3130002,0.0,13.016851646763682,34.49365452181961,False
7096,MA010120220812679183,1168010400,1.16801040010016e+18,16,티하우스하다暇茶,,3110976,207.09,14.58379957025931,59.92417835845895,False
7097,MA0101202409A0003817,1129013500,1.1290135001000804e+18,8-264,포르티시모,,3110320,,,,
7098,MA0101202406A0505355,1111016900,1.1110169001019e+18,190-1,다다닷,,3120012,98.07,0.0,0.0,False
7099,MA010120220810269193,1135010300,1.13501030010398e+18,398-23,내방,,3120084,369.65,0.0,0.0,False
7100,MA010120220809746031,1144012300,1.1440123001005702e+18,57-291,레스피레,,3110544,44.03,0.0,19.918335688851624,False
7101,MA0101202305A0080237,1138010700,,591-17,카페0503,,3130163,,,,
7102,MA0101202209A0040908,1159010900,1.15901090010689e+18,689,카페_곰,,3110819,131.8,32.81612684765802,47.0388259630187,False
7103,MA0101202411A0062102,1168010100,1.16801010010799e+18,799-21,메가엠지씨커피역삼럭키점,,3120201,304.56,0.0,0.0,True
7104,MA0101202311A0101827,1144012000,1.14401200010325e+18,325-25,키덜트카페타운,,3110569,87.53,0.0,13.790662253451952,True
7105,MA010120220803398107,1165010300,1.16501030010687e+18,687-2,자스아일랜드,,3110931,201.1,0.0,41.79399101628805,True
7106,MA0101202411A0030840,1156011300,1.15601130010379e+18,379-2,스티어커피,,3120136,27.8,6.500982581672411,19.808123539950135,False
7107,MA0106202301A0151469,1168010500,1.16801050010159e+18,159,커피빈삼성오크우드점,코리아,3120218,35250.01,164.56027844171393,0.0,False
7108,MA0106202301A0151506,1168010500,1.16801050010159e+18,159,커피빈삼성오크우드점상,,3120218,35250.01,164.56027844171393,0.0,False
7109,MA010120220811874143,1168010500,1.16801050010159e+18,159,누누커피,,3120218,35250.01,164.56027844171393,0.0,False
7110,MA010120220800152817,1138010800,1.13801080010045e+18,45-10,아렌샵,,3110456,0.0,6.231836099238215,29.79827195823381,False
7111,MA0101202302A0081954,1144012500,1.14401250010608e+18,608-9,꼬메아미꼬,,3110558,50.2,18.49436095493784,38.366435819845485,False
7112,MA0101202309A0001935,1147010100,1.14701010010904e+18,904-2,브이요거트,목동점,3120110,93.43,0.0,37.24491490367086,True
7113,MA0101202210A0091390,1165010800,1.16501080011343e+18,1343-5,파운데이,,3110935,163.68,15.001596039366971,38.20573667329606,True
7114,MA0101202406A0333651,1120011500,1.12001150010354e+18,354-1,카페천수장,,3110128,0.0,0.0,42.41505889925126,False
7115,MA0101202303A0064550,1138010400,1.13801040010394e+18,394-6,읍천리382,연신내점,3130167,172.88,2.867899108968283,56.59767397953728,True
7116,MA010120220803424656,1156011700,1.15601170010121e+18,121-132,메이투빈,,3110794,448.35,0.0,35.13814003270351,True
7117,MA010120220800003226,1111015700,1.11101570010112e+18,112-2,가야스넥코너,,3120011,3431.17,0.0,0.0,True
7118,MA010120220803794806,1120010500,1.12001050010527e+18,527-2,성동보호작업장,,3110116,880.89,42.59546512409396,98.8093953246365,False
7119,MA010120220805504369,1153010900,1.15301090010189e+18,189-69,마라나타,,3110686,74.5,0.0,49.64104111478368,False
7120,MA0101202406A0204860,1165010800,1.16501080011555e+18,1555-1,서초마카마카,,3120169,110.63,0.0,0.0,False
7121,MA010120220810275472,1165010800,1.16501080011555e+18,1555-1,매머드익스프레스,교대점,3120169,110.63,0.0,0.0,False
7122,MA0101202210A0095907,1114012100,1.114012100101e+18,100-38,마빈박,,3120024,,,,
7123,MA010120220811853149,1129012500,1.12901250010136e+18,136-7,빈올로지,,3110313,166.67,10.563051621317022,28.955939714721392,False
7124,MA010120220800038462,1111016500,1.11101650010022e+18,22-3,만타,,3110028,0.0,0.0,16.83967315472826,True
7125,MA010120220810457406,1130510300,1.13051030010166e+18,166-19,낙과유수협동조합,,3110372,91.93,11.643598167343434,28.972323318930844,False
7126,MA010120220808632218,1129013600,1.1290136001009009e+18,90-700,솜씨공간,성북점,3110318,,,,
7127,MA010120220812600967,1121510100,1.12151010010088e+18,88-1,트리거커피,,3110176,60.52,15.388042019387951,34.74305577896065,False
7128,MA010120220812774644,1121510700,1.12151070010009e+18,9-17,꿈꾸다917,,3120053,56.53,6.118611773095927,27.4817249917474,False
7129,MA010120220800252256,1144012100,1.14401210010186e+18,186-43,신촌나누미,,3110569,,,,
7130,MA010120220803054655,1130510200,1.13051020010412e+18,412-97,키니베이크샵,,3110373,92.86,8.338186409594748,41.4515647476964,False
7131,MA0106202409A0037623,1168010600,1.16801060010989e+18,989-2,메가엠지씨커피,대치은마점,3120219,790.02,3.2427496639281177,150.30303652872863,True
7132,MA0101202311A0098690,1165010100,1.16501010010783e+18,783-24,켄즈커피,,3110903,671.77,39.30800547003744,125.13340467464012,False
7133,MA010120220807384188,1117011900,1.11701190010003e+18,3-116,어거스트95,,3110061,,,,
7134,MA010120220810404702,1138010700,1.13801070010104e+18,104-42,감탄후식단,,3110475,0.0,9.027533378068538,37.94431057687101,True
7135,MA010120220804028334,1168010800,1.16801080010211e+18,211,베스트빈,,3120196,141.33,0.0,36.43786431144276,False
7136,MA0101202212A0100502,1168010500,1.16801050010119e+18,119-2,지오에프앤비,,3120213,228.65,25.404446017282417,48.10831835431606,True
7137,MA0101202406A0171787,1150010800,1.15001080010737e+18,737,마쵸커피,,3110634,78.46,0.0,0.0,False
7138,MA010120220803031829,1114016200,,130-25,더벤티신당점,,3130053,,,,
7139,MA0106202404A0709147,1168010500,1.16801050010141e+18,141-8,워크무드선릉,본점,3120210,945.83,0.0,0.0,False
7140,MA010120220800044910,1162010100,1.16201010010492e+18,492-7,모모모,,3110891,189.47,0.0,24.18484134492116,True
7141,MA0101202305A0193253,1147010100,1.14701010010902e+18,902-11,빽다방목동역점,,3120110,142.5,0.0,0.0,True
7142,MA010120220800176762,1144010400,1.14401040010036e+18,36,온더락,,3120106,942.7,0.0,0.0,True
7143,MA010120220808125349,1150010300,1.15001030010379e+18,379-26,카페더테라스,,3110647,,,,
7144,MA0101202406A0181955,1144012400,1.14401240010566e+18,566-6,젤라떼리아단;사이,,3120104,81.24,2.372683964346691,31.28043376461408,False
7145,MA010120220805056191,1120011400,1.1200114001068504e+18,685-486,묘사,,3110120,70.7,7.75299681941625,32.403750420543254,False
7146,MA0101202406A0139591,1171011100,1.17101110010065e+18,65-7,매머드커피방이,2호점,3120229,774.6,0.0,0.0,True
7147,MA010120220813737866,1117012500,1.11701250010071e+18,71,레가,,3110073,241.4,0.0,64.62101771502125,False
7148,MA0101202406A0294950,1117012500,1.11701250010071e+18,71,오거트,,3110073,241.4,0.0,64.62101771502125,False
7149,MA0101202406A0252108,1126010400,1.1260104001012204e+18,122-359,립스트앤브런치,,3110247,108.76,0.0,40.57810859945926,False
7150,MA010120220808818611,1129010400,1.1290104001014e+18,140-75,에셀나무,,3110288,578.43,0.0,14.197182681379712,True
7151,MA0101202311A0041420,1138010900,1.13801090010027e+18,27-38,그늘,,3110453,,,,
7152,MA010120220808709282,1138010900,1.13801090010027e+18,27-38,오프더레코드,,3110453,,,,
7153,MA010120220808366502,1141011700,,190-21,피시스오브서울,,3120093,,,,
7154,MA010120220805521074,1130510100,1.1305101001033e+18,330-76,지니앤캐터피스,,3110370,,,,
7155,MA010120220813975559,1123010600,1.12301060010433e+18,433-22,빽다방장한평역점,,3120066,225.08,16.02552518660735,36.61476919502974,False
7156,MA0101202406A0269679,1156013300,1.1560133001105e+18,1050-3,나나카페,,3120142,96.12,0.0,26.03341281389105,True
7157,MA010120220813354404,1126010200,1.12601020010107e+18,107-59,코끼리,,3110262,,,,
7158,MA010120220812222065,1130510300,1.13051030010224e+18,224-26,레드포션,,3120076,61.82,12.609921570364364,25.359644744771067,False
7159,MA0101202409A0157367,1159010200,1.1590102001019802e+18,198-43,카페인중독상도점,,3110830,305.95,16.081078348038453,31.26935197631252,False
7160,MA0101202411A0149100,1144012000,1.14401200010362e+18,362-14,하이라이트,,3120103,178.25,0.0,0.0,True
7161,MA0106202406A2465415,1114016200,1.11401620010374e+18,374-27,스타벅스,약수역,3120038,0.0,0.0,30.37053042419822,False
7162,MA010120220800505619,1150010600,1.15001060010723e+18,723-8,메가커피우,장산점,3130214,196.36,14.848400691059028,44.1496373334856,True
7163,MA0101202307A0093234,1123010100,1.12301010010076e+18,76-44,심쿵커피,,3120062,0.0,0.0,22.733714553503525,False
7164,MA0106202201A1676880,1135010300,1.13501030010506e+18,506-35,빔플커피,,3110433,,,,
7165,MA010120220804023970,1123010300,1.12301030010139e+18,139-12,카페아이,,3110190,0.0,0.0,9.691161742279116,True
7166,MA0101202406A0260017,1129013400,1.12901340011284e+18,1284,메가엠지씨커피길음뉴타운점,,3110307,923.42,0.0,0.0,False
7167,MA0101202212A0069910,1171010500,,272-23,오구움,,3111012,,,,
7168,MA010120220806541644,1171010500,,272-23,아그작,,3111012,,,,
7169,MA010120220805079149,1150010500,,798-2,네이비무드,,3120118,,,,
7170,MA010120220801051911,1150010500,,798-2,컴포즈커피마곡류마,타워점,3120118,,,,
7171,MA010120220812100700,1150010500,,798-2,빽다방마곡역류마,타워점,3120118,,,,
7172,MA010120220803571758,1150010500,,798-2,알쥐비COFFEE,,3120118,,,,
7173,MA0101202302A0094802,1150010500,,798-2,이너프커피,,3120118,,,,
7174,MA0101202406A0460718,1150010500,,798-2,읍천리382,마곡점,3120118,,,,
7175,MA010120220809669735,1150010500,,798-2,매머드익스프레스마곡류마,타워점,3120118,,,,
7176,MA0101202303A0069630,1156011100,1.15601110010077e+18,77-3,힘내커피,,3130246,26.32,6.93203548933408,51.43524219802889,False
7177,MA010120220808816920,1153010200,1.1530102001113e+18,1130-61,브라운핸즈디지털단지,,3110722,295.2,0.0,0.0,False
7178,MA0101202406A0204462,1114012700,1.11401270010032e+18,32-17,루프트커피명동,2호점,3120028,0.0,5.739631622153983,58.95533045783482,False
7179,MA010120220812794744,1150010800,1.15001080011345e+18,1345-11,바운티,,3110643,103.06,7.815590955622989,34.666629432938414,True
7180,MA010120220811681464,1117010400,1.11701040010053e+18,53-21,행운보다행복,,3110075,70.51,0.0,26.33129408778545,False
7181,MA010120220804948485,1150010200,1.15001020010572e+18,572-17,커피스토리,,3110675,138.84,0.0,52.01158994840437,False
7182,MA010120220804862843,1129013500,1.12901350010053e+18,53-6,카페프리헷,,3110315,0.0,0.0,34.80894544342059,False
7183,MA010120220811478640,1171011100,1.17101110010208e+18,208-1,빽다방방이역코오롱점,,3120238,180.56,0.0,40.79999691358925,True
7184,MA010120220810058212,1144012400,1.14401240010566e+18,566-56,궤도,,3120104,164.66,8.117470073318408,57.129253589715,False
7185,MA010120220812653269,1168010800,1.16801080010115e+18,115-22,드립드랍,,3120196,210.93,0.0,0.0,False
7186,MA0101202209A0060182,1162010200,1.16201020011639e+18,1639-6,달리는커피,,3130285,321.11,5.886221560220992,75.08901461224988,True
7187,MA010120220810399375,1171010800,1.17101080010027e+18,27-16,카페든든,,3111027,0.0,0.0,51.263998234672,False
7188,MA0101202411A0138702,1123010200,1.12301020010237e+18,237-57,크림빌,,3110187,144.05,0.0,53.93082550472132,False
7189,MA010120220813552839,1162010100,1.16201010011621e+18,1621-36,카페폴,,3110895,179.77,0.0,28.96546868430515,False
7190,MA010120220808775816,1156011900,1.15601190010039e+18,39,카페57,,3110765,3180.43,0.0,0.0,False
7191,MA010120220814070335,1165010100,1.16501010010851e+18,851-11,파티시안,,3120164,107.62,9.306947562672349,27.166507923247877,False
7192,MA010120220803784643,1159010700,1.15901070011028e+18,1028-13,카페왓송,,3110850,66.43,0.0,23.47594598293551,False
7193,MA010120220800600318,1138010700,1.13801070010577e+18,577-78,이디야응암,오거리점,3110463,,,,
7194,MA0101202307A0020221,1114016200,1.11401620010369e+18,369-101,커피스미스,약수역점,3120038,,,,
7195,MA010120220808535965,1168010800,1.16801080010058e+18,58,커피나무학동역점,,3120191,456.96,0.0,36.109336370538855,False
7196,MA0101202406A0199290,1156012800,1.15601280010085e+18,85-3,카페인선유,,3130241,105.82,2.1230866883191384,38.40679333730063,False
7197,MA0101202406A0403877,1130510300,1.13051030010535e+18,535-173,아지브런치,,3110337,,,,
7198,MA0101202406A0131178,1126010500,1.1260105001049e+18,490-8,베어글스망우점,,3130115,256.07,0.0,0.0,False
7199,MA010120220814363610,1126010100,1.1260101001055e+18,550-16,크럼비,,3110258,186.78,0.0,43.896007321468616,False
7200,MA0101202303A0054458,1130510300,1.13051030010394e+18,394-11,하늘카페,,3110350,635.12,0.0,74.05429589758356,True
7201,MA0101202406A0216526,1144012000,1.14401200010394e+18,394-25,말통커피앤베이글,,3120101,869.23,0.0,0.0,False
7202,MA010120220812083719,1135010300,,504-10,꽃피앙,,3110433,,,,
7203,MA010120220805042123,1144012700,1.14401270011444e+18,1444,커피아람빈스,,3130183,87.16,0.0,12.518677715062369,True
7204,MA010120220801952078,1129010100,1.12901010010303e+18,303,커피지인,,3110281,107.96,0.0,22.98732425668008,False
7205,MA010120220813814230,1153010200,1.15301020010222e+18,222-7,시드컴패니,,3120129,4032.82,0.0,0.0,True
7206,MA0106202406A2465797,1153010200,1.15301020010222e+18,222-7,스타벅스,구로디지털타워,3120129,4032.82,0.0,0.0,True
7207,MA0101202303A0082562,1154510300,1.1545103001094e+18,940-27,헤세드,,3110749,77.4,10.891514211018382,24.760444767669192,False
7208,MA010120220814002278,1114016200,1.1140162001037e+18,370-56,디저트39,,3110049,,,,
7209,MA010120220809650336,1126010100,1.12601010010382e+18,382-9,빨대소리,,3110253,50.22,0.0,11.890497052264053,False
7210,MA010120220813453187,1121510500,1.12151050010646e+18,646-46,뚠뚠커피,,3110157,78.02,0.0,33.46967314531575,False
7211,MA0101202209A0040979,1171010500,1.17101050010259e+18,259-6,커피워크,,3111012,139.79,21.1983967348456,51.81025059284789,False
7212,MA010120220807144975,1144011100,1.1440111001044e+18,440-1,코코브,,3110571,224.62,0.0,14.033804666669932,True
7213,MA010120220800990686,1154510200,1.15451020010147e+18,147-13,카페더코너스톤,,3110732,205.68,0.0,21.44876771942996,False
7214,MA010120220805427392,1144012300,1.1440123001005702e+18,57-179,로우머,,3110544,53.29,0.0,21.904661885864503,False
7215,MA010120220806537630,1153010700,1.1530107001040302e+18,403-138,카페홀린,,3120124,145.12,0.0,0.0,True
7216,MA010120220807387737,1174010700,1.17401070010465e+18,465-9,네이비,,3111061,102.07,10.43805540372062,35.9388678853037,False
7217,MA0101202406A0341956,1165010700,1.16501070010703e+18,703-34,둥지,,3120176,55.08,6.973615855301061,33.43805768230633,False
7218,MA010120220813478009,1117013000,1.1170130001025802e+18,258-280,카페제인,,3110084,34.0,0.0,27.71819351072565,False
7219,MA010120220811715198,1168010800,1.16801080010078e+18,78-9,달콤가든,,3110957,73.09,0.0,0.0,False
7220,MA0101202305A0179270,1130510200,1.13051020010621e+18,621-5,마이리틀베이크샵,,3110381,280.86,2.842022560407813,48.16961942487728,True
7221,MA010120220806717846,1159010200,,32-6,바이엠,,3110833,,,,
7222,MA010120220807025676,1132010700,1.13201070010262e+18,262-23,나렌시아케이크,,3110409,104.31,0.0,20.55668178127567,False
7223,MA0101202406A0391842,1111016800,1.11101680010001e+18,1-38,컴포즈커피상명대동숭캠퍼스소극장점,,3120012,826.37,5.655603227943356,58.72208206932487,False
7224,MA0101202308A0044776,1154510100,1.15451010010145e+18,145-20,빙타임,,3110729,224.13,0.0,29.30029149912188,True
7225,MA0106202201A2226520,1135010300,1.1350103001067e+18,670-20,커피엉클샾,,3120086,3159.62,3.75855422109199,93.78506237621976,True
7226,MA0101202301A0041916,1174010300,1.17401030010277e+18,277-3,느루,,3111089,82.43,0.0,0.0,False
7227,MA010120220810001770,1147010100,1.14701010010144e+18,144-82,커피게이트,신정점,3110625,,,,
7228,MA0101202303A0061404,1171010800,1.17101080010116e+18,116-4,메가엠지씨커피송파문정공원점,,3111033,309.73,0.0,54.78114025238184,False
7229,MA0101202303A0110174,1120011400,1.12001140010656e+18,656-98,요커,서울숲점,3120050,,,,
7230,MA0101202409A0042875,1121510700,1.12151070010005e+18,5-106,차백도건대역점,,3120053,324.89,10.225166717102288,71.4579157218374,False
7231,MA0101202210A0000168,1117010800,1.11701080010236e+18,236-12,베르시,,3110066,74.55,0.0,32.82890167041465,False
7232,MA010120220800674306,1117012600,1.11701260010001e+18,1-63,그린카페,,3120044,,,,
7233,MA010120220804807016,1174010500,1.17401050010325e+18,325-7,프롬투커피,,3111078,83.59,0.0,39.42269381814391,False
7234,MA010120220806555345,1129011400,1.12901140010341e+18,341-1,달.달커피,,3120071,95.04,0.0,24.749492343812,False
7235,MA010120220814015142,1129011500,1.12901150010357e+18,357,더홈서울,,3120071,0.0,8.408949245177325,23.185039731799225,False
7236,MA010120220806982869,1121510900,1.12151090010474e+18,474-40,카페와바,,3120055,,,,
7237,MA0106202201A0636286,1117013000,1.11701300010067e+18,67-1,탐앤탐스블랙이태원점,,3001491,159.16,0.7952649747181367,0.0,False
7238,MA0101202305A0196087,1174010700,1.17401070010495e+18,495-72,강동시니어상담카페,7호점,3111061,142.17,13.578070262055892,38.21044652334821,False
7239,MA010120220800882204,1147010200,1.1470102001053e+18,530-5,블랙리퍼블릭,,3130210,97.93,0.0,33.29223358007259,True
7240,MA010120220811822169,1114015400,1.11401540010101e+18,101-5,아소르커피,,3120035,0.0,0.0,34.479203488094505,True
7241,MA010120220802860424,1147010300,1.14701030010932e+18,932-4,까페두,,3110598,,,,
7242,MA0101202406A0463395,1135010500,1.13501050010593e+18,593-3,아웃캐스트,,3120081,415.6,0.0,0.0,True
7243,MA010120220811882742,1159010700,1.15901070010269e+18,269-5,카페애띠,,3110846,114.6,0.0,31.77534557005185,False
7244,MA0101202411A0062684,1144012200,1.14401220010472e+18,472,메가엠지씨커피마포한강,푸르지오점,3120101,4954.39,0.0,0.0,True
7245,MA0101202409A0053048,1144012200,1.14401220010472e+18,472,스티키커피,,3120101,4954.39,0.0,0.0,True
7246,MA0106202201A0605692,1144012200,1.14401220010472e+18,472,폴바셋교보문고,합정점,3120101,4954.39,0.0,0.0,True
7247,MA010120220809771115,1144012200,1.14401220010472e+18,472,빽다방,합정역점,3120101,4954.39,0.0,0.0,True
7248,MA0106202406A2464910,1144012200,1.14401220010472e+18,472,스타벅스,합정,3120101,4954.39,0.0,0.0,True
7249,MA0106202405A1521216,1144012200,1.14401220010472e+18,472,템포커피합정교보문고점,,3120101,4954.39,0.0,0.0,True
7250,MA0101202209A0070347,1144012200,1.14401220010472e+18,472,카페메틀,,3120101,4954.39,0.0,0.0,True
7251,MA0106202406A2464979,1144010100,1.1440101001033e+18,330-5,스타벅스,아현역대로,3110584,100.16,5.525426526878447,57.57738247053516,True
7252,MA0101202409A0055569,1126010500,1.1260105001047e+18,470-14,이디야망우동점,,3130115,501.95,0.0,0.0,True
7253,MA010120220803658554,1123010100,1.12301010010104e+18,104-24,세컨스텝,,3120062,82.6,0.0,28.24404391102513,False
7254,MA0101202211A0092746,1150010900,1.15001090010251e+18,251-15,오호,,3110638,63.22,8.594643698939667,28.7575928129858,False
7255,MA0101202409A0103579,1162010100,1.16201010010963e+18,963-1,카페띠용,,3110883,0.0,0.0,20.31853791267511,False
7256,MA010120220813056021,1165010800,1.16501080011715e+18,1715-5,그릿918,,3120173,123.48,0.0,10.051602590125457,False
7257,MA010120220800162650,1171011100,1.17101110010119e+18,119-29,넬쿠오레델카페커피로스터즈,,3130313,,,,
7258,MA0101202307A0095942,1126010400,1.12601040010245e+18,245-6,와드커피묵동점,,3110241,494.98,0.0,47.18845974694112,False
7259,MA010120220805474840,1174010600,1.1740106001005e+18,50-1,둔촌커피,,3111076,217.61,11.461757125120734,52.410930379677126,True
7260,MA010120220803058644,1126010500,1.12601050010202e+18,202-9,이디야,,3110277,184.95,7.794333193750935,42.66797803330405,False
7261,MA010120220800851516,1156011300,1.15601130010386e+18,386-3,파스쿠찌영등포,병원점,3120136,781.85,15.517059278099364,34.337692117678934,False
7262,MA0101202406A0021321,1174010100,1.17401010010046e+18,46-2,매머드커피익스프레스고덕역점,,3120249,1215.3911,0.0,0.0,False
7263,MA0101202306A0007859,1144012000,1.14401200010466e+18,466-19,발카이막,,3120102,230.48,0.0,0.0,True
7264,MA010120220800445948,1159010900,1.15901090010348e+18,348-3,위드모리Withmorrie,,3120152,206.81,18.200722850703457,81.58810088565075,True
7265,MA010120220800315922,1117013300,1.11701330010199e+18,199-3,용산구장애인복지단체협의회,,3110083,289.42,19.637762516514314,35.621441597830426,True
7266,MA010120220808348379,1153010600,,76-368,카페에쏠로지,고척점,3110706,,,,
7267,MA010120220800131945,1114011200,1.11401120010168e+18,168-21,이디야퇴계로2길점,,3120024,0.0,0.0,38.05629325849373,True
7268,MA010120220800075960,1111013700,1.11101370010197e+18,197-2,대양푸드빌,,3120009,156.23,0.0,25.788576142453664,True
7269,MA0101202409A0098165,1111013700,1.11101370010197e+18,197-2,투썸플레이스종로,3가역점,3120009,156.23,0.0,25.788576142453664,True
7270,MA0101202303A0054968,1159010900,1.15901090010349e+18,349-24,카페아뜨레,,3120152,204.15,16.821424693900934,60.247227103369376,False
7271,MA0101202409A0085804,1138010700,1.1380107001009e+18,90-1,메가엠지씨커피이마트,은평점,3120091,3038.08,0.0,0.0,True
7272,MA0106202406A2466087,1138010700,1.1380107001009e+18,90-1,스타벅스,은평이마트,3120091,3038.08,0.0,0.0,True
7273,MA010120220810973373,1111010800,1.11101080010132e+18,132,통인동커피공방위켄드,,3120002,229.53,27.067169235068437,68.72596894072443,False
7274,MA010120220810355799,1135010300,1.13501030010506e+18,506-35,빔블커피,,3110433,,,,
7275,MA0101202311A0063323,1132010500,1.13201050010041e+18,41-3,메가엠지씨커피쌍문2동,주민센터점,3110400,104.4,29.76917845228607,31.273149975546765,False
7276,MA010120220807720573,1117011000,1.11701100010064e+18,64-8,더카페엔숙대,정문점,3110069,51.58,10.480396433932771,23.822429377529705,True
7277,MA0101202311A0080456,1174010800,1.17401080010457e+18,457-22,버니코,,3120242,206.61,0.0,0.0,False
7278,MA010120220810887413,1156010400,1.15601040010009e+18,9-51,공차영등포역점,,3120145,51.57,0.0,27.94788172493169,False
7279,MA010120220805129983,1123010400,1.1230104001010304e+18,103-316,더니브라운,,3110210,,,,
7280,MA010120220810111163,1150010500,,797-14,아모리,,3120119,,,,
7281,MA0101202305A0198307,1150010500,,797-14,오슬랑커피발,산본점,3120119,,,,
7282,MA010120220812118645,1144012200,1.14401220010368e+18,368-1,두모망,,3110559,60.06,10.06980209854876,29.673450879673933,False
7283,MA010120220808577914,1159010900,1.15901090010364e+18,364-90,이카페,,3110821,44.7,0.0,21.56758844268191,True
7284,MA010120220800819331,1159010800,1.15901080010395e+18,395-18,대한헬로우핸즈주,,3120152,196.69,2.4518408547651296,65.39884216413759,True
7285,MA0101202301A0006107,1159010800,1.15901080010395e+18,395-18,카페퍼블리코,,3120152,196.69,2.4518408547651296,65.39884216413759,True
7286,MA0101202311A0009834,1144012000,1.14401200010326e+18,326-14,플루,,3110566,57.76,0.0,30.52049124640789,False
7287,MA010120220806590955,1144012700,1.14401270010036e+18,36-41,구움소리,,3130183,,,,
7288,MA0101202409A0008428,1144012200,1.14401220010362e+18,362-1,더벤티마포,합정점,3110559,0.0,0.0,0.0,True
7289,MA010120220812725845,1144011500,1.14401150010093e+18,93-74,밀가루인쇄소,,3120105,47.62,0.0,14.094935654994522,False
7290,MA0101202406A0079231,1165010100,1.16501010010467e+18,467-6,로우텐션,,3120163,128.04,14.74660983800279,38.139116226836,False
7291,MA0101202307A0067969,1156011600,1.15601160010323e+18,323-1,비비커피,당산역점,3120143,0.0,457.1295244591237,457.1295244591237,True
7292,MA010120220803136025,1171010400,1.17101040010176e+18,176-6,카페안녕,,3111016,109.26,0.0,40.356209371691385,False
7293,MA0101202409A0023078,1165010200,1.16501020010328e+18,328-10,커피핑크,,3120182,114.4,0.0,35.04854820955506,False
7294,MA0101202308A0060271,1174010100,1.17401010010046e+18,46-3,카페시나몬가든고덕역점,,3120249,1525.9439,0.0,0.0,False
7295,MA010120220803716457,1174010100,1.17401010010046e+18,46-3,원유로스페셜티강동구고덕역점,,3120249,1525.9439,0.0,0.0,False
7296,MA010120220804768866,1130510300,1.13051030010339e+18,339-6,빽다방가,오리역점,3110348,275.01,0.0,55.61492731033765,True
