,상가업소번호,상호명,지점명,TRDAR_CD,estimated_총_유동인구_수_total,estimated_시간대_00_06_유동인구_수_total,estimated_시간대_06_11_유동인구_수_total,estimated_시간대_11_14_유동인구_수_total,estimated_시간대_14_17_유동인구_수_total,estimated_시간대_17_21_유동인구_수_total,estimated_시간대_21_24_유동인구_수_total,상권_코드,매출_최대_시간대,피크_유동인구_수_상권별,기준_년분기_코드,피크_유동인구_수_11~14
10247,MA010120220813932352,황금사탕,,3110315,243388,70711,50826,25875,26050,37627,32299,3110315.0,11_14,25875.0,20244.0,25875
10248,MA010120220804181824,루1487,,3110926,130827,33773,28784,17655,16540,19124,14951,3110926.0,11_14,17655.0,20244.0,17655
10249,MA0101202302A0065295,카페에이,,3110656,834617,234419,173483,91781,90741,132916,111279,3110656.0,11_14,91781.0,20244.0,91781
10250,MA0101202308A0086872,셀럽파파라치,,3120102,36960,5673,6564,5957,6625,8041,4099,3120102.0,11_14,5957.0,20244.0,5957
10251,MA0101202406A0171657,헨리워튼,,3110255,467108,143418,95982,48218,47596,69946,61946,3110255.0,14_17,47596.0,20244.0,48218
10252,MA010120220813033679,부촌디저트,,3110255,467108,143418,95982,48218,47596,69946,61946,3110255.0,14_17,47596.0,20244.0,48218
10253,MA0101202409A0087720,빽다방서울숭미초교점,,3110388,164042,50059,33969,16477,16315,24334,22888,3110388.0,11_14,16477.0,20244.0,16477
10254,MA0106202209A1668138,플래시커피,,3120103,20805,3857,2793,2807,3453,5008,2887,3120103.0,14_17,3453.0,20244.0,2807
10255,MA010120220809921082,만땅커피,,3120192,35593,6512,7770,5951,5754,6058,3549,3120192.0,11_14,5951.0,20244.0,5951
10256,MA0101202411A0018662,제주스송파개롱역점,,3120240,92406,23420,18422,10356,11005,16606,12598,3120240.0,11_14,10356.0,20244.0,10356
10257,MA0101202406A0474398,백억커피,잠실새내점,3130311,78356,18926,14752,9079,9759,15303,10537,3130311.0,14_17,9759.0,20244.0,9079
10258,MA010120220808776447,에스오엠,,3111005,189838,64729,40840,17002,16184,25064,26018,3111005.0,11_14,17002.0,20244.0,17002
10259,MA010120220804045779,섬섬옥수,,3110475,42122,12468,8729,4067,4132,6724,6002,3110475.0,14_17,4132.0,20244.0,4067
10260,MA010120220800038013,이디야커피,,3120009,50482,4901,9113,10058,10692,11311,4407,3120009.0,17_21,11311.0,20244.0,10058
10261,MA010120220806564701,우리동네일등커피집,,3120177,70240,20090,14880,7968,7856,10569,8876,3120177.0,17_21,10569.0,20244.0,7968
10262,MA010120220804111385,커피향기,,3111051,174347,48417,34957,18988,19319,29234,23433,3111051.0,14_17,19319.0,20244.0,18988
10263,MA010120220812003070,컵스커피,,3110544,47614,13779,9147,4991,5261,7818,6618,3110544.0,14_17,5261.0,20244.0,4991
10264,MA010120220806931405,웨일인커피Whaleincoffee,,3110901,240928,75620,52141,23772,22390,34088,32918,3110901.0,11_14,23772.0,20244.0,23772
10265,MA0101202311A0022611,마크라스,,3110267,141969,40015,29851,15903,15932,22460,17807,3110267.0,11_14,15903.0,20244.0,15903
10266,MA010120220803733923,동부다방,,3120056,50757,10644,10027,6454,6709,10088,6835,3120056.0,11_14,6454.0,20244.0,6454
10267,MA010120220809754922,커피3타임즈,,3111057,149395,44268,30502,16469,16130,22345,19680,3111057.0,14_17,16130.0,20244.0,16469
10268,MA0106202406A2465514,스타벅스,선릉세화빌딩,3120210,58311,8746,12405,10568,10259,10874,5458,3120210.0,11_14,10568.0,20244.0,10568
10269,MA0101202310A0003546,나인티스,,3110861,202010,63125,41685,20478,19899,29475,27347,3110861.0,17_21,29475.0,20244.0,20478
10270,MA010120220802743477,그라운드플로어,,3110364,613894,170159,129117,69367,69137,97713,78400,3110364.0,06_11,129117.0,20244.0,69367
10271,MA010120220812632985,아르고티,코리아,3120211,75944,9469,13937,13189,14226,17761,7363,3120211.0,11_14,13189.0,20244.0,13189
10272,MA010120220812874381,로지네,,3110566,41720,6698,7106,6404,7382,9482,4648,3110566.0,14_17,7382.0,20244.0,6404
10273,MA010120220806669878,하이드아웃,,3110566,41720,6698,7106,6404,7382,9482,4648,3110566.0,14_17,7382.0,20244.0,6404
10274,MA0101202406A0491233,아로하,,3120167,16238,1692,2923,2854,3283,3956,1530,3120167.0,11_14,2854.0,20244.0,2854
10275,MA010120220813315999,카페우주,,3120142,175808,28950,34254,24212,26130,39500,22762,3120142.0,14_17,26130.0,20244.0,24212
10276,MA010120220800448406,평화&인권CAFE친구,,3120142,175808,28950,34254,24212,26130,39500,22762,3120142.0,14_17,26130.0,20244.0,24212
10277,MA010120220813014641,플르서라구뜨,,3120195,31549,3978,5267,5825,6121,7069,3289,3120195.0,11_14,5825.0,20244.0,5825
10278,MA010120220805497833,봉카페,,3110566,20860,3349,3553,3202,3691,4741,2324,3110566.0,14_17,3691.0,20244.0,3202
10279,MA0106202406A2466317,스타벅스,아차산역,3120057,59536,13139,12337,7482,7813,11149,7616,3120057.0,11_14,7482.0,20244.0,7482
10280,MA0101202409A0132505,투락레인웨이,,3110947,4613,203,1113,1115,1033,932,216,,,,,1115
10281,MA010120220811507508,칼디커피,,3130191,11955,1254,1514,1959,2589,3300,1339,3130191.0,17_21,3300.0,20244.0,1959
10282,MA010120220805511366,카페그대로,,3110804,180568,55573,36260,18440,18494,27452,24349,3110804.0,11_14,18440.0,20244.0,18440
10283,MA0101202211A0060542,장승배기로164,,3120153,29725,5141,6139,4270,4478,6270,3427,3120153.0,17_21,6270.0,20244.0,4270
10284,MA010120220810403291,밥이랑커피랑,,3110246,231474,63921,46929,26280,26356,37452,30537,3110246.0,11_14,26280.0,20244.0,26280
10285,MA010120220804371144,날보러와요,,3110417,71979,25161,15566,6196,5720,9035,10300,3110417.0,17_21,9035.0,20244.0,6196
10286,MA0106202201A0154653,제이스커피랩,,3120189,135384,16548,25296,24753,25644,29817,13329,3120189.0,11_14,24753.0,20244.0,24753
10287,MA0106202308A2284465,코티커피강,남지점,3120189,135384,16548,25296,24753,25644,29817,13329,3120189.0,11_14,24753.0,20244.0,24753
10288,MA0106202410A0037584,메가엠지씨커피강남해링턴,타워점,3120189,135384,16548,25296,24753,25644,29817,13329,3120189.0,11_14,24753.0,20244.0,24753
10289,MA010120220801956292,모어호스피탈리티,,3110547,98169,23606,18139,11814,12633,18836,13141,3110547.0,11_14,11814.0,20244.0,11814
10290,MA010120220812181774,브니엘컴퍼니,,3110593,172666,51993,36971,18511,17754,24754,22683,3110593.0,11_14,18511.0,20244.0,18511
10291,MA010120220806398051,카페일삼공,,3110358,112194,29846,22848,13271,13125,18378,14725,3110358.0,11_14,13271.0,20244.0,13271
10292,MA010120220810006302,에테르',,3110327,199980,44788,42388,26333,25797,35889,24785,3110327.0,11_14,26333.0,20244.0,26333
10293,MA0101202309A0081201,카페애쉬,,3110396,93986,23270,20163,11647,11513,15755,11639,3110396.0,17_21,15755.0,20244.0,11647
10294,MA010120220812278555,유로스커피로스터스,,3120215,38301,5669,8413,7297,7102,6576,3243,3120215.0,11_14,7297.0,20244.0,7297
10295,MA0101202406A0410182,정베이커리카페,,3110289,176177,51295,35108,17980,18590,28395,24808,,,,,17980
10296,MA010120220801023832,텐텐,,3120221,17942,2087,4083,3630,3566,3207,1369,3120221.0,06_11,4083.0,20244.0,3630
10297,MA0101202406A0502937,에리어,,3120235,9501,1587,1989,1671,1665,1701,888,3120235.0,11_14,1671.0,20244.0,1671
10298,MA010120220801049330,문정커피,,3120235,9501,1587,1989,1671,1665,1701,888,3120235.0,11_14,1671.0,20244.0,1671
10299,MA010120220809621939,카페그릭,,3120235,9501,1587,1989,1671,1665,1701,888,3120235.0,11_14,1671.0,20244.0,1671
10300,MA010120220811969251,스테이어와일,,3110172,92321,25103,18935,10026,10290,15140,12828,,,,,10026
10301,MA0106202406A2464884,스타벅스,서울중앙우체국,3120028,35638,1972,7243,8198,8402,7709,2114,3120028.0,11_14,8198.0,20244.0,8198
10302,MA010120220803662120,엔드롱,,3120062,54452,10549,12068,8490,8201,9331,5813,3120062.0,11_14,8490.0,20244.0,8490
10303,MA0101202310A0006079,커피나인선릉역,,3120210,116626,17492,24812,21138,20518,21750,10916,3120210.0,11_14,21138.0,20244.0,21138
10304,MA0101202308A0008564,텐퍼센트커피,,3120210,116626,17492,24812,21138,20518,21750,10916,3120210.0,11_14,21138.0,20244.0,21138
10305,MA010120220808408522,빽다방중화역점,,3110244,121957,26668,24315,15037,16240,23855,15843,3110244.0,11_14,15037.0,20244.0,15037
10306,MA010120220812969559,아마스빈,,3110346,237850,71630,45754,26364,25420,36994,31686,3110346.0,17_21,36994.0,20244.0,26364
10307,MA010120220807130998,커피바실리아,,3110346,237850,71630,45754,26364,25420,36994,31686,3110346.0,17_21,36994.0,20244.0,26364
10308,MA0101202406A0461581,티하우스다茶드림,,3120079,50356,4772,9248,8656,9956,12576,5150,3120079.0,11_14,8656.0,20244.0,8656
10309,MA0101202303A0074774,비밀베이커리,,3120079,50356,4772,9248,8656,9956,12576,5150,3120079.0,11_14,8656.0,20244.0,8656
10310,MA010120220813210722,이디야서대문,구청점,3110512,229203,67629,51180,25171,23802,31789,29633,,,,,25171
10311,MA010120220802652261,태기커피서울관세,,3110966,177947,29278,35974,30789,31233,33326,17346,3110966.0,11_14,30789.0,20244.0,30789
10312,MA010120220813245442,칸토,,3110131,37569,4555,6749,7217,8136,7909,3004,3110131.0,14_17,8136.0,20244.0,7217
10313,MA0101202406A0499128,매머드익스프레스구로,시장점,3110714,291304,75625,56404,34309,36068,50854,38044,3110714.0,11_14,34309.0,20244.0,34309
10314,MA0101202406A0053638,매머드익스프레스강동성심,병원점,3120246,176616,42893,36090,23018,22413,29786,22417,3120246.0,11_14,23018.0,20244.0,23018
10315,MA010120220800099882,컨티넨탈커피,,3130072,62358,18267,12927,6666,6433,9690,8376,3130072.0,11_14,6666.0,20244.0,6666
10316,MA0101202406A0305906,오몽카페,,3111027,74452,20825,15452,8406,8087,11730,9952,3111027.0,11_14,8406.0,20244.0,8406
10317,MA010120220808160478,디팟카페,,3120101,23421,3271,4228,3848,3944,5422,2708,3120101.0,11_14,3848.0,20244.0,3848
10318,MA0101202406A0075969,커피베이하나손해보험점,,3120011,41178,5251,8013,8374,8640,7590,3310,3120011.0,11_14,8374.0,20244.0,8374
10319,MA010120220813300758,달링컴퍼니,,3120186,28430,4242,5043,4803,5144,6202,2995,3120186.0,11_14,4803.0,20244.0,4803
10320,MA010120220813519329,장수커피,,3110676,196386,58683,43767,20823,19343,27075,26695,,,,,20823
10321,MA0101202210A0019439,뉴플레이스커피,압구정점,3120202,40138,5067,6583,7400,7800,8989,4299,3120202.0,14_17,7800.0,20244.0,7400
10322,MA010120220800652164,투썸플레이스테헤란,선릉역점,3120210,58308,8746,12405,10568,10258,10874,5458,3120210.0,11_14,10568.0,20244.0,10568
10323,MA010120220800129022,별나라콩다방,,3120217,57818,9027,11665,9338,9900,12008,5879,3120217.0,11_14,9338.0,20244.0,9338
10324,MA0101202308A0000825,에브리데이,,3120038,45710,8950,9078,6695,6760,8823,5405,3120038.0,11_14,6695.0,20244.0,6695
10325,MA010120220808429072,커피바실리아,,3110304,121118,27492,26435,15738,15655,21414,14384,3110304.0,11_14,15738.0,20244.0,15738
10326,MA0106202406A2465113,스타벅스,포스코,3120215,38302,5669,8413,7297,7102,6576,3243,3120215.0,11_14,7297.0,20244.0,7297
10327,MA010120220812979094,빈티지,,3120009,50480,4901,9112,10057,10692,11311,4407,3120009.0,17_21,11311.0,20244.0,10057
10328,MA0101202406A0369749,카페지랩,,3110503,69921,18655,15295,8955,8344,10231,8439,3110503.0,11_14,8955.0,20244.0,8955
10329,MA010120220808447851,아리아,,3110655,27152,2632,5567,4773,4933,6288,2959,3110655.0,17_21,6288.0,20244.0,4773
10330,MA010120220810379140,카페브이,,3111059,115197,32353,23883,12491,12711,18363,15395,3111059.0,11_14,12491.0,20244.0,12491
10331,MA010120220804466709,클라우드,,3120206,50610,9379,11307,8460,8243,8222,5000,3120206.0,11_14,8460.0,20244.0,8460
10332,MA0101202406A0380230,디저트39구로디지털단지역점,,3120130,69233,13748,13545,9274,9630,14011,9026,3120130.0,17_21,14011.0,20244.0,9274
10333,MA010120220800439761,까페준,,3120142,87904,14475,17127,12106,13065,19750,11381,3120142.0,14_17,13065.0,20244.0,12106
10334,MA0101202306A0055530,위진유통,3호점,3120028,35641,1972,7243,8199,8403,7710,2114,3120028.0,11_14,8199.0,20244.0,8199
10335,MA010120220804081737,은지다방,,3111067,245369,75381,51043,24373,23621,36691,34259,3111067.0,11_14,24373.0,20244.0,24373
10336,MA010120220809533886,엘리씨커피,,3110907,71378,18741,15412,8860,8477,11153,8735,3110907.0,14_17,8477.0,20244.0,8860
10337,MA010120220811817040,에리어플러스,,3120195,31547,3978,5266,5825,6121,7069,3288,3120195.0,11_14,5825.0,20244.0,5825
10338,MA010120220812818235,매머드익스프레스회현역점,,3120024,50844,5377,10595,12342,11236,7868,3428,3120024.0,11_14,12342.0,20244.0,12342
10339,MA010120220810207332,플레이스엠디,,3120169,27474,3411,5839,5379,5155,5326,2365,3120169.0,11_14,5379.0,20244.0,5379
10340,MA0101202308A0092917,카페온미,,3110437,602843,130819,119422,74979,80187,120513,76923,3110437.0,06_11,119422.0,20244.0,74979
10341,MA010120220813928456,라무어L'amour,,3110549,300938,85066,62838,31856,33036,49026,39116,3110549.0,11_14,31856.0,20244.0,31856
10342,MA010120220810086216,코페아신드롬,마포점,3110549,300938,85066,62838,31856,33036,49026,39116,3110549.0,11_14,31856.0,20244.0,31856
10343,MA0101202409A0162904,브루다을지로3가,,3120031,60058,4218,12982,12824,12904,12634,4496,3120031.0,11_14,12824.0,20244.0,12824
10344,MA010120220810552013,사비오커피,,3120031,60058,4218,12982,12824,12904,12634,4496,3120031.0,11_14,12824.0,20244.0,12824
10345,MA0106202406A2464804,스타벅스,경복궁사거리,3120004,19938,1371,4212,4841,4797,3708,1009,3120004.0,11_14,4841.0,20244.0,4841
10346,MA010120220804891093,소리,,3110566,20860,3349,3553,3202,3691,4741,2324,3110566.0,14_17,3691.0,20244.0,3202
10347,MA010120220808452576,로네펠트티하우스한남점,,3110095,20469,3940,4074,3096,3394,3849,2116,3110095.0,14_17,3394.0,20244.0,3096
10348,MA0101202406A0189570,메가엠지씨커피신림역도림천점,,3120157,114282,27036,22001,13351,14069,22076,15748,3120157.0,17_21,22076.0,20244.0,13351
10349,MA010120220800206048,36.5도씨여름,,3110566,20860,3349,3553,3202,3691,4741,2324,3110566.0,14_17,3691.0,20244.0,3202
10350,MA010120220800131703,벨라지오,,3130024,56368,2898,11431,15243,14844,9668,2284,3130024.0,11_14,15243.0,20244.0,15243
10351,MA0101202211A0031239,한옥랑솜익선동카페,,3120009,50480,4901,9112,10057,10692,11310,4407,3120009.0,17_21,11310.0,20244.0,10057
10352,MA0101202406A0581113,뚱스필드,,3120052,45756,4872,9022,9016,9688,9534,3626,3120052.0,11_14,9016.0,20244.0,9016
10353,MA010120220805092354,이트앤드링크,,3120052,45756,4872,9022,9016,9688,9534,3626,3120052.0,11_14,9016.0,20244.0,9016
10354,MA010120220809869457,케익다방연남점,,3110562,19744,4451,3534,2386,2783,4007,2582,3110562.0,14_17,2783.0,20244.0,2386
10355,MA010120220814266487,일커피,,3120210,58313,8746,12406,10569,10259,10875,5459,3120210.0,11_14,10569.0,20244.0,10569
10356,MA0101202406A0120975,코멜리,,3120024,50843,5376,10595,12341,11235,7868,3427,3120024.0,11_14,12341.0,20244.0,12341
10357,MA0101202307A0083663,페이벡커피,,3120003,77805,7238,16821,16730,16562,15211,5243,3120003.0,11_14,16730.0,20244.0,16730
10358,MA010120220800090754,차사랑,,3120003,77805,7238,16821,16730,16562,15211,5243,3120003.0,11_14,16730.0,20244.0,16730
10359,MA0101202308A0026667,밸런스7,,3120003,77805,7238,16821,16730,16562,15211,5243,3120003.0,11_14,16730.0,20244.0,16730
10360,MA010120220812527664,커피에반하다종로도렴빌딩점,,3120003,77805,7238,16821,16730,16562,15211,5243,3120003.0,11_14,16730.0,20244.0,16730
10361,MA0101202301A0102781,컴즈커피IN,광화문,3120003,77805,7238,16821,16730,16562,15211,5243,3120003.0,11_14,16730.0,20244.0,16730
10362,MA0101202212A0091128,스푼,,3120003,77805,7238,16821,16730,16562,15211,5243,3120003.0,11_14,16730.0,20244.0,16730
10363,MA010120220810049836,달곰,,3120003,77805,7238,16821,16730,16562,15211,5243,3120003.0,11_14,16730.0,20244.0,16730
10364,MA010120220807390075,디저트진진,,3111015,75083,21209,15814,8370,8171,11687,9832,3111015.0,11_14,8370.0,20244.0,8370
10365,MA010120220804275679,커피앤톡,,3120239,41701,7862,9245,6251,6176,7536,4631,3120239.0,11_14,6251.0,20244.0,6251
10366,MA010120220808529958,카페이루,,3110902,150788,42092,31551,16265,16263,24692,19924,3110902.0,11_14,16265.0,20244.0,16265
10367,MA010120220814013431,카페아이린,,3111034,170144,48244,36120,19518,18292,25600,22370,3111034.0,11_14,19518.0,20244.0,19518
10368,MA010120220809827905,해머스미스강남MBC점,,3120194,41622,7412,9005,7179,7032,7015,3979,3120194.0,11_14,7179.0,20244.0,7179
10369,MA010120220813958639,메가엠지씨커피영등포구청역점,,3120136,31281,5898,6288,4755,4770,5998,3571,3120136.0,11_14,4755.0,20244.0,4755
10370,MA0101202406A0208320,라뚜셩트,,3120202,80276,10134,13166,14800,15600,17978,8598,3120202.0,14_17,15600.0,20244.0,14800
10371,MA0101202409A0011889,사우스케이프갤러리아명품관카페,,3120202,80276,10134,13166,14800,15600,17978,8598,3120202.0,14_17,15600.0,20244.0,14800
10372,MA0101202210A0067538,샵01787씨,,3110578,118739,26596,23797,15190,15495,21710,15951,3110578.0,14_17,15495.0,20244.0,15190
10373,MA0101202306A0087339,피카로부,,3111053,77769,22510,16198,8799,8556,11660,10046,3111053.0,11_14,8799.0,20244.0,8799
10374,MA0106202201A0743551,페인트커피&바,,3130067,92505,25798,18936,10572,10200,14916,12083,3130067.0,11_14,10572.0,20244.0,10572
10375,MA010120220806940424,투썸플레이스강남삼성로점,,3120215,38300,5669,8413,7297,7102,6576,3243,3120215.0,11_14,7297.0,20244.0,7297
10376,MA0101202406A0520306,투썸플레이스강동,명일점,3120248,60173,13586,12071,7895,7803,11338,7479,3120248.0,17_21,11338.0,20244.0,7895
10377,MA0101202305A0178748,충당,,3110550,44844,10409,8549,5714,5828,8550,5794,3110550.0,11_14,5714.0,20244.0,5714
10378,MA010120220812621644,만월경,방학점,3110391,158776,46379,33048,17146,17295,24605,20301,,,,,17146
10379,MA010120220803384582,더벤티,강남구청역점,3120203,39570,5937,7886,7077,7219,7662,3789,3120203.0,11_14,7077.0,20244.0,7077
10380,MA0101202406A0205129,집생로커피,압구정점,3120195,31550,3979,5267,5825,6121,7069,3289,3120195.0,11_14,5825.0,20244.0,5825
10381,MA0101202210A0023610,에이치비씨,,3110134,94981,22611,19747,11263,11966,16837,12555,3110134.0,14_17,11966.0,20244.0,11263
10382,MA010120220813657816,커피베이수유역점,,3120076,63580,12857,12052,8276,8895,13036,8465,3120076.0,17_21,13036.0,20244.0,8276
10383,MA0101202308A0023057,마우나커피,,3110814,214735,58797,44307,22702,23544,36051,29335,3110814.0,11_14,22702.0,20244.0,22702
10384,MA010120220803397981,빽다방금호금남,시장점,3120048,128825,30018,25239,15399,16368,25008,16792,3120048.0,11_14,15399.0,20244.0,15399
10385,MA010120220805240210,카페헷지,,3110825,269448,87943,56074,24205,23700,38786,38740,3110825.0,11_14,24205.0,20244.0,24205
10386,MA010120220810176463,치쥬,,3110206,110662,34374,22476,10630,10679,16958,15544,3110206.0,11_14,10630.0,20244.0,10630
10387,MA0101202406A0184769,블루샥서초역점,,3120169,27473,3411,5839,5378,5155,5325,2365,3120169.0,11_14,5378.0,20244.0,5378
10388,MA010120220800451449,에젤커피,,3120052,22878,2435,4511,4508,4844,4767,1813,3120052.0,11_14,4508.0,20244.0,4508
10389,MA010120220800106885,리커버리커피바,,3110138,327948,89400,72424,37586,36564,49736,42240,3110138.0,11_14,37586.0,20244.0,37586
10390,MA0101202308A0009541,넛시드커피,,3110138,327948,89400,72424,37586,36564,49736,42240,3110138.0,11_14,37586.0,20244.0,37586
10391,MA0101202406A0467161,나귀와플라타너스,,3110840,87833,22994,18091,11038,10858,13958,10893,3110840.0,11_14,11038.0,20244.0,11038
10392,MA010120220801759645,태경카페,,3130191,11956,1254,1514,1959,2589,3300,1339,3130191.0,17_21,3300.0,20244.0,1959
10393,MA010120220804024682,쎄리오,,3110966,177966,29281,35978,30793,31237,33330,17348,3110966.0,11_14,30793.0,20244.0,30793
10394,MA010120220810311030,산울림,,3110566,20860,3349,3553,3202,3691,4741,2324,3110566.0,14_17,3691.0,20244.0,3202
10395,MA0101202301A0091199,메가엠지씨커피정릉,시장점,3110295,108520,27668,21893,12681,12967,19012,14299,3110295.0,11_14,12681.0,20244.0,12681
10396,MA010120220800141921,아재커피남대문점,,3120043,19847,1144,4939,4886,4918,3081,879,3120043.0,11_14,4886.0,20244.0,4886
10397,MA0101202307A0075541,아마스빈대흥역점,,3110578,118745,26597,23798,15191,15496,21712,15951,3110578.0,14_17,15496.0,20244.0,15191
10398,MA010120220811554106,커피나무꽃향기,,3110376,213878,67977,43163,21188,20815,31146,29589,3110376.0,11_14,21188.0,20244.0,21188
10399,MA010120220803892364,보헤미안커피하우스,,3110312,32414,6433,7113,5369,5025,5194,3280,3110312.0,11_14,5369.0,20244.0,5369
10400,MA010120220812443231,커피마인드,,3120175,30445,5678,6714,4974,4962,5122,2994,3120175.0,11_14,4974.0,20244.0,4974
10401,MA010120220802866928,카페프로젝트이응,,3110219,63896,20648,14123,6457,5896,8349,8424,3110219.0,11_14,6457.0,20244.0,6457
10402,MA0101202406A0416477,컴포즈커피숙명여대점,,3110069,53796,11564,11022,7852,7552,9623,6183,3110069.0,11_14,7852.0,20244.0,7852
10403,MA0101202306A0103604,헤세드,,3110902,150794,42094,31553,16266,16264,24693,19925,3110902.0,11_14,16266.0,20244.0,16266
10404,MA010120220804926140,어반플레이연남방앗간지점,,3110562,19744,4451,3534,2386,2783,4008,2582,3110562.0,14_17,2783.0,20244.0,2386
10405,MA010120220805389658,더벤티대흥역점,,3110578,118740,26596,23797,15190,15495,21711,15951,3110578.0,14_17,15495.0,20244.0,15190
10406,MA0101202411A0018441,커피포유,,3120207,39087,7944,8455,6188,6043,6439,4018,3120207.0,11_14,6188.0,20244.0,6188
10407,MA010120220809893042,클럽하우스서울,,3120047,26391,5878,5688,3520,3507,4615,3184,3120047.0,11_14,3520.0,20244.0,3520
10408,MA010120220809931801,유니온,,3110404,182985,51891,37148,19728,19300,29363,25556,3110404.0,11_14,19728.0,20244.0,19728
10409,MA010120220802834419,커피수,,3110449,93639,30048,19719,9144,8796,13104,12829,3110449.0,14_17,8796.0,20244.0,9144
10410,MA0101202409A0161065,일용할커피,,3120102,36961,5673,6564,5958,6625,8041,4100,3120102.0,11_14,5958.0,20244.0,5958
10411,MA010120220800858264,동그라미,,3110595,61082,15821,13143,7488,7146,9763,7722,3110595.0,06_11,13143.0,20244.0,7488
10412,MA010120220810052290,프레이밍,,3120105,17713,3492,3178,2571,2645,3602,2225,3120105.0,17_21,3602.0,20244.0,2571
10413,MA0101202311A0057006,데이롱카페까치산역점,,3110662,159653,50775,32996,15140,14639,23697,22407,3110662.0,14_17,14639.0,20244.0,15140
10414,MA0101202305A0100636,승룡이네카페애즈,,3111059,230400,64708,47768,24984,25422,36728,30790,3111059.0,11_14,24984.0,20244.0,24984
10415,MA010120220812371485,승룡이네집,,3111059,230400,64708,47768,24984,25422,36728,30790,3111059.0,11_14,24984.0,20244.0,24984
10416,MA010120220814261663,엠알디,,3110020,193682,60023,42747,21341,19065,26076,24431,3110020.0,11_14,21341.0,20244.0,21341
10417,MA0101202406A0004839,젤라또먼트,,3120177,70240,20090,14880,7968,7856,10569,8876,3120177.0,17_21,10569.0,20244.0,7968
10418,MA010120220813796188,요빙빙,,3110562,19744,4451,3534,2386,2783,4008,2582,3110562.0,14_17,2783.0,20244.0,2386
10419,MA010120220811490456,에쏘피리언스,,3111060,230517,63718,47008,24801,25235,38174,31580,3111060.0,11_14,24801.0,20244.0,24801
10420,MA010120220813906399,비건마마,,3110892,222932,67354,45847,22319,22175,34212,31025,3110892.0,17_21,34212.0,20244.0,22319
10421,MA010120220803789331,고이북촌,,3110018,27129,5282,6111,4595,4632,3950,2559,3110018.0,11_14,4595.0,20244.0,4595
10422,MA0101202406A0052318,홍카페,,3110571,68487,17569,14697,8247,8227,11205,8542,3110571.0,11_14,8247.0,20244.0,8247
10423,MA0106202406A2465640,스타벅스,이마트타워,3120021,28662,1206,7370,6736,6850,5180,1320,3120021.0,11_14,6736.0,20244.0,6736
10424,MA0101202305A0023060,신세계푸드그랜드델리아,,3120021,28662,1206,7370,6736,6850,5180,1320,3120021.0,11_14,6736.0,20244.0,6736
10425,MA010120220803495757,모나미,,3120028,71274,3944,14486,16396,16804,15418,4228,3120028.0,11_14,16396.0,20244.0,16396
10426,MA010120220803500186,대한문화예술공사서향가비,,3120028,71274,3944,14486,16396,16804,15418,4228,3120028.0,11_14,16396.0,20244.0,16396
10427,MA010120220810004623,나인에스프레소,,3110873,55042,12340,12461,7317,7048,9158,6718,3110873.0,17_21,9158.0,20244.0,7317
10428,MA0101202406A0384765,카페일리터,천호점,3120246,176622,42894,36091,23018,22414,29787,22418,3120246.0,11_14,23018.0,20244.0,23018
10429,MA010120220809852718,카페지엔,,3111015,75083,21209,15814,8370,8171,11687,9832,3111015.0,11_14,8370.0,20244.0,8370
10430,MA010120220807405080,바빌Babil,,3111072,207321,58162,42329,21864,22440,34185,28341,3111072.0,17_21,34185.0,20244.0,21864
10431,MA010120220806473256,디엔에이벤처스제이호,,3130038,43416,5430,9042,8922,9084,7542,3396,,,,,8922
10432,MA010120220800645237,르가든,,3130038,43416,5430,9042,8922,9084,7542,3396,,,,,8922
10433,MA010120220807126254,밀탑,동대문점,3130038,43416,5430,9042,8922,9084,7542,3396,,,,,8922
10434,MA0101202308A0074180,콜롬비아퍼펙토,동대문점,3130038,43416,5430,9042,8922,9084,7542,3396,,,,,8922
10435,MA010120220810017384,쏘풀에프앤비,동대문점,3130038,43416,5430,9042,8922,9084,7542,3396,,,,,8922
10436,MA0101202411A0182508,카페인잇현대동대문점,시티아울렛,3130038,43416,5430,9042,8922,9084,7542,3396,,,,,8922
10437,MA010120220806742030,크노파,,3120204,57589,6950,12951,11493,11231,10467,4497,3120204.0,11_14,11493.0,20244.0,11493
10438,MA010120220814002293,생츄어리,,3110557,52094,13644,10968,6537,6413,8126,6407,3110557.0,11_14,6537.0,20244.0,6537
10439,MA0101202309A0022167,투썸플레이스송파개롱역점,,3120240,92405,23420,18422,10356,11004,16605,12598,3120240.0,11_14,10356.0,20244.0,10356
10440,MA010120220800905229,커피101스트릿,,3110671,58849,16896,12631,6833,6460,8640,7389,3110671.0,11_14,6833.0,20244.0,6833
10441,MA010120220814209008,이디야방배,중앙점,3110903,165908,46786,34553,18938,18747,25597,21287,3110903.0,06_11,34553.0,20244.0,18938
10442,MA0101202209A0040561,인의동32,,3120011,41179,5251,8013,8374,8641,7590,3310,3120011.0,11_14,8374.0,20244.0,8374
10443,MA0101202409A0214040,구름커피,,3110958,101904,13690,21500,19985,19777,18608,8344,3110958.0,11_14,19985.0,20244.0,19985
10444,MA010120220812250302,쿨데삭,,3110142,113025,35667,24786,11559,10615,15546,14851,3110142.0,17_21,15546.0,20244.0,11559
10445,MA010120220804033399,라임,,3120203,39570,5937,7886,7077,7219,7662,3789,3120203.0,11_14,7077.0,20244.0,7077
