articleNo,articleName,tradeTypeName,floorInfo,rentPrc,dealOrWarrantPrc,area1,area2,direction,articleConfirmYmd,tagList,latitude,longitude,구,동
2522538860,일반상가,월세,1/4,100,"2,000",49,49,북서향,20250428,"['25년이상', '융자금없는', '역세권', '1층']",37.58467,126.911832,서대문구,북가좌동
2522632472,일반상가,월세,1/6,80,"2,000",30,23,남향,20250428,"['10년이내', '융자금없는', '1층', '관리비10만원이하']",37.582846,126.91903,서대문구,북가좌동
2522635519,일반상가,월세,1/3,180,"2,000",99,99,서향,20250428,"['25년이상', '융자금없는', '1층', '총3층']",37.583557,126.914292,서대문구,북가좌동
2522673816,일반상가,매매,1/6,,"3억 9,000",35,31,동향,20250428,"['4년이내', '1층', '주차가능', '인터폰']",37.579741,126.911845,서대문구,북가좌동
2522631862,일반상가,월세,1/2,55,500,28,26,동향,20250428,"['25년이상', '융자금없는', '1층', '총2층']",37.580925,126.916695,서대문구,북가좌동
2522698832,일반상가,월세,2/5,200,"2,000",114,114,북향,20250428,"['25년이내', '중층', '주차가능', '총5층']",37.580858,126.914917,서대문구,북가좌동
2522511918,일반상가,월세,1/3,240,"5,000",70,70,,20250428,"['25년이상', '융자금적은', '역세권', '1층']",37.583276,126.911791,서대문구,북가좌동
2522694938,일반상가,월세,1/2,70,"1,000",30,30,북향,20250428,"['25년이상', '1층', '총2층', '북향']",37.581035,126.914711,서대문구,북가좌동
2522684877,일반상가,월세,1/3,110,"2,000",40,40,남서향,20250428,"['25년이상', '1층', '총3층', '남서향']",37.577079,126.910974,서대문구,북가좌동
2522675555,단지내상가,매매,1/6,,4억,28,28,남서향,20250428,"['15년이내', '역세권', '1층', '급매']",37.570878,126.91296,서대문구,북가좌동
2522661533,일반상가,월세,1/2,150,"2,000",30,30,북서향,20250428,"['25년이상', '융자금없는', '1층', '관리비10만원이하']",37.579155,126.911088,서대문구,북가좌동
2522713040,단지내상가,월세,1/1,750,2억,174,174,북동향,20250428,"['15년이내', '1층', '주차가능', '북동향']",37.572665,126.910562,서대문구,북가좌동
2522535582,일반상가,월세,2/4,180,"5,000",124,124,북향,20250428,"['25년이상', '중층', '주차가능', '총4층']",37.582115,126.919942,서대문구,북가좌동
2522795377,일반상가,매매,1/1,,"5억 7,000",89,49,서향,20250428,"['15년이내', '1층', '급매', '주차가능']",37.57694,126.910159,서대문구,북가좌동
2522731365,일반상가,월세,1/6,110,"2,000",45,45,북향,20250428,"['10년이내', '1층', '관리비10만원이하', '주차가능']",37.582498,126.919314,서대문구,북가좌동
2522590955,단지내상가,월세,1/1,200,"3,000",53,53,북동향,20250428,"['15년이내', '1층', '관리비20만원이하', '주차가능']",37.572665,126.910562,서대문구,북가좌동
2522732101,일반상가,월세,1/2,140,"2,000",24,24,북동향,20250428,"['25년이상', '역세권', '1층', '총2층']",37.581653,126.913966,서대문구,북가좌동
2522717528,일반상가,월세,1/3,100,"2,000",18,18,남동향,20250428,"['25년이상', '1층', '주차가능', '총3층']",37.578247,126.909417,서대문구,북가좌동
2522364995,일반상가,월세,B1/2,55,500,42,42,남향,20250426,"['25년이상', '융자금없는', '지하층', '총2층']",37.57975,126.916203,서대문구,북가좌동
2522398920,일반상가,월세,1/4,350,"4,000",66,66,남향,20250426,"['25년이상', '1층', '총4층', '남향']",37.578114,126.909607,서대문구,북가좌동
2522367027,일반상가,월세,2/3,180,"2,000",140,135,북서향,20250426,"['25년이상', '중층', '총3층', '북서향']",37.583557,126.914292,서대문구,북가좌동
2522416728,일반상가,월세,1/3,180,"2,000",59,59,북서향,20250426,"['25년이상', '1층', '관리비10만원이하', '총3층']",37.583557,126.914292,서대문구,북가좌동
2522366045,단지내상가,월세,1/3,180,"2,000",60,59,북서향,20250426,"['25년이상', '1층', '총3층', '북서향']",37.583557,126.914292,서대문구,북가좌동
2522209904,일반상가,월세,1/3,80,"1,000",28,28,북향,20250425,"['25년이상', '융자금없는', '1층', '총3층']",37.578068,126.909168,서대문구,북가좌동
2522207335,일반상가,월세,B1/4,100,"1,000",139,139,북동향,20250425,"['25년이상', '지하층', '관리비10만원이하', '총4층']",37.581103,126.911938,서대문구,북가좌동
2522210589,일반상가,월세,2/3,350,"4,000",163,163,북동향,20250425,"['25년이상', '역세권', '중층', '관리비20만원이하']",37.575433,126.904357,서대문구,북가좌동
2522129093,일반상가,월세,1/2,100,"2,000",42,39,북향,20250425,"['25년이상', '역세권', '1층', '총2층']",37.584396,126.912511,서대문구,북가좌동
2522319872,단지내상가,매매,1/2,,"2억 7,000",80,57,남향,20250425,"['25년이내', '1층', '주차가능', '총2층']",37.577514,126.91191,서대문구,북가좌동
2522319299,일반상가,월세,1/2,100,"2,000",45,45,북동향,20250425,"['25년이상', '융자금적은', '역세권', '1층']",37.584396,126.912511,서대문구,북가좌동
2522322507,단지내상가,매매,B1/1,,"7억 7,000",108,51,남서향,20250425,"['15년이내', '지하층', '관리비20만원이하', '주차가능']",37.57694,126.910159,서대문구,북가좌동
2522289700,일반상가,월세,1/4,250,"3,000",16,16,남향,20250425,"['25년이상', '1층', '총4층', '남향']",37.578114,126.909607,서대문구,북가좌동
2522290031,일반상가,월세,1/4,120,"1,500",139,33,남향,20250425,"['25년이상', '1층', '관리비10만원이하', '주차가능']",37.582981,126.919185,서대문구,북가좌동
2522190302,일반상가,매매,1/16,,100억,2127,1400,남향,20250425,"['25년이상', '1층', '주차가능', '남향']",37.572928,126.908386,서대문구,북가좌동
2522191408,일반상가,월세,1/3,270,"5,000",195,195,남서향,20250425,"['25년이상', '역세권', '1층', '관리비10만원이하']",37.581932,126.913217,서대문구,북가좌동
2521941676,일반상가,월세,1/4,60,"1,500",31,31,남동향,20250424,"['25년이상', '융자금없는', '1층', '주차가능']",37.581793,126.920753,서대문구,북가좌동
2521877188,일반상가,월세,1/3,200,"3,000",130,66,북서향,20250424,"['25년이상', '1층', '관리비10만원이하', '총3층']",37.580764,126.912344,서대문구,북가좌동
2521971694,일반상가,월세,4/5,200,"3,000",162,162,남동향,20250424,"['25년이내', '고층', '주차가능', '총5층']",37.575625,126.907123,서대문구,북가좌동
2521872797,일반상가,월세,1/3,110,"1,000",204,33,북서향,20250424,"['25년이상', '1층', '총3층', '북서향']",37.580018,126.911737,서대문구,북가좌동
2522011974,일반상가,월세,1/2,90,"2,000",30,30,북동향,20250424,"['25년이상', '역세권', '1층', '주차가능']",37.581653,126.913966,서대문구,북가좌동
2522026470,단지내상가,월세,1/2,70,"1,000",73,24,남동향,20250424,"['25년이상', '융자금없는', '1층', '총2층']",37.581357,126.913093,서대문구,북가좌동
2521892312,일반상가,월세,3/3,300,"5,000",151,151,남동향,20250424,"['25년이상', '역세권', '고층', '주차가능']",37.584143,126.913938,서대문구,북가좌동
2521936954,일반상가,월세,1/4,150,"3,000",34,28,북동향,20250424,"['25년이상', '역세권', '1층', '관리비10만원이하']",37.583848,126.911016,서대문구,북가좌동
2522021285,일반상가,월세,1/5,120,"2,000",31,31,북동향,20250424,"['10년이내', '역세권', '1층', '관리비10만원이하']",37.581248,126.910946,서대문구,북가좌동
2521900659,일반상가,월세,1/1,250,"5,000",57,57,북동향,20250424,"['15년이내', '융자금없는', '1층', '주차가능']",37.574534,126.911816,서대문구,북가좌동
2521872116,단지내상가,월세,2/3,150,"3,000",80,47,남향,20250424,"['25년이내', '중층', '주차가능', '총3층']",37.5764,126.914523,서대문구,북가좌동
2521968813,단지내상가,월세,1/3,135,"2,000",42,42,북동향,20250424,"['25년이상', '역세권', '1층', '관리비10만원이하']",37.581773,126.912444,서대문구,북가좌동
2521975717,단지내상가,월세,1/1,280,"3,000",57,57,남동향,20250424,"['15년이내', '1층', '관리비20만원이하', '주차가능']",37.572665,126.910562,서대문구,북가좌동
2522020232,단지내상가,월세,5/5,770,1억,375,375,남향,20250424,"['25년이상', '융자금없는', '고층', '주차가능']",37.576504,126.913168,서대문구,북가좌동
2522029526,일반상가,월세,1/2,55,"1,000",33,33,북동향,20250424,"['25년이상', '1층', '총2층', '북동향']",37.581035,126.914711,서대문구,북가좌동
2521650466,일반상가,월세,1/5,150,"2,000",64,64,남향,20250423,"['25년이내', '융자금없는', '1층', '주차가능']",37.57558,126.913178,서대문구,북가좌동
2521784815,일반상가,월세,1/2,90,"1,500",29,29,남향,20250423,"['25년이상', '1층', '총2층', '남향']",37.575596,126.912984,서대문구,북가좌동
2521700530,단지내상가,월세,1/3,40,500,26,14,남서향,20250423,"['25년이상', '1층', '관리비10만원이하', '주차가능']",37.575902,126.909108,서대문구,북가좌동
2521472697,일반상가,월세,1/2,90,"1,500",35,25,남서향,20250422,"['25년이상', '융자금없는', '1층', '총2층']",37.575596,126.912984,서대문구,북가좌동
2521592210,일반상가,월세,1/2,95,"1,500",39,39,남서향,20250422,"['25년이상', '역세권', '1층', '총2층']",37.581992,126.914121,서대문구,북가좌동
2521467372,단지내상가,월세,1/1,200,"3,000",53,53,북동향,20250422,"['15년이내', '1층', '관리비20만원이하', '주차가능']",37.57694,126.910159,서대문구,북가좌동
2521469917,일반상가,월세,1/3,95,"1,000",33,33,남서향,20250422,"['25년이상', '1층', '총3층', '남서향']",37.575907,126.912453,서대문구,북가좌동
2521511162,일반상가,월세,1/2,90,"1,000",35,25,남서향,20250422,"['25년이상', '역세권', '1층', '총2층']",37.581363,126.911335,서대문구,북가좌동
2521461945,일반상가,월세,1/3,80,"1,000",27,27,북향,20250422,"['25년이상', '1층', '총3층', '북향']",37.578068,126.909168,서대문구,북가좌동
2521477027,일반상가,월세,4/7,280,"5,000",181,181,남서향,20250422,"['15년이내', '역세권', '중층', '주차가능']",37.575326,126.905239,서대문구,북가좌동
2521518338,일반상가,월세,1/3,240,"5,000",80,70,북동향,20250422,"['25년이상', '역세권', '1층', '총3층']",37.583276,126.911791,서대문구,북가좌동
2521470340,단지내상가,매매,1/3,,8억,70,38,남서향,20250422,"['25년이내', '1층', '관리비20만원이하', '주차가능']",37.5764,126.914523,서대문구,북가좌동
2521313885,단지내상가,매매,1/3,,"1억 5,000",19,10,서향,20250422,"['25년이상', '1층', '관리비10만원이하', '주차가능']",37.575902,126.909108,서대문구,북가좌동
2521438858,일반상가,월세,1/4,100,"2,000",40,40,북서향,20250422,"['25년이상', '역세권', '1층', '주차가능']",37.58467,126.911832,서대문구,북가좌동
2521612431,일반상가,월세,1/5,100,"2,000",28,28,,20250422,"['10년이내', '역세권', '1층', '주차가능']",37.580979,126.909745,서대문구,북가좌동
2521400789,단지내상가,매매,1/1,,"5억 7,000",89,49,남서향,20250421,"['15년이내', '1층', '급매', '관리비20만원이하']",37.574534,126.911816,서대문구,북가좌동
2521171000,일반상가,월세,1/4,55,"1,000",31,31,남서향,20250421,"['25년이상', '역세권', '1층', '주차가능']",37.575842,126.905391,서대문구,북가좌동
2521363456,일반상가,월세,1/5,100,"2,000",57,28,남동향,20250421,"['10년이내', '역세권', '1층', '관리비10만원이하']",37.580979,126.909745,서대문구,북가좌동
2521152506,복합상가,월세,1/3,230,"4,000",56,56,북동향,20250421,"['25년이상', '역세권', '1층', '총3층']",37.583464,126.911537,서대문구,북가좌동
2521137012,일반상가,월세,1/3,300,"5,000",72,72,북서향,20250421,"['25년이상', '역세권', '1층', '주차가능']",37.581771,126.913055,서대문구,북가좌동
2521304370,일반상가,월세,1/3,100,"2,000",29,29,남향,20250421,"['25년이상', '역세권', '1층', '주차가능']",37.581843,126.910356,서대문구,북가좌동
2521154838,단지내상가,매매,1/1,,"4억 5,000",55,55,북서향,20250421,"['15년이내', '1층', '관리비20만원이하', '북서향']",37.572665,126.910562,서대문구,북가좌동
2521216358,일반상가,월세,1/5,70,"1,000",23,23,북동향,20250421,"['25년이상', '융자금없는', '역세권', '1층']",37.575996,126.905025,서대문구,북가좌동
2521406535,일반상가,월세,1/2,60,"1,000",78,33,북동향,20250421,"['25년이상', '1층', '관리비10만원이하', '총2층']",37.581035,126.914711,서대문구,북가좌동
2521246526,단지내상가,매매,1/3,,3억,36,21,서향,20250421,"['25년이상', '1층', '관리비10만원이하', '주차가능']",37.575902,126.909108,서대문구,북가좌동
2520939155,단지내상가,월세,2/2,80,"2,000",56,44,서향,20250419,"['25년이내', '고층', '주차가능', '총2층']",37.577514,126.91191,서대문구,북가좌동
2520746554,일반상가,월세,1/4,60,"1,500",38,31,남서향,20250418,"['25년이상', '1층', '총4층', '남서향']",37.58051,126.909642,서대문구,북가좌동
2520715349,일반상가,월세,1/4,100,"2,000",49,42,서향,20250418,"['25년이상', '융자금없는', '역세권', '1층']",37.58467,126.911832,서대문구,북가좌동
2520885883,복합상가,매매,1/6,,"4억 6,000",74,36,남서향,20250418,"['15년이내', '역세권', '1층', '급매']",37.570878,126.91296,서대문구,북가좌동
2520857309,일반상가,매매,1/5,,"1억 4,000",34,34,,20250418,"['15년이내', '역세권', '1층', '세대분리']",37.58283,126.909978,서대문구,북가좌동
2520909861,일반상가,월세,2/4,200,"2,000",146,146,남서향,20250418,"['25년이상', '중층', '관리비10만원이하', '주차가능']",37.581037,126.9181,서대문구,북가좌동
2520681049,단지내상가,월세,1/3,280,"1억 2,000",78,78,남향,20250418,"['25년이내', '융자금없는', '1층', '관리비20만원이하']",37.5764,126.914523,서대문구,북가좌동
2520703478,일반상가,월세,1/2,150,"2,000",28,28,북서향,20250418,"['25년이상', '1층', '관리비10만원이하', '총2층']",37.579155,126.911088,서대문구,북가좌동
2520801495,단지내상가,월세,1/10,160,"3,000",59,59,남서향,20250418,"['15년이내', '1층', '관리비20만원이하', '남서향']",37.572665,126.910562,서대문구,북가좌동
2520852937,일반상가,월세,1/2,90,"1,000",24,24,남서향,20250418,"['25년이상', '역세권', '1층', '총2층']",37.581363,126.911335,서대문구,북가좌동
2520824642,일반상가,월세,1/4,200,"2,000",93,93,남동향,20250418,"['25년이상', '역세권', '1층', '관리비10만원이하']",37.582246,126.91277,서대문구,북가좌동
2520777499,일반상가,월세,1/5,100,"3,000",66,66,북서향,20250418,"['25년이내', '역세권', '1층', '주차가능']",37.577911,126.904708,서대문구,북가좌동
2520781952,복합상가,매매,1/16,,100억,1400,1400,동향,20250418,"['25년이상', '1층', '주차가능', '천장에어컨']",37.572928,126.908386,서대문구,북가좌동
2520589308,일반상가,월세,B1/4,70,"1,000",109,98,북서향,20250417,"['25년이상', '역세권', '지하층', '주차가능']",37.58467,126.911832,서대문구,북가좌동
2520573443,일반상가,월세,1/3,150,"2,000",39,39,서향,20250417,"['25년이상', '역세권', '1층', '관리비10만원이하']",37.582689,126.913699,서대문구,북가좌동
2520497294,일반상가,월세,2/3,80,"2,000",60,56,남동향,20250417,"['25년이상', '융자금없는', '중층', '총3층']",37.579412,126.910706,서대문구,북가좌동
2520650111,일반상가,월세,1/4,250,"3,000",14,14,남향,20250417,"['25년이상', '1층', '관리비10만원이하', '총4층']",37.578114,126.909607,서대문구,북가좌동
2520493194,일반상가,월세,1/3,145,"2,000",30,30,서향,20250417,"['25년이상', '1층', '관리비10만원이하', '주차가능']",37.578977,126.910926,서대문구,북가좌동
2520436210,복합상가,월세,1/2,140,"4,000",46,46,서향,20250417,"['25년이상', '1층', '총2층', '서향']",37.583195,126.919301,서대문구,북가좌동
2520282560,일반상가,월세,1/5,160,"2,000",94,94,북서향,20250416,"['25년이상', '역세권', '1층', '주차가능']",37.584924,126.91209,서대문구,북가좌동
2520001069,일반상가,월세,1/5,100,"2,000",47,37,북동향,20250415,"['4년이내', '역세권', '1층', '관리비10만원이하']",37.584226,126.91278,서대문구,북가좌동
2520163739,일반상가,월세,3/6,65,"1,200",24,24,남서향,20250415,"['25년이상', '중층', '관리비20만원이하', '주차가능']",37.5779,126.910241,서대문구,북가좌동
2520119240,일반상가,월세,1/3,500,"5,000",165,165,남동향,20250415,"['25년이상', '1층', '관리비10만원이하', '주차가능']",37.578935,126.910254,서대문구,북가좌동
2519945285,일반상가,월세,1/2,140,"2,000",33,33,북서향,20250415,"['25년이상', '1층', '관리비10만원이하', '총2층']",37.579155,126.911088,서대문구,북가좌동
2519827756,일반상가,매매,2/6,,"4억 3,000",92,86,북서향,20250414,"['10년이내', '지상층(1층제외)', '관리비10만원이하', '주차가능']",37.578403,126.909553,서대문구,북가좌동
2519731693,복합상가,월세,B1/7,170,"3,000",55,55,서향,20250414,"['10년이내', '지하층', '서향']",37.58537,126.915557,서대문구,북가좌동
2519662085,일반상가,월세,1/5,320,"4,000",227,227,북향,20250414,"['25년이내', '1층', '주차가능', '총5층']",37.580858,126.914917,서대문구,북가좌동
2519856927,일반상가,월세,1/3,137,"2,500",40,32,남서향,20250414,"['15년이내', '역세권', '1층', '관리비20만원이하']",37.571264,126.912257,서대문구,북가좌동
2519726227,일반상가,월세,1/10,250,"3,000",57,57,북동향,20250414,"['25년이내', '역세권', '1층', '관리비20만원이하']",37.583633,126.911123,서대문구,북가좌동
2519661076,일반상가,월세,1/5,220,"3,000",113,113,북향,20250414,"['25년이내', '1층', '주차가능', '총5층']",37.580858,126.914917,서대문구,북가좌동
2519726762,일반상가,월세,1/5,125,"1,000",46,46,남향,20250414,"['25년이상', '1층', '주차가능', '총5층']",37.57558,126.913178,서대문구,북가좌동
2519879186,일반상가,월세,1/3,80,"1,000",28,28,남동향,20250414,"['25년이상', '1층', '총3층', '남동향']",37.580018,126.911737,서대문구,북가좌동
2519668114,일반상가,월세,1/4,90,"1,000",139,40,남동향,20250414,"['25년이상', '1층', '주차가능', '총4층']",37.582981,126.919185,서대문구,북가좌동
2519884460,일반상가,월세,1/2,110,"2,000",64,41,북동향,20250414,"['25년이상', '역세권', '1층', '총2층']",37.584396,126.912511,서대문구,북가좌동
2519838657,일반상가,월세,1/4,120,"2,000",43,33,남향,20250414,"['25년이상', '1층', '주차가능', '총4층']",37.582981,126.919185,서대문구,북가좌동
2519502661,단지내상가,월세,1/1,200,"5,000",84,58,북동향,20250412,"['15년이내', '융자금없는', '1층', '관리비20만원이하']",37.574534,126.911816,서대문구,북가좌동
2519429863,일반상가,월세,B1/3,90,"1,000",151,151,서향,20250412,"['25년이상', '융자금없는', '지하층', '관리비10만원이하']",37.578977,126.910926,서대문구,북가좌동
2519503979,단지내상가,월세,1/1,660,"1억 5,000",249,173,북동향,20250412,"['15년이내', '융자금없는', '1층', '주차가능']",37.574534,126.911816,서대문구,북가좌동
2519429034,일반상가,월세,2/5,80,"3,000",56,56,남동향,20250412,"['10년이내', '융자금적은', '중층', '총5층']",37.579139,126.911419,서대문구,북가좌동
2519516888,일반상가,월세,1/2,110,"1,000",29,29,서향,20250412,"['25년이상', '1층', '총2층', '서향']",37.579294,126.911194,서대문구,북가좌동
2519517217,일반상가,월세,1/3,98,"1,000",39,39,남동향,20250412,"['25년이상', '1층', '총3층', '남동향']",37.577307,126.908908,서대문구,북가좌동
2519404254,일반상가,월세,B1/5,60,"1,000",88,83,북향,20250411,"['25년이상', '역세권', '지하층', '관리비10만원이하']",37.575996,126.905025,서대문구,북가좌동
2519350007,일반상가,월세,1/3,180,"3,000",49,49,남서향,20250411,"['25년이상', '1층', '총3층', '현관보안']",37.578247,126.909417,서대문구,북가좌동
2519290459,단지내상가,월세,1/7,70,"2,000",20,20,남서향,20250411,"['15년이내', '1층', '관리비10만원이하', '주차가능']",37.572665,126.910562,서대문구,북가좌동
2519250368,단지내상가,월세,1/3,40,500,20,14,남서향,20250411,"['25년이상', '융자금없는', '1층', '관리비10만원이하']",37.575902,126.909108,서대문구,북가좌동
2518881656,일반상가,월세,1/2,150,"4,000",140,82,남서향,20250410,"['25년이상', '1층', '총2층', '남서향']",37.583195,126.919301,서대문구,북가좌동
2518884511,일반상가,월세,1/3,200,"3,000",66,66,북서향,20250410,"['25년이상', '1층', '관리비10만원이하', '총3층']",37.580764,126.912344,서대문구,북가좌동
2518998346,일반상가,월세,1/3,60,500,23,23,남서향,20250410,"['25년이상', '1층', '총3층', '남서향']",37.580018,126.911737,서대문구,북가좌동
2519025396,단지내상가,매매,B1/6,,12억,304,304,북동향,20250410,"['15년이내', '역세권', '지하층', '주차가능']",37.570878,126.91296,서대문구,북가좌동
2519145859,일반상가,월세,1/4,100,"2,000",33,33,서향,20250410,"['25년이상', '1층', '주차가능', '총4층']",37.581438,126.914199,서대문구,북가좌동
2518999812,일반상가,월세,1/3,80,"1,000",26,26,남서향,20250410,"['25년이상', '1층', '총3층', '남서향']",37.580018,126.911737,서대문구,북가좌동
2519120304,일반상가,월세,1/3,"1,000","1억 5,000",302,302,남동향,20250410,"['25년이상', '융자금적은', '역세권', '1층']",37.584143,126.913938,서대문구,북가좌동
2519008962,일반상가,월세,1/5,120,"2,000",31,31,남동향,20250410,"['4년이내', '1층', '관리비10만원이하', '총5층']",37.579741,126.911845,서대문구,북가좌동
2519110613,일반상가,월세,1/2,110,"1,100",26,26,남서향,20250410,"['25년이상', '1층', '총2층', '남서향']",37.577243,126.910762,서대문구,북가좌동
2518984294,일반상가,월세,1/2,90,"3,000",26,26,남향,20250410,"['25년이상', '1층', '총2층', '남향']",37.575596,126.912984,서대문구,북가좌동
2518985523,일반상가,월세,1/5,100,"2,000",29,29,남향,20250410,"['10년이내', '역세권', '1층', '주차가능']",37.580979,126.909745,서대문구,북가좌동
2518980201,일반상가,월세,1/2,150,"4,000",81,81,남동향,20250410,"['25년이상', '1층', '총2층', '남동향']",37.583195,126.919301,서대문구,북가좌동
2518948071,일반상가,월세,1/3,90,"1,000",40,40,남동향,20250410,"['25년이상', '1층', '총3층', '남동향']",37.584987,126.914715,서대문구,북가좌동
2519014338,일반상가,월세,B1/8,360,"5,000",254,254,북서향,20250410,"['10년이내', '지하층', '주차가능', '엘리베이터']",37.579644,126.911453,서대문구,북가좌동
2518939287,단지내상가,매매,1/2,,8억,38,38,남향,20250410,"['25년이내', '1층', '주차가능', '총2층']",37.5764,126.914523,서대문구,북가좌동
2518667830,단지내상가,월세,1/4,200,"5,000",55,55,북서향,20250409,"['15년이내', '1층', '관리비20만원이하', '주차가능']",37.572665,126.910562,서대문구,북가좌동
2518788832,단지내상가,월세,1/10,220,"4,000",53,53,남서향,20250409,"['15년이내', '1층', '관리비20만원이하', '주차가능']",37.572665,126.910562,서대문구,북가좌동
2524627569,일반상가,월세,1/8,126.0,"3,000",30,30,남향,20250509,"['25년이상', '역세권', '1층', '남향']",37.557208,126.949929,서대문구,북아현동
2524627572,일반상가,월세,3/8,280.0,"3,000",155,155,남향,20250509,"['25년이상', '역세권', '중층', '주차가능']",37.557208,126.949929,서대문구,북아현동
2524609944,단지내상가,매매,1/2,,17억,139,52,동향,20250509,"['10년이내', '역세권', '1층', '주차가능']",37.558267,126.955864,서대문구,북아현동
2524627586,일반상가,월세,5/5,130.0,"3,000",202,202,남향,20250509,"['25년이상', '역세권', '고층', '주차가능']",37.557456,126.951496,서대문구,북아현동
2524627596,일반상가,월세,2/4,150.0,"2,000",86,86,북향,20250509,"['25년이상', '역세권', '중층', '주차가능']",37.557706,126.953876,서대문구,북아현동
2524627355,복합상가,월세,B1/4,100.0,"1,000",48,48,남동향,20250509,"['25년이상', '지하층', '관리비10만원이하', '총4층']",37.563327,126.954608,서대문구,북아현동
2524386813,일반상가,월세,1/4,80.0,"2,000",33,33,남동향,20250508,"['25년이상', '1층', '총4층', '남동향']",37.564597,126.959053,서대문구,북아현동
2524403218,일반상가,월세,2/3,300.0,"4,000",134,107,남향,20250508,"['25년이상', '역세권', '중층', '총3층']",37.557559,126.95512,서대문구,북아현동
2524440048,단지내상가,월세,1/2,160.0,"3,000",41,25,남향,20250508,"['2년이내', '1층', '주차가능', '총2층']",37.562218,126.950998,서대문구,북아현동
2524473680,단지내상가,월세,1/1,250.0,"3,000",139,75,남향,20250508,"['10년이내', '역세권', '1층', '주차가능']",37.558163,126.950052,서대문구,북아현동
2524323883,일반상가,월세,2/5,200.0,"3,000",115,99,북향,20250508,"['25년이내', '역세권', '중층', '관리비20만원이하']",37.557687,126.953089,서대문구,북아현동
2524591952,단지내상가,월세,1/1,130.0,"2,000",63,32,동향,20250508,"['10년이내', '융자금없는', '1층', '관리비20만원이하']",37.560221,126.952102,서대문구,북아현동
2524473206,단지내상가,매매,B1/1,,7억,139,75,남향,20250508,"['10년이내', '역세권', '지하층', '주차가능']",37.558163,126.950052,서대문구,북아현동
2524592186,단지내상가,월세,1/1,140.0,"2,000",59,31,서향,20250508,"['10년이내', '1층', '주차가능', '서향']",37.560306,126.953497,서대문구,북아현동
2524408803,복합상가,월세,3/3,160.0,"2,000",67,67,남향,20250508,"['25년이상', '역세권', '고층', '총3층']",37.557559,126.95512,서대문구,북아현동
2524403911,복합상가,월세,2/3,210.0,"3,000",67,67,남향,20250508,"['25년이상', '역세권', '중층', '엘리베이터']",37.557559,126.95512,서대문구,북아현동
2524346488,일반상가,월세,1/1,220.0,"3,000",36,36,남향,20250508,"['25년이상', '역세권', '1층', '남향']",37.557278,126.950738,서대문구,북아현동
2524345068,일반상가,월세,B1/3,55.0,"2,000",76,76,남향,20250508,"['25년이상', '융자금없는', '역세권', '지하층']",37.55735,126.951301,서대문구,북아현동
2524345566,일반상가,월세,B1/3,60.0,"1,000",80,80,남향,20250508,"['25년이상', '역세권', '지하층', '총3층']",37.557401,126.952307,서대문구,북아현동
2524346126,일반상가,월세,B1/4,110.0,"1,000",81,81,남향,20250508,"['25년이상', '융자금적은', '역세권', '지하층']",37.557646,126.952221,서대문구,북아현동
2523909773,일반상가,월세,1/5,320.0,"5,000",94,70,남향,20250507,"['25년이상', '테라스', '역세권', '1층']",37.557337,126.951045,서대문구,북아현동
2524049609,일반상가,월세,2/4,175.0,"3,000",102,102,남향,20250507,"['4년이내', '중층', '관리비10만원이하', '주차가능']",37.565209,126.95391,서대문구,북아현동
2524049613,일반상가,월세,1/4,100.0,"1,500",35,35,남향,20250507,"['4년이내', '1층', '관리비10만원이하', '주차가능']",37.565209,126.95391,서대문구,북아현동
2524174088,단지내상가,매매,1/1,,"3억 9,000",45,23,서향,20250507,"['2년이내', '1층', '주차가능', '서향']",37.560221,126.952102,서대문구,북아현동
2524029687,복합상가,월세,2/18,110.0,"2,000",37,23,북향,20250507,"['2년이내', '역세권', '지상층(1층제외)', '주차가능']",37.557554,126.955036,서대문구,북아현동
2523909870,일반상가,월세,2/3,210.0,"3,000",67,53,남향,20250507,"['25년이상', '역세권', '중층', '총3층']",37.557559,126.95512,서대문구,북아현동
2523909883,일반상가,월세,3/3,160.0,"2,000",67,53,남향,20250507,"['25년이상', '역세권', '고층', '총3층']",37.557559,126.95512,서대문구,북아현동
2523909774,일반상가,월세,2/5,240.0,"3,000",94,74,남향,20250507,"['25년이상', '역세권', '중층', '관리비20만원이하']",37.557337,126.951045,서대문구,북아현동
2523909478,일반상가,월세,1/4,40.0,"1,000",33,33,서향,20250507,"['25년이상', '융자금없는', '1층', '주차가능']",37.56275,126.956395,서대문구,북아현동
2524177574,복합상가,월세,2/4,175.0,"3,000",99,99,남향,20250507,"['4년이내', '융자금없는', '중층', '관리비10만원이하']",37.565209,126.95391,서대문구,북아현동
2524158298,일반상가,월세,3/8,280.0,"3,000",155,150,남향,20250507,"['25년이상', '융자금적은', '역세권', '중층']",37.557352,126.949888,서대문구,북아현동
2524014510,단지내상가,매매,1/12,,"9억 7,000",43,43,동향,20250507,"['10년이내', '역세권', '1층', '주차가능']",37.558267,126.955864,서대문구,북아현동
2524033474,일반상가,월세,5/5,130.0,"3,000",248,202,남향,20250507,"['25년이상', '역세권', '고층', '주차가능']",37.557456,126.951496,서대문구,북아현동
2524014450,일반상가,매매,1/1,,"19억 3,000",58,58,북서향,20250507,"['25년이상', '역세권', '1층', '북서향']",37.558042,126.958133,서대문구,북아현동
2523905167,일반상가,월세,3/5,230.0,"3,000",94,74,남향,20250507,"['25년이상', '역세권', '중층', '관리비20만원이하']",37.557337,126.951045,서대문구,북아현동
