상가업소번호,상호명,지점명,TRDAR_CD,TRDAR_CD_N,상권업종소분류코드,상권업종소분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,신우편번호,동정보,층정보,호정보,경도,위도,가장가까운_지하철역,지하철역_거리(m),가장가까운_버스정류장,버스정류장_거리(m),반경500m내_카페수,밀집등급,총_유동인구_수,피크_유동인구_수_상권별,기준_년분기_코드,피크_유동인구_수_11~14,상권_코드,상권_코드_명,평균_평일_유동인구_수,평균_주말_유동인구_수,평일_대비_주말_유동인구_비율,전용면적,리뷰수,별점,카페_추정매출
MA010120220813368854,셀프커피숍,,3120094,"신촌역(신촌역, 신촌로터리)",I21201,카페,11,서울특별시,11410,서대문구,11410585,신촌동,1141011600,창천동,1141011600100310026,1,대지,31.0,26.0,서울특별시 서대문구 창천동 31-26,114104136066,서울특별시 서대문구 명물1길,2.0,,1141011600100310026032239,,서울특별시 서대문구 명물1길 2,3776,,1,,126.937322589239,37.5578445805014,2호선 신촌,303,연세로.명물거리,50,141,4,165195,37872.0,20244.0,23820,3120094,"신촌역(신촌역, 신촌로터리)",894651.0,929560.5,1.0390202436480818,429.9878572053445,0.0,,2228082235.572964
MA010120220812060895,모글,,3110262,상봉역 3번,I21201,카페,11,서울특별시,11260,중랑구,11260590,상봉2동,1126010200,상봉동,1126010200100850036,1,대지,85.0,36.0,서울특별시 중랑구 상봉동 85-36,112603106002,서울특별시 중랑구 봉우재로,159.0,,1126010200100850036015863,,서울특별시 중랑구 봉우재로 159,2152,,1,,127.090607728374,37.5937671103622,7호선 상봉(시외버스터미널),475,망우3동주민센터.혜원여중고후문,269,29,0,296036,52323.0,20244.0,31767,3110262,상봉역 3번,244602.8,276590.0,1.130772010786467,62.365680362141696,0.0,5.0,3578259837.657289
MA0101202406A0423446,키팜,노원점,3110425,계상초등학교,I21201,카페,11,서울특별시,11350,노원구,11350640,상계2동,1135010500,상계동,1135010500104560026,1,대지,456.0,26.0,서울특별시 노원구 상계동 456-26,113504130425,서울특별시 노원구 한글비석로49길,63.0,,1135010500104560026006732,이레빌딩,서울특별시 노원구 한글비석로49길 63,1679,,1,,127.06618706954,37.6614113736535,4호선 노원,626,보람1차후문,84,46,1,95162,12888.0,20244.0,12888,3110425,계상초등학교,85096.0,96539.0,1.134471655541976,124.89354959727676,131.0,1.0,2220416561.6213894
MA010120220800457743,가먼츠커피,,3110425,계상초등학교,I21201,카페,11,서울특별시,11350,노원구,11350640,상계2동,1135010500,상계동,1135010500104560026,1,대지,456.0,26.0,서울특별시 노원구 상계동 456-26,113504130425,서울특별시 노원구 한글비석로49길,63.0,,1135010500104560026006732,이레빌딩,서울특별시 노원구 한글비석로49길 63,1679,,1,,127.06618706954,37.6614113736535,4호선 노원,626,보람1차후문,84,46,1,95162,12888.0,20244.0,12888,3110425,계상초등학교,85096.0,96539.0,1.134471655541976,124.89354959727676,0.0,,580844221.6831921
MA0106202201A0604092,파스쿠찌디큐브아트센터,,3120128,신도림역,I21201,카페,11,서울특별시,11530,구로구,11530510,신도림동,1153010100,신도림동,1153010100106920000,1,대지,692.0,,서울특별시 구로구 신도림동 692,115303000028,서울특별시 구로구 경인로,662.0,,1153010100103600045000001,디큐브시티,서울특별시 구로구 경인로 662,8209,,,,126.888504277764,37.5080643272591,경부선호선 신도림,246,신도림역(중),120,48,1,146493,21600.0,20244.0,21600,3120128,신도림역,82729.4,86167.0,1.0415523381047125,2681.090757863157,57.0,3.69,2102517126.2209525
MA0101202310A0005448,세인트41,,3120128,신도림역,I21201,카페,11,서울특별시,11530,구로구,11530510,신도림동,1153010100,신도림동,1153010100106920000,1,대지,692.0,,서울특별시 구로구 신도림동 692,115303000028,서울특별시 구로구 경인로,662.0,,1153010100103600045000001,디큐브시티,서울특별시 구로구 경인로 662,8209,,41,,126.888504277764,37.5080643272591,경부선호선 신도림,246,신도림역(중),120,48,1,146493,21600.0,20244.0,21600,3120128,신도림역,82729.4,86167.0,1.0415523381047125,2681.090757863157,387.0,2.5,5437772810.32413
MA010120220808672178,에이트리플,,3120128,신도림역,I21201,카페,11,서울특별시,11530,구로구,11530510,신도림동,1153010100,신도림동,1153010100106920000,1,대지,692.0,,서울특별시 구로구 신도림동 692,115303000028,서울특별시 구로구 경인로,662.0,,1153010100103600045000001,디큐브시티,서울특별시 구로구 경인로 662,8209,,15,,126.888504277764,37.5080643272591,경부선호선 신도림,246,신도림역(중),120,48,1,146493,21600.0,20244.0,21600,3120128,신도림역,82729.4,86167.0,1.0415523381047125,2681.090757863157,0.0,,1526427508.057676
MA010120220810349853,플랙진,,3120128,신도림역,I21201,카페,11,서울특별시,11530,구로구,11530510,신도림동,1153010100,신도림동,1153010100106920000,1,대지,692.0,,서울특별시 구로구 신도림동 692,115303000028,서울특별시 구로구 경인로,662.0,,1153010100103600045000001,디큐브시티,서울특별시 구로구 경인로 662,8209,,B1,,126.888504277764,37.5080643272591,경부선호선 신도림,246,신도림역(중),120,48,1,146493,21600.0,20244.0,21600,3120128,신도림역,82729.4,86167.0,1.0415523381047125,2681.090757863157,0.0,,1526427508.057676
MA0101202306A0045132,온고지신디큐브오피스점,,3120128,신도림역,I21201,카페,11,서울특별시,11530,구로구,11530510,신도림동,1153010100,신도림동,1153010100106920000,1,대지,692.0,,서울특별시 구로구 신도림동 692,115303000028,서울특별시 구로구 경인로,662.0,,1153010100103600045000001,디큐브시티,서울특별시 구로구 경인로 662,8209,,1,,126.888504277764,37.5080643272591,경부선호선 신도림,246,신도림역(중),120,48,1,146493,21600.0,20244.0,21600,3120128,신도림역,82729.4,86167.0,1.0415523381047125,2681.090757863157,0.0,,1526427508.057676
MA010120220805033742,카페공간학디큐브시티,,3120128,신도림역,I21201,카페,11,서울특별시,11530,구로구,11530510,신도림동,1153010100,신도림동,1153010100106920000,1,대지,692.0,,서울특별시 구로구 신도림동 692,115303000028,서울특별시 구로구 경인로,662.0,,1153010100103600045000001,디큐브시티,서울특별시 구로구 경인로 662,8209,,1,,126.888504277764,37.5080643272591,경부선호선 신도림,246,신도림역(중),120,48,1,146493,21600.0,20244.0,21600,3120128,신도림역,82729.4,86167.0,1.0415523381047125,2681.090757863157,0.0,1.5,1526427508.057676
MA010120220808041770,더라운지카페디엔타스,큐브점,3120128,신도림역,I21201,카페,11,서울특별시,11530,구로구,11530510,신도림동,1153010100,신도림동,1153010100106920000,1,대지,692.0,,서울특별시 구로구 신도림동 692,115303000028,서울특별시 구로구 경인로,662.0,,1153010100103600045000001,디큐브시티,서울특별시 구로구 경인로 662,8209,,6,,126.888504277764,37.5080643272591,경부선호선 신도림,246,신도림역(중),120,48,1,146493,21600.0,20244.0,21600,3120128,신도림역,82729.4,86167.0,1.0415523381047125,2681.090757863157,0.0,,1526427508.057676
MA0101202306A0075888,미크플로,종로점,3130007,광장시장(광장전통시장),I21201,카페,11,서울특별시,11110,종로구,11110630,종로5.6가동,1111016300,종로5가,1111016300103980006,1,대지,398.0,6.0,서울특별시 종로구 종로5가 398-6,111103005001,서울특별시 종로구 동호로,395.0,,1111016300103980006011488,종로완구상회,서울특별시 종로구 동호로 395,3195,,1,,127.001697927704,37.5698714858864,1호선 종로5가,118,이화사거리(경유),159,118,3,62075,13818.0,20244.0,13636,3130007,광장시장(광장전통시장),87743.6,59982.0,0.6836054139561175,500.2385815042748,224.33333333333331,2.9,17315415409.28524
MA0106202406A2465775,스타벅스,화곡DT,3120111,목동사거리,I21201,카페,11,서울특별시,11500,강서구,11500570,화곡4동,1150010300,화곡동,1150010300107720067,1,대지,772.0,67.0,서울특별시 강서구 화곡동 772-67,115003005064,서울특별시 강서구 등촌로,57.0,,,,서울특별시 강서구 등촌로 57,7741,,,,126.86314289871,37.5350136711661,5호선 목동,1007,목동7단지,977,45,1,42186,5296.0,20244.0,5296,3120111,목동사거리,95167.2,99570.5,1.0462690927126153,262.9264343686018,126.05636743215032,4.132901878914405,11514267272.042648
MA010120220808155667,뷰클랜드,,3111013,송파나루역 1번(송리단길),I21201,카페,11,서울특별시,11710,송파구,11710580,송파1동,1171010400,송파동,1171010400100450018,1,대지,45.0,18.0,서울특별시 송파구 송파동 45-18,117104169195,서울특별시 송파구 백제고분로43길,10.0,,1171010400100450018012641,,서울특별시 송파구 백제고분로43길 10,5621,,1,,127.109584740247,37.5083634470198,9호선(연장)호선 송파나루,322,송파여성문화회관,155,122,3,41625,7800.0,20244.0,4951,3111013,송파나루역 1번(송리단길),336415.8,366055.5,1.088104363707055,117.03597191613368,2667.0,4.0,3657016246.3576217
MA010120220803779517,슬로우레빗,,3110130,답십리역 6번,I21201,카페,11,서울특별시,11200,성동구,11200790,용답동,1120012200,용답동,1120012200100700009,1,대지,70.0,9.0,서울특별시 성동구 용답동 70-9,112004109493,서울특별시 성동구 용답중앙13길,15.0,1.0,1120012200100700009000808,,서울특별시 성동구 용답중앙13길 15-1,4804,,1,,127.053153411395,37.5655888128622,5호선 답십리,134,답십리역사거리(중),96,30,0,508334,,,55723,3110130,답십리역 6번,71258.2,76021.0,1.0668386234847358,88.0409316911472,8.0,4.8,970263242.0
MA0101202409A0124676,매머드커피익스프레스면,목동점,3110258,면동초등학교,I21201,카페,11,서울특별시,11260,중랑구,11260565,면목본동,1126010100,면목동,1126010100101180001,1,대지,118.0,1.0,서울특별시 중랑구 면목동 118-1,112603005029,서울특별시 중랑구 겸재로,164.0,,1126010100101180001031692,,서울특별시 중랑구 겸재로 164,2218,,1,,127.085947055119,37.5877970193523,7호선 면목,162,면목복개천,34,22,0,123401,13992.0,20244.0,13992,3110258,면동초등학교,104624.6,108631.5,1.0382978764076516,123.99593664934508,0.0,3.0,846305938.1498964
MA010120220811990595,파스쿠찌선릉이노센스,,3120210,선릉역,I21201,카페,11,서울특별시,11680,강남구,11680590,삼성2동,1168010500,삼성동,1168010500101410009,1,대지,141.0,9.0,서울특별시 강남구 삼성동 141-9,116804166750,서울특별시 강남구 테헤란로63길,11.0,,1168010500101410009017012,,서울특별시 강남구 테헤란로63길 11,6162,,1,,127.050114012331,37.5059889549188,분당선호선 선릉,170,선릉역,93,129,4,58313,10569.0,20244.0,10569,3120210,선릉역,829583.2,550010.5,0.6629961889295733,969.7881939782905,0.0,,3534458747.899218
MA010120220800212117,델문도,,3120103,홍대입구역(홍대),I21201,카페,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000104050015,1,대지,405.0,15.0,서울특별시 마포구 서교동 405-15,114403113020,서울특별시 마포구 잔다리로,19.0,6.0,1144012000104050015010928,,서울특별시 마포구 잔다리로 19-6,4048,,2,,126.920874443061,37.5504825627428,6호선 상수,353,서교동사거리(경유),327,286,4,20806,3453.0,20244.0,2808,3120103,홍대입구역(홍대),581495.4,710054.5,1.2210836061643824,100.030552694093,227.0,2.8,3250381131.104622
MA010120220810088771,오로스트,,3120192,뱅뱅사거리,I21201,카페,11,서울특별시,11680,강남구,11680640,역삼1동,1168010100,역삼동,1168010100108360023,1,대지,836.0,23.0,서울특별시 강남구 역삼동 836-23,116804166032,서울특별시 강남구 강남대로62길,21.0,,1168010100108360023026088,,서울특별시 강남구 강남대로62길 21,6254,,1,,127.033266862828,37.4907498736154,3호선 양재(서초구청),699,뱅뱅사거리.역삼동,58,105,3,35592,5951.0,20244.0,5951,3120192,뱅뱅사거리,356175.2,248515.0,0.6977324642479319,106.22365679981556,46.0,4.529999999999999,2628573025.15166
MA010120220810113913,빽다방사가정역점,,3130112,사가정시장,I21201,카페,11,서울특별시,11260,중랑구,11260575,면목3.8동,1126010100,면목동,1126010100104590009,1,대지,459.0,9.0,서울특별시 중랑구 면목동 459-9,112603005027,서울특별시 중랑구 면목로,330.0,1.0,1126010100104590009025474,,서울특별시 중랑구 면목로 330-1,2213,,1,,127.088713535302,37.5815060421398,7호선 사가정,71,사가정시장,108,39,1,121971,24194.0,20244.0,14762,3130112,사가정시장,137595.6,143899.0,1.0458110579117357,115.79170913779504,0.0,4.53,2227970682.4859705
MA0101202309A0043410,빽다방명동중앙우체국점,,3120028,명동(명동거리),I21201,카페,11,서울특별시,11140,중구,11140550,명동,1114012700,명동2가,1114012700101010003,1,대지,101.0,3.0,서울특별시 중구 명동2가 101-3,111403101001,서울특별시 중구 남대문로,58.0,1.0,1114012700100990003019792,,서울특별시 중구 남대문로 58-1,4535,,1,,126.981867936513,37.5624278787377,2호선 을지로입구,404,해운센터.롯데영플라자,45,192,4,35638,8198.0,20244.0,8198,3120028,명동(명동거리),318792.4,218755.5,0.6862004865862549,235.7569861935674,33.0,3.905,3896574687.225961
MA0101202406A0079913,밀크비,,3110918,방배역 3번,I21201,카페,11,서울특별시,11650,서초구,11650600,방배1동,1165010100,방배동,1165010100109170004,1,대지,917.0,4.0,서울특별시 서초구 방배동 917-4,116503121021,서울특별시 서초구 효령로,89.0,,1165010100109170004015210,훼미리하우스,서울특별시 서초구 효령로 89,6687,,1,,126.994007797833,37.4806270718895,2호선 방배,328,방배역.방배서리풀이편한세상,384,40,1,186580,,,20951,3110918,방배역 3번,135924.4,126655.0,0.9318047385164108,150.76686616545564,0.0,,605645154.7870998
MA010120220804188449,빈트리이백이십오,,3120169,서초역,I21201,카페,11,서울특별시,11650,서초구,11650530,서초3동,1165010800,서초동,1165010800115430003,1,대지,1543.0,3.0,서울특별시 서초구 서초동 1543-3,116504163408,서울특별시 서초구 서초대로42길,44.0,,1165010800115430003020709,,서울특별시 서초구 서초대로42길 44,6648,,1,,127.00919296559,37.4900424036236,2호선 서초,234,서초동삼성아파트,152,98,3,27473,5379.0,20244.0,5379,3120169,서초역,235624.4,152732.0,0.6482011200877329,135.80250512297948,32.0,4.608333333333333,2507240802.3311195
MA0106202305A1179622,투썸플레이스,고덕점,3120249,고덕역,I21201,카페,11,서울특별시,11740,강동구,11740540,명일2동,1174010100,명일동,1174010100100480016,1,대지,48.0,16.0,서울특별시 강동구 명일동 48-16,117404172095,서울특별시 강동구 동남로71길,14.0,,1174010100100480016018786,한양빌딩,서울특별시 강동구 동남로71길 14,5269,,1,,127.155357053843,37.5519385669145,5호선 고덕,357,강동아트센터.강동경희대병원,82,32,0,25036,3885.0,20244.0,3885,3120249,고덕역,76597.4,71399.0,0.9321334666711926,388.0651480383038,32.945945945945944,3.016216216216216,9885175232.563242
MA010120220806828228,유니스데코,,3110498,증산역 1번,I21201,카페,11,서울특별시,11380,은평구,11380600,응암3동,1138010700,응암동,1138010700105930032,1,대지,593.0,32.0,서울특별시 은평구 응암동 593-32,113804133248,서울특별시 은평구 응암로9길,21.0,,1138010700105930032001721,,서울특별시 은평구 응암로9길 21,3485,,1,,126.913939919785,37.5876257484361,6호선 새절(신사),392,와산교,94,47,1,225810,24287.0,20244.0,23015,3110498,증산역 1번,284179.8,305652.0,1.0755585020469436,75.9233441402874,0.0,,615181905.2277749
MA0101202309A0000340,읍천리382회기역점,,3110219,삼육보건대학교,I21201,카페,11,서울특별시,11230,동대문구,11230730,휘경2동,1123010900,휘경동,1123010900103800000,1,대지,380.0,,서울특별시 동대문구 휘경동 380,112303005032,서울특별시 동대문구 망우로,46.0,,1123010900102810001008190,회기역하트리움,서울특별시 동대문구 망우로 46,2496,,,,127.058819743259,37.5887506866591,중앙선호선 회기,134,시조사삼거리(중),159,64,2,127786,12912.0,20244.0,12912,3110219,삼육보건대학교,208120.2,214469.0,1.0305054482938223,304.2033231666553,68.0,4.6,5624635599.760912
MA0101202303A0038843,베러먼데이회기역점,,3110219,삼육보건대학교,I21201,카페,11,서울특별시,11230,동대문구,11230730,휘경2동,1123010900,휘경동,1123010900103800000,1,대지,380.0,,서울특별시 동대문구 휘경동 380,112303005032,서울특별시 동대문구 망우로,46.0,,1123010900102810001008190,회기역하트리움,서울특별시 동대문구 망우로 46,2496,,,,127.058819743259,37.5887506866591,중앙선호선 회기,134,시조사삼거리(중),159,64,2,127786,12912.0,20244.0,12912,3110219,삼육보건대학교,208120.2,214469.0,1.0305054482938223,304.2033231666553,24.0,5.0,2875973342.003536
MA010120220801027117,커피볶는집,,3120219,은마아파트,I21201,카페,11,서울특별시,11680,강남구,11680600,대치1동,1168010600,대치동,1168010600110210014,1,대지,1021.0,14.0,서울특별시 강남구 대치동 1021-14,116804166414,서울특별시 강남구 삼성로57길,22.0,,1168010600110210014014123,동원빌딩,서울특별시 강남구 삼성로57길 22,6279,,1,,127.059245914569,37.4978035959636,3호선 대치,525,삼성아파트입구,54,62,2,40333,6913.0,20244.0,5485,3120219,은마아파트,162994.4,197521.0,1.211826909390752,185.90408369681705,27.0,4.733333333333333,12951156087.79116
MA010120220804839700,힘,,3120221,봉은사역,I21201,카페,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101060005,1,대지,106.0,5.0,서울특별시 강남구 삼성동 106-5,116804166678,서울특별시 강남구 영동대로114길,10.0,,1168010500101060005015336,삼성빌딩,서울특별시 강남구 영동대로114길 10,6082,,1,,127.060854654344,37.5153273252512,9호선(연장)호선 봉은사,134,봉은사역3번출구.삼성1파출소,65,51,1,17943,4083.0,20244.0,3630,3120221,봉은사역,79719.4,51899.5,0.6510272280022178,131.96973278525496,15.0,4.5,1375330874.4387045
MA010120220810143153,에슬로우뱅뱅,사거리점,3120192,뱅뱅사거리,I21201,카페,11,서울특별시,11680,강남구,11680640,역삼1동,1168010100,역삼동,1168010100108360025,1,대지,836.0,25.0,서울특별시 강남구 역삼동 836-25,116804166232,서울특별시 강남구 도곡로3길,10.0,,1168010100108360025026082,,서울특별시 강남구 도곡로3길 10,6254,,1,,127.033199077251,37.4908850438067,3호선 양재(서초구청),715,뱅뱅사거리.역삼동,73,110,3,35592,5951.0,20244.0,5951,3120192,뱅뱅사거리,356175.2,248515.0,0.6977324642479319,164.72227522405993,14.0,4.13,2055658466.6166277
MA010120220804460399,이디야,,3120197,역삼역,I21201,카페,11,서울특별시,11680,강남구,11680640,역삼1동,1168010100,역삼동,1168010100106430010,1,대지,643.0,10.0,서울특별시 강남구 역삼동 643-10,116804166726,서울특별시 강남구 테헤란로25길,17.0,,1168010100106430010023356,,서울특별시 강남구 테헤란로25길 17,6131,,1,,127.035239569323,37.5017956432119,2호선 역삼,168,역삼역6번출구,95,158,4,34261,6902.0,20244.0,6902,3120197,역삼역,811026.4,405052.5,0.4994319543728786,217.55183597875063,21.689655172413797,3.8577049180327863,2177593736.8985605
MA010120220806978667,루씨엘브런치,,3110671,등촌1동주민센터,I21201,카페,11,서울특별시,11500,강서구,11500520,등촌1동,1150010200,등촌동,1150010200106520012,1,대지,652.0,12.0,서울특별시 강서구 등촌동 652-12,115002005007,서울특별시 강서구 공항대로,467.0,,1150010200106520012026981,송원빌딩,서울특별시 강서구 공항대로 467,7570,,1,,126.859158223423,37.5541552064335,9호선 증미,436,등촌중학교.백석초등학교(중),180,35,1,58848,6833.0,20244.0,6833,3110671,등촌1동주민센터,243417.2,244751.5,1.0054815354050577,39.14645229226254,0.0,5.0,1061447724.8551958
MA010120220800041887,디끌레,,3120176,논현역 4번,I21201,카페,11,서울특별시,11650,서초구,11650560,반포1동,1165010700,반포동,1165010700107030019,1,대지,703.0,19.0,서울특별시 서초구 반포동 703-19,116504163457,서울특별시 서초구 신반포로42길,11.0,,1165010700107030019018056,,서울특별시 서초구 신반포로42길 11,6534,,1,,127.018696185077,37.5099084668353,신분당선(연장2)호선 논현,273,논현역7번출구,100,81,2,126081,13523.0,20244.0,14013,3120176,논현역 4번,273566.4,261673.5,0.9565264593897496,193.40532739989604,195.0,4.4,889336800.4954228
MA010120220806268692,르샤,,3110541,동교초등학교,I21201,카페,11,서울특별시,11440,마포구,11440700,망원2동,1144012300,망원동,1144012300104190007,1,대지,419.0,7.0,서울특별시 마포구 망원동 419-7,114404139495,서울특별시 마포구 월드컵로25길,139.0,,1144012300104190007014384,명칭없음,서울특별시 마포구 월드컵로25길 139,3958,,1,,126.900032189273,37.5567917595243,6호선 마포구청,802,성산대교북단(경유),460,74,2,91302,10496.0,20244.0,9995,3110541,동교초등학교,176143.2,198760.0,1.1284000744848508,140.42449262125055,0.0,,860848471.2774403
MA010120220806033301,더블딥커피,,3120166,방배역,I21201,카페,11,서울특별시,11650,서초구,11650600,방배1동,1165010100,방배동,1165010100109120001,1,대지,912.0,1.0,서울특별시 서초구 방배동 912-1,116504163250,서울특별시 서초구 방배로11길,21.0,,1165010100109120001015186,그린빌라,서울특별시 서초구 방배로11길 21,6686,,1,,126.995398392903,37.4814110120842,2호선 방배,193,방배역.방배서리풀이편한세상,247,45,1,32308,4998.0,20244.0,4998,3120166,방배역,173958.2,146642.0,0.8429726221586564,134.75562156247153,149.0,4.51,13263675247.735762
MA0106202406A0093197,해피퍼피하우스,,3110082,용산구청,I21201,카페,11,서울특별시,11170,용산구,11170650,이태원1동,1117013000,이태원동,1117013000100340083,1,대지,34.0,83.0,서울특별시 용산구 이태원동 34-83,111702005002,서울특별시 용산구 녹사평대로,168.0,11.0,1117013000100340083009891,,서울특별시 용산구 녹사평대로 168-11,4390,,2,,126.989602430981,37.5333986320918,6호선 녹사평(용산구청),293,용산구청,370,77,2,17351,2350.0,20244.0,2350,3110082,용산구청,46910.0,56235.5,1.1987955659774034,84.10279472432528,349.0,3.2,2156174935.242132
MA010120220809847761,브루다안국,,3120007,북촌(안국역),I21201,카페,11,서울특별시,11110,종로구,11110600,가회동,1111014800,계동,1111014800101450000,1,대지,145.0,,서울특별시 종로구 계동 145,111104100014,서울특별시 종로구 계동길,11.0,,1111014800101450000018130,일부,서울특별시 종로구 계동길 11,3059,,1,,126.986641546268,37.5778355365591,3호선 안국,184,덕성여중고,467,141,4,12215,2504.0,20244.0,2504,3120007,북촌(안국역),111979.8,92635.0,0.8272474142657872,340.1256983166,99.0,3.7,1939497725.380881
MA0101202308A0028098,블레싱,,3110328,상월곡역 3번,I21201,카페,11,서울특별시,11290,성북구,11290810,석관동,1129013900,석관동,1129013900103400078,1,대지,340.0,78.0,서울특별시 성북구 석관동 340-78,112903005046,서울특별시 성북구 화랑로,192.0,,1129013900103400078000001,광천교회,서울특별시 성북구 화랑로 192,2791,,1,,127.05188094928,37.6076837614568,6호선 상월곡(한국과학기술연구원),332,장위동그린빌아파트,1374,20,0,241748,30101.0,20244.0,30101,3110328,상월곡역 3번,137355.8,140104.0,1.020007891912828,1389.4851223448682,0.0,4.56,1063723829.0748768
MA010120220804092119,로타리다방,,3120244,암사역,I21201,카페,11,서울특별시,11740,강동구,11740580,암사2동,1174010700,암사동,1174010700105120017,1,대지,512.0,17.0,서울특별시 강동구 암사동 512-17,117403123023,서울특별시 강동구 올림픽로,769.0,,1174010700105120017015572,,서울특별시 강동구 올림픽로 769,5242,,1,,127.127174889586,37.5499720689864,8호선 암사,43,암사역2번출구.암사종합시장,48,57,2,51082,6606.0,20244.0,6606,3120244,암사역,99412.4,109033.5,1.0967796773843104,624.6286726414214,0.0,,7096584223.639694
MA0101202406A0125323,해피데이지,,3111085,묘곡초등학교(고덕아이파크아파트),I21201,카페,11,서울특별시,11740,강동구,11740550,고덕1동,1174010200,고덕동,1174010200106430006,1,대지,643.0,6.0,서울특별시 강동구 고덕동 643-6,117404172099,서울특별시 강동구 동남로81길,64.0,,1174010200106430006018408,,서울특별시 강동구 동남로81길 64,5227,,1,,127.153426030832,37.5594824347775,5호선 고덕,502,고덕평생학습관.온조대왕체육관,590,12,0,66772,15053.0,20244.0,8649,3111085,묘곡초등학교(고덕아이파크아파트),125115.8,121229.5,0.968938375488947,102.60966103140666,0.0,,1102578655.775005
MA010120220804056713,성바오로수도회재,,3120185,논현역,I21201,카페,11,서울특별시,11680,강남구,11680521,논현1동,1168010800,논현동,1168010800101230000,1,대지,123.0,,서울특별시 강남구 논현동 123,116803122011,서울특별시 강남구 학동로,116.0,,1168010800101230000007615,,서울특별시 강남구 학동로 116,6111,,,,127.023662004285,37.5115834447719,신분당선(연장2)호선 논현,205,영동시장,37,120,3,43123,6793.0,20244.0,6793,3120185,논현역,382959.0,293159.5,0.7655114516175361,135.12493667392158,0.0,,3035865406.450016
MA0101202310A0088388,아인23,,3120178,신사역,I21201,카페,11,서울특별시,11680,강남구,11680510,신사동,1168010700,신사동,1168010700105020006,1,대지,502.0,6.0,서울특별시 강남구 신사동 502-6,116802102001,서울특별시 강남구 강남대로,624.0,,1168010700105020006000001,일부IC,서울특별시 강남구 강남대로 624,6035,,1,,127.019512505877,37.5174677585285,신분당선(연장2)호선 신사,136,신사역6번출구,17,105,3,51707,8928.0,20244.0,8928,3120178,신사역,507641.4,385562.0,0.759516461817338,403.6321237637288,0.0,,6549630409.618989
MA0101202211A0058520,더벤티,서일대점,3110274,서일대학교,I21201,카페,11,서울특별시,11260,중랑구,11260575,면목3.8동,1126010100,면목동,1126010100100190040,1,대지,19.0,40.0,서울특별시 중랑구 면목동 19-40,112603005028,서울특별시 중랑구 용마산로,424.0,,1126010100100190040018618,,서울특별시 중랑구 용마산로 424,2191,,,,127.096908830135,37.5892301163298,7호선 면목,831,서일대학교,16,35,1,80666,8590.0,20244.0,8568,3110274,서일대학교,194076.2,200434.0,1.0327592976367015,129.9843868166329,13.333333333333334,3.816666666666667,1455472028.3352735
MA0101202303A0056217,소카크,,3120119,발산역(마곡),I21201,카페,11,서울특별시,11500,강서구,11500603,가양1동,1150010500,마곡동,1150010500107970006,1,대지,797.0,6.0,서울특별시 강서구 마곡동 797-6,115003155046,서울특별시 강서구 마곡동로,56.0,,1150010500107970006000001,건와빌딩,서울특별시 강서구 마곡동로 56,7803,,1,,126.833794918481,37.5599787048988,5호선 발산,374,마곡동로사거리(중),103,149,4,8954,1471.0,20244.0,1471,3120119,발산역(마곡),176905.0,157631.5,0.8910516944122552,2131.87163523101,664.0,3.1,10274477994.351149
MA010120220808369981,라스페스,,3120178,신사역,I21201,카페,11,서울특별시,11680,강남구,11680510,신사동,1168010700,신사동,1168010700105120021,1,대지,512.0,21.0,서울특별시 강남구 신사동 512-21,116804166264,서울특별시 강남구 도산대로1길,10.0,,1168010700105120021011980,고황빌딩,서울특별시 강남구 도산대로1길 10,6035,,4,,127.020168556678,37.5173865580161,신분당선(연장2)호선 신사,117,신사역6번출구,75,116,3,51707,8928.0,20244.0,8928,3120178,신사역,507641.4,385562.0,0.759516461817338,129.09685146877314,48.0,4.890000000000001,6584878945.950323
MA010120220800903218,서울첨단소재,,3110627,신정롯데캐슬아파트,I21201,카페,11,서울특별시,11470,양천구,11470630,신정2동,1147010100,신정동,1147010100102960090,1,대지,296.0,90.0,서울특별시 양천구 신정동 296-90,114703114009,서울특별시 양천구 신목로,40.0,,1147010100102960090005916,현진빌딩,서울특별시 양천구 신목로 40,8015,,4,,126.873386472808,37.5191494531058,5호선 오목교(목동운동장앞),615,신정2동주민센터.목동중학교,263,35,1,143045,17890.0,20244.0,17890,3110627,신정롯데캐슬아파트,200884.8,213024.0,1.060428663592268,64.60277019723064,0.0,4.55,1669670576.868971
MA010120220806397280,셰이디드,,3110021,성균관대학교,I21201,카페,11,서울특별시,11110,종로구,11110650,혜화동,1111017300,명륜3가,1111017300101360001,1,대지,136.0,1.0,서울특별시 종로구 명륜3가 136-1,111104100173,서울특별시 종로구 성균관로3길,15.0,,1111017300101360001032384,,서울특별시 종로구 성균관로3길 15,3073,,1,,126.997305472308,37.5832602443376,4호선 혜화,412,명륜3가.성대입구(중),109,96,3,109837,14463.0,20244.0,14174,3110021,성균관대학교,215877.2,229166.0,1.061557218640968,136.79780135003853,496.0,4.8,1406047339.4349585
