articleNo,articleName,tradeTypeName,TRDAR_CD
2524252384,단지내상가,월세,
2524248718,일반상가,월세,3120081
2524246687,일반상가,월세,3110425
2523976618,단지내상가,월세,
2523959777,단지내상가,월세,
2523975103,일반상가,월세,3110424
2523900706,일반상가,월세,3130157
2523920323,일반상가,월세,3110426
2523930340,일반상가,월세,
2523916470,일반상가,월세,3120081
2523900633,일반상가,월세,3110419
2523931910,일반상가,월세,
2523932648,복합상가,월세,3120081
2523929512,일반상가,월세,3110440
2523899751,일반상가,월세,3110425
2523929395,복합상가,월세,3120081
2523932492,일반상가,월세,3110424
2523932157,일반상가,월세,
2524284736,일반상가,월세,3120081
2523928617,복합상가,월세,3120081
2523929788,단지내상가,월세,
2523899895,일반상가,월세,3120081
2523928769,단지내상가,매매,3110416
2523930587,단지내상가,월세,3110416
2523929919,일반상가,월세,
2523899494,일반상가,월세,3120081
2523895217,일반상가,월세,3110415
2523898215,단지내상가,매매,
2523897884,단지내상가,월세,
2523898680,일반상가,매매,3110422
2523896665,일반상가,월세,
2523898726,일반상가,월세,3120081
2523890194,단지내상가,월세,3110416
2523890477,단지내상가,월세,
2523899040,일반상가,월세,3130157
2523897517,일반상가,월세,3130157
2523897708,일반상가,월세,3120081
2523894942,일반상가,월세,3120081
2523896280,일반상가,월세,3120081
2523889204,단지내상가,월세,
2523898432,일반상가,월세,
2523890051,일반상가,매매,3120081
2523889745,일반상가,월세,3110428
2523896494,일반상가,월세,3120080
2523888526,일반상가,월세,3110428
2523899246,복합상가,월세,
2523885290,일반상가,매매,3120081
2523870687,일반상가,월세,3110415
2523871838,일반상가,월세,3120081
2523923198,일반상가,월세,3110419
2523887307,일반상가,월세,3120081
2523872316,일반상가,월세,3110419
2523871361,일반상가,월세,3120081
2523884693,일반상가,월세,
2523871309,일반상가,월세,
2523873530,일반상가,월세,3110416
2523870420,복합상가,월세,3120081
2523886791,단지내상가,월세,
2523885900,일반상가,월세,3120081
2523871191,일반상가,월세,3110419
2523877840,복합상가,월세,3110415
2523884241,일반상가,월세,3120081
2523886962,일반상가,월세,3120081
2523871850,일반상가,월세,3110419
2523865472,일반상가,월세,3110419
2523828088,일반상가,월세,3120081
2523862479,일반상가,월세,3110419
2523863521,일반상가,월세,3110419
2523858897,일반상가,월세,3110415
2523853853,일반상가,월세,3110419
2523863171,일반상가,월세,3110415
2523837440,단지내상가,월세,
2523870095,일반상가,월세,
2523862941,일반상가,월세,3110419
2523868913,일반상가,월세,3110419
2523867537,일반상가,매매,3120080
2523846365,일반상가,매매,3120081
2523839410,일반상가,매매,3120082
2523848400,단지내상가,월세,3110437
2523839236,일반상가,월세,3110415
2523864166,일반상가,월세,3110419
2523820589,단지내상가,매매,
2523828072,일반상가,월세,
2523848269,일반상가,매매,3120081
2523864684,복합상가,매매,3120081
2523867034,일반상가,월세,3130157
2523875964,일반상가,월세,
2523864287,단지내상가,매매,
2523851121,일반상가,월세,3110419
2523853976,단지내상가,매매,3130154
2523851093,일반상가,월세,
2523865275,일반상가,월세,3120081
2523852688,일반상가,월세,3120081
2523859415,일반상가,월세,3110419
2523850495,일반상가,월세,3120081
2523853348,일반상가,매매,3120081
2523847511,일반상가,월세,3110428
2523852199,일반상가,월세,3110419
2523943008,단지내상가,월세,
2524028511,일반상가,월세,3120081
2524009737,일반상가,월세,
2523932280,일반상가,매매,3120081
2523926950,일반상가,월세,
2523927071,일반상가,월세,
2523929312,일반상가,월세,
2523977651,일반상가,월세,3110428
2523983505,일반상가,월세,3120082
2523973698,일반상가,월세,3110428
2523927156,일반상가,월세,
2523847093,일반상가,월세,3120081
2523876072,일반상가,월세,
2523881483,일반상가,월세,3120081
2523848786,일반상가,월세,3120081
2524096263,단지내상가,월세,
2524049907,일반상가,월세,3120081
2524076040,일반상가,월세,3120081
2524101164,일반상가,월세,3120081
2524049835,일반상가,월세,3120081
2524053860,일반상가,매매,3110416
2524055084,일반상가,월세,3110428
2523935832,일반상가,매매,3120081
2523934744,일반상가,매매,3120081
2523995949,단지내상가,매매,3110437
2523977042,일반상가,월세,3110428
2523975569,단지내상가,매매,3130154
2523976661,일반상가,월세,
2524031274,단지내상가,매매,
2524009901,일반상가,매매,3120081
2524231177,일반상가,월세,3110415
2524116251,복합상가,매매,3120081
2524154955,복합상가,월세,3120081
2524240256,일반상가,월세,
2524240828,일반상가,월세,3120081
2524113254,단지내상가,월세,
2524114038,단지내상가,월세,
2524225138,일반상가,월세,
2524306393,일반상가,월세,3110428
2524247088,일반상가,월세,3110428
2524220452,단지내상가,월세,
2524123943,일반상가,월세,3110440
2524118665,일반상가,월세,3120081
2524078430,단지내상가,월세,
2524083516,일반상가,월세,
2524079524,일반상가,월세,3120081
2524082521,일반상가,월세,3120081
2524083205,일반상가,월세,3120081
2524081919,일반상가,월세,
2524081525,일반상가,월세,3120081
2523986963,일반상가,월세,3110424
2524076146,일반상가,월세,3120081
2524011148,일반상가,월세,3110428
2524010641,일반상가,월세,3110428
2524042788,일반상가,월세,3130157
2524075674,일반상가,월세,3120081
2524072908,일반상가,월세,3110419
2524042737,일반상가,월세,3110426
2523975991,일반상가,월세,3110419
2524017971,복합상가,월세,3110415
2523983272,일반상가,월세,3120081
2523931697,일반상가,월세,3110419
2523928601,일반상가,매매,
2523919701,일반상가,월세,3120081
2523957816,일반상가,월세,3120081
2523964517,복합상가,월세,
2524035550,일반상가,월세,3110425
2523968170,일반상가,월세,3120081
2523943121,일반상가,월세,
2524010052,일반상가,월세,
2524018535,일반상가,월세,3110419
2523976335,일반상가,월세,3120081
2523942867,일반상가,월세,3110428
2523919678,일반상가,월세,3120081
2523919687,일반상가,월세,3120081
2524027374,복합상가,월세,3110415
2523894114,일반상가,월세,3120081
2523879860,일반상가,월세,3110416
2523879125,복합상가,월세,3110415
2523861179,일반상가,월세,
2523867840,일반상가,월세,3120081
2523917715,복합상가,월세,3110428
2523863123,일반상가,월세,
2523859647,일반상가,월세,3110428
2523879077,일반상가,월세,3110419
2523879543,일반상가,월세,3110419
2523841942,일반상가,월세,3110416
2523851622,일반상가,월세,3120081
2523894381,일반상가,매매,
2523879302,일반상가,월세,3110415
2523865668,일반상가,월세,
2523850625,일반상가,월세,3120081
2523879561,일반상가,월세,3110419
2523900300,일반상가,월세,3110425
2523875040,일반상가,월세,3110425
2523628287,일반상가,월세,3110424
2523785298,일반상가,월세,3110428
2523785535,일반상가,월세,3110428
2523725256,일반상가,월세,3110428
2523623981,일반상가,월세,3110415
2523637371,일반상가,월세,3110426
2523671297,일반상가,월세,3110419
2523633742,일반상가,월세,3120081
2523696602,복합상가,월세,
2523663915,단지내상가,전세,
2523628979,일반상가,월세,3120081
2523706099,단지내상가,월세,
2523775057,일반상가,월세,
2523731837,일반상가,월세,3120080
2523724975,일반상가,월세,3110428
2523767851,일반상가,월세,3120081
2523774970,일반상가,월세,3110424
2523781502,일반상가,월세,3120081
2523764970,일반상가,월세,3120081
2523636788,일반상가,월세,3130157
2523724376,일반상가,월세,3130157
2523730383,일반상가,월세,3110425
2523779310,일반상가,월세,3110426
2523663609,일반상가,월세,
2523649302,일반상가,월세,3110428
2523687246,일반상가,월세,3120081
2523723285,일반상가,월세,3120081
2523649854,일반상가,월세,3110428
2523644350,일반상가,월세,3120081
2523625690,일반상가,월세,
2523719755,단지내상가,매매,3130154
2523751747,일반상가,월세,3120081
2523705704,일반상가,월세,3110424
2523756116,단지내상가,월세,
2523778335,단지내상가,월세,3120081
2523648868,일반상가,월세,3110416
2523700840,단지내상가,매매,
2523663314,일반상가,월세,
2523786101,일반상가,월세,3110419
2523785698,단지내상가,월세,
2523778776,복합상가,매매,
2523700520,단지내상가,월세,
2523739335,일반상가,월세,3120081
2523728041,일반상가,월세,3110428
2523723789,일반상가,월세,3120082
2523716765,일반상가,월세,3110424
2523755399,단지내상가,매매,
2523544446,일반상가,월세,3120081
2523582969,일반상가,월세,
2523387883,일반상가,월세,3120081
2523570165,일반상가,월세,3120081
2523562607,일반상가,월세,3110424
2523558970,일반상가,월세,3120081
2523582354,일반상가,월세,3110422
2523462909,일반상가,월세,3120081
2523560249,일반상가,월세,3120081
2523570626,일반상가,월세,3120081
2523443017,일반상가,월세,3110426
2523505619,일반상가,월세,3110424
2523520427,일반상가,월세,3110424
2523503198,일반상가,월세,3110424
2523200731,일반상가,월세,
2523256862,일반상가,월세,3120081
2523545204,단지내상가,월세,
2523554322,일반상가,월세,3120081
2523343465,단지내상가,월세,3110416
2523485928,일반상가,월세,3110426
2523450352,단지내상가,매매,3110424
2523525756,일반상가,월세,3110424
2523439884,단지내상가,월세,3120081
2523552756,일반상가,월세,3110424
2523505318,단지내상가,월세,
2523540051,일반상가,매매,3120081
2523552696,일반상가,월세,3110424
2523466134,일반상가,월세,3120082
2523550279,복합상가,월세,3120081
2523381727,일반상가,월세,3110424
2523369317,일반상가,월세,3110426
2523434980,일반상가,월세,
2523412061,일반상가,매매,3110419
2523386179,일반상가,월세,3120081
2523408077,일반상가,월세,3120081
2523366919,일반상가,월세,
2523318429,일반상가,월세,3120081
2523414763,일반상가,월세,
2523385797,일반상가,월세,3120081
2523393838,일반상가,월세,3120081
2523385948,일반상가,월세,3120081
2523392053,일반상가,월세,3120081
2523264904,일반상가,월세,3110425
2523465313,복합상가,월세,3120081
2523573541,일반상가,월세,3120081
2523465424,일반상가,월세,3120081
2523410276,일반상가,월세,
2523498749,단지내상가,매매,
2523354148,일반상가,월세,3120081
2523340810,일반상가,월세,3120081
2523418382,일반상가,월세,3110425
2523485404,일반상가,월세,3110416
2523561494,일반상가,월세,3120081
2523565785,일반상가,월세,3110428
2523341370,일반상가,월세,
2523386884,일반상가,월세,
2523254843,일반상가,월세,3120082
2523346811,단지내상가,월세,3120080
2523370496,일반상가,월세,3130157
2523353592,단지내상가,월세,
2523379260,단지내상가,월세,
2523432475,일반상가,월세,3120081
2523366925,일반상가,월세,3120081
2523418716,단지내상가,월세,
2523418919,일반상가,월세,
2523478465,일반상가,월세,3120081
2523418004,복합상가,월세,
2523275608,일반상가,매매,
2523419544,단지내상가,월세,
2523218071,단지내상가,월세,3110415
2523274262,일반상가,월세,
2523280525,일반상가,월세,3120081
2523272757,일반상가,월세,3120081
2523334672,일반상가,월세,3120081
2523217379,일반상가,월세,3120081
2523271547,일반상가,매매,
2523270599,일반상가,월세,
2523272827,일반상가,월세,
2523272429,일반상가,매매,
2523579753,일반상가,매매,
2523584832,단지내상가,월세,
2523338645,일반상가,월세,3120081
2523320295,일반상가,월세,3120081
2523579357,일반상가,월세,3120081
2523438486,단지내상가,월세,3110425
2523561322,일반상가,월세,
2523440990,일반상가,월세,3110415
2523574312,일반상가,월세,3110428
2523439685,일반상가,월세,3110415
2523285119,일반상가,월세,3110419
2523286790,일반상가,매매,3120082
2523339205,복합상가,월세,3120081
2523271089,일반상가,월세,
2523267454,일반상가,월세,3120081
2523271928,일반상가,매매,
2523221202,일반상가,월세,3120081
2523528964,일반상가,월세,3120081
2523224347,복합상가,월세,3120081
2523248453,일반상가,월세,3120081
2523335339,일반상가,월세,
2523348569,일반상가,월세,3110416
2523262933,일반상가,매매,3120081
2523316298,일반상가,월세,3110425
2523264965,일반상가,월세,3120081
2523274464,일반상가,월세,3120081
2523254117,일반상가,월세,3120081
2523276050,일반상가,월세,3110428
2523313962,일반상가,월세,3110419
2523364598,일반상가,월세,3110425
2523366098,일반상가,월세,3110428
2523363630,일반상가,월세,
2523338054,복합상가,매매,
2523377559,일반상가,월세,3110425
2523341329,일반상가,월세,3120081
2523338842,일반상가,월세,3120081
2523198802,일반상가,월세,3120081
2523198969,일반상가,월세,
2523096167,단지내상가,월세,3110416
2523099818,일반상가,월세,3120081
2523167131,일반상가,월세,3120081
2523072155,일반상가,월세,3110419
2523048400,단지내상가,월세,
2523021768,일반상가,월세,3120081
2523059348,일반상가,월세,3120081
2522606919,일반상가,매매,3120081
2523089410,일반상가,월세,3110428
2523179504,일반상가,월세,3120081
2523053799,일반상가,월세,3120081
2523057910,일반상가,월세,3120081
2523141813,단지내상가,월세,
2523034931,일반상가,월세,
2523037262,일반상가,월세,3120081
2523037298,일반상가,월세,3120081
2523034912,일반상가,월세,3120081
2523109073,일반상가,월세,3110415
2523190077,일반상가,월세,
2523093089,일반상가,월세,3110415
2523188627,일반상가,월세,3110425
2523148534,단지내상가,월세,
2523203129,일반상가,월세,3120081
2523095906,단지내상가,매매,
2523079528,단지내상가,매매,3120082
2523161279,복합상가,월세,3120081
2523034979,일반상가,월세,3120082
2523197015,일반상가,월세,3120081
2523152800,일반상가,월세,3120081
2523110952,일반상가,월세,3120081
2523144643,일반상가,월세,3120081
2523112277,일반상가,매매,
2523184810,일반상가,월세,3120081
2523139626,단지내상가,월세,
2523200372,일반상가,월세,3120081
2523211132,일반상가,월세,3120081
2523150115,일반상가,월세,3120081
2523209996,일반상가,월세,3120081
2522882783,단지내상가,매매,
2522796623,일반상가,월세,3120081
2522895882,일반상가,월세,3120081
2522818657,일반상가,월세,3120081
2522992618,일반상가,월세,3110415
2522988523,단지내상가,매매,
2522922189,일반상가,월세,3120081
2522794645,일반상가,월세,
2522788807,일반상가,월세,3120081
2522794468,일반상가,월세,3120081
2522792623,일반상가,매매,3110415
2522795584,일반상가,월세,3120081
2522912453,단지내상가,월세,
2522970782,일반상가,월세,3120081
2522906724,일반상가,월세,3120081
2522868748,복합상가,월세,
2522805209,일반상가,월세,3110424
2522877084,일반상가,월세,3120081
2522797008,일반상가,월세,3120081
2522877494,일반상가,월세,3120081
2522796142,단지내상가,월세,3120081
2522939259,일반상가,월세,3130154
2522908122,단지내상가,월세,
2522921456,일반상가,월세,3120081
2522982973,일반상가,월세,3110425
2523008902,일반상가,월세,3110425
2522890811,일반상가,월세,3120081
2522879301,일반상가,월세,3130157
2522805254,일반상가,월세,3120081
2522815536,일반상가,월세,3110428
2523005172,일반상가,월세,3110428
2522888204,일반상가,월세,
2522897970,일반상가,월세,3120081
2522958442,일반상가,월세,3110428
2522907421,일반상가,월세,3120081
2522896463,일반상가,월세,3120082
2522907751,일반상가,월세,3120082
2522937680,일반상가,월세,3110428
2522903190,일반상가,월세,3110426
2522958260,일반상가,월세,3120081
2522898638,일반상가,월세,3120081
2522899339,일반상가,월세,3120081
2522903752,일반상가,월세,3110425
2522921008,단지내상가,월세,3110428
2522881978,일반상가,월세,3120081
2522805220,일반상가,월세,3120081
2522942211,복합상가,월세,3120081
2522796932,일반상가,월세,3120081
2522815876,복합상가,매매,3120081
2522816173,복합상가,월세,
2522805279,일반상가,월세,3120081
2522960286,일반상가,월세,3120081
2522905621,일반상가,월세,3120081
2522882911,일반상가,월세,3120081
2522895047,일반상가,월세,3110419
2522928396,일반상가,월세,3130157
2523002821,일반상가,월세,3120081
2522866723,일반상가,월세,3120081
2522901619,일반상가,월세,3120081
2522906962,일반상가,매매,3120081
2523009074,복합상가,월세,3120081
2522938434,단지내상가,매매,
2522971310,복합상가,월세,3120081
2523009842,단지내상가,월세,
2522962682,복합상가,월세,3120081
2522867387,일반상가,월세,3120081
2522796453,복합상가,월세,3120081
2522893524,일반상가,월세,3120081
2522843115,일반상가,월세,
2522816778,일반상가,월세,3120081
2523004804,일반상가,월세,3110428
2522891892,일반상가,월세,
2522878416,단지내상가,월세,
2522892676,일반상가,월세,3120081
2522888852,일반상가,월세,3120081
2522895239,일반상가,월세,3120081
2522894625,일반상가,매매,3120081
2522817640,일반상가,매매,3120081
2522856292,단지내상가,매매,
2522894653,일반상가,월세,3110422
2522899531,일반상가,월세,3120081
2522860273,일반상가,월세,3120081
2522869914,일반상가,월세,
2522894334,일반상가,월세,3120081
2522893893,일반상가,월세,3120081
2522891361,일반상가,월세,3120081
2522880591,복합상가,월세,3130157
2522857823,일반상가,월세,3110416
2522866655,일반상가,월세,3110428
2522775267,일반상가,월세,3120081
2522791786,일반상가,월세,3120081
2522543151,일반상가,월세,
2522613164,일반상가,월세,
2522557023,일반상가,월세,3110419
2522611412,일반상가,월세,3120081
2522595138,일반상가,월세,3120081
2522626629,일반상가,월세,3110426
2522636721,일반상가,월세,3120081
2522561005,일반상가,월세,3120081
2522607804,단지내상가,매매,
2522604162,일반상가,매매,
2522629254,일반상가,월세,3120081
2522471421,일반상가,월세,3110419
2522460837,일반상가,월세,3120080
2522479948,복합상가,월세,3120081
2522471231,일반상가,월세,
2522471258,일반상가,월세,3110416
2522471856,단지내상가,월세,3110416
2522471457,일반상가,월세,3120081
2522480018,복합상가,월세,
2522480907,일반상가,월세,3120081
2522471247,일반상가,월세,
2522471276,일반상가,월세,3110425
2522493022,일반상가,월세,3120081
2522496456,일반상가,월세,
2522492980,복합상가,월세,3120081
2522502931,일반상가,월세,3120081
2522523780,일반상가,월세,3110415
2522492992,일반상가,월세,3120081
2522492955,일반상가,월세,3120081
2522492162,일반상가,월세,3120081
2522521005,일반상가,월세,3110415
2522492206,일반상가,월세,3120081
2522492682,일반상가,월세,3120081
2522492911,일반상가,월세,3110419
2522492886,일반상가,월세,3120081
2522598832,일반상가,월세,3120081
2522471444,단지내상가,월세,3110416
2522563943,일반상가,월세,3120081
2522553922,일반상가,월세,3120081
2522565851,일반상가,월세,
2522575370,복합상가,월세,3120081
2522596066,복합상가,월세,3120081
2522549451,일반상가,월세,3110416
2522586595,일반상가,월세,3120081
2522559172,단지내상가,월세,
2522572125,일반상가,월세,3110415
2522553541,복합상가,월세,3120081
2522519288,일반상가,월세,3110415
2522611117,일반상가,월세,3120080
2522634341,복합상가,월세,
2522600023,복합상가,월세,3120081
2522610767,단지내상가,월세,
2522634041,일반상가,월세,3120081
2522633441,일반상가,월세,3110425
2522601925,일반상가,월세,3120081
2522606161,일반상가,월세,3120081
2522611049,일반상가,월세,
2522612151,일반상가,월세,3110425
2522601284,일반상가,월세,3120081
2522609794,일반상가,월세,3120081
2522629099,일반상가,월세,3120081
2522641014,일반상가,월세,
2522639846,일반상가,월세,3120081
2522641694,복합상가,월세,3110428
2522659639,일반상가,월세,3120081
2522646250,일반상가,월세,3110428
2522637004,일반상가,월세,
2522643514,일반상가,월세,3120081
2522647461,일반상가,월세,3110424
2522639020,일반상가,월세,3120081
2522666593,일반상가,월세,3110416
2522648405,일반상가,월세,3120080
2522661986,일반상가,월세,
2522661320,단지내상가,매매,
2522636865,일반상가,월세,
2522659229,복합상가,월세,3120081
2522640035,일반상가,월세,
2522679989,일반상가,월세,3120081
2522671596,일반상가,월세,3120081
2522704761,일반상가,월세,
2522707091,일반상가,월세,
2522602922,일반상가,월세,3130157
2522708669,단지내상가,월세,
2522697841,일반상가,월세,3120082
2522692543,일반상가,월세,3110425
2522703044,일반상가,월세,3120081
2522710085,일반상가,월세,3120081
2522697097,일반상가,월세,3120081
2522705818,일반상가,월세,3120081
2522710761,일반상가,월세,3110419
2522720329,일반상가,월세,3120081
2522758350,일반상가,월세,
2522659974,일반상가,월세,3110416
2522740582,일반상가,매매,
2522745439,일반상가,월세,3120081
2522753115,일반상가,월세,3120081
2522746215,일반상가,월세,3120081
2522739321,일반상가,월세,3120081
2522746731,단지내상가,월세,
2522759795,일반상가,월세,3110424
2522729575,단지내상가,매매,
2522730189,단지내상가,매매,
2522748941,일반상가,월세,3120081
2522709178,일반상가,월세,3110416
2522765547,복합상가,월세,3120081
2522772853,일반상가,월세,
2522769064,일반상가,월세,3120081
2522774366,일반상가,월세,
2522737444,단지내상가,월세,3120080
2522746254,일반상가,월세,3110428
2522657040,일반상가,매매,3120081
2522665242,일반상가,월세,3110425
2522657482,일반상가,매매,3120081
2522643336,일반상가,월세,3120081
2522647207,일반상가,매매,3120081
2522640395,일반상가,월세,3120081
2522654189,일반상가,월세,3120081
2522658075,일반상가,월세,3120081
2522670915,일반상가,월세,3120081
2522665013,복합상가,월세,3120081
2522666817,일반상가,매매,3120082
2522610899,일반상가,월세,3120081
2522750482,일반상가,월세,3120081
2522693069,단지내상가,매매,
2522694940,일반상가,월세,3110419
2522691156,일반상가,월세,3120081
2522673707,일반상가,매매,
2522739558,일반상가,월세,
2522722943,일반상가,월세,
2522694147,일반상가,월세,3110428
2522678471,복합상가,월세,3110415
2522755929,일반상가,월세,3120081
2522794868,단지내상가,월세,
2522796332,일반상가,월세,3120081
2522762064,일반상가,월세,3120081
2522782992,단지내상가,월세,
2522760935,일반상가,월세,3120081
2522663449,일반상가,월세,3110425
2522638449,단지내상가,매매,
2522666338,단지내상가,매매,
2522689825,일반상가,매매,3120081
2522797072,일반상가,월세,3120082
2522796859,일반상가,월세,3120082
2522766426,일반상가,월세,3120081
2522782150,일반상가,월세,3120081
2522763273,복합상가,월세,3130157
2522768499,일반상가,월세,3120081
2522762362,복합상가,월세,3110422
2522785710,복합상가,월세,
2522701907,단지내상가,월세,
2522690242,일반상가,월세,3120081
2522688918,일반상가,월세,3120081
2522682402,일반상가,매매,
2522683750,일반상가,매매,3120080
2522695499,일반상가,월세,3110428
2522645539,복합상가,월세,
2522496373,일반상가,월세,3120081
2522496419,일반상가,월세,3120081
2522471426,일반상가,매매,
2522480636,일반상가,월세,3120081
2522568365,일반상가,월세,3120081
2522480749,복합상가,매매,3120081
2522496414,일반상가,월세,3120081
2522493035,복합상가,매매,
2522472392,일반상가,월세,
2522503111,복합상가,매매,3120081
2522493061,복합상가,매매,3120081
2522552282,일반상가,월세,3110424
2522631050,일반상가,월세,
2522492783,복합상가,매매,3120081
2522480781,복합상가,월세,3120081
2522492238,복합상가,매매,3110415
2522471210,일반상가,월세,3110416
2522441830,일반상가,월세,
2522454448,일반상가,월세,
2522353635,일반상가,월세,3120081
2522436346,일반상가,월세,3120082
2522446608,복합상가,월세,3120081
2522456601,단지내상가,월세,3120081
2522459097,일반상가,월세,3120081
2522456867,단지내상가,월세,3120081
2522399592,일반상가,월세,3120081
2522433487,복합상가,매매,3120081
2522435475,복합상가,월세,3120081
2522432156,일반상가,월세,3110424
2522430630,일반상가,월세,3120081
2522435759,일반상가,월세,3120081
2522434982,복합상가,월세,3120081
2522434669,단지내상가,매매,3130154
2522354342,일반상가,월세,3110416
2522355108,단지내상가,월세,
2522423852,일반상가,월세,3120081
2522394401,일반상가,월세,3110437
2522394322,일반상가,월세,3110424
2522417455,일반상가,월세,3120081
2522417443,복합상가,월세,3120081
2522369447,일반상가,월세,3120081
2522417304,복합상가,매매,3120081
2522433515,일반상가,월세,
2522426386,일반상가,월세,3120081
2522327810,일반상가,월세,3130157
2522466057,단지내상가,월세,
2522421838,일반상가,월세,
2522454923,일반상가,월세,3110428
2522455313,복합상가,월세,3120081
2522427070,일반상가,월세,
2522305605,일반상가,매매,3110425
2522373344,일반상가,월세,
2522368904,일반상가,월세,3120081
2522347943,일반상가,월세,3110425
2522314015,일반상가,월세,3120081
2522319632,일반상가,월세,3120081
2522463276,일반상가,월세,
2522423197,일반상가,월세,3110419
2522415754,복합상가,매매,3120081
2522432019,일반상가,월세,3120081
2522464642,일반상가,월세,3120081
2522463638,일반상가,월세,3110416
2522432945,일반상가,월세,3120081
2522431616,일반상가,월세,3120081
2522431036,일반상가,월세,3120081
2522327779,일반상가,월세,3120081
2522347462,일반상가,월세,3110428
2522336446,단지내상가,매매,
2522431337,일반상가,월세,
2522415156,복합상가,월세,
2522368612,일반상가,월세,3120081
2522453056,일반상가,월세,3120081
2522428875,일반상가,월세,3120081
2522436903,복합상가,매매,3120081
2522432296,일반상가,월세,3120081
2522426641,일반상가,월세,3120081
2522393168,일반상가,월세,3120081
2522423866,단지내상가,매매,3110424
2522418233,일반상가,월세,3120081
2522377561,일반상가,월세,3120081
2522393273,일반상가,월세,3120081
2522290527,일반상가,월세,3110419
2522299846,일반상가,매매,3110425
2522131029,일반상가,월세,3110416
2522299027,일반상가,월세,3110440
2522251298,일반상가,월세,3110424
2522168346,일반상가,월세,3110416
2522087151,일반상가,월세,3120080
2522174600,일반상가,월세,3110428
2522300980,일반상가,월세,
2522219092,일반상가,월세,3110422
2522246594,일반상가,월세,3120081
2522223071,복합상가,월세,3120081
2522183720,일반상가,월세,3110424
2522178927,일반상가,월세,3120081
2522289928,일반상가,월세,3110416
2522218853,일반상가,월세,3120081
2522175983,일반상가,월세,3110428
2522290477,일반상가,월세,3110428
2522087026,일반상가,월세,3120081
2522158762,복합상가,매매,3120081
2522126694,일반상가,월세,3110419
2522251735,일반상가,월세,3120081
2522123183,일반상가,월세,3120081
2522073091,일반상가,월세,3130157
2522261389,복합상가,월세,3120081
2522203369,일반상가,월세,3110424
2522204627,단지내상가,월세,
2522120065,일반상가,월세,3110425
2522093814,일반상가,월세,
2522115331,일반상가,월세,
2522086262,일반상가,월세,3110422
2522093786,일반상가,월세,3120081
2522073687,일반상가,월세,3110415
2522083275,일반상가,월세,
2522085669,복합상가,월세,3120080
2522129641,단지내상가,월세,
2522155069,일반상가,월세,
2522178090,일반상가,월세,3110428
2522096151,일반상가,월세,3110424
2522203909,일반상가,월세,3120081
2522204303,복합상가,월세,3120081
2522137572,단지내상가,매매,3130154
2522232201,일반상가,월세,3110416
2522219493,복합상가,매매,3120081
2522139203,일반상가,월세,3120081
2522183029,일반상가,월세,3110424
2522285619,일반상가,월세,3120081
2522289280,일반상가,월세,3120081
2522288599,일반상가,월세,3120081
2522096567,일반상가,월세,3130157
2522093751,일반상가,월세,3120081
2522096129,단지내상가,매매,3110416
2522082046,일반상가,월세,
2522295918,일반상가,월세,
2522289065,일반상가,월세,3120081
2522096502,단지내상가,월세,
2522110899,일반상가,월세,3120081
2522120745,일반상가,월세,3120081
2522096006,일반상가,월세,3110428
2522232493,일반상가,월세,3110428
2522227737,일반상가,월세,3120081
2522226259,일반상가,월세,3110424
2522171513,일반상가,월세,3110424
2522235718,일반상가,매매,
2522113017,단지내상가,월세,
2522203397,일반상가,월세,3110428
2522165219,단지내상가,월세,
2522200642,복합상가,매매,3110424
2522232829,일반상가,월세,3110422
2522290257,단지내상가,월세,3110416
2522290240,일반상가,월세,3120081
2522250834,일반상가,월세,3120081
2522291122,일반상가,월세,3120081
2522263958,일반상가,월세,
2522283145,일반상가,월세,3120081
2522256890,일반상가,월세,3120081
2522252371,단지내상가,월세,
2522275160,복합상가,월세,3120081
2521912083,일반상가,월세,3110424
2521875807,단지내상가,월세,
2521932137,일반상가,월세,3120081
2521868559,단지내상가,매매,
2521838053,단지내상가,월세,
2521840682,복합상가,월세,
2521867962,일반상가,월세,
2521845130,일반상가,월세,3110424
2521867687,일반상가,월세,
2521840693,일반상가,월세,3130157
2521922251,일반상가,월세,3130157
2521926751,일반상가,월세,3120081
2522068521,일반상가,월세,3120080
2522076982,일반상가,월세,3120081
2522082578,복합상가,매매,3110425
2522065289,일반상가,월세,3130157
2522065119,일반상가,월세,
2521998609,일반상가,월세,3120081
2521865929,일반상가,월세,3110415
2522005734,일반상가,월세,3120081
2522057494,일반상가,월세,3110425
2521930295,일반상가,월세,3110425
2522024298,복합상가,월세,3120081
2522015529,일반상가,월세,3120081
2522060552,단지내상가,매매,
2521964472,단지내상가,매매,
2521999142,일반상가,월세,3110424
2522054307,일반상가,월세,3110422
2522021055,일반상가,월세,3120081
2521949737,일반상가,월세,3120081
2522002149,일반상가,월세,3120081
2521927331,단지내상가,매매,
2521867587,일반상가,월세,3110415
2521899227,단지내상가,매매,
2521908423,일반상가,월세,
2521906219,일반상가,월세,
2521877357,일반상가,월세,3110428
2521910804,복합상가,매매,
2521929231,일반상가,매매,3120082
2521917779,일반상가,월세,3110424
2521900897,단지내상가,매매,
2522009764,복합상가,매매,3120081
2522007795,일반상가,월세,3120081
2522007662,일반상가,월세,3120081
2522006977,일반상가,월세,3120081
2521983398,복합상가,월세,3120081
2521949407,일반상가,월세,3110419
2521934471,일반상가,월세,3120081
2521953563,단지내상가,월세,
2522043917,일반상가,월세,3110428
2522026624,단지내상가,매매,
